validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,vis_setor,vis_setor_dir,chuva,trovoada,nevoa_umida,teto,cobertura,tt,po,qnh,ur,chuvisco,vnt_rajada,nevoa_seca,pancada,nevoeiro
"['00:00', '06/11']",06/11 00:00,110,8,NIL,9999,,,,,,800,5,13,12,1019,94,,,,,
"['01:00', '06/11']",06/11 01:00,100,6,NIL,9999,,,,,,1200,5,13,12,1019,94,,,,,
"['02:00', '06/11']",06/11 02:00,110,6,NIL,9999,,,,,,1200,5,13,12,1019,94,,,,,
"['03:00', '06/11']",06/11 03:00,120,8,NIL,9999,,,,,,1200,5,13,12,1019,94,,,,,
"['04:00', '06/11']",06/11 04:00,130,10,NIL,9999,,,,,,1300,5,12,12,1018,100,,,,,
"['05:00', '06/11']",06/11 05:00,130,9,NIL,9999,,,,,,1000,5,12,11,1018,94,,,,,
"['06:00', '06/11']",06/11 06:00,130,11,NIL,9999,,,,,,1000,5,11,10,1018,94,,,,,
"['07:00', '06/11']",06/11 07:00,130,6,NIL,9999,,,,,,1300,5,10,09,1018,93,,,,,
"['08:00', '06/11']",06/11 08:00,140,7,NIL,9999,,,,,,NIL,3,08,07,1018,93,,,,,
"['09:00', '06/11']",06/11 09:00,130,7,NIL,9999,,,,,,NIL,3,09,08,1019,93,,,,,
"['10:00', '06/11']",06/11 10:00,110,7,NIL,9999,,,,,,NIL,3,11,09,1019,87,,,,,
"['11:00', '06/11']",06/11 11:00,110,4,110,9999,,,,,,NIL,3,14,08,1020,67,,,,,
"['12:00', '06/11']",06/11 12:00,110,6,115,9999,,,,,,NIL,3,15,08,1021,63,,,,,
"['13:00', '06/11']",06/11 13:00,130,7,130,9999,,,,,,NIL,3,16,08,1021,59,,,,,
"['14:00', '06/11']",06/11 14:00,130,6,140,9999,,,,,,NIL,2,18,07,1020,49,,,,,
"['15:00', '06/11']",06/11 15:00,150,7,140,9999,,,,,,NIL,2,19,08,1020,49,,,,,
"['16:00', '06/11']",06/11 16:00,80,7,235,9999,,,,,,NIL,2,19,09,1019,52,,,,,
"['17:00', '06/11']",06/11 17:00,90,8,85,9999,,,,,,NIL,2,20,09,1019,49,,,,,
"['18:00', '06/11']",06/11 18:00,130,6,150,9999,,,,,,NIL,2,20,09,1018,49,,,,,
"['19:00', '06/11']",06/11 19:00,120,9,115,9999,,,,,,NIL,2,20,10,1018,53,,,,,
"['20:00', '06/11']",06/11 20:00,110,9,NIL,9999,,,,,,NIL,2,19,10,1018,56,,,,,
"['21:00', '06/11']",06/11 21:00,110,10,NIL,9999,,,,,,NIL,2,17,11,1019,68,,,,,
"['22:00', '06/11']",06/11 22:00,100,9,NIL,9999,,,,,,NIL,2,15,11,1019,77,,,,,
"['23:00', '06/11']",06/11 23:00,100,6,NIL,9999,,,,,,NIL,NIL,13,11,1019,88,,,,,
"['00:00', '07/11']",07/11 00:00,130,5,NIL,9999,,,,,,NIL,2,12,11,1020,94,,,,,
"['01:00', '07/11']",07/11 01:00,110,5,NIL,9999,,,,,,,NIL,11,11,1021,100,,,,,
"['02:00', '07/11']",07/11 02:00,70,3,NIL,9999,,,,,,,NIL,11,11,1021,100,,,,,
"['03:00', '07/11']",07/11 03:00,120,4,NIL,9999,,,,,,,NIL,10,10,1021,100,,,,,
"['04:00', '07/11']",07/11 04:00,100,4,NIL,9999,,,,,,,NIL,10,09,1020,93,,,,,
"['05:00', '07/11']",07/11 05:00,110,6,NIL,9999,,,,,,,NIL,10,08,1019,87,,,,,
"['06:00', '07/11']",07/11 06:00,100,3,NIL,9999,,,,,,,NIL,09,08,1020,93,,,,,
"['07:00', '07/11']",07/11 07:00,90,2,NIL,9999,,,,,,,NIL,09,07,1020,87,,,,,
"['08:00', '07/11']",07/11 08:00,0,0,NIL,9999,,,,,,,NIL,09,08,1021,93,,,,,
"['09:00', '07/11']",07/11 09:00,90,2,NIL,9999,,,,,,,NIL,09,08,1022,93,,,,,
"['10:00', '07/11']",07/11 10:00,360,3,NIL,9999,,,,,,,NIL,12,09,1022,82,,,,,
"['11:00', '07/11']",07/11 11:00,120,3,120,9999,,,,,,,NIL,15,11,1023,77,,,,,
"['12:00', '07/11']",07/11 12:00,40,5,NIL,9999,,,,,,,NIL,17,11,1023,68,,,,,
"['13:00', '07/11']",07/11 13:00,30,5,NIL,9999,,,,,,,NIL,19,10,1023,56,,,,,
"['14:00', '07/11']",07/11 14:00,10,5,NIL,9999,,,,,,,NIL,21,08,1022,43,,,,,
"['15:00', '07/11']",07/11 15:00,40,4,NIL,9999,,,,,,,NIL,24,08,1022,36,,,,,
"['16:00', '07/11']",07/11 16:00,350,2,NIL,9999,,,,,,,NIL,25,05,1021,28,,,,,
"['17:00', '07/11']",07/11 17:00,280,3,NIL,9999,,,,,,,NIL,26,07,1020,30,,,,,
"['18:00', '07/11']",07/11 18:00,90,6,85,9999,,,,,,,NIL,26,08,1019,32,,,,,
"['19:00', '07/11']",07/11 19:00,130,7,135,9999,,,,,,,NIL,26,12,1019,42,,,,,
"['20:00', '07/11']",07/11 20:00,110,8,NIL,9999,,,,,,,NIL,24,12,1019,47,,,,,
"['21:00', '07/11']",07/11 21:00,90,6,NIL,9999,,,,,,,NIL,22,13,1019,57,,,,,
"['22:00', '07/11']",07/11 22:00,110,7,100,9999,,,,,,,NIL,17,13,1020,77,,,,,
"['23:00', '07/11']",07/11 23:00,100,5,NIL,9999,,,,,,,2,16,14,1020,88,,,,,
"['00:00', '08/11']",08/11 00:00,100,5,NIL,9999,,,,,,,2,15,14,1021,94,,,,,
"['01:00', '08/11']",08/11 01:00,100,5,NIL,9999,,,,,,400,5,14,14,1021,100,,,,,
"['02:00', '08/11']",08/11 02:00,100,6,NIL,9999,,,,,,300,8,14,14,1021,100,,,,,
"['03:00', '08/11']",08/11 03:00,90,6,NIL,9999,,,,,,400,8,15,14,1021,94,,,,,
"['04:00', '08/11']",08/11 04:00,70,4,NIL,9999,,,,,,400,8,15,14,1020,94,,,,,
"['05:00', '08/11']",08/11 05:00,40,3,NIL,9999,,,,,,600,8,15,14,1020,94,,,,,
"['06:00', '08/11']",08/11 06:00,70,4,NIL,9999,,,,,,600,8,15,14,1019,94,,,,,
"['07:00', '08/11']",08/11 07:00,80,4,NIL,9999,,,,,,500,8,15,14,1020,94,,,,,
"['08:00', '08/11']",08/11 08:00,90,4,NIL,9999,,,,,,500,8,15,14,1020,94,,,,,
"['09:00', '08/11']",08/11 09:00,80,6,NIL,9999,,,,,,600,8,15,13,1021,88,,,,,
"['10:00', '08/11']",08/11 10:00,110,4,NIL,9999,,,,,,400,8,15,14,1021,94,,,,,
"['11:00', '08/11']",08/11 11:00,30,4,215,9999,,,,,,900,5,16,14,1022,88,,,,,
"['12:00', '08/11']",08/11 12:00,70,3,NIL,9999,,,,,,NIL,3,18,14,1022,77,,,,,
"['13:00', '08/11']",08/11 13:00,60,4,225,9999,,,,,,NIL,2,20,13,1022,64,,,,,
"['14:00', '08/11']",08/11 14:00,VRB,5,NIL,9999,,,,,,NIL,NIL,23,14,1021,57,,,,,
"['15:00', '08/11']",08/11 15:00,50,5,230,9999,,,,,,NIL,NIL,26,14,1020,48,,,,,
"['16:00', '08/11']",08/11 16:00,VRB,4,NIL,9999,,,,,,NIL,NIL,27,15,1019,48,,,,,
"['17:00', '08/11']",08/11 17:00,VRB,5,NIL,9999,,,,,,NIL,2,29,13,1018,37,,,,,
"['18:00', '08/11']",08/11 18:00,100,7,85,9999,,,,,,NIL,NIL,27,17,1017,54,,,,,
"['19:00', '08/11']",08/11 19:00,100,9,NIL,9999,,,,,,NIL,NIL,27,17,1017,54,,,,,
"['20:00', '08/11']",08/11 20:00,120,10,NIL,9999,,,,,,NIL,NIL,24,17,1017,65,,,,,
"['21:00', '08/11']",08/11 21:00,100,8,NIL,9999,,,,,,NIL,NIL,21,17,1018,78,,,,,
"['22:00', '08/11']",08/11 22:00,100,9,NIL,9999,,,,,,NIL,NIL,18,16,1018,88,,,,,
"['23:00', '08/11']",08/11 23:00,100,8,NIL,9999,,,,,,NIL,2,17,16,1019,94,,,,,
"['23:10', '08/11']",08/11 23:10,100,7,NIL,9999,,,,,,500,5,17,16,1019,94,,,,,
"['00:00', '09/11']",09/11 00:00,110,6,NIL,9999,,,,,,500,8,16,16,1019,100,,,,,
"['01:00', '09/11']",09/11 01:00,100,7,NIL,9999,,,NIL,NIL,,500,5,16,15,1020,94,,,,,
"['02:00', '09/11']",09/11 02:00,110,6,NIL,9999,,,NIL,NIL,,500,5,16,15,1020,94,,,,,
"['03:00', '09/11']",09/11 03:00,100,9,NIL,9999,,,NIL,NIL,,500,8,16,15,1019,94,,,,,
"['04:00', '09/11']",09/11 04:00,100,5,NIL,9999,,,NIL,NIL,,600,8,16,15,1019,94,,,,,
"['05:00', '09/11']",09/11 05:00,110,4,NIL,9999,,,NIL,NIL,,600,5,16,16,1019,100,,,,,
"['06:00', '09/11']",09/11 06:00,110,5,NIL,9999,,,NIL,NIL,,500,8,16,16,1019,100,,,,,
"['07:00', '09/11']",09/11 07:00,90,4,NIL,9999,,,NIL,NIL,,600,8,16,15,1019,94,,,,,
"['08:00', '09/11']",09/11 08:00,80,6,NIL,9999,,,NIL,NIL,,900,5,16,15,1019,94,,,,,
"['09:00', '09/11']",09/11 09:00,50,6,NIL,9999,,,NIL,NIL,,600,8,16,15,1020,94,,,,,
"['10:00', '09/11']",09/11 10:00,140,8,NIL,9999,,,NIL,1,,1300,5,17,15,1021,88,,,,,
"['11:00', '09/11']",09/11 11:00,60,8,NIL,9999,,,NIL,1,,900,5,17,16,1020,94,,,,,
"['12:00', '09/11']",09/11 12:00,60,9,NIL,9999,,,NIL,NIL,,900,5,17,15,1020,88,,,,,
"['13:00', '09/11']",09/11 13:00,80,6,NIL,9999,,,NIL,NIL,,1300,5,19,15,1020,78,,,,,
"['14:00', '09/11']",09/11 14:00,70,9,NIL,9999,,,NIL,NIL,,1400,5,18,16,1020,88,,,,,
"['15:00', '09/11']",09/11 15:00,80,8,NIL,9999,,,NIL,NIL,,1400,5,20,15,1019,73,,,,,
"['16:00', '09/11']",09/11 16:00,80,8,NIL,9999,,,NIL,NIL,,2000,5,21,16,1018,73,,,,,
"['17:00', '09/11']",09/11 17:00,130,6,NIL,9999,,,NIL,NIL,,2000,5,21,16,1018,73,,,,,
"['17:50', '09/11']",09/11 17:50,140,12,NIL,9999,,,NIL,NIL,,1300,5,18,15,1019,83,,,,,
"['18:00', '09/11']",09/11 18:00,130,11,NIL,9999,,,NIL,NIL,,1100,5,18,15,1019,83,,,,,
"['19:00', '09/11']",09/11 19:00,120,11,NIL,9999,,,NIL,NIL,,1000,5,18,16,1018,88,,,,,
"['20:00', '09/11']",09/11 20:00,120,9,NIL,9999,,,NIL,NIL,,900,8,18,16,1018,88,,,,,
"['21:00', '09/11']",09/11 21:00,110,8,NIL,9999,,,NIL,NIL,,600,8,17,16,1018,94,,,,,
"['22:00', '09/11']",09/11 22:00,60,3,50,9999,,,NIL,NIL,,700,8,17,17,1019,100,,,,,
"['23:00', '09/11']",09/11 23:00,100,4,NIL,6000,,,1,NIL,,400,8,17,17,1020,100,,,,,
"['00:00', '10/11']",10/11 00:00,60,4,NIL,9999,,,1,NIL,,500,8,17,17,1020,100,,,,,
"['01:00', '10/11']",10/11 01:00,50,7,,9999,,,1,,,400,8,16,16,1021,100,,,,,
"['02:00', '10/11']",10/11 02:00,50,5,,9999,,,1,,,400,8,17,16,1020,94,,,,,
"['03:00', '10/11']",10/11 03:00,100,3,,9999,,,NIL,,,300,8,16,16,1019,100,,,,,
"['04:00', '10/11']",10/11 04:00,80,4,,9999,,,NIL,,,300,8,16,16,1018,100,,,,,
"['05:00', '10/11']",10/11 05:00,30,2,,9999,,,NIL,,,400,8,16,16,1017,100,,,,,
"['06:00', '10/11']",10/11 06:00,80,4,,9999,,,NIL,,,400,8,16,16,1017,100,,,,,
"['07:00', '10/11']",10/11 07:00,100,3,,9999,,,NIL,,,400,8,16,16,1017,100,,,,,
"['08:00', '10/11']",10/11 08:00,70,4,,9999,,,NIL,,,400,8,17,17,1018,100,,,,,
"['09:00', '10/11']",10/11 09:00,70,2,,9999,,,NIL,,,400,8,17,17,1018,100,,,,,
"['10:00', '10/11']",10/11 10:00,70,3,,9999,,,NIL,,,500,8,17,17,1019,100,,,,,
"['11:00', '10/11']",10/11 11:00,40,5,,9999,,,NIL,,,600,8,18,17,1019,94,,,,,
"['12:00', '10/11']",10/11 12:00,350,5,,9999,,,NIL,,,800,8,19,17,1020,88,,,,,
"['13:00', '10/11']",10/11 13:00,20,7,,9999,,,NIL,,,1200,5,21,17,1019,78,,,,,
"['14:00', '10/11']",10/11 14:00,10,5,,9999,,,NIL,,,2000,5,22,17,1019,73,,,,,
"['15:00', '10/11']",10/11 15:00,340,6,,9999,,,NIL,,,3000,5,22,16,1019,69,,,,,
"['16:00', '10/11']",10/11 16:00,310,7,,9999,,,NIL,,,3300,5,24,16,1018,61,,,,,
"['17:00', '10/11']",10/11 17:00,310,6,,9999,,,NIL,,,3500,5,25,16,1017,57,,,,,
"['18:00', '10/11']",10/11 18:00,290,5,,9999,,,NIL,,,4300,5,26,15,1017,51,,,,,
"['19:00', '10/11']",10/11 19:00,270,5,,9999,,,NIL,,,4500,5,26,15,1016,51,,,,,
"['20:00', '10/11']",10/11 20:00,250,4,,9999,,,NIL,,,4500,5,27,15,1016,48,,,,,
"['21:00', '10/11']",10/11 21:00,110,9,,9999,,,NIL,,,NIL,3,21,19,1016,88,,,,,
"['22:00', '10/11']",10/11 22:00,110,6,,9999,,,NIL,,,600,5,20,18,1017,88,,,,,
"['23:00', '10/11']",10/11 23:00,100,5,,9999,,,NIL,,,700,5,19,19,1017,100,,,,,
"['00:00', '11/11']",11/11 00:00,90,6,,9999,,,NIL,,,500,5,19,18,1018,94,,,,,
"['01:00', '11/11']",11/11 01:00,100,5,NIL,9999,,,NIL,NIL,NIL,500,8,19,18,1018,94,,,,,
"['02:00', '11/11']",11/11 02:00,90,4,NIL,9999,,,NIL,NIL,NIL,600,8,19,18,1018,94,,,,,
"['03:00', '11/11']",11/11 03:00,70,6,NIL,9999,,,NIL,NIL,NIL,600,8,19,18,1017,94,,,,,
"['04:00', '11/11']",11/11 04:00,40,5,NIL,9999,,,NIL,NIL,NIL,900,8,19,18,1017,94,,,,,
"['05:00', '11/11']",11/11 05:00,90,4,NIL,9999,,,NIL,NIL,NIL,900,8,19,18,1016,94,,,,,
"['06:00', '11/11']",11/11 06:00,90,3,NIL,9999,,,NIL,NIL,NIL,900,5,18,17,1016,94,,,,,
"['07:00', '11/11']",11/11 07:00,40,3,NIL,9999,,,NIL,NIL,NIL,900,5,18,17,1016,94,,,,,
"['08:00', '11/11']",11/11 08:00,90,3,NIL,9999,,,NIL,NIL,NIL,700,8,18,17,1017,94,,,,,
"['09:00', '11/11']",11/11 09:00,70,3,NIL,9999,,,NIL,NIL,NIL,900,5,18,18,1017,100,,,,,
"['10:00', '11/11']",11/11 10:00,40,4,NIL,9999,,,NIL,NIL,NIL,900,8,19,18,1017,94,,,,,
"['11:00', '11/11']",11/11 11:00,40,5,NIL,9999,,,NIL,NIL,NIL,1300,5,19,17,1018,88,,,,,
"['12:00', '11/11']",11/11 12:00,80,5,NIL,9999,,,NIL,NIL,NIL,1200,5,20,17,1018,83,,,,,
"['12:35', '11/11']",11/11 12:35,110,3,NIL,9999,,,NIL,NIL,NIL,900,5,20,18,1018,88,,,,,
"['13:00', '11/11']",11/11 13:00,190,4,NIL,4000,,,1,NIL,1,900,8,19,18,1018,94,,,,,
"['14:00', '11/11']",11/11 14:00,120,5,NIL,1600,,,1,NIL,1,400,8,19,18,1018,94,,,,,
"['15:00', '11/11']",11/11 15:00,150,4,NIL,1500,,,1,1,1,600,8,18,18,1018,100,,,,,
"['15:18', '11/11']",11/11 15:18,50,7,NIL,1500,,,1,1,1,400,8,18,18,1017,100,,,,,
"['16:00', '11/11']",11/11 16:00,100,7,NIL,4500,,,1,1,1,1300,8,18,18,1017,100,,,,,
"['16:29', '11/11']",11/11 16:29,100,7,NIL,8000,,,1,1,NIL,4500,8,18,18,1017,100,,,,,
"['17:00', '11/11']",11/11 17:00,110,6,NIL,4000,,,1,NIL,1,700,8,18,18,1017,100,,,,,
"['18:00', '11/11']",11/11 18:00,130,7,120,4000,,,1,NIL,NIL,700,8,18,18,1017,100,,,,,
"['19:00', '11/11']",11/11 19:00,120,4,NIL,4000,,,1,NIL,NIL,700,8,18,18,1016,100,,,,,
"['20:00', '11/11']",11/11 20:00,90,4,NIL,5000,,,1,NIL,1,1200,8,17,17,1016,100,,,,,
"['21:00', '11/11']",11/11 21:00,10,6,NIL,7000,,,NIL,NIL,NIL,1400,8,17,17,1015,100,,,,,
"['22:00', '11/11']",11/11 22:00,160,3,NIL,9000,,,NIL,NIL,NIL,1400,8,17,17,1016,100,,,,,
"['23:00', '11/11']",11/11 23:00,120,6,NIL,9999,,,NIL,NIL,NIL,600,5,17,16,1016,94,,,,,
"['00:00', '12/11']",12/11 00:00,130,5,NIL,9999,,,NIL,NIL,NIL,10000,5,16,15,1017,94,,,,,
"['01:00', '12/11']",12/11 01:00,110,5,NIL,9999,,,,,NIL,NIL,NIL,15,15,1017,100,,,,,
"['02:00', '12/11']",12/11 02:00,150,2,NIL,9999,,,,,NIL,NIL,3,15,15,1017,100,,,,,
"['03:00', '12/11']",12/11 03:00,80,3,NIL,9999,,,,,NIL,1000,5,15,15,1017,100,,,,,
"['04:00', '12/11']",12/11 04:00,150,2,NIL,9999,,,,,NIL,900,5,16,16,1016,100,,,,,
"['05:00', '12/11']",12/11 05:00,140,3,NIL,9999,,,,,NIL,700,5,16,16,1015,100,,,,,
"['06:00', '12/11']",12/11 06:00,60,2,NIL,5000,,,,,1,500,5,16,16,1015,100,,,,,
"['07:00', '12/11']",12/11 07:00,0,0,NIL,5000,,,,,1,500,5,16,16,1015,100,,,,,
"['08:00', '12/11']",12/11 08:00,170,2,NIL,6000,,,,,NIL,500,5,16,16,1015,100,,,,,
"['09:00', '12/11']",12/11 09:00,80,2,NIL,4000,,,,,1,800,8,16,16,1016,100,,,,,
"['10:00', '12/11']",12/11 10:00,120,3,NIL,6000,,,,,NIL,500,5,17,17,1016,100,,,,,
"['11:00', '12/11']",12/11 11:00,170,4,NIL,9999,,,,,NIL,600,8,18,17,1016,94,,,,,
"['12:00', '12/11']",12/11 12:00,180,3,165,8000,,,,,NIL,700,8,18,17,1017,94,,,,,
"['13:00', '12/11']",12/11 13:00,VRB,2,NIL,9999,,,,,NIL,1100,5,20,17,1017,83,,,,,
"['14:00', '12/11']",12/11 14:00,50,2,NIL,9999,,,,,NIL,1400,5,22,17,1017,73,,,,,
"['14:10', '12/11']",12/11 14:10,80,4,75,9999,,,,,NIL,1700,5,22,17,1017,73,,,,,
"['15:00', '12/11']",12/11 15:00,VRB,4,NIL,9999,,,,,NIL,2600,5,24,17,1016,65,,,,,
"['16:00', '12/11']",12/11 16:00,190,3,210,9999,,,,,NIL,3000,5,24,16,1016,61,,,,,
"['17:00', '12/11']",12/11 17:00,310,4,145,9999,,,,,NIL,NIL,3,25,15,1015,54,,,,,
"['18:00', '12/11']",12/11 18:00,200,6,200,9999,,,,,NIL,NIL,3,26,15,1014,51,,,,,
"['19:00', '12/11']",12/11 19:00,110,6,105,9999,,,,,NIL,NIL,3,25,19,1013,69,,,,,
"['20:00', '12/11']",12/11 20:00,120,10,NIL,9999,,,,,NIL,NIL,3,21,18,1013,83,,,,,
"['21:00', '12/11']",12/11 21:00,100,7,100,9999,,,,,NIL,1000,5,20,18,1014,88,,,,,
"['22:00', '12/11']",12/11 22:00,100,4,NIL,9999,,,,,NIL,1000,5,19,18,1015,94,,,,,
"['23:00', '12/11']",12/11 23:00,80,5,90,9999,,,,,NIL,600,5,19,18,1015,94,,,,,
"['00:00', '13/11']",13/11 00:00,120,5,NIL,9000,,,,,NIL,500,8,19,18,1016,94,,,,,
"['01:00', '13/11']",13/11 01:00,80,6,NIL,8000,,,NIL,NIL,NIL,400,8,19,18,1017,94,,,,,
"['02:00', '13/11']",13/11 02:00,100,5,NIL,8000,,,NIL,NIL,NIL,500,8,18,18,1016,100,,,,,
"['03:00', '13/11']",13/11 03:00,110,5,NIL,9999,,,NIL,NIL,NIL,400,8,18,18,1016,100,,,,,
"['04:00', '13/11']",13/11 04:00,100,4,NIL,3000,,,1,NIL,1,500,8,18,18,1015,100,,,,,
"['05:00', '13/11']",13/11 05:00,80,3,NIL,9999,,,NIL,NIL,NIL,300,5,18,18,1014,100,,,,,
"['06:00', '13/11']",13/11 06:00,30,4,NIL,9999,,,NIL,NIL,NIL,700,8,18,18,1014,100,,,,,
"['07:00', '13/11']",13/11 07:00,10,3,NIL,9999,,,NIL,NIL,NIL,1200,8,17,17,1014,100,,,,,
"['08:00', '13/11']",13/11 08:00,360,3,NIL,9999,,,NIL,NIL,NIL,NIL,3,17,16,1014,94,,,,,
"['08:35', '13/11']",13/11 08:35,80,3,NIL,9999,,,NIL,NIL,NIL,800,5,17,16,1014,94,,,,,
"['09:00', '13/11']",13/11 09:00,80,3,NIL,9999,,,NIL,NIL,NIL,700,8,17,17,1015,100,,,,,
"['10:00', '13/11']",13/11 10:00,10,2,NIL,9999,,,NIL,NIL,NIL,900,8,18,17,1015,94,,,,,
"['11:00', '13/11']",13/11 11:00,320,3,140,9999,,,NIL,NIL,NIL,1000,8,19,17,1016,88,,,,,
"['12:00', '13/11']",13/11 12:00,VRB,2,NIL,9999,,,NIL,NIL,NIL,1300,8,20,16,1016,78,,,,,
"['13:00', '13/11']",13/11 13:00,40,3,NIL,9999,,,NIL,NIL,NIL,1400,5,22,17,1016,73,,,,,
"['13:10', '13/11']",13/11 13:10,VRB,3,NIL,9999,,,NIL,NIL,NIL,2000,5,23,17,1016,69,,,,,
"['14:00', '13/11']",13/11 14:00,VRB,2,NIL,9999,,,NIL,NIL,NIL,2500,5,24,17,1016,65,,,,,
"['15:00', '13/11']",13/11 15:00,190,4,180,9999,,,NIL,NIL,NIL,NIL,3,25,17,1015,61,,,,,
"['16:00', '13/11']",13/11 16:00,220,8,215,9999,,,NIL,NIL,NIL,4500,5,26,16,1014,54,,,,,
"['17:00', '13/11']",13/11 17:00,200,8,210,9999,,,NIL,NIL,NIL,8000,5,26,16,1013,54,,,,,
"['18:00', '13/11']",13/11 18:00,VRB,5,NIL,9000,,,1,NIL,NIL,1300,5,20,18,1014,88,,,,,
"['19:00', '13/11']",13/11 19:00,80,11,80,9999,,,NIL,NIL,NIL,6000,5,20,17,1013,83,,,,,
"['20:00', '13/11']",13/11 20:00,90,5,90,9999,,,1,1,NIL,5000,5,20,19,1013,94,,,,,
"['21:00', '13/11']",13/11 21:00,90,5,NIL,9999,,,NIL,1,NIL,NIL,3,20,19,1013,94,,,,,
"['21:45', '13/11']",13/11 21:45,130,5,NIL,9999,,,NIL,NIL,NIL,600,5,18,18,1013,100,,,,,
"['22:00', '13/11']",13/11 22:00,120,7,NIL,9999,,,NIL,NIL,NIL,600,5,18,18,1014,100,,,,,
"['23:00', '13/11']",13/11 23:00,130,8,NIL,9999,,,NIL,NIL,NIL,700,8,18,18,1014,100,,,,,
"['00:00', '14/11']",14/11 00:00,70,6,NIL,9999,,,NIL,NIL,NIL,500,8,18,17,1015,94,,,,,
"['01:00', '14/11']",14/11 01:00,70,4,80,9999,,,NIL,NIL,NIL,600,8,18,18,1016,100,,NIL,,,
"['02:00', '14/11']",14/11 02:00,100,3,110,9999,,,NIL,NIL,NIL,600,8,18,18,1016,100,,NIL,,,
"['03:00', '14/11']",14/11 03:00,100,3,90,9999,,,NIL,NIL,NIL,500,8,18,18,1015,100,,NIL,,,
"['04:00', '14/11']",14/11 04:00,60,4,50,9999,,,NIL,NIL,NIL,500,5,18,18,1015,100,,NIL,,,
"['05:00', '14/11']",14/11 05:00,70,3,70,9999,,,NIL,NIL,NIL,500,5,17,17,1015,100,,NIL,,,
"['06:00', '14/11']",14/11 06:00,80,3,80,9999,,,NIL,NIL,NIL,900,5,17,17,1015,100,,NIL,,,
"['07:00', '14/11']",14/11 07:00,70,4,NIL,9999,,,NIL,NIL,NIL,1000,5,17,17,1014,100,,NIL,,,
"['08:00', '14/11']",14/11 08:00,30,4,NIL,9999,,,NIL,NIL,NIL,1000,5,17,17,1014,100,,NIL,,,
"['09:00', '14/11']",14/11 09:00,10,6,190,9999,,,NIL,NIL,NIL,1000,8,18,16,1015,88,,NIL,,,
"['10:00', '14/11']",14/11 10:00,20,6,200,9999,,,NIL,NIL,NIL,1000,8,18,16,1016,88,,NIL,,,
"['11:00', '14/11']",14/11 11:00,20,5,NIL,9999,,,NIL,NIL,NIL,1300,5,19,16,1017,83,,NIL,,,
"['12:00', '14/11']",14/11 12:00,340,4,NIL,9999,,,NIL,NIL,NIL,1400,5,20,16,1017,78,,NIL,,,
"['13:00', '14/11']",14/11 13:00,310,3,NIL,9999,,,NIL,NIL,NIL,2000,5,22,17,1017,73,,NIL,,,
"['14:00', '14/11']",14/11 14:00,310,4,NIL,9999,,,NIL,NIL,NIL,2300,8,24,18,1016,69,,NIL,,,
"['15:00', '14/11']",14/11 15:00,340,9,NIL,9999,,,NIL,NIL,NIL,3000,5,25,18,1015,65,,NIL,,,
"['16:00', '14/11']",14/11 16:00,320,7,NIL,9999,,,NIL,NIL,NIL,3500,5,25,17,1015,61,,NIL,,,
"['17:00', '14/11']",14/11 17:00,300,7,NIL,9999,,,NIL,NIL,NIL,3500,5,27,17,1014,54,,NIL,,,
"['18:00', '14/11']",14/11 18:00,330,5,105,9999,,,NIL,NIL,NIL,NIL,3,27,16,1012,51,,NIL,,,
"['19:00', '14/11']",14/11 19:00,VRB,2,NIL,9999,,,NIL,NIL,NIL,NIL,3,27,17,1012,54,,NIL,,,
"['20:00', '14/11']",14/11 20:00,VRB,2,NIL,9999,,,NIL,NIL,NIL,NIL,3,28,16,1012,48,,NIL,,,
"['20:38', '14/11']",14/11 20:38,40,11,215,9000,,,NIL,1,NIL,2000,5,22,17,1012,73,,NIL,,,
"['20:45', '14/11']",14/11 20:45,30,11,205,4000,,,1,1,NIL,900,5,20,17,1013,83,,NIL,,,
"['20:51', '14/11']",14/11 20:51,50,16,225,3000,,,1,1,NIL,900,5,18,17,1013,94,,29,,,
"['21:00', '14/11']",14/11 21:00,70,13,230,9000,,,1,1,NIL,900,5,19,18,1013,94,,NIL,,,
"['21:45', '14/11']",14/11 21:45,100,5,NIL,9999,,,NIL,1,NIL,NIL,3,19,17,1012,88,,NIL,,,
"['22:00', '14/11']",14/11 22:00,110,5,NIL,9999,,,NIL,1,NIL,NIL,3,19,17,1013,88,,NIL,,,
"['23:00', '14/11']",14/11 23:00,90,4,NIL,9000,,,NIL,NIL,NIL,300,5,19,19,1014,100,,NIL,,,
"['00:00', '15/11']",15/11 00:00,70,5,NIL,2000,,,NIL,NIL,1,100,8,19,19,1015,100,,NIL,,,
"['01:00', '15/11']",15/11 01:00,100,3,NIL,2000,,,NIL,NIL,1,200,8,19,19,1016,100,,NIL,,,NIL
"['02:00', '15/11']",15/11 02:00,40,3,NIL,800,,,NIL,NIL,NIL,NIL,NIL,19,19,1016,100,,NIL,,,1
"['03:00', '15/11']",15/11 03:00,50,5,50,2000,,,NIL,NIL,1,200,8,19,19,1016,100,,NIL,,,NIL
"['04:00', '15/11']",15/11 04:00,60,3,NIL,3000,,,NIL,NIL,1,200,8,19,19,1015,100,,NIL,,,NIL
"['05:00', '15/11']",15/11 05:00,30,4,NIL,9999,,,NIL,NIL,NIL,300,8,19,19,1015,100,,NIL,,,NIL
