validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_rajada,vnt_vrb,vis,teto,cobertura,tt,po,qnh,ur,chuva,pancada,trovoada,chuvisco,nevoa_umida,nevoa_seca,nevoeiro,vis_setor,vis_setor_dir
"['07:00', '23/03']",23/03 07:00,90,3,,NIL,9999,,NIL,20,20,1018,100,,,,,,,,,
"['08:00', '23/03']",23/03 08:00,50,4,,NIL,9999,,NIL,20,20,1018,100,,,,,,,,,
"['09:00', '23/03']",23/03 09:00,120,3,,NIL,9999,,NIL,19,19,1018,100,,,,,,,,,
"['10:00', '23/03']",23/03 10:00,100,3,,NIL,9999,,NIL,20,20,1019,100,,,,,,,,,
"['11:00', '23/03']",23/03 11:00,90,7,,NIL,9999,,NIL,22,20,1020,88,,,,,,,,,
"['12:00', '23/03']",23/03 12:00,80,6,,NIL,9999,,NIL,25,20,1020,74,,,,,,,,,
"['13:00', '23/03']",23/03 13:00,80,8,,NIL,9999,,NIL,27,18,1020,58,,,,,,,,,
"['14:00', '23/03']",23/03 14:00,90,7,,85,9999,,NIL,28,17,1020,51,,,,,,,,,
"['15:00', '23/03']",23/03 15:00,VRB,5,,NIL,9999,,2,29,18,1019,52,,,,,,,,,
"['16:00', '23/03']",23/03 16:00,140,7,,130,9999,,2,30,17,1019,46,,,,,,,,,
"['17:00', '23/03']",23/03 17:00,120,6,,NIL,9999,,2,31,18,1018,46,,,,,,,,,
"['18:00', '23/03']",23/03 18:00,100,12,,NIL,9999,,NIL,30,18,1017,49,,,,,,,,,
"['19:00', '23/03']",23/03 19:00,110,12,,NIL,9999,,NIL,30,19,1017,52,,,,,,,,,
"['20:00', '23/03']",23/03 20:00,110,17,,NIL,9999,,NIL,28,18,1017,55,,,,,,,,,
"['21:00', '23/03']",23/03 21:00,100,17,,NIL,9999,,NIL,26,18,1017,61,,,,,,,,,
"['22:00', '23/03']",23/03 22:00,110,14,,NIL,9999,,NIL,24,18,1017,69,,,,,,,,,
"['23:00', '23/03']",23/03 23:00,110,13,,NIL,9999,,NIL,24,19,1017,74,,,,,,,,,
"['00:00', '24/03']",24/03 00:00,100,12,,NIL,9999,,NIL,23,19,1018,78,,,,,,,,,
"['01:00', '24/03']",24/03 01:00,100,12,,,9999,,,23,19,1018,78,,,,,,,,,
"['02:00', '24/03']",24/03 02:00,100,12,,,9999,,,22,19,1018,83,,,,,,,,,
"['03:00', '24/03']",24/03 03:00,100,10,,,9999,,,22,18,1018,78,,,,,,,,,
"['04:00', '24/03']",24/03 04:00,120,7,,,9999,,,22,19,1018,83,,,,,,,,,
"['05:00', '24/03']",24/03 05:00,100,6,,,9999,,,21,19,1018,88,,,,,,,,,
"['06:00', '24/03']",24/03 06:00,100,6,,,9999,,,21,19,1018,88,,,,,,,,,
"['07:00', '24/03']",24/03 07:00,100,5,,,9999,,,20,18,1017,88,,,,,,,,,
"['08:00', '24/03']",24/03 08:00,80,5,,,9999,,,19,18,1017,94,,,,,,,,,
"['09:00', '24/03']",24/03 09:00,VRB,2,,,9999,,,20,18,1018,88,,,,,,,,,
"['10:00', '24/03']",24/03 10:00,80,4,,,9999,,,20,18,1019,88,,,,,,,,,
"['11:00', '24/03']",24/03 11:00,80,5,,,9999,,,22,19,1019,83,,,,,,,,,
"['12:00', '24/03']",24/03 12:00,70,4,,,9999,,,24,18,1020,69,,,,,,,,,
"['13:00', '24/03']",24/03 13:00,VRB,3,,,9999,,,26,16,1020,54,,,,,,,,,
"['14:00', '24/03']",24/03 14:00,VRB,2,,,9999,,,28,17,1019,51,,,,,,,,,
"['15:00', '24/03']",24/03 15:00,VRB,2,,,9999,,,29,15,1018,43,,,,,,,,,
"['16:00', '24/03']",24/03 16:00,VRB,4,,,9999,,,30,15,1017,40,,,,,,,,,
"['17:00', '24/03']",24/03 17:00,120,5,,,9999,,,31,14,1017,36,,,,,,,,,
"['18:00', '24/03']",24/03 18:00,90,8,,,9999,,,31,15,1016,38,,,,,,,,,
"['19:00', '24/03']",24/03 19:00,120,11,,,9999,,,30,17,1016,46,,,,,,,,,
"['20:00', '24/03']",24/03 20:00,110,14,,,9999,,,28,18,1016,55,,,,,,,,,
"['21:00', '24/03']",24/03 21:00,100,16,,,9999,,,26,18,1016,61,,,,,,,,,
"['22:00', '24/03']",24/03 22:00,100,13,,,9999,,,24,18,1016,69,,,,,,,,,
"['23:00', '24/03']",24/03 23:00,110,12,,,9999,,,23,18,1016,73,,,,,,,,,
"['00:00', '25/03']",25/03 00:00,110,12,,,9999,,,22,18,1016,78,,,,,,,,,
"['01:00', '25/03']",25/03 01:00,110,10,,NIL,9999,,NIL,21,18,1016,83,,,,,,,,,
"['02:00', '25/03']",25/03 02:00,100,9,,NIL,9999,,NIL,21,18,1016,83,,,,,,,,,
"['03:00', '25/03']",25/03 03:00,100,7,,NIL,9999,,NIL,21,18,1016,83,,,,,,,,,
"['04:00', '25/03']",25/03 04:00,100,4,,NIL,9999,,NIL,20,17,1016,83,,,,,,,,,
"['05:00', '25/03']",25/03 05:00,100,4,,NIL,9999,,NIL,20,17,1015,83,,,,,,,,,
"['06:00', '25/03']",25/03 06:00,70,3,,NIL,9999,,NIL,18,17,1015,94,,,,,,,,,
"['07:00', '25/03']",25/03 07:00,80,5,,NIL,9999,,NIL,18,17,1014,94,,,,,,,,,
"['08:00', '25/03']",25/03 08:00,80,4,,NIL,9999,,NIL,18,17,1014,94,,,,,,,,,
"['09:00', '25/03']",25/03 09:00,80,3,,NIL,9999,,NIL,18,17,1015,94,,,,,,,,,
"['10:00', '25/03']",25/03 10:00,50,2,,NIL,9999,,NIL,18,17,1015,94,,,,,,,,,
"['11:00', '25/03']",25/03 11:00,80,4,,NIL,9999,,NIL,20,18,1016,88,,,,,,,,,
"['12:00', '25/03']",25/03 12:00,VRB,2,,NIL,9999,,NIL,24,17,1017,65,,,,,,,,,
"['13:00', '25/03']",25/03 13:00,340,5,,135,9999,,NIL,26,16,1017,54,,,,,,,,,
"['14:00', '25/03']",25/03 14:00,VRB,4,,NIL,9999,,NIL,27,15,1016,48,,,,,,,,,
"['15:00', '25/03']",25/03 15:00,40,4,,NIL,9999,,NIL,29,16,1015,45,,,,,,,,,
"['16:00', '25/03']",25/03 16:00,250,4,,255,9999,,NIL,30,16,1014,43,,,,,,,,,
"['17:00', '25/03']",25/03 17:00,VRB,6,,NIL,9999,,2,31,15,1014,38,,,,,,,,,
"['18:00', '25/03']",25/03 18:00,260,6,,250,9999,,2,31,13,1013,33,,,,,,,,,
"['19:00', '25/03']",25/03 19:00,250,6,,260,9999,,NIL,32,11,1012,28,,,,,,,,,
"['20:00', '25/03']",25/03 20:00,150,8,,160,9999,,NIL,30,17,1013,46,,,,,,,,,
"['21:00', '25/03']",25/03 21:00,130,11,,NIL,9999,,NIL,29,18,1013,52,,,,,,,,,
"['22:00', '25/03']",25/03 22:00,110,11,,NIL,9999,,NIL,26,19,1013,65,,,,,,,,,
"['23:00', '25/03']",25/03 23:00,120,9,,NIL,9999,,NIL,24,18,1014,69,,,,,,,,,
"['00:00', '26/03']",26/03 00:00,110,7,,NIL,9999,,NIL,23,19,1015,78,,,,,,,,,
"['01:00', '26/03']",26/03 01:00,110,7,,NIL,9999,,NIL,23,19,1015,78,,,,,NIL,,NIL,,
"['02:00', '26/03']",26/03 02:00,110,6,,NIL,9999,,NIL,22,19,1015,83,,,,,NIL,,NIL,,
"['03:00', '26/03']",26/03 03:00,110,5,,NIL,9999,,NIL,21,19,1015,88,,,,,NIL,,NIL,,
"['04:00', '26/03']",26/03 04:00,110,5,,NIL,9999,,NIL,21,19,1015,88,,,,,NIL,,NIL,,
"['05:00', '26/03']",26/03 05:00,110,6,,NIL,9999,,NIL,21,18,1014,83,,,,,NIL,,NIL,,
"['06:00', '26/03']",26/03 06:00,80,4,,NIL,9999,,NIL,20,18,1014,88,,,,,NIL,,NIL,,
"['07:00', '26/03']",26/03 07:00,0,0,,NIL,9999,,NIL,19,18,1014,94,,,,,NIL,,NIL,,
"['08:00', '26/03']",26/03 08:00,350,5,,NIL,9999,,NIL,18,18,1014,100,,,,,NIL,,NIL,,
"['09:00', '26/03']",26/03 09:00,0,0,,NIL,5000,,NIL,18,18,1014,100,,,,,1,,NIL,,
"['10:00', '26/03']",26/03 10:00,VRB,1,,NIL,5000,,NIL,18,17,1015,94,,,,,1,,1,,
"['11:00', '26/03']",26/03 11:00,310,4,,NIL,9000,,NIL,21,21,1015,100,,,,,NIL,,NIL,,
"['12:00', '26/03']",26/03 12:00,270,5,,265,9999,,NIL,22,20,1016,88,,,,,NIL,,NIL,,
"['13:00', '26/03']",26/03 13:00,VRB,4,,NIL,9999,,NIL,25,18,1016,65,,,,,NIL,,NIL,,
"['14:00', '26/03']",26/03 14:00,VRB,3,,NIL,9999,,NIL,27,17,1015,54,,,,,NIL,,NIL,,
"['15:00', '26/03']",26/03 15:00,250,6,,250,9999,,NIL,28,16,1015,48,,,,,NIL,,NIL,,
"['16:00', '26/03']",26/03 16:00,VRB,2,,NIL,9999,,NIL,30,17,1014,46,,,,,NIL,,NIL,,
"['17:00', '26/03']",26/03 17:00,VRB,5,,NIL,9999,,2,31,16,1013,40,,,,,NIL,,NIL,,
"['18:00', '26/03']",26/03 18:00,180,5,,NIL,9999,,2,31,16,1013,40,,,,,NIL,,NIL,,
"['19:00', '26/03']",26/03 19:00,160,12,,NIL,9999,,2,29,15,1013,43,,,,,NIL,,NIL,,
"['20:00', '26/03']",26/03 20:00,160,12,,NIL,9999,,NIL,29,11,1014,33,,,,,NIL,,NIL,,
"['21:00', '26/03']",26/03 21:00,160,10,,160,9999,,NIL,27,19,1014,62,,,,,NIL,,NIL,,
"['22:00', '26/03']",26/03 22:00,130,9,,NIL,9999,,NIL,25,20,1014,74,,,,,NIL,,NIL,,
"['23:00', '26/03']",26/03 23:00,110,8,,110,9999,,NIL,24,19,1014,74,,,,,NIL,,NIL,,
"['00:00', '27/03']",27/03 00:00,100,9,,NIL,9999,,NIL,23,19,1014,78,,,,,NIL,,NIL,,
"['01:00', '27/03']",27/03 01:00,120,9,,NIL,9999,,NIL,23,19,1014,78,,,,,,,,,
"['02:00', '27/03']",27/03 02:00,110,8,,NIL,9999,,NIL,23,19,1014,78,,,,,,,,,
"['03:00', '27/03']",27/03 03:00,120,8,,NIL,9999,,NIL,22,19,1014,83,,,,,,,,,
"['04:00', '27/03']",27/03 04:00,120,5,,NIL,9999,,NIL,22,19,1014,83,,,,,,,,,
"['05:00', '27/03']",27/03 05:00,110,5,,NIL,9999,,NIL,21,19,1014,88,,,,,,,,,
"['06:00', '27/03']",27/03 06:00,100,5,,NIL,9999,,NIL,21,19,1014,88,,,,,,,,,
"['07:00', '27/03']",27/03 07:00,VRB,2,,NIL,9999,,NIL,20,19,1014,94,,,,,,,,,
"['08:00', '27/03']",27/03 08:00,40,3,,NIL,9999,,NIL,20,19,1014,94,,,,,,,,,
"['09:00', '27/03']",27/03 09:00,60,2,,NIL,9999,,NIL,19,19,1014,100,,,,,,,,,
"['10:00', '27/03']",27/03 10:00,70,2,,NIL,9999,,NIL,19,19,1015,100,,,,,,,,,
"['11:00', '27/03']",27/03 11:00,VRB,2,,NIL,9999,,NIL,22,21,1015,94,,,,,,,,,
"['12:00', '27/03']",27/03 12:00,60,7,,NIL,9999,,NIL,24,19,1016,74,,,,,,,,,
"['13:00', '27/03']",27/03 13:00,110,7,,NIL,9999,,NIL,26,19,1016,65,,,,,,,,,
"['14:00', '27/03']",27/03 14:00,120,7,,115,9999,,2,28,17,1015,51,,,,,,,,,
"['15:00', '27/03']",27/03 15:00,110,8,,NIL,9999,,2,29,17,1015,48,,,,,,,,,
"['16:00', '27/03']",27/03 16:00,VRB,9,,NIL,9999,,2,30,17,1014,46,,,,,,,,,
"['17:00', '27/03']",27/03 17:00,130,8,,140,9999,,2,30,17,1013,46,,,,,,,,,
"['18:00', '27/03']",27/03 18:00,130,9,,125,9999,,NIL,31,18,1012,46,,,,,,,,,
"['19:00', '27/03']",27/03 19:00,120,14,,NIL,9999,,NIL,29,18,1012,52,,,,,,,,,
"['20:00', '27/03']",27/03 20:00,110,15,,NIL,9999,,NIL,28,20,1012,62,,,,,,,,,
"['21:00', '27/03']",27/03 21:00,110,13,,NIL,9999,,NIL,26,20,1012,70,,,,,,,,,
"['22:00', '27/03']",27/03 22:00,110,13,,NIL,9999,,NIL,25,20,1013,74,,,,,,,,,
"['23:00', '27/03']",27/03 23:00,110,13,,NIL,9999,,NIL,24,19,1013,74,,,,,,,,,
"['00:00', '28/03']",28/03 00:00,110,12,,NIL,9999,,NIL,24,19,1014,74,,,,,,,,,
"['01:00', '28/03']",28/03 01:00,100,12,,NIL,9999,,,23,19,1014,78,,,,,,,,,
"['02:00', '28/03']",28/03 02:00,100,11,,NIL,9999,,,23,19,1014,78,,,,,,,,,
"['03:00', '28/03']",28/03 03:00,110,11,,NIL,9999,,,23,19,1014,78,,,,,,,,,
"['04:00', '28/03']",28/03 04:00,110,8,,NIL,9999,,,23,19,1014,78,,,,,,,,,
"['05:00', '28/03']",28/03 05:00,100,9,,NIL,9999,,,23,19,1014,78,,,,,,,,,
"['06:00', '28/03']",28/03 06:00,100,9,,NIL,9999,,,23,19,1013,78,,,,,,,,,
"['07:00', '28/03']",28/03 07:00,110,6,,NIL,9999,,,22,18,1013,78,,,,,,,,,
"['08:00', '28/03']",28/03 08:00,110,4,,NIL,9999,,,22,19,1013,83,,,,,,,,,
"['09:00', '28/03']",28/03 09:00,100,5,,NIL,9999,,,22,19,1014,83,,,,,,,,,
"['10:00', '28/03']",28/03 10:00,70,3,,NIL,9999,,,21,19,1014,88,,,,,,,,,
"['11:00', '28/03']",28/03 11:00,80,5,,NIL,9999,,,23,19,1015,78,,,,,,,,,
"['12:00', '28/03']",28/03 12:00,90,5,,NIL,9999,,,24,19,1015,74,,,,,,,,,
"['13:00', '28/03']",28/03 13:00,110,3,,NIL,9999,,,25,18,1016,65,,,,,,,,,
"['14:00', '28/03']",28/03 14:00,90,4,,90,9999,,,28,17,1015,51,,,,,,,,,
"['15:00', '28/03']",28/03 15:00,330,3,,320,9999,,,28,16,1015,48,,,,,,,,,
"['16:00', '28/03']",28/03 16:00,80,3,,95,9999,,,29,17,1014,48,,,,,,,,,
"['17:00', '28/03']",28/03 17:00,VRB,3,,NIL,9999,,,31,17,1013,43,,,,,,,,,
"['18:00', '28/03']",28/03 18:00,90,6,,85,9999,,,31,16,1012,40,,,,,,,,,
"['19:00', '28/03']",28/03 19:00,70,6,,65,9999,,,32,15,1012,36,,,,,,,,,
"['20:00', '28/03']",28/03 20:00,110,10,,NIL,9999,,,31,17,1012,43,,,,,,,,,
"['21:00', '28/03']",28/03 21:00,110,11,,NIL,9999,,,28,18,1012,55,,,,,,,,,
"['22:00', '28/03']",28/03 22:00,100,11,,NIL,9999,,,26,18,1012,61,,,,,,,,,
"['23:00', '28/03']",28/03 23:00,100,12,,NIL,9999,,,25,19,1012,69,,,,,,,,,
"['00:00', '29/03']",29/03 00:00,100,10,,NIL,9999,,,24,19,1013,74,,,,,,,,,
"['01:00', '29/03']",29/03 01:00,100,9,,NIL,9999,NIL,NIL,24,19,1013,74,NIL,,,,,,,,
"['02:00', '29/03']",29/03 02:00,100,8,,NIL,9999,NIL,NIL,24,20,1013,78,NIL,,,,,,,,
"['03:00', '29/03']",29/03 03:00,90,6,,NIL,9999,NIL,NIL,24,20,1014,78,NIL,,,,,,,,
"['04:00', '29/03']",29/03 04:00,VRB,2,,NIL,9999,NIL,NIL,24,20,1014,78,NIL,,,,,,,,
"['05:00', '29/03']",29/03 05:00,VRB,1,,NIL,9999,NIL,NIL,24,20,1014,78,NIL,,,,,,,,
"['06:00', '29/03']",29/03 06:00,0,0,,NIL,9999,NIL,NIL,24,20,1014,78,NIL,,,,,,,,
"['07:00', '29/03']",29/03 07:00,300,4,,NIL,9000,7000,8,23,22,1014,94,1,,,,,,,,
"['08:00', '29/03']",29/03 08:00,0,0,,NIL,9999,10000,8,23,23,1014,100,NIL,,,,,,,,
"['09:00', '29/03']",29/03 09:00,340,3,,NIL,9999,NIL,NIL,23,23,1015,100,NIL,,,,,,,,
"['10:00', '29/03']",29/03 10:00,330,3,,305,9999,NIL,NIL,23,22,1015,94,NIL,,,,,,,,
"['11:00', '29/03']",29/03 11:00,VRB,2,,NIL,9999,NIL,NIL,23,22,1016,94,NIL,,,,,,,,
"['12:00', '29/03']",29/03 12:00,VRB,2,,NIL,9999,NIL,NIL,24,21,1016,83,NIL,,,,,,,,
"['13:00', '29/03']",29/03 13:00,VRB,1,,NIL,9999,NIL,NIL,25,21,1017,79,NIL,,,,,,,,
"['14:00', '29/03']",29/03 14:00,VRB,2,,NIL,9999,NIL,NIL,28,20,1017,62,NIL,,,,,,,,
"['15:00', '29/03']",29/03 15:00,320,7,,135,9999,10000,5,29,20,1017,58,NIL,,,,,,,,
"['16:00', '29/03']",29/03 16:00,280,7,,NIL,9999,9000,5,29,20,1016,58,NIL,,,,,,,,
"['17:00', '29/03']",29/03 17:00,320,7,,NIL,9999,10000,5,30,20,1015,55,NIL,,,,,,,,
"['18:00', '29/03']",29/03 18:00,320,6,,320,9999,NIL,3,29,20,1015,58,NIL,,,,,,,,
"['19:00', '29/03']",29/03 19:00,VRB,3,,NIL,9999,NIL,2,30,21,1014,59,NIL,,,,,,,,
"['20:00', '29/03']",29/03 20:00,260,4,,250,9999,NIL,2,30,20,1014,55,NIL,,,,,,,,
"['21:00', '29/03']",29/03 21:00,VRB,2,,NIL,9999,NIL,NIL,30,20,1014,55,NIL,,,,,,,,
"['22:00', '29/03']",29/03 22:00,250,2,,NIL,9999,NIL,NIL,28,21,1014,66,NIL,,,,,,,,
"['23:00', '29/03']",29/03 23:00,120,6,,NIL,9999,NIL,NIL,27,21,1015,70,NIL,,,,,,,,
"['00:00', '30/03']",30/03 00:00,110,7,,NIL,9999,NIL,NIL,25,21,1015,79,NIL,,,,,,,,
"['01:00', '30/03']",30/03 01:00,100,7,,NIL,9999,,NIL,25,20,1016,74,,,,,,,,,
"['02:00', '30/03']",30/03 02:00,100,6,,NIL,9999,,NIL,24,20,1016,78,,,,,,,,,
"['03:00', '30/03']",30/03 03:00,100,6,,NIL,9999,,NIL,23,20,1016,83,,,,,,,,,
"['04:00', '30/03']",30/03 04:00,70,4,,NIL,9999,,NIL,23,20,1015,83,,,,,,,,,
"['05:00', '30/03']",30/03 05:00,0,0,,NIL,9999,,NIL,22,20,1015,88,,,,,,,,,
"['06:00', '30/03']",30/03 06:00,60,2,,NIL,9999,,NIL,22,20,1015,88,,,,,,,,,
"['07:00', '30/03']",30/03 07:00,110,2,,NIL,9999,,NIL,21,20,1014,94,,,,,,,,,
"['08:00', '30/03']",30/03 08:00,50,2,,NIL,9999,,NIL,21,20,1014,94,,,,,,,,,
"['09:00', '30/03']",30/03 09:00,120,1,,NIL,9999,,NIL,21,20,1015,94,,,,,,,,,
"['10:00', '30/03']",30/03 10:00,100,2,,NIL,9999,,NIL,21,20,1015,94,,,,,,,,,
"['11:00', '30/03']",30/03 11:00,VRB,1,,NIL,9999,,NIL,24,21,1016,83,,,,,,,,,
"['12:00', '30/03']",30/03 12:00,VRB,3,,NIL,9999,,NIL,25,21,1016,79,,,,,,,,,
"['13:00', '30/03']",30/03 13:00,310,4,,310,9999,,NIL,27,21,1016,70,,,,,,,,,
"['14:00', '30/03']",30/03 14:00,VRB,2,,NIL,9999,,NIL,29,21,1016,62,,,,,,,,,
"['15:00', '30/03']",30/03 15:00,270,5,,160,9999,,NIL,30,21,1015,59,,,,,,,,,
"['16:00', '30/03']",30/03 16:00,VRB,4,,NIL,9999,,2,31,19,1015,49,,,,,,,,,
"['17:00', '30/03']",30/03 17:00,280,4,,255,9999,,2,32,17,1014,41,,,,,,,,,
"['18:00', '30/03']",30/03 18:00,VRB,4,,NIL,9999,,3,33,17,1013,39,,,,,,,,,
"['19:00', '30/03']",30/03 19:00,140,9,,140,9999,,3,32,19,1013,46,,,,,,,,,
"['20:00', '30/03']",30/03 20:00,150,10,,145,9999,,2,31,20,1012,52,,,,,,,,,
"['21:00', '30/03']",30/03 21:00,120,12,,NIL,9999,,NIL,29,20,1013,58,,,,,,,,,
"['22:00', '30/03']",30/03 22:00,110,12,,NIL,9999,,NIL,27,20,1013,66,,,,,,,,,
"['23:00', '30/03']",30/03 23:00,100,13,,NIL,9999,,NIL,26,20,1014,70,,,,,,,,,
"['00:00', '31/03']",31/03 00:00,110,10,,NIL,9999,,NIL,25,20,1014,74,,,,,,,,,
"['01:00', '31/03']",31/03 01:00,100,9,,NIL,9999,NIL,NIL,24,20,1014,78,,,,,,,,,
"['02:00', '31/03']",31/03 02:00,110,7,,110,9999,NIL,NIL,24,20,1014,78,,,,,,,,,
"['03:00', '31/03']",31/03 03:00,100,5,,NIL,9999,NIL,NIL,23,21,1014,89,,,,,,,,,
"['04:00', '31/03']",31/03 04:00,110,6,,NIL,9999,NIL,NIL,23,21,1013,89,,,,,,,,,
"['05:00', '31/03']",31/03 05:00,120,6,,NIL,9999,NIL,NIL,23,21,1013,89,,,,,,,,,
"['06:00', '31/03']",31/03 06:00,120,6,,NIL,9999,NIL,NIL,23,21,1013,89,,,,,,,,,
"['07:00', '31/03']",31/03 07:00,90,5,,NIL,9999,NIL,2,23,22,1013,94,,,,,,,,,
"['08:00', '31/03']",31/03 08:00,100,4,,NIL,9999,9000,5,23,22,1014,94,,,,,,,,,
"['08:12', '31/03']",31/03 08:12,140,4,,NIL,8000,900,5,23,22,1014,94,,,,,,,,,
"['09:00', '31/03']",31/03 09:00,120,4,,NIL,8000,900,5,23,22,1014,94,,,,,,,,,
"['10:00', '31/03']",31/03 10:00,170,3,,NIL,9999,1100,5,23,22,1014,94,,,,,,,,,
"['11:00', '31/03']",31/03 11:00,140,5,,NIL,9999,NIL,2,24,22,1015,89,,,,,,,,,
"['12:00', '31/03']",31/03 12:00,80,5,,NIL,9999,NIL,3,25,22,1015,83,,,,,,,,,
"['13:00', '31/03']",31/03 13:00,120,4,,140,9999,NIL,3,27,22,1015,74,,,,,,,,,
"['14:00', '31/03']",31/03 14:00,VRB,4,,NIL,9999,NIL,2,29,21,1015,62,,,,,,,,,
"['15:00', '31/03']",31/03 15:00,360,5,,NIL,9999,NIL,2,31,20,1014,52,,,,,,,,,
"['16:00', '31/03']",31/03 16:00,170,7,,170,9999,NIL,3,30,21,1014,59,,,,,,,,,
"['17:00', '31/03']",31/03 17:00,160,10,,155,9999,NIL,2,30,21,1013,59,,,,,,,,,
"['18:00', '31/03']",31/03 18:00,160,11,,170,9999,NIL,3,30,21,1013,59,,,,,,,,,
"['19:00', '31/03']",31/03 19:00,140,11,,NIL,9999,NIL,3,29,21,1013,62,,,,,,,,,
"['20:00', '31/03']",31/03 20:00,130,12,,NIL,9999,NIL,3,28,21,1014,66,,,,,,,,,
"['21:00', '31/03']",31/03 21:00,120,15,,NIL,9999,NIL,2,27,21,1014,70,,,,,,,,,
"['22:00', '31/03']",31/03 22:00,120,15,,NIL,9999,NIL,2,25,21,1015,79,,,,,,,,,
"['23:00', '31/03']",31/03 23:00,110,11,,115,9999,7000,5,25,21,1015,79,,,,,,,,,
"['00:00', '01/04']",01/04 00:00,110,14,,NIL,9999,NIL,3,24,22,1016,89,,,,,,,,,
"['01:00', '01/04']",01/04 01:00,110,12,,NIL,9999,2600,5,24,21,1016,83,,,,,,,,,
"['02:00', '01/04']",01/04 02:00,100,14,,NIL,9999,NIL,3,24,21,1016,83,,,,,,,,,
"['03:00', '01/04']",01/04 03:00,100,14,,NIL,9999,NIL,2,23,21,1016,89,,,,,,,,,
"['04:00', '01/04']",01/04 04:00,100,13,,NIL,9999,NIL,3,23,21,1016,89,,,,,,,,,
"['05:00', '01/04']",01/04 05:00,100,14,,NIL,9999,NIL,NIL,23,20,1015,83,,,,,,,,,
"['06:00', '01/04']",01/04 06:00,110,11,,NIL,9999,NIL,NIL,23,20,1015,83,,,,,,,,,
"['07:00', '01/04']",01/04 07:00,110,14,,NIL,9999,NIL,NIL,23,20,1015,83,,,,,,,,,
"['08:00', '01/04']",01/04 08:00,100,12,,NIL,9999,NIL,NIL,22,20,1015,88,,,,,,,,,
"['09:00', '01/04']",01/04 09:00,100,12,,NIL,9999,NIL,NIL,22,20,1015,88,,,,,,,,,
"['10:00', '01/04']",01/04 10:00,100,12,,NIL,9999,NIL,NIL,22,20,1015,88,,,,,,,,,
"['11:00', '01/04']",01/04 11:00,100,13,,NIL,9999,NIL,NIL,23,20,1015,83,,,,,,,,,
"['12:00', '01/04']",01/04 12:00,100,13,,NIL,9999,NIL,3,25,21,1015,79,,,,,,,,,
"['13:00', '01/04']",01/04 13:00,100,13,,NIL,9999,7000,5,27,21,1015,70,,,,,,,,,
"['14:00', '01/04']",01/04 14:00,90,14,,NIL,9999,7000,5,28,21,1015,66,,,,,,,,,
"['15:00', '01/04']",01/04 15:00,110,13,,NIL,9999,NIL,3,29,21,1014,62,,,,,,,,,
"['16:00', '01/04']",01/04 16:00,130,12,,130,9999,3300,5,29,21,1014,62,,,,,,,,,
"['17:00', '01/04']",01/04 17:00,120,14,,NIL,9999,3000,5,29,21,1013,62,,,,,,,,,
"['18:00', '01/04']",01/04 18:00,110,15,,NIL,9999,NIL,3,28,21,1012,66,,,,,,,,,
"['19:00', '01/04']",01/04 19:00,110,13,,NIL,9999,NIL,3,28,21,1012,66,,,,,,,,,
"['20:00', '01/04']",01/04 20:00,110,14,,NIL,9999,NIL,2,27,21,1012,70,,,,,,,,,
"['21:00', '01/04']",01/04 21:00,130,11,,NIL,9999,NIL,NIL,26,21,1012,74,,,,,,,,,
"['22:00', '01/04']",01/04 22:00,110,10,,NIL,9999,NIL,NIL,25,21,1011,79,,,,,,,,,
"['23:00', '01/04']",01/04 23:00,130,9,,NIL,9999,NIL,NIL,25,21,1012,79,,,,,,,,,
"['00:00', '02/04']",02/04 00:00,120,7,,NIL,9999,NIL,NIL,24,22,1012,89,,,,,,,,,
"['01:00', '02/04']",02/04 01:00,110,7,,NIL,9999,NIL,NIL,24,22,1011,89,NIL,NIL,NIL,NIL,NIL,,,,
"['02:00', '02/04']",02/04 02:00,90,7,,NIL,9999,NIL,NIL,24,22,1011,89,NIL,NIL,NIL,NIL,NIL,,,,
"['03:00', '02/04']",02/04 03:00,90,6,,NIL,9999,NIL,NIL,24,22,1010,89,NIL,NIL,NIL,NIL,NIL,,,,
"['04:00', '02/04']",02/04 04:00,80,4,,NIL,9999,10000,5,24,22,1009,89,NIL,NIL,NIL,NIL,NIL,,,,
"['05:00', '02/04']",02/04 05:00,60,3,,NIL,9999,10000,5,24,22,1008,89,NIL,NIL,NIL,NIL,NIL,,,,
"['06:00', '02/04']",02/04 06:00,60,2,,NIL,9999,9000,5,24,22,1007,89,NIL,NIL,NIL,NIL,NIL,,,,
"['07:00', '02/04']",02/04 07:00,VRB,2,,NIL,9999,10000,8,23,23,1007,100,1,1,NIL,NIL,NIL,,,,
"['08:00', '02/04']",02/04 08:00,210,8,,220,8000,7000,8,23,23,1008,100,1,NIL,NIL,NIL,NIL,,,,
"['08:06', '02/04']",02/04 08:06,220,5,,225,5000,7000,8,23,23,1008,100,1,NIL,1,NIL,1,,,,
"['08:23', '02/04']",02/04 08:23,250,4,,NIL,6000,1100,8,23,23,1008,100,1,NIL,1,NIL,NIL,,,,
"['09:00', '02/04']",02/04 09:00,320,4,,305,5000,1500,8,23,23,1007,100,1,NIL,1,NIL,NIL,,,,
"['10:00', '02/04']",02/04 10:00,240,13,,240,9000,1500,8,22,22,1009,100,NIL,NIL,NIL,1,NIL,,,,
