validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,vnt_rajada,chuvisco,nevoa_umida,pancada,vis_setor,vis_setor_dir,nevoa_seca,nevoeiro
"['20:00', '02/07']",02/07 20:00,310,5,,9999,,,NIL,NIL,19,05,1016,40,,,,,,,,
"['21:00', '02/07']",02/07 21:00,170,8,,9999,,,NIL,NIL,14,10,1018,77,,,,,,,,
"['22:00', '02/07']",02/07 22:00,170,7,,9999,,,900,5,12,10,1019,88,,,,,,,,
"['23:00', '02/07']",02/07 23:00,190,17,,9999,,,1000,5,12,09,1019,82,,,,,,,,
"['00:00', '03/07']",03/07 00:00,150,6,,9999,,,1200,5,12,09,1019,82,,,,,,,,
"['01:00', '03/07']",03/07 01:00,150,6,NIL,9999,,,1300,5,12,09,1020,82,,,,,,,,
"['02:00', '03/07']",03/07 02:00,140,6,NIL,9999,,,1500,8,12,09,1020,82,,,,,,,,
"['02:03', '03/07']",03/07 02:03,140,5,NIL,9999,,,1300,8,12,09,1020,82,,,,,,,,
"['02:25', '03/07']",03/07 02:25,130,3,120,NIL,,,1600,5,12,08,1020,76,,,,,,,,
"['03:00', '03/07']",03/07 03:00,140,6,NIL,9999,,,1800,5,12,09,1019,82,,,,,,,,
"['04:00', '03/07']",03/07 04:00,150,7,NIL,9999,,,1900,5,12,09,1019,82,,,,,,,,
"['05:00', '03/07']",03/07 05:00,120,4,NIL,9999,,,1700,5,12,09,1019,82,,,,,,,,
"['06:00', '03/07']",03/07 06:00,VRB,2,NIL,9999,,,NIL,2,11,08,1018,82,,,,,,,,
"['07:00', '03/07']",03/07 07:00,140,4,NIL,9999,,,NIL,2,11,09,1018,87,,,,,,,,
"['08:00', '03/07']",03/07 08:00,160,3,NIL,9999,,,NIL,NIL,11,09,1018,87,,,,,,,,
"['08:50', '03/07']",03/07 08:50,160,5,NIL,9999,,,800,5,10,09,1019,93,,,,,,,,
"['09:00', '03/07']",03/07 09:00,160,5,NIL,9999,,,900,5,11,09,1019,87,,,,,,,,
"['10:00', '03/07']",03/07 10:00,160,5,NIL,9999,,,900,5,11,09,1020,87,,,,,,,,
"['11:00', '03/07']",03/07 11:00,140,4,NIL,9999,,,900,5,12,09,1020,82,,,,,,,,
"['12:00', '03/07']",03/07 12:00,130,4,NIL,9999,,,1700,5,13,09,1021,77,,,,,,,,
"['13:00', '03/07']",03/07 13:00,160,5,175,9999,,,1500,5,13,10,1022,82,,,,,,,,
"['14:00', '03/07']",03/07 14:00,210,4,NIL,9999,,,2700,5,15,10,1022,72,,,,,,,,
"['15:00', '03/07']",03/07 15:00,200,6,NIL,9999,,,2300,5,16,10,1021,68,,,,,,,,
"['16:00', '03/07']",03/07 16:00,VRB,2,NIL,9999,,,NIL,3,17,09,1020,59,,,,,,,,
"['17:00', '03/07']",03/07 17:00,160,5,155,9999,,,NIL,3,17,09,1020,59,,,,,,,,
"['18:00', '03/07']",03/07 18:00,120,3,140,9999,,,NIL,3,17,08,1019,55,,,,,,,,
"['19:00', '03/07']",03/07 19:00,150,10,NIL,9999,,,NIL,NIL,16,10,1020,68,,,,,,,,
"['20:00', '03/07']",03/07 20:00,160,10,NIL,9999,,,NIL,NIL,14,10,1020,77,,,,,,,,
"['21:00', '03/07']",03/07 21:00,140,10,NIL,9999,,,1500,5,13,10,1021,82,,,,,,,,
"['22:00', '03/07']",03/07 22:00,160,10,NIL,9999,,,1100,5,13,10,1021,82,,,,,,,,
"['23:00', '03/07']",03/07 23:00,150,8,NIL,9999,,,1300,5,13,10,1022,82,,,,,,,,
"['00:00', '04/07']",04/07 00:00,110,6,NIL,9999,,,1500,5,13,10,1022,82,,,,,,,,
"['01:00', '04/07']",04/07 01:00,110,6,NIL,9999,,,1100,5,13,09,1022,77,,,,,,,,
"['02:00', '04/07']",04/07 02:00,150,7,NIL,9999,,,1100,5,13,10,1022,82,,,,,,,,
"['02:01', '04/07']",04/07 02:01,140,6,NIL,9999,,,1200,8,13,10,1022,82,,,,,,,,
"['02:29', '04/07']",04/07 02:29,130,6,NIL,9999,,,900,8,13,10,1022,82,,,,,,,,
"['02:44', '04/07']",04/07 02:44,120,4,110,NIL,,,1200,8,13,10,1022,82,,,,,,,,
"['02:54', '04/07']",04/07 02:54,140,5,NIL,9999,,,1700,8,13,10,1022,82,,,,,,,,
"['03:00', '04/07']",04/07 03:00,140,5,NIL,9999,,,1700,8,13,10,1022,82,,,,,,,,
"['04:00', '04/07']",04/07 04:00,110,5,110,NIL,,,1500,8,13,10,1022,82,,,,,,,,
"['05:00', '04/07']",04/07 05:00,80,6,85,NIL,,,1600,5,13,09,1022,77,,,,,,,,
"['05:55', '04/07']",04/07 05:55,90,5,80,NIL,,,1400,5,13,09,1021,77,,,,,,,,
"['06:00', '04/07']",04/07 06:00,90,5,75,NIL,,,1400,5,13,09,1021,77,,,,,,,,
"['06:07', '04/07']",04/07 06:07,90,5,95,NIL,,,1500,8,13,09,1021,77,,,,,,,,
"['06:28', '04/07']",04/07 06:28,90,6,90,NIL,,,1400,5,13,09,1021,77,,,,,,,,
"['06:44', '04/07']",04/07 06:44,80,5,85,NIL,,,1500,5,13,09,1021,77,,,,,,,,
"['06:45', '04/07']",04/07 06:45,80,5,80,NIL,,,1400,5,13,09,1021,77,,,,,,,,
"['07:00', '04/07']",04/07 07:00,80,6,70,NIL,,,1400,5,13,09,1021,77,,,,,,,,
"['07:15', '04/07']",04/07 07:15,70,6,80,NIL,,,1500,5,13,09,1021,77,,,,,,,,
"['07:18', '04/07']",04/07 07:18,70,5,80,NIL,,,1400,5,13,09,1021,77,,,,,,,,
"['07:31', '04/07']",04/07 07:31,90,6,90,NIL,,,1500,5,13,09,1020,77,,,,,,,,
"['07:33', '04/07']",04/07 07:33,80,6,85,NIL,,,1400,5,13,09,1020,77,,,,,,,,
"['08:00', '04/07']",04/07 08:00,80,6,85,NIL,,,1400,5,13,09,1020,77,,,,,,,,
"['09:00', '04/07']",04/07 09:00,60,5,NIL,9999,,,1300,5,12,09,1021,82,,,,,,,,
"['10:00', '04/07']",04/07 10:00,80,6,NIL,9999,,,1200,5,12,09,1022,82,,,,,,,,
"['11:00', '04/07']",04/07 11:00,80,6,NIL,9999,,,NIL,2,13,09,1022,77,,,,,,,,
"['12:00', '04/07']",04/07 12:00,50,6,NIL,9999,,,NIL,2,14,10,1023,77,,,,,,,,
"['13:00', '04/07']",04/07 13:00,50,6,NIL,9999,,,NIL,NIL,15,10,1023,72,,,,,,,,
"['14:00', '04/07']",04/07 14:00,60,6,NIL,9999,,,NIL,NIL,17,10,1023,63,,,,,,,,
"['15:00', '04/07']",04/07 15:00,30,5,NIL,9999,,,NIL,NIL,19,10,1022,56,,,,,,,,
"['16:00', '04/07']",04/07 16:00,350,6,NIL,9999,,,NIL,NIL,20,10,1021,53,,,,,,,,
"['17:00', '04/07']",04/07 17:00,20,4,NIL,9999,,,NIL,NIL,22,09,1020,43,,,,,,,,
"['18:00', '04/07']",04/07 18:00,350,6,NIL,9999,,,NIL,NIL,24,08,1019,36,,,,,,,,
"['19:00', '04/07']",04/07 19:00,340,7,NIL,9999,,,NIL,NIL,23,08,1019,38,,,,,,,,
"['20:00', '04/07']",04/07 20:00,340,7,NIL,9999,,,NIL,NIL,23,08,1019,38,,,,,,,,
"['21:00', '04/07']",04/07 21:00,330,4,NIL,9999,,,NIL,NIL,21,08,1019,43,,,,,,,,
"['22:00', '04/07']",04/07 22:00,60,1,NIL,9999,,,NIL,NIL,20,09,1020,49,,,,,,,,
"['23:00', '04/07']",04/07 23:00,170,3,NIL,9999,,,NIL,NIL,19,11,1021,60,,,,,,,,
"['00:00', '05/07']",05/07 00:00,180,4,NIL,9999,,,NIL,NIL,16,12,1021,77,,,,,,,,
"['01:00', '05/07']",05/07 01:00,200,3,NIL,9999,,,NIL,NIL,15,12,1021,82,,,NIL,,,,,
"['02:00', '05/07']",05/07 02:00,200,3,NIL,5000,,,NIL,NIL,15,12,1021,82,,,1,,,,,
"['02:04', '05/07']",05/07 02:04,200,3,NIL,6000,,,NIL,NIL,15,12,1021,82,,,NIL,,,,,
"['02:58', '05/07']",05/07 02:58,180,3,NIL,4800,,,NIL,NIL,13,11,1021,88,,,1,,,,,
"['03:00', '05/07']",05/07 03:00,180,3,NIL,4800,,,NIL,NIL,13,11,1021,88,,,1,,,,,
"['03:56', '05/07']",05/07 03:56,VRB,2,NIL,7000,,,NIL,NIL,14,13,1021,94,,,NIL,,,,,
"['04:00', '05/07']",05/07 04:00,VRB,2,NIL,7000,,,NIL,NIL,14,13,1021,94,,,NIL,,,,,
"['05:00', '05/07']",05/07 05:00,VRB,1,NIL,9999,,,NIL,NIL,15,12,1021,82,,,NIL,,,,,
"['06:00', '05/07']",05/07 06:00,50,3,65,9999,,,NIL,NIL,16,13,1021,82,,,NIL,,,,,
"['07:00', '05/07']",05/07 07:00,60,4,70,9999,,,NIL,NIL,15,13,1020,88,,,NIL,,,,,
"['07:45', '05/07']",05/07 07:45,60,4,60,NIL,,,300,5,14,13,1020,94,,,NIL,,,,,
"['08:00', '05/07']",05/07 08:00,60,6,65,NIL,,,300,5,14,13,1020,94,,,NIL,,,,,
"['09:00', '05/07']",05/07 09:00,70,5,NIL,4000,,,200,5,14,13,1021,94,,,1,,,,,
"['10:00', '05/07']",05/07 10:00,70,7,NIL,5000,,,300,5,14,12,1021,88,,,1,,,,,
"['11:00', '05/07']",05/07 11:00,50,6,NIL,8000,,,500,5,14,13,1022,94,,,NIL,,,,,
"['12:00', '05/07']",05/07 12:00,60,7,NIL,9999,,,NIL,3,16,13,1023,82,,,NIL,,,,,
"['13:00', '05/07']",05/07 13:00,30,5,NIL,9999,,,NIL,NIL,17,13,1023,77,,,NIL,,,,,
"['14:00', '05/07']",05/07 14:00,50,5,NIL,9999,,,NIL,NIL,19,13,1023,68,,,NIL,,,,,
"['15:00', '05/07']",05/07 15:00,360,5,NIL,9999,,,NIL,NIL,21,14,1022,64,,,NIL,,,,,
"['16:00', '05/07']",05/07 16:00,10,6,NIL,9999,,,NIL,NIL,23,13,1021,53,,,NIL,,,,,
"['17:00', '05/07']",05/07 17:00,10,9,NIL,9999,,,NIL,NIL,25,13,1020,47,,,NIL,,,,,
"['18:00', '05/07']",05/07 18:00,350,10,NIL,9999,,,NIL,NIL,26,11,1019,39,,,NIL,,,,,
"['19:00', '05/07']",05/07 19:00,360,10,NIL,9999,,,NIL,NIL,26,09,1019,34,,,NIL,,,,,
"['20:00', '05/07']",05/07 20:00,340,8,NIL,9999,,,NIL,NIL,25,10,1019,39,,,NIL,,,,,
"['21:00', '05/07']",05/07 21:00,10,4,NIL,9999,,,NIL,NIL,24,10,1019,41,,,NIL,,,,,
"['22:00', '05/07']",05/07 22:00,30,4,NIL,9999,,,NIL,NIL,23,11,1020,47,,,NIL,,,,,
"['23:00', '05/07']",05/07 23:00,10,3,NIL,9999,,,NIL,NIL,22,12,1021,53,,,NIL,,,,,
"['00:00', '06/07']",06/07 00:00,30,3,NIL,9999,,,NIL,NIL,21,13,1021,60,,,NIL,,,,,
"['01:00', '06/07']",06/07 01:00,10,7,NIL,9999,,,NIL,NIL,21,13,1020,60,,,,,,,,
"['02:00', '06/07']",06/07 02:00,20,7,NIL,9999,,,NIL,NIL,21,13,1020,60,,,,,,,,
"['02:03', '06/07']",06/07 02:03,20,7,NIL,9999,,,NIL,NIL,21,13,1020,60,,,,,,,,
"['03:00', '06/07']",06/07 03:00,20,6,NIL,9999,,,NIL,NIL,21,12,1019,56,,,,,,,,
"['04:00', '06/07']",06/07 04:00,320,5,NIL,9999,,,NIL,NIL,19,13,1020,68,,,,,,,,
"['05:00', '06/07']",06/07 05:00,350,4,NIL,9999,,,NIL,NIL,18,12,1020,68,,,,,,,,
"['06:00', '06/07']",06/07 06:00,10,4,NIL,9999,,,NIL,NIL,18,12,1019,68,,,,,,,,
"['07:00', '06/07']",06/07 07:00,VRB,1,NIL,9999,,,NIL,NIL,17,12,1019,72,,,,,,,,
"['08:00', '06/07']",06/07 08:00,50,4,NIL,9999,,,NIL,NIL,17,12,1019,72,,,,,,,,
"['09:00', '06/07']",06/07 09:00,20,3,NIL,9999,,,NIL,NIL,18,12,1020,68,,,,,,,,
"['10:00', '06/07']",06/07 10:00,30,5,NIL,9999,,,NIL,NIL,17,12,1019,72,,,,,,,,
"['11:00', '06/07']",06/07 11:00,180,7,NIL,9999,,,NIL,NIL,17,13,1021,77,,,,,,,,
"['12:00', '06/07']",06/07 12:00,160,5,NIL,9999,,,NIL,NIL,19,13,1022,68,,,,,,,,
"['13:00', '06/07']",06/07 13:00,VRB,2,NIL,9999,,,NIL,NIL,22,13,1022,57,,,,,,,,
"['14:00', '06/07']",06/07 14:00,310,4,NIL,9999,,,NIL,NIL,23,13,1022,53,,,,,,,,
"['15:00', '06/07']",06/07 15:00,320,3,130,9999,,,NIL,NIL,24,13,1021,50,,,,,,,,
"['16:00', '06/07']",06/07 16:00,VRB,4,NIL,9999,,,NIL,NIL,25,12,1021,44,,,,,,,,
"['17:00', '06/07']",06/07 17:00,VRB,5,NIL,9999,,,NIL,NIL,26,13,1020,45,,,,,,,,
"['18:00', '06/07']",06/07 18:00,180,5,NIL,9999,,,NIL,NIL,26,14,1019,48,,,,,,,,
"['19:00', '06/07']",06/07 19:00,160,10,NIL,9999,,,NIL,NIL,22,14,1020,60,,,,,,,,
"['20:00', '06/07']",06/07 20:00,160,8,NIL,9999,,,NIL,NIL,21,16,1020,73,,,,,,,,
"['21:00', '06/07']",06/07 21:00,160,9,NIL,9999,,,NIL,NIL,19,16,1021,83,,,,,,,,
"['22:00', '06/07']",06/07 22:00,150,7,NIL,9000,,,1100,5,18,15,1021,83,,,,,,,,
"['23:00', '06/07']",06/07 23:00,130,7,NIL,8000,,,1000,5,18,15,1022,83,,,,,,,,
"['00:00', '07/07']",07/07 00:00,160,7,NIL,9999,,,1000,8,18,15,1022,83,,,,,,,,
"['01:00', '07/07']",07/07 01:00,130,6,NIL,9000,,,1000,8,18,15,1022,83,,,,,,,,
"['02:00', '07/07']",07/07 02:00,130,6,NIL,8000,,,1000,8,18,16,1022,88,,,,,,,,
"['02:01', '07/07']",07/07 02:01,140,6,NIL,9999,,,1100,5,18,15,1022,83,,,,,,,,
"['03:00', '07/07']",07/07 03:00,110,5,115,NIL,,,1100,5,18,15,1022,83,,,,,,,,
"['03:02', '07/07']",07/07 03:02,120,4,120,NIL,,,NIL,3,18,15,1022,83,,,,,,,,
"['03:07', '07/07']",07/07 03:07,120,4,NIL,9999,,,1100,5,18,15,1022,83,,,,,,,,
"['03:24', '07/07']",07/07 03:24,130,5,NIL,9999,,,NIL,3,18,15,1022,83,,,,,,,,
"['04:00', '07/07']",07/07 04:00,100,5,NIL,9999,,,NIL,2,18,15,1022,83,,,,,,,,
"['05:00', '07/07']",07/07 05:00,90,4,95,NIL,,,NIL,3,17,15,1021,88,,,,,,,,
"['05:03', '07/07']",07/07 05:03,120,4,125,NIL,,,700,5,17,15,1021,88,,,,,,,,
"['05:52', '07/07']",07/07 05:52,140,4,NIL,9999,,,1000,5,17,15,1021,88,,,,,,,,
"['06:00', '07/07']",07/07 06:00,150,5,NIL,9999,,,1000,5,17,15,1021,88,,,,,,,,
"['06:10', '07/07']",07/07 06:10,130,4,NIL,9999,,,900,5,17,15,1021,88,,,,,,,,
"['06:21', '07/07']",07/07 06:21,120,4,NIL,9999,,,1100,5,17,15,1020,88,,,,,,,,
"['06:25', '07/07']",07/07 06:25,130,4,NIL,9999,,,900,5,17,15,1020,88,,,,,,,,
"['07:00', '07/07']",07/07 07:00,130,5,NIL,9999,,,900,8,17,15,1020,88,,,,,,,,
"['07:08', '07/07']",07/07 07:08,140,4,140,NIL,,,1000,8,17,15,1020,88,,,,,,,,
"['08:00', '07/07']",07/07 08:00,70,3,75,NIL,,,1100,5,17,15,1020,88,,,,,,,,
"['08:54', '07/07']",07/07 08:54,70,3,75,NIL,,,900,5,17,14,1020,83,,,,,,,,
"['09:00', '07/07']",07/07 09:00,70,3,NIL,9999,,,900,5,17,14,1020,83,,,,,,,,
"['10:00', '07/07']",07/07 10:00,50,5,NIL,9000,,,NIL,2,17,14,1020,83,,,,,,,,
"['11:00', '07/07']",07/07 11:00,70,5,NIL,9000,,,NIL,NIL,17,14,1021,83,,,,,,,,
"['12:00', '07/07']",07/07 12:00,50,7,NIL,9999,,,NIL,NIL,18,14,1021,77,,,,,,,,
"['13:00', '07/07']",07/07 13:00,50,5,NIL,9999,,,NIL,NIL,21,14,1021,64,,,,,,,,
"['14:00', '07/07']",07/07 14:00,360,5,NIL,9999,,,NIL,NIL,23,14,1020,57,,,,,,,,
"['15:00', '07/07']",07/07 15:00,360,4,NIL,9999,,,NIL,NIL,25,13,1019,47,,,,,,,,
"['16:00', '07/07']",07/07 16:00,20,10,NIL,9999,,,NIL,NIL,26,12,1018,42,,,,,,,,
"['17:00', '07/07']",07/07 17:00,340,8,NIL,9999,,,NIL,NIL,27,11,1017,37,,,,,,,,
"['18:00', '07/07']",07/07 18:00,350,11,NIL,9999,,,NIL,NIL,27,10,1016,34,,,,,,,,
"['19:00', '07/07']",07/07 19:00,10,12,NIL,9999,,,NIL,NIL,27,09,1016,32,,,,,,,,
"['20:00', '07/07']",07/07 20:00,350,9,NIL,9999,,,NIL,NIL,26,08,1016,32,,,,,,,,
"['21:00', '07/07']",07/07 21:00,20,5,NIL,9999,,,NIL,NIL,25,09,1016,36,,,,,,,,
"['22:00', '07/07']",07/07 22:00,10,5,NIL,9999,,,NIL,NIL,24,10,1017,41,,,,,,,,
"['23:00', '07/07']",07/07 23:00,40,3,NIL,9999,,,NIL,NIL,23,11,1017,47,,,,,,,,
"['00:00', '08/07']",08/07 00:00,330,5,NIL,9999,,,NIL,NIL,22,11,1017,50,,,,,,,,
"['01:00', '08/07']",08/07 01:00,350,6,NIL,9999,,,,,21,10,1017,49,NIL,,,,,,,
"['02:00', '08/07']",08/07 02:00,10,5,NIL,9999,,,,,22,10,1017,46,NIL,,,,,,,
"['02:04', '08/07']",08/07 02:04,10,5,NIL,9999,,,,,22,10,1017,46,NIL,,,,,,,
"['03:00', '08/07']",08/07 03:00,10,5,NIL,9999,,,,,21,09,1017,46,NIL,,,,,,,
"['04:00', '08/07']",08/07 04:00,360,7,NIL,9999,,,,,21,09,1017,46,NIL,,,,,,,
"['05:00', '08/07']",08/07 05:00,10,7,175,9999,,,,,21,09,1016,46,NIL,,,,,,,
"['06:00', '08/07']",08/07 06:00,30,8,NIL,9999,,,,,20,09,1016,49,NIL,,,,,,,
"['07:00', '08/07']",08/07 07:00,10,12,180,9999,,,,,20,07,1015,43,NIL,,,,,,,
"['08:00', '08/07']",08/07 08:00,360,10,NIL,9999,,,,,19,07,1015,46,NIL,,,,,,,
"['09:00', '08/07']",08/07 09:00,360,10,NIL,9999,,,,,19,08,1015,49,NIL,,,,,,,
"['10:00', '08/07']",08/07 10:00,330,6,150,9999,,,,,18,08,1016,52,NIL,,,,,,,
"['11:00', '08/07']",08/07 11:00,350,12,NIL,9999,,,,,20,08,1017,46,NIL,,,,,,,
"['12:00', '08/07']",08/07 12:00,350,16,NIL,9999,,,,,21,08,1017,43,NIL,,,,,,,
"['13:00', '08/07']",08/07 13:00,350,14,NIL,9999,,,,,22,09,1017,43,NIL,,,,,,,
"['14:00', '08/07']",08/07 14:00,350,14,165,9999,,,,,23,10,1017,44,25,,,,,,,
"['15:00', '08/07']",08/07 15:00,340,20,160,9999,,,,,25,09,1016,36,NIL,,,,,,,
"['16:00', '08/07']",08/07 16:00,320,20,NIL,9999,,,,,25,09,1015,36,30,,,,,,,
"['17:00', '08/07']",08/07 17:00,340,17,NIL,9999,,,,,26,09,1015,34,NIL,,,,,,,
"['18:00', '08/07']",08/07 18:00,340,14,NIL,9999,,,,,26,10,1015,37,NIL,,,,,,,
"['19:00', '08/07']",08/07 19:00,330,18,NIL,9999,,,,,26,10,1014,37,NIL,,,,,,,
"['20:00', '08/07']",08/07 20:00,330,15,NIL,9999,,,,,25,09,1015,36,NIL,,,,,,,
"['21:00', '08/07']",08/07 21:00,330,11,NIL,9999,,,,,24,10,1015,41,NIL,,,,,,,
"['22:00', '08/07']",08/07 22:00,330,9,NIL,9999,,,,,23,11,1016,47,NIL,,,,,,,
"['23:00', '08/07']",08/07 23:00,340,9,NIL,9999,,,,,23,11,1016,47,NIL,,,,,,,
"['00:00', '09/07']",09/07 00:00,340,8,NIL,9999,,,,,22,11,1017,50,NIL,,,,,,,
"['01:00', '09/07']",09/07 01:00,330,8,NIL,9999,NIL,,NIL,NIL,22,11,1017,50,,,,,,,,
"['02:00', '09/07']",09/07 02:00,310,7,NIL,9999,NIL,,NIL,NIL,21,12,1018,56,,,,,,,,
"['02:01', '09/07']",09/07 02:01,320,7,NIL,9999,NIL,,NIL,NIL,21,12,1017,56,,,,,,,,
"['03:00', '09/07']",09/07 03:00,310,5,320,9999,NIL,,NIL,NIL,21,12,1018,56,,,,,,,,
"['04:00', '09/07']",09/07 04:00,300,5,NIL,9999,NIL,,NIL,NIL,21,12,1018,56,,,,,,,,
"['05:00', '09/07']",09/07 05:00,300,5,295,9999,NIL,,NIL,NIL,20,12,1018,60,,,,,,,,
"['06:00', '09/07']",09/07 06:00,320,8,320,9999,NIL,,NIL,NIL,20,13,1018,64,,,,,,,,
"['07:00', '09/07']",09/07 07:00,310,11,NIL,9999,1,,NIL,NIL,19,14,1018,73,,,,,,,,
"['08:00', '09/07']",09/07 08:00,300,7,300,NIL,1,,NIL,NIL,18,14,1019,77,,,,,,,,
"['09:00', '09/07']",09/07 09:00,290,5,NIL,9000,NIL,,2300,5,18,15,1020,83,,,,,,,,
"['10:00', '09/07']",09/07 10:00,310,5,305,9999,NIL,,1900,5,18,15,1020,83,,,,,,,,
"['11:00', '09/07']",09/07 11:00,340,5,NIL,9999,NIL,,1500,5,18,15,1021,83,,,,,,,,
"['12:00', '09/07']",09/07 12:00,VRB,3,NIL,9999,NIL,,2700,5,19,15,1022,78,,,,,,,,
"['13:00', '09/07']",09/07 13:00,270,7,270,9999,NIL,,NIL,3,20,13,1023,64,,,,,,,,
"['14:00', '09/07']",09/07 14:00,300,7,295,9999,NIL,,NIL,2,21,12,1023,56,,,,,,,,
"['15:00', '09/07']",09/07 15:00,300,5,290,9999,NIL,,NIL,NIL,22,09,1024,43,,,,,,,,
"['16:00', '09/07']",09/07 16:00,VRB,2,NIL,9999,NIL,,NIL,NIL,23,09,1023,41,,,,,,,,
"['17:00', '09/07']",09/07 17:00,220,7,230,9999,NIL,,NIL,NIL,23,05,1022,31,,,,,,,,
"['18:00', '09/07']",09/07 18:00,150,10,NIL,9999,NIL,,NIL,NIL,20,13,1022,64,,,,,,,,
"['19:00', '09/07']",09/07 19:00,170,8,NIL,9999,NIL,,NIL,NIL,19,12,1022,64,,,,,,,,
"['20:00', '09/07']",09/07 20:00,170,5,NIL,9999,NIL,,NIL,NIL,18,12,1022,68,,,,,,,,
"['21:00', '09/07']",09/07 21:00,200,6,NIL,9999,NIL,,NIL,NIL,17,11,1023,68,,,,,,,,
"['22:00', '09/07']",09/07 22:00,170,9,NIL,9999,NIL,,NIL,2,15,12,1023,82,,,,,,,,
"['23:00', '09/07']",09/07 23:00,150,7,NIL,9999,NIL,,NIL,2,13,11,1024,88,,,,,,,,
"['00:00', '10/07']",10/07 00:00,120,4,NIL,9999,NIL,,NIL,NIL,13,11,1024,88,,,,,,,,
"['01:00', '10/07']",10/07 01:00,140,4,NIL,9999,,,,NIL,13,10,1024,82,,,,,,,,
"['02:00', '10/07']",10/07 02:00,160,3,NIL,9999,,,,NIL,13,11,1024,88,,,,,,,,
"['02:01', '10/07']",10/07 02:01,160,4,NIL,9999,,,,NIL,13,10,1024,82,,,,,,,,
"['03:00', '10/07']",10/07 03:00,150,6,NIL,9999,,,,NIL,12,10,1024,88,,,,,,,,
"['04:00', '10/07']",10/07 04:00,130,4,130,NIL,,,,2,12,09,1024,82,,,,,,,,
"['05:00', '10/07']",10/07 05:00,140,4,NIL,9999,,,,NIL,12,09,1024,82,,,,,,,,
"['06:00', '10/07']",10/07 06:00,120,4,120,NIL,,,,NIL,12,09,1024,82,,,,,,,,
"['07:00', '10/07']",10/07 07:00,80,4,80,NIL,,,,NIL,12,09,1023,82,,,,,,,,
"['08:00', '10/07']",10/07 08:00,110,4,105,9999,,,,NIL,11,08,1023,82,,,,,,,,
"['09:00', '10/07']",10/07 09:00,110,4,90,9999,,,,NIL,11,09,1024,87,,,,,,,,
"['10:00', '10/07']",10/07 10:00,VRB,2,NIL,9999,,,,NIL,10,08,1024,87,,,,,,,,
"['11:00', '10/07']",10/07 11:00,100,4,110,9999,,,,NIL,12,08,1024,76,,,,,,,,
"['12:00', '10/07']",10/07 12:00,90,6,90,9999,,,,NIL,14,07,1024,63,,,,,,,,
"['13:00', '10/07']",10/07 13:00,90,6,85,9999,,,,NIL,15,09,1025,67,,,,,,,,
"['14:00', '10/07']",10/07 14:00,70,6,250,9999,,,,NIL,18,11,1024,64,,,,,,,,
"['15:00', '10/07']",10/07 15:00,80,8,80,9999,,,,NIL,19,11,1024,60,,,,,,,,
"['16:00', '10/07']",10/07 16:00,70,7,70,9999,,,,NIL,20,12,1023,60,,,,,,,,
"['17:00', '10/07']",10/07 17:00,100,5,105,9999,,,,NIL,21,12,1022,56,,,,,,,,
"['18:00', '10/07']",10/07 18:00,70,5,65,9999,,,,NIL,22,12,1021,53,,,,,,,,
"['19:00', '10/07']",10/07 19:00,90,3,105,9999,,,,NIL,22,12,1021,53,,,,,,,,
"['20:00', '10/07']",10/07 20:00,180,6,NIL,9999,,,,NIL,21,14,1021,64,,,,,,,,
"['21:00', '10/07']",10/07 21:00,130,7,NIL,9999,,,,NIL,18,13,1021,73,,,,,,,,
"['22:00', '10/07']",10/07 22:00,160,5,NIL,9999,,,,NIL,17,13,1021,77,,,,,,,,
"['23:00', '10/07']",10/07 23:00,110,2,NIL,9999,,,,NIL,17,13,1022,77,,,,,,,,
"['00:00', '11/07']",11/07 00:00,70,4,70,9999,,,,NIL,19,13,1022,68,,,,,,,,
"['01:00', '11/07']",11/07 01:00,70,9,70,9999,,,NIL,NIL,18,14,1022,77,,,NIL,,,,,
"['02:00', '11/07']",11/07 02:00,60,7,70,9999,,,NIL,NIL,17,13,1022,77,,,NIL,,,,,
"['02:01', '11/07']",11/07 02:01,60,8,65,9999,,,NIL,NIL,17,13,1022,77,,,NIL,,,,,
"['03:00', '11/07']",11/07 03:00,70,7,55,9999,,,NIL,NIL,17,13,1022,77,,,NIL,,,,,
"['04:00', '11/07']",11/07 04:00,70,9,70,9999,,,NIL,NIL,16,13,1021,82,,,NIL,,,,,
"['05:00', '11/07']",11/07 05:00,80,5,75,9999,,,NIL,NIL,16,13,1021,82,,,NIL,,,,,
"['06:00', '11/07']",11/07 06:00,60,5,55,9999,,,NIL,NIL,16,13,1021,82,,,NIL,,,,,
"['07:00', '11/07']",11/07 07:00,70,6,70,9999,,,NIL,NIL,15,13,1021,88,,,NIL,,,,,
"['08:00', '11/07']",11/07 08:00,50,3,50,9999,,,NIL,NIL,15,13,1021,88,,,NIL,,,,,
"['09:00', '11/07']",11/07 09:00,40,6,40,6000,,,6700,5,15,13,1022,88,,,NIL,,,,,
"['09:15', '11/07']",11/07 09:15,50,5,60,6000,,,600,5,15,13,1022,88,,,NIL,,,,,
"['09:30', '11/07']",11/07 09:30,50,5,NIL,5000,,,NIL,3,15,13,1022,88,,,1,,,,,
"['10:00', '11/07']",11/07 10:00,30,4,205,5000,,,400,5,15,13,1022,88,,,1,,,,,
