validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,cobertura,tt,po,qnh,ur,chuva,trovoada,nevoa_umida,teto,vnt_vrb,chuvisco,vis_setor,vis_setor_dir,vnt_rajada,nevoa_seca
"['15:15', '31/10']",31/10 15:15,330,5,9999,8,22,19,1016,83,NIL,,NIL,1400,,NIL,,,,
"['15:25', '31/10']",31/10 15:25,330,7,9999,8,22,19,1015,83,NIL,,NIL,5000,,NIL,,,,
"['16:00', '31/10']",31/10 16:00,360,4,9999,8,22,19,1015,83,NIL,,NIL,6000,,NIL,,,,
"['17:00', '31/10']",31/10 17:00,190,11,9999,8,23,20,1015,83,NIL,,NIL,6000,,NIL,,,,
"['17:20', '31/10']",31/10 17:20,190,13,9999,8,22,19,1015,83,1,,NIL,1300,,NIL,,,,
"['18:00', '31/10']",31/10 18:00,200,6,4000,8,21,19,1015,88,1,,1,1300,,NIL,,,,
"['19:00', '31/10']",31/10 19:00,180,7,4000,8,21,19,1014,88,1,,1,1200,,NIL,,,,
"['20:00', '31/10']",31/10 20:00,160,10,4000,8,19,18,1015,94,NIL,,1,1200,,NIL,,,,
"['21:00', '31/10']",31/10 21:00,110,5,8000,8,20,19,1014,94,NIL,,NIL,1200,,NIL,,,,
"['21:25', '31/10']",31/10 21:25,200,9,4500,8,20,19,1015,94,1,,1,1200,,NIL,,,,
"['22:00', '31/10']",31/10 22:00,190,5,8000,8,20,19,1015,94,1,,NIL,1300,,NIL,,,,
"['23:00', '31/10']",31/10 23:00,210,5,9999,8,21,19,1016,88,NIL,,NIL,1400,,NIL,,,,
"['00:00', '01/11']",01/11 00:00,220,6,9999,8,21,19,1016,88,NIL,,NIL,4000,,NIL,,,,
"['00:10', '01/11']",01/11 00:10,200,6,5000,8,21,19,1016,88,1,,1,1200,,NIL,,,,
"['01:00', '01/11']",01/11 01:00,180,7,4500,8,20,19,1016,94,1,,1,1000,NIL,,,,,NIL
"['02:00', '01/11']",01/11 02:00,180,5,7000,8,20,19,1016,94,NIL,,NIL,1200,NIL,,,,,NIL
"['08:50', '01/11']",01/11 08:50,230,3,9999,5,20,17,1013,83,NIL,,NIL,2000,NIL,,,,,NIL
"['09:00', '01/11']",01/11 09:00,230,3,9999,5,21,17,1014,78,NIL,,NIL,2000,NIL,,,,,NIL
"['10:00', '01/11']",01/11 10:00,210,6,9999,5,21,17,1014,78,NIL,,NIL,2500,NIL,,,,,NIL
"['11:00', '01/11']",01/11 11:00,200,7,9999,5,22,17,1014,73,NIL,,NIL,2500,NIL,,,,,NIL
"['12:00', '01/11']",01/11 12:00,180,9,9999,8,22,16,1015,69,NIL,,NIL,4000,185,,,,,NIL
"['13:00', '01/11']",01/11 13:00,190,12,4000,8,22,15,1015,65,1,,NIL,4000,NIL,,,,,1
"['14:00', '01/11']",01/11 14:00,220,5,8000,5,21,17,1015,78,NIL,,NIL,4000,215,,,,,NIL
"['15:00', '01/11']",01/11 15:00,200,11,6000,5,20,17,1015,83,NIL,,NIL,1800,NIL,,,,,NIL
"['16:00', '01/11']",01/11 16:00,180,4,9999,8,21,17,1014,78,NIL,,NIL,1800,190,,,,,NIL
"['17:00', '01/11']",01/11 17:00,210,8,9999,8,22,16,1014,69,NIL,,NIL,1800,NIL,,,,,NIL
"['18:00', '01/11']",01/11 18:00,180,6,7000,8,19,16,1015,83,1,,NIL,1800,NIL,,,,,NIL
"['19:00', '01/11']",01/11 19:00,210,4,9999,8,20,16,1014,78,NIL,,NIL,2000,NIL,,,,,NIL
"['20:00', '01/11']",01/11 20:00,220,5,9999,5,21,15,1014,69,NIL,,NIL,4500,NIL,,,,,NIL
"['21:00', '01/11']",01/11 21:00,230,6,9999,5,21,18,1015,83,NIL,,NIL,5000,NIL,,,,,NIL
"['22:00', '01/11']",01/11 22:00,220,9,9999,3,21,14,1015,64,NIL,,NIL,NIL,NIL,,,,,NIL
"['23:00', '01/11']",01/11 23:00,240,6,9999,3,21,14,1015,64,NIL,,NIL,NIL,NIL,,,,,NIL
"['00:00', '02/11']",02/11 00:00,260,7,9999,3,20,15,1016,73,NIL,,NIL,NIL,NIL,,,,,NIL
"['01:00', '02/11']",02/11 01:00,280,6,9999,2,20,15,1016,73,,,,NIL,,,,,,
"['02:00', '02/11']",02/11 02:00,320,9,9999,5,19,16,1016,83,,,,6000,,,,,,
"['08:50', '02/11']",02/11 08:50,330,6,9999,3,18,16,1015,88,,,,NIL,,,,,,
"['09:00', '02/11']",02/11 09:00,330,6,9999,3,18,16,1015,88,,,,NIL,,,,,,
"['10:00', '02/11']",02/11 10:00,330,5,9999,3,19,16,1015,83,,,,NIL,,,,,,
"['11:00', '02/11']",02/11 11:00,360,4,9999,5,19,17,1016,88,,,,2000,,,,,,
"['12:00', '02/11']",02/11 12:00,90,4,9999,5,20,17,1016,83,,,,2000,,,,,,
"['13:00', '02/11']",02/11 13:00,90,5,9999,5,22,16,1016,69,,,,3000,,,,,,
"['14:00', '02/11']",02/11 14:00,160,8,9999,5,22,15,1016,65,,,,3000,,,,,,
"['15:00', '02/11']",02/11 15:00,160,9,9999,3,22,14,1015,60,,,,NIL,,,,,,
"['16:00', '02/11']",02/11 16:00,160,10,9999,5,23,14,1015,57,,,,4000,,,,,,
"['17:00', '02/11']",02/11 17:00,180,11,9999,5,23,14,1015,57,,,,4000,,,,,,
"['18:00', '02/11']",02/11 18:00,170,11,9999,3,23,13,1014,53,,,,NIL,,,,,,
"['19:00', '02/11']",02/11 19:00,170,13,9999,2,22,12,1014,53,,,,NIL,,,,,,
"['20:00', '02/11']",02/11 20:00,180,10,9999,2,22,14,1014,60,,,,NIL,,,,,,
"['21:00', '02/11']",02/11 21:00,180,9,9999,3,21,13,1015,60,,,,NIL,,,,,,
"['22:00', '02/11']",02/11 22:00,180,9,9999,5,21,14,1015,64,,,,7000,,,,,,
"['23:00', '02/11']",02/11 23:00,190,5,9999,5,21,14,1016,64,,,,7000,,,,,,
"['00:00', '03/11']",03/11 00:00,180,7,9999,5,21,15,1016,69,,,,9000,,,,,,
"['01:00', '03/11']",03/11 01:00,170,4,9999,3,20,15,1016,73,NIL,,,NIL,165,,,,,
"['02:00', '03/11']",03/11 02:00,50,4,9999,5,20,16,1016,78,NIL,,,9000,60,,,,,
"['08:50', '03/11']",03/11 08:50,10,4,9999,3,18,16,1014,88,NIL,,,NIL,NIL,,,,,
"['09:00', '03/11']",03/11 09:00,10,4,9999,3,18,15,1015,83,NIL,,,NIL,NIL,,,,,
"['10:00', '03/11']",03/11 10:00,30,6,9999,3,19,15,1015,78,NIL,,,NIL,NIL,,,,,
"['11:00', '03/11']",03/11 11:00,340,4,9999,2,20,16,1016,78,NIL,,,NIL,NIL,,,,,
"['12:00', '03/11']",03/11 12:00,VRB,3,9999,2,21,16,1016,73,NIL,,,NIL,NIL,,,,,
"['13:00', '03/11']",03/11 13:00,140,5,9999,3,23,16,1016,65,NIL,,,NIL,NIL,,,,,
"['14:00', '03/11']",03/11 14:00,160,10,9999,3,23,17,1015,69,NIL,,,NIL,NIL,,,,,
"['15:00', '03/11']",03/11 15:00,160,11,9999,5,23,17,1015,69,NIL,,,7000,NIL,,,,,
"['16:00', '03/11']",03/11 16:00,160,12,9999,5,22,17,1014,73,NIL,,,7000,NIL,,,,,
"['17:00', '03/11']",03/11 17:00,160,13,9999,8,22,17,1014,73,NIL,,,5500,NIL,,,,,
"['18:00', '03/11']",03/11 18:00,140,10,9999,5,22,16,1013,69,NIL,,,5000,NIL,,,,,
"['19:00', '03/11']",03/11 19:00,130,11,9999,5,23,17,1012,69,NIL,,,5000,NIL,,,,,
"['20:00', '03/11']",03/11 20:00,120,11,9999,5,22,17,1012,73,NIL,,,5000,NIL,,,,,
"['21:00', '03/11']",03/11 21:00,150,7,9999,5,22,16,1013,69,NIL,,,5000,NIL,,,,,
"['22:00', '03/11']",03/11 22:00,180,2,6000,8,21,17,1013,78,1,,,1300,NIL,,,,,
"['23:00', '03/11']",03/11 23:00,260,3,6000,8,21,17,1014,78,1,,,1300,NIL,,,,,
"['00:00', '04/11']",04/11 00:00,100,3,8000,8,20,17,1015,83,1,,,1800,NIL,,,,,
"['01:00', '04/11']",04/11 01:00,80,5,8000,8,20,17,1015,83,1,,,1300,NIL,,,,,
"['02:00', '04/11']",04/11 02:00,10,6,8000,8,19,18,1014,94,1,,,1300,NIL,,,,,
"['08:50', '04/11']",04/11 08:50,50,3,9999,5,20,18,1014,88,NIL,,,7000,NIL,,,,,
"['09:00', '04/11']",04/11 09:00,100,2,9999,5,20,18,1014,88,NIL,,,7000,NIL,,,,,
"['10:00', '04/11']",04/11 10:00,40,3,9999,5,21,19,1014,88,NIL,,,8000,NIL,,,,,
"['11:00', '04/11']",04/11 11:00,20,4,9999,5,21,19,1015,88,NIL,,,1200,NIL,,,,,
"['12:00', '04/11']",04/11 12:00,40,2,9999,5,21,18,1015,83,NIL,,,7000,NIL,,,,,
"['12:25', '04/11']",04/11 12:25,130,5,9999,5,22,18,1015,78,NIL,,,7000,NIL,,,,,
"['13:00', '04/11']",04/11 13:00,150,6,9999,5,22,19,1015,83,NIL,,,7000,NIL,,,,,
"['14:00', '04/11']",04/11 14:00,150,9,9999,5,23,19,1015,78,NIL,,,7000,NIL,,,,,
"['15:00', '04/11']",04/11 15:00,150,9,9999,5,22,19,1015,83,NIL,,,6000,NIL,,,,,
"['16:00', '04/11']",04/11 16:00,130,9,9999,3,23,20,1014,83,NIL,,,NIL,NIL,,,,,
"['17:00', '04/11']",04/11 17:00,180,14,9999,3,25,19,1013,69,NIL,,,NIL,NIL,,,,,
"['18:00', '04/11']",04/11 18:00,180,17,9999,5,23,18,1013,73,NIL,,,4000,NIL,,,,,
"['19:00', '04/11']",04/11 19:00,190,15,9999,5,23,19,1013,78,NIL,,,4500,NIL,,,,,
"['20:00', '04/11']",04/11 20:00,210,10,9999,5,23,18,1013,73,NIL,,,5000,180,,,,,
"['21:00', '04/11']",04/11 21:00,190,14,9999,5,22,18,1014,78,NIL,,,5000,NIL,,,,,
"['22:00', '04/11']",04/11 22:00,210,7,9999,5,23,18,1014,73,1,,,6000,205,,,,,
"['23:00', '04/11']",04/11 23:00,200,7,9999,5,23,18,1015,73,NIL,,,7000,NIL,,,,,
"['00:00', '05/11']",05/11 00:00,180,5,9999,5,23,18,1016,73,NIL,,,8000,NIL,,,,,
"['01:00', '05/11']",05/11 01:00,210,5,9999,3,23,18,1016,73,NIL,,NIL,NIL,210,,,,,
"['02:00', '05/11']",05/11 02:00,230,4,9999,3,22,18,1015,78,NIL,,NIL,NIL,NIL,,,,,
"['08:50', '05/11']",05/11 08:50,210,1,9999,5,21,18,1014,83,NIL,,NIL,8000,NIL,,,,,
"['09:00', '05/11']",05/11 09:00,40,1,9999,5,21,19,1014,88,NIL,,NIL,8000,NIL,,,,,
"['10:00', '05/11']",05/11 10:00,350,3,9999,5,21,19,1014,88,NIL,,NIL,8000,NIL,,,,,
"['11:00', '05/11']",05/11 11:00,20,6,9999,5,22,20,1015,88,NIL,,NIL,8000,NIL,,,,,
"['12:00', '05/11']",05/11 12:00,20,5,9999,5,23,20,1014,83,NIL,,NIL,8000,NIL,,,,,
"['13:00', '05/11']",05/11 13:00,30,4,9999,5,23,20,1014,83,NIL,,NIL,8000,NIL,,,,,
"['14:00', '05/11']",05/11 14:00,170,10,9999,5,25,20,1014,74,NIL,,NIL,8000,NIL,,,,,
"['15:00', '05/11']",05/11 15:00,190,16,9999,5,23,17,1014,69,NIL,,NIL,8000,NIL,,,,,
"['16:00', '05/11']",05/11 16:00,190,14,9999,5,22,19,1013,83,NIL,,NIL,5000,NIL,,,,,
"['17:00', '05/11']",05/11 17:00,180,17,9999,5,21,18,1013,83,NIL,,NIL,5000,NIL,,,,,
"['17:15', '05/11']",05/11 17:15,200,15,2000,8,18,17,1013,94,1,,1,3500,NIL,,,,,
"['17:42', '05/11']",05/11 17:42,180,14,8000,5,20,19,1013,94,1,,NIL,1000,NIL,,,,,
"['18:00', '05/11']",05/11 18:00,180,15,8000,5,20,18,1013,88,1,,NIL,1000,NIL,,,,,
"['19:00', '05/11']",05/11 19:00,160,14,9999,5,20,17,1012,83,NIL,,NIL,1200,NIL,,,,,
"['20:00', '05/11']",05/11 20:00,160,11,9999,5,20,17,1013,83,NIL,,NIL,4000,NIL,,,,,
"['21:00', '05/11']",05/11 21:00,150,9,9999,5,20,17,1013,83,NIL,,NIL,4000,NIL,,,,,
"['22:00', '05/11']",05/11 22:00,140,4,9999,5,20,16,1014,78,NIL,,NIL,4000,NIL,,,,,
"['23:00', '05/11']",05/11 23:00,140,6,9999,5,20,17,1014,83,NIL,,NIL,3500,NIL,,,,,
"['00:00', '06/11']",06/11 00:00,170,4,9999,5,20,17,1015,83,NIL,,NIL,3500,NIL,,,,,
"['01:00', '06/11']",06/11 01:00,160,10,9000,5,19,17,1015,88,1,,,3500,NIL,,,,,
"['02:00', '06/11']",06/11 02:00,180,7,9000,5,19,17,1015,88,1,,,3500,NIL,,,,,
"['08:50', '06/11']",06/11 08:50,320,7,9000,5,20,18,1014,88,NIL,,,8000,NIL,,,,,
"['09:00', '06/11']",06/11 09:00,320,7,9000,5,20,18,1015,88,NIL,,,8000,NIL,,,,,
"['10:00', '06/11']",06/11 10:00,320,5,9999,5,20,18,1016,88,NIL,,,8000,310,,,,,
"['11:00', '06/11']",06/11 11:00,10,3,9999,5,21,18,1016,83,NIL,,,8000,NIL,,,,,
"['12:00', '06/11']",06/11 12:00,10,5,9999,5,21,18,1016,83,NIL,,,8000,NIL,,,,,
"['13:00', '06/11']",06/11 13:00,30,6,9999,5,22,18,1016,78,NIL,,,8000,NIL,,,,,
"['14:00', '06/11']",06/11 14:00,130,4,9999,5,23,18,1016,73,NIL,,,7000,NIL,,,,,
"['15:00', '06/11']",06/11 15:00,140,7,9999,5,22,18,1015,78,NIL,,,6700,NIL,,,,,
"['16:00', '06/11']",06/11 16:00,150,8,9999,5,23,18,1015,73,NIL,,,6700,NIL,,,,,
"['17:00', '06/11']",06/11 17:00,160,9,9999,5,23,17,1015,69,NIL,,,6000,NIL,,,,,
"['18:00', '06/11']",06/11 18:00,160,9,9999,5,22,17,1015,73,NIL,,,5000,NIL,,,,,
"['19:00', '06/11']",06/11 19:00,170,10,9999,5,23,18,1015,73,NIL,,,6000,NIL,,,,,
"['20:00', '06/11']",06/11 20:00,180,9,9999,5,23,16,1015,65,NIL,,,6000,NIL,,,,,
"['21:00', '06/11']",06/11 21:00,160,8,9999,5,22,15,1016,65,NIL,,,6000,NIL,,,,,
"['22:00', '06/11']",06/11 22:00,190,6,9999,5,22,15,1016,65,NIL,,,6000,NIL,,,,,
"['23:00', '06/11']",06/11 23:00,180,4,9999,5,22,17,1017,73,NIL,,,6000,NIL,,,,,
"['00:00', '07/11']",07/11 00:00,190,5,9999,5,22,17,1017,73,NIL,,,6000,NIL,,,,,
"['01:00', '07/11']",07/11 01:00,50,3,9999,5,22,18,1018,78,,,,6000,NIL,NIL,,,,
"['02:00', '07/11']",07/11 02:00,50,5,9999,5,22,18,1018,78,,,,6000,NIL,NIL,,,,
"['08:50', '07/11']",07/11 08:50,10,3,9999,2,21,18,1018,83,,,,NIL,NIL,NIL,,,,
"['09:00', '07/11']",07/11 09:00,10,3,9999,2,21,18,1018,83,,,,NIL,NIL,NIL,,,,
"['10:00', '07/11']",07/11 10:00,20,4,9999,5,21,18,1019,83,,,,4000,NIL,NIL,,,,
"['11:00', '07/11']",07/11 11:00,20,3,9999,5,22,18,1019,78,,,,4000,NIL,NIL,,,,
"['12:00', '07/11']",07/11 12:00,80,2,9999,5,23,19,1019,78,,,,4000,NIL,NIL,,,,
"['13:00', '07/11']",07/11 13:00,140,8,9999,5,23,19,1019,78,,,,4000,NIL,NIL,,,,
"['14:00', '07/11']",07/11 14:00,140,7,9999,3,24,18,1019,69,,,,NIL,NIL,NIL,,,,
"['15:00', '07/11']",07/11 15:00,160,9,9999,2,25,16,1019,57,,,,NIL,NIL,NIL,,,,
"['16:00', '07/11']",07/11 16:00,160,11,9999,2,24,18,1018,69,,,,NIL,NIL,NIL,,,,
"['17:00', '07/11']",07/11 17:00,160,12,9999,5,24,17,1017,65,,,,4000,NIL,NIL,,,,
"['18:00', '07/11']",07/11 18:00,160,13,9999,5,24,18,1017,69,,,,4000,NIL,NIL,,,,
"['19:00', '07/11']",07/11 19:00,170,12,9999,5,23,18,1017,73,,,,4000,NIL,NIL,,,,
"['20:00', '07/11']",07/11 20:00,160,10,9999,5,23,20,1017,83,,,,6000,NIL,NIL,,,,
"['21:00', '07/11']",07/11 21:00,160,8,9999,5,23,19,1018,78,,,,6000,NIL,NIL,,,,
"['22:00', '07/11']",07/11 22:00,160,6,9999,5,23,19,1018,78,,,,4000,NIL,NIL,,,,
"['23:00', '07/11']",07/11 23:00,130,4,9999,8,22,18,1018,78,,,,2000,130,NIL,,,,
"['00:00', '08/11']",08/11 00:00,100,5,6000,8,22,19,1019,83,,,,2000,NIL,1,,,,
"['01:00', '08/11']",08/11 01:00,170,3,9999,8,22,18,1019,78,NIL,NIL,NIL,2000,NIL,,,,,
"['02:00', '08/11']",08/11 02:00,0,0,9999,8,22,18,1018,78,NIL,NIL,NIL,2000,NIL,,,,,
"['08:50', '08/11']",08/11 08:50,VRB,1,9999,5,22,20,1017,88,NIL,NIL,NIL,1700,NIL,,,,,
"['09:00', '08/11']",08/11 09:00,VRB,1,9999,5,22,20,1017,88,NIL,NIL,NIL,1700,NIL,,,,,
"['10:00', '08/11']",08/11 10:00,VRB,2,9999,8,22,20,1017,88,NIL,NIL,NIL,1500,NIL,,,,,
"['11:00', '08/11']",08/11 11:00,0,0,9999,8,23,20,1018,83,NIL,NIL,NIL,1700,NIL,,,,,
"['12:00', '08/11']",08/11 12:00,320,3,9999,8,23,20,1018,83,NIL,NIL,NIL,1700,325,,,,,
"['13:00', '08/11']",08/11 13:00,VRB,2,9999,8,24,20,1017,78,NIL,NIL,NIL,1700,NIL,,,,,
"['14:00', '08/11']",08/11 14:00,160,6,9999,5,24,20,1017,78,NIL,NIL,NIL,2000,NIL,,,,,
"['15:00', '08/11']",08/11 15:00,150,9,9999,3,25,21,1017,79,NIL,NIL,NIL,NIL,NIL,,,,,
"['16:00', '08/11']",08/11 16:00,150,9,9999,5,25,21,1016,79,NIL,NIL,NIL,4000,NIL,,,,,
"['17:00', '08/11']",08/11 17:00,170,9,9999,5,24,21,1016,83,NIL,NIL,NIL,1000,NIL,,,,,
"['18:00', '08/11']",08/11 18:00,170,9,7000,8,23,22,1015,94,NIL,NIL,NIL,800,NIL,,,,,
"['19:00', '08/11']",08/11 19:00,170,7,7000,8,23,22,1015,94,NIL,NIL,NIL,800,NIL,,,,,
"['20:00', '08/11']",08/11 20:00,160,6,7000,8,23,22,1015,94,NIL,NIL,NIL,800,NIL,,,,,
"['21:00', '08/11']",08/11 21:00,180,7,7000,8,23,22,1015,94,NIL,NIL,NIL,800,NIL,,,,,
"['22:00', '08/11']",08/11 22:00,180,9,7000,8,23,22,1016,94,NIL,NIL,NIL,800,NIL,,,,,
"['23:00', '08/11']",08/11 23:00,180,9,6000,8,23,22,1016,94,NIL,NIL,NIL,800,NIL,,,,,
"['23:28', '08/11']",08/11 23:28,180,9,4000,8,22,22,1017,100,1,1,1,700,NIL,,,,,
"['00:00', '09/11']",09/11 00:00,250,7,3000,8,23,22,1018,94,1,1,1,600,245,,,,,
"['01:00', '09/11']",09/11 01:00,160,9,6000,8,23,22,1017,94,1,1,NIL,700,,,NIL,NIL,,
"['02:00', '09/11']",09/11 02:00,170,7,7000,8,22,22,1017,100,NIL,NIL,NIL,700,,,NIL,NIL,,
"['08:50', '09/11']",09/11 08:50,180,2,8000,8,22,22,1015,100,NIL,NIL,NIL,700,,,3500,180,,
"['09:00', '09/11']",09/11 09:00,0,0,6000,8,23,22,1016,94,NIL,NIL,NIL,700,,,NIL,NIL,,
"['10:00', '09/11']",09/11 10:00,350,3,8000,5,23,23,1016,100,NIL,NIL,NIL,700,,,NIL,NIL,,
"['11:00', '09/11']",09/11 11:00,350,4,8000,5,24,23,1016,94,NIL,NIL,NIL,1200,,,NIL,NIL,,
"['12:00', '09/11']",09/11 12:00,20,5,5000,5,24,23,1016,94,NIL,NIL,1,1200,,,NIL,NIL,,
"['13:00', '09/11']",09/11 13:00,40,3,6000,8,25,23,1016,89,NIL,NIL,NIL,3000,,,NIL,NIL,,
"['13:30', '09/11']",09/11 13:30,140,6,6000,8,26,24,1016,89,NIL,NIL,NIL,3500,,,NIL,NIL,,
"['14:00', '09/11']",09/11 14:00,140,7,8000,5,25,23,1015,89,NIL,NIL,NIL,3500,,,NIL,NIL,,
"['15:00', '09/11']",09/11 15:00,140,6,9999,5,25,23,1015,89,NIL,NIL,NIL,3000,,,NIL,NIL,,
"['16:00', '09/11']",09/11 16:00,150,7,9999,5,25,23,1014,89,NIL,NIL,NIL,3000,,,NIL,NIL,,
"['17:00', '09/11']",09/11 17:00,170,10,9999,5,25,24,1013,94,NIL,NIL,NIL,3500,,,NIL,NIL,,
"['18:00', '09/11']",09/11 18:00,170,12,9999,3,26,23,1012,84,NIL,NIL,NIL,NIL,,,NIL,NIL,,
"['18:35', '09/11']",09/11 18:35,160,13,8000,5,25,23,1012,89,NIL,NIL,NIL,800,,,NIL,NIL,,
"['19:00', '09/11']",09/11 19:00,170,12,7000,5,25,24,1012,94,NIL,NIL,NIL,800,,,NIL,NIL,,
"['20:00', '09/11']",09/11 20:00,170,11,8000,5,24,23,1012,94,NIL,NIL,NIL,800,,,NIL,NIL,,
"['20:37', '09/11']",09/11 20:37,180,12,8000,5,24,23,1013,94,NIL,NIL,NIL,1500,,,NIL,NIL,,
"['21:00', '09/11']",09/11 21:00,170,13,9000,5,24,23,1013,94,NIL,NIL,NIL,4000,,,NIL,NIL,,
"['22:00', '09/11']",09/11 22:00,170,12,9999,5,24,23,1013,94,NIL,NIL,NIL,4000,,,NIL,NIL,,
"['22:20', '09/11']",09/11 22:20,160,12,8000,5,24,23,1014,94,NIL,NIL,NIL,800,,,NIL,NIL,,
"['23:00', '09/11']",09/11 23:00,160,11,8000,5,24,23,1014,94,NIL,NIL,NIL,800,,,NIL,NIL,,
"['00:00', '10/11']",10/11 00:00,160,10,9000,8,24,23,1014,94,NIL,NIL,NIL,800,,,NIL,NIL,,
"['01:00', '10/11']",10/11 01:00,160,9,9000,8,24,24,1014,100,NIL,,NIL,800,,NIL,,,,
"['01:17', '10/11']",10/11 01:17,160,10,5000,8,24,24,1014,100,NIL,,1,700,,1,,,,
"['02:00', '10/11']",10/11 02:00,170,8,6000,8,24,24,1015,100,NIL,,NIL,700,,1,,,,
"['08:50', '10/11']",10/11 08:50,100,4,7000,8,23,23,1014,100,1,,NIL,1000,,NIL,,,,
"['09:00', '10/11']",10/11 09:00,140,3,7000,8,23,23,1014,100,1,,NIL,1000,,NIL,,,,
"['10:00', '10/11']",10/11 10:00,180,5,6000,8,23,23,1015,100,1,,NIL,1000,,NIL,,,,
"['11:00', '10/11']",10/11 11:00,180,6,8000,8,23,22,1015,94,NIL,,NIL,900,,NIL,,,,
"['12:00', '10/11']",10/11 12:00,140,5,9000,8,23,22,1015,94,NIL,,NIL,1300,,NIL,,,,
"['13:00', '10/11']",10/11 13:00,100,3,9000,8,24,22,1015,89,NIL,,NIL,1300,,NIL,,,,
"['14:00', '10/11']",10/11 14:00,270,1,9999,5,25,23,1014,89,NIL,,NIL,1300,,NIL,,,,
"['15:00', '10/11']",10/11 15:00,100,3,8000,8,25,23,1013,89,NIL,,NIL,1300,,NIL,,,,
"['16:00', '10/11']",10/11 16:00,330,5,9999,8,25,23,1013,89,NIL,,NIL,9000,,NIL,,,,
"['17:00', '10/11']",10/11 17:00,10,2,9000,8,25,23,1012,89,NIL,,NIL,10000,,NIL,,,,
"['18:00', '10/11']",10/11 18:00,150,5,8000,8,24,23,1011,94,NIL,,NIL,10000,,NIL,,,,
"['19:00', '10/11']",10/11 19:00,170,6,8000,8,25,24,1011,94,NIL,,NIL,10000,,NIL,,,,
"['20:00', '10/11']",10/11 20:00,160,7,7000,8,24,23,1011,94,NIL,,NIL,10000,,NIL,,,,
"['21:00', '10/11']",10/11 21:00,170,7,8000,8,24,23,1011,94,NIL,,NIL,10000,,NIL,,,,
"['22:00', '10/11']",10/11 22:00,170,7,8000,8,24,23,1012,94,NIL,,NIL,10000,,NIL,,,,
"['23:00', '10/11']",10/11 23:00,180,5,8000,8,24,23,1013,94,NIL,,NIL,10000,,NIL,,,,
"['00:00', '11/11']",11/11 00:00,140,3,7000,8,24,23,1013,94,1,,NIL,10000,,NIL,,,,
"['01:00', '11/11']",11/11 01:00,130,4,6000,8,23,23,1013,100,1,,NIL,10000,NIL,,,,,
"['02:00', '11/11']",11/11 02:00,0,0,8000,NIL,24,23,1013,94,NIL,,NIL,NIL,NIL,,,,,
"['08:50', '11/11']",11/11 08:50,180,3,4000,NIL,23,23,1011,100,NIL,,1,NIL,NIL,,,,,
"['09:00', '11/11']",11/11 09:00,170,3,4000,NIL,23,23,1011,100,NIL,,1,NIL,NIL,,,,,
"['10:00', '11/11']",11/11 10:00,160,5,4000,8,24,23,1012,94,NIL,,1,800,160,,,,,
"['11:00', '11/11']",11/11 11:00,180,8,4000,8,24,23,1013,94,NIL,,1,800,NIL,,,,,
"['12:00', '11/11']",11/11 12:00,180,8,4000,8,24,22,1013,89,NIL,,1,1300,NIL,,,,,
"['13:00', '11/11']",11/11 13:00,180,7,4000,8,25,23,1013,89,NIL,,1,1300,NIL,,,,,
"['14:00', '11/11']",11/11 14:00,140,7,4000,8,24,23,1013,94,NIL,,1,1000,NIL,,,,,
"['15:00', '11/11']",11/11 15:00,140,9,4000,3,25,24,1012,94,NIL,,1,NIL,NIL,,,,,
"['15:07', '11/11']",11/11 15:07,140,8,6000,3,25,23,1012,89,NIL,,NIL,NIL,NIL,,,,,
"['16:00', '11/11']",11/11 16:00,150,9,6000,3,25,23,1011,89,NIL,,NIL,NIL,NIL,,,,,
"['17:00', '11/11']",11/11 17:00,160,8,8000,2,26,23,1010,84,NIL,,NIL,NIL,NIL,,,,,
"['18:00', '11/11']",11/11 18:00,160,10,9999,3,26,23,1010,84,NIL,,NIL,NIL,NIL,,,,,
"['19:00', '11/11']",11/11 19:00,160,11,9999,5,25,22,1010,83,NIL,,NIL,3500,NIL,,,,,
"['20:00', '11/11']",11/11 20:00,160,9,9999,5,25,22,1010,83,NIL,,NIL,4500,NIL,,,,,
"['21:00', '11/11']",11/11 21:00,180,10,9999,5,24,22,1010,89,NIL,,NIL,5000,NIL,,,,,
"['22:00', '11/11']",11/11 22:00,130,10,9999,5,23,23,1012,100,NIL,,NIL,4500,NIL,,,,,
"['23:00', '11/11']",11/11 23:00,160,5,9999,8,24,23,1012,94,1,,NIL,4000,NIL,,,,,
"['00:00', '12/11']",12/11 00:00,220,1,7000,8,23,23,1013,100,1,,NIL,4000,NIL,,,,,
"['00:40', '12/11']",12/11 00:40,330,2,8000,8,24,23,1013,94,NIL,,NIL,4000,NIL,,,,,
"['01:00', '12/11']",12/11 01:00,10,4,9000,8,23,23,1013,100,NIL,,NIL,4000,NIL,,,,,
"['02:00', '12/11']",12/11 02:00,160,2,9000,8,23,23,1012,100,NIL,,NIL,4000,NIL,,,,,
"['08:50', '12/11']",12/11 08:50,20,5,3500,8,24,23,1010,94,NIL,,1,1000,NIL,,,,,
"['09:00', '12/11']",12/11 09:00,30,3,3500,8,24,23,1010,94,NIL,,1,700,NIL,,,,,
"['10:00', '12/11']",12/11 10:00,320,2,3800,8,24,23,1011,94,NIL,,1,800,NIL,,,,,
