validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,teto,cobertura,tt,po,qnh,ur,vnt_vrb,vis_setor,vis_setor_dir,chuva,trovoada,nevoa_umida,vnt_rajada,chuvisco,pancada,nevoeiro,nevoa_seca
"['12:00', '05/06']",05/06 12:00,360,8,9999,NIL,3,22,19,1018,83,,,,,,,NIL,,,,
"['13:00', '05/06']",05/06 13:00,10,8,9999,NIL,2,23,19,1019,78,,,,,,,NIL,,,,
"['14:00', '05/06']",05/06 14:00,360,10,9999,NIL,NIL,24,19,1018,74,,,,,,,NIL,,,,
"['15:00', '05/06']",05/06 15:00,360,11,9999,NIL,NIL,25,19,1017,69,,,,,,,NIL,,,,
"['16:00', '05/06']",05/06 16:00,350,12,9999,NIL,NIL,25,19,1016,69,,,,,,,NIL,,,,
"['17:00', '05/06']",05/06 17:00,360,10,9999,NIL,NIL,26,20,1015,70,,,,,,,NIL,,,,
"['18:00', '05/06']",05/06 18:00,20,8,9999,NIL,NIL,25,19,1015,69,,,,,,,19,,,,
"['19:00', '05/06']",05/06 19:00,360,8,9999,NIL,NIL,25,17,1014,61,,,,,,,NIL,,,,
"['20:00', '05/06']",05/06 20:00,350,11,9999,NIL,NIL,23,20,1014,83,,,,,,,NIL,,,,
"['21:00', '05/06']",05/06 21:00,340,13,9999,NIL,NIL,22,19,1014,83,,,,,,,NIL,,,,
"['22:00', '05/06']",05/06 22:00,340,12,9999,NIL,NIL,22,20,1014,88,,,,,,,NIL,,,,
"['23:00', '05/06']",05/06 23:00,350,12,9999,NIL,NIL,21,20,1015,94,,,,,,,NIL,,,,
"['00:00', '06/06']",06/06 00:00,340,12,9999,NIL,NIL,21,19,1015,88,,,,,,,NIL,,,,
"['01:00', '06/06']",06/06 01:00,350,12,9999,NIL,NIL,21,20,1014,94,NIL,,,NIL,,,,,,,
"['02:00', '06/06']",06/06 02:00,350,12,9999,NIL,NIL,21,19,1014,88,NIL,,,NIL,,,,,,,
"['03:00', '06/06']",06/06 03:00,350,13,9999,NIL,NIL,21,19,1014,88,NIL,,,NIL,,,,,,,
"['04:00', '06/06']",06/06 04:00,350,14,9999,NIL,NIL,21,19,1014,88,NIL,,,NIL,,,,,,,
"['05:00', '06/06']",06/06 05:00,130,11,9999,NIL,NIL,21,15,1015,69,NIL,,,NIL,,,,,,,
"['06:00', '06/06']",06/06 06:00,180,17,9999,NIL,NIL,22,15,1015,65,NIL,,,NIL,,,,,,,
"['07:00', '06/06']",06/06 07:00,190,11,9999,NIL,NIL,22,13,1015,57,NIL,,,NIL,,,,,,,
"['08:00', '06/06']",06/06 08:00,160,4,9999,NIL,NIL,22,13,1015,57,NIL,,,NIL,,,,,,,
"['09:00', '06/06']",06/06 09:00,110,2,9999,NIL,NIL,21,13,1015,60,NIL,,,NIL,,,,,,,
"['10:00', '06/06']",06/06 10:00,290,3,9999,NIL,NIL,19,14,1016,73,NIL,,,NIL,,,,,,,
"['11:00', '06/06']",06/06 11:00,0,0,9999,NIL,NIL,19,16,1016,83,NIL,,,NIL,,,,,,,
"['12:00', '06/06']",06/06 12:00,340,2,9999,8000,5,21,17,1017,78,NIL,,,NIL,,,,,,,
"['13:00', '06/06']",06/06 13:00,150,2,9999,10000,5,22,16,1018,69,NIL,,,NIL,,,,,,,
"['14:00', '06/06']",06/06 14:00,150,12,9999,10000,5,23,16,1018,65,NIL,,,NIL,,,,,,,
"['15:00', '06/06']",06/06 15:00,140,14,9999,NIL,2,21,16,1018,73,NIL,,,NIL,,,,,,,
"['16:00', '06/06']",06/06 16:00,140,13,9999,10000,5,21,16,1018,73,NIL,,,NIL,,,,,,,
"['17:00', '06/06']",06/06 17:00,150,10,9999,10000,5,21,15,1017,69,NIL,,,NIL,,,,,,,
"['18:00', '06/06']",06/06 18:00,160,10,9999,3500,8,20,15,1017,73,NIL,,,NIL,,,,,,,
"['19:00', '06/06']",06/06 19:00,160,7,9999,3300,8,20,15,1017,73,160,,,NIL,,,,,,,
"['20:00', '06/06']",06/06 20:00,140,10,9999,3500,8,20,15,1017,73,NIL,,,NIL,,,,,,,
"['21:00', '06/06']",06/06 21:00,VRB,8,9999,4000,8,19,14,1018,73,NIL,,,NIL,,,,,,,
"['22:00', '06/06']",06/06 22:00,140,9,9999,4000,8,18,15,1018,83,140,,,1,,,,,,,
"['23:00', '06/06']",06/06 23:00,200,6,9999,6000,8,18,15,1020,83,205,,,1,,,,,,,
"['23:23', '06/06']",06/06 23:23,170,7,9999,4000,5,17,15,1019,88,175,,,1,,,,,,,
"['00:00', '07/06']",07/06 00:00,180,8,9999,4000,5,17,15,1019,88,NIL,,,1,,,,,,,
"['01:00', '07/06']",07/06 01:00,200,6,9999,6000,5,17,15,1020,88,NIL,NIL,NIL,1,,NIL,,,,,
"['02:00', '07/06']",07/06 02:00,190,10,9999,1600,5,17,16,1019,94,NIL,NIL,NIL,1,,NIL,,,,,
"['03:00', '07/06']",07/06 03:00,200,8,9999,1600,5,17,16,1020,94,NIL,NIL,NIL,1,,NIL,,,,,
"['04:00', '07/06']",07/06 04:00,180,7,9999,1600,5,17,16,1020,94,NIL,NIL,NIL,1,,NIL,,,,,
"['05:00', '07/06']",07/06 05:00,180,8,9999,1600,5,18,15,1020,83,NIL,NIL,NIL,1,,NIL,,,,,
"['06:00', '07/06']",07/06 06:00,150,5,9999,1600,5,17,14,1020,83,NIL,NIL,NIL,1,,NIL,,,,,
"['07:00', '07/06']",07/06 07:00,160,5,9999,1700,5,17,15,1019,88,NIL,NIL,NIL,1,,NIL,,,,,
"['08:00', '07/06']",07/06 08:00,150,10,9999,1500,5,17,15,1019,88,NIL,NIL,NIL,1,,NIL,,,,,
"['09:00', '07/06']",07/06 09:00,180,4,9999,2000,5,17,15,1019,88,NIL,NIL,NIL,1,,NIL,,,,,
"['10:00', '07/06']",07/06 10:00,200,8,9999,1900,5,16,14,1020,88,NIL,NIL,NIL,1,,NIL,,,,,
"['10:09', '07/06']",07/06 10:09,200,8,3000,2000,8,16,14,1021,88,NIL,NIL,NIL,1,,1,,,,,
"['11:00', '07/06']",07/06 11:00,200,6,3000,800,8,16,14,1021,88,NIL,NIL,NIL,1,,1,,,,,
"['12:00', '07/06']",07/06 12:00,200,7,3000,800,8,16,14,1022,88,NIL,NIL,NIL,1,,1,,,,,
"['13:00', '07/06']",07/06 13:00,200,7,8000,600,8,17,15,1022,88,NIL,2000,270,1,,NIL,,,,,
"['14:00', '07/06']",07/06 14:00,190,7,9999,2500,8,17,15,1022,88,NIL,NIL,NIL,1,,NIL,,,,,
"['15:00', '07/06']",07/06 15:00,190,4,9999,3000,8,17,15,1021,88,NIL,NIL,NIL,NIL,,NIL,,,,,
"['16:00', '07/06']",07/06 16:00,190,6,9999,2000,8,17,15,1021,88,NIL,NIL,NIL,NIL,,NIL,,,,,
"['17:00', '07/06']",07/06 17:00,180,6,9999,2000,8,17,14,1020,83,180,NIL,NIL,NIL,,NIL,,,,,
"['18:00', '07/06']",07/06 18:00,190,8,9999,2600,8,17,15,1020,88,NIL,NIL,NIL,NIL,,NIL,,,,,
"['19:00', '07/06']",07/06 19:00,190,7,8000,1400,5,17,15,1020,88,NIL,NIL,NIL,1,,NIL,,,,,
"['20:00', '07/06']",07/06 20:00,190,4,8000,1400,5,17,15,1020,88,NIL,NIL,NIL,1,,NIL,,,,,
"['21:00', '07/06']",07/06 21:00,200,7,9999,1400,5,17,15,1021,88,NIL,NIL,NIL,NIL,,NIL,,,,,
"['22:00', '07/06']",07/06 22:00,180,6,9999,4600,5,17,15,1021,88,NIL,NIL,NIL,NIL,,NIL,,,,,
"['23:00', '07/06']",07/06 23:00,190,5,9999,4500,8,17,15,1021,88,NIL,NIL,NIL,NIL,,NIL,,,,,
"['00:00', '08/06']",08/06 00:00,190,4,9999,6000,8,17,15,1022,88,NIL,NIL,NIL,NIL,,NIL,,,,,
"['01:00', '08/06']",08/06 01:00,200,6,9999,4000,8,17,15,1022,88,NIL,,,NIL,,,,NIL,,,
"['02:00', '08/06']",08/06 02:00,120,3,9999,7000,8,17,15,1022,88,115,,,NIL,,,,NIL,,,
"['03:00', '08/06']",08/06 03:00,200,5,5000,2000,8,17,15,1022,88,NIL,,,1,,,,NIL,,,
"['04:00', '08/06']",08/06 04:00,180,3,5000,800,8,17,16,1022,94,NIL,,,1,,,,NIL,,,
"['05:00', '08/06']",08/06 05:00,160,6,9999,1000,8,17,16,1021,94,NIL,,,1,,,,NIL,,,
"['06:00', '08/06']",08/06 06:00,180,1,9999,2000,8,17,16,1021,94,NIL,,,NIL,,,,NIL,,,
"['07:00', '08/06']",08/06 07:00,VRB,2,9999,2000,8,17,16,1020,94,NIL,,,NIL,,,,NIL,,,
"['08:00', '08/06']",08/06 08:00,VRB,1,9999,2000,5,17,16,1020,94,NIL,,,NIL,,,,NIL,,,
"['09:00', '08/06']",08/06 09:00,340,1,8000,2000,8,17,16,1020,94,NIL,,,1,,,,NIL,,,
"['10:00', '08/06']",08/06 10:00,VRB,2,6000,1500,8,17,16,1021,94,NIL,,,1,,,,NIL,,,
"['10:19', '08/06']",08/06 10:19,VRB,2,6000,1500,8,17,16,1021,94,NIL,,,1,,,,NIL,,,
"['11:00', '08/06']",08/06 11:00,VRB,1,8000,2500,8,17,16,1021,94,NIL,,,1,,,,NIL,,,
"['12:00', '08/06']",08/06 12:00,VRB,2,8000,3000,8,19,17,1021,88,NIL,,,NIL,,,,NIL,,,
"['13:00', '08/06']",08/06 13:00,160,4,9000,2600,8,20,17,1022,83,NIL,,,NIL,,,,NIL,,,
"['14:00', '08/06']",08/06 14:00,170,4,9000,3000,8,21,17,1022,78,NIL,,,NIL,,,,NIL,,,
"['15:00', '08/06']",08/06 15:00,120,10,9000,3000,5,22,16,1021,69,NIL,,,NIL,,,,NIL,,,
"['16:00', '08/06']",08/06 16:00,120,9,9000,3000,5,22,15,1020,65,NIL,,,NIL,,,,NIL,,,
"['17:00', '08/06']",08/06 17:00,130,8,9999,3000,5,21,15,1020,69,NIL,,,NIL,,,,NIL,,,
"['18:00', '08/06']",08/06 18:00,120,8,4000,2600,5,19,16,1019,83,NIL,,,1,,,,NIL,,,
"['18:08', '08/06']",08/06 18:08,100,10,2000,2300,5,18,17,1019,94,NIL,,,1,,,,NIL,,,
"['19:00', '08/06']",08/06 19:00,110,10,5000,1100,5,18,17,1019,94,NIL,,,1,,,,1,,,
"['19:34', '08/06']",08/06 19:34,160,4,2500,1100,5,18,17,1020,94,NIL,,,1,,,,1,,,
"['20:00', '08/06']",08/06 20:00,110,4,4000,1100,5,18,17,1020,94,NIL,,,1,,,,1,,,
"['21:00', '08/06']",08/06 21:00,130,9,3000,700,5,18,17,1020,94,NIL,,,1,,,,1,,,
"['21:22', '08/06']",08/06 21:22,170,5,2000,700,5,17,16,1020,94,NIL,,,1,,,,1,,,
"['22:00', '08/06']",08/06 22:00,190,7,2000,700,5,17,16,1020,94,NIL,,,1,,,,1,,,
"['22:20', '08/06']",08/06 22:20,170,4,4000,1100,5,18,17,1020,94,NIL,,,1,,,,NIL,,,
"['23:00', '08/06']",08/06 23:00,0,0,9999,1100,5,18,17,1020,94,NIL,,,NIL,,,,NIL,,,
"['23:25', '08/06']",08/06 23:25,VRB,1,4500,1400,5,18,17,1020,94,NIL,,,1,,,,1,,,
"['00:00', '09/06']",09/06 00:00,VRB,2,4000,1400,5,18,17,1020,94,NIL,,,1,,,,1,,,
"['00:33', '09/06']",09/06 00:33,100,12,4800,1400,5,20,17,1020,83,NIL,,,1,,,,1,,,
"['01:00', '09/06']",09/06 01:00,100,14,4800,1400,5,20,17,1020,83,NIL,NIL,NIL,1,,,24,1,,,
"['02:00', '09/06']",09/06 02:00,100,14,8000,1400,5,20,18,1020,88,NIL,NIL,NIL,1,,,NIL,NIL,,,
"['03:00', '09/06']",09/06 03:00,110,8,7000,1400,8,20,18,1020,88,NIL,NIL,NIL,NIL,,,NIL,NIL,,,
"['03:19', '09/06']",09/06 03:19,100,9,5000,1400,8,20,18,1020,88,NIL,NIL,NIL,1,,,NIL,NIL,,,
"['04:00', '09/06']",09/06 04:00,120,10,3000,1400,8,20,18,1020,88,NIL,NIL,NIL,1,,,NIL,NIL,,,
"['05:00', '09/06']",09/06 05:00,130,14,3000,1400,8,19,18,1019,94,NIL,NIL,NIL,1,,,NIL,NIL,,,
"['06:00', '09/06']",09/06 06:00,120,15,3000,5000,8,19,18,1019,94,NIL,NIL,NIL,1,,,NIL,NIL,,,
"['06:33', '09/06']",09/06 06:33,120,11,1000,1400,8,19,18,1018,94,NIL,NIL,NIL,1,,,NIL,NIL,,,
"['07:00', '09/06']",09/06 07:00,110,16,5000,1400,8,19,18,1018,94,NIL,NIL,NIL,1,,,NIL,NIL,,,
"['07:33', '09/06']",09/06 07:33,100,14,7000,1400,8,20,18,1017,88,NIL,NIL,NIL,1,,,NIL,NIL,,,
"['08:00', '09/06']",09/06 08:00,90,13,5000,700,8,20,18,1018,88,NIL,NIL,NIL,1,,,NIL,NIL,,,
"['08:16', '09/06']",09/06 08:16,90,13,4000,700,5,20,18,1018,88,NIL,NIL,NIL,1,,,NIL,NIL,,,
"['09:00', '09/06']",09/06 09:00,100,9,5000,1400,8,20,18,1018,88,NIL,NIL,NIL,1,,,NIL,NIL,,,
"['09:23', '09/06']",09/06 09:23,90,10,5000,1400,8,19,18,1018,94,NIL,NIL,NIL,1,,,NIL,NIL,,,
"['10:00', '09/06']",09/06 10:00,70,10,4000,1100,8,20,18,1018,88,NIL,NIL,NIL,1,,,NIL,NIL,,,
"['10:12', '09/06']",09/06 10:12,80,11,2000,500,8,20,19,1018,94,NIL,NIL,NIL,1,,,NIL,NIL,,,
"['11:00', '09/06']",09/06 11:00,VRB,6,2000,500,8,19,18,1019,94,NIL,NIL,NIL,1,,,NIL,NIL,,,
"['11:33', '09/06']",09/06 11:33,VRB,2,4100,1200,5,20,19,1019,94,NIL,2000,180,1,,,NIL,NIL,,,
"['12:00', '09/06']",09/06 12:00,80,8,8000,1100,5,19,18,1018,94,75,3500,180,1,,,NIL,NIL,,,
"['13:00', '09/06']",09/06 13:00,70,3,9999,1400,5,21,19,1020,88,65,NIL,NIL,1,,,NIL,NIL,,,
"['14:00', '09/06']",09/06 14:00,60,10,9999,1400,5,21,18,1019,83,60,NIL,NIL,NIL,,,NIL,NIL,,,
"['15:00', '09/06']",09/06 15:00,70,7,9999,1700,5,22,19,1019,83,60,NIL,NIL,NIL,,,NIL,NIL,,,
"['16:00', '09/06']",09/06 16:00,20,5,9999,NIL,3,23,18,1018,73,195,NIL,NIL,NIL,,,NIL,NIL,,,
"['17:00', '09/06']",09/06 17:00,90,9,9999,6000,5,22,18,1017,78,NIL,NIL,NIL,NIL,,,NIL,NIL,,,
"['18:00', '09/06']",09/06 18:00,80,11,9999,2000,5,22,19,1017,83,NIL,NIL,NIL,NIL,,,NIL,NIL,,,
"['19:00', '09/06']",09/06 19:00,80,8,9999,2000,5,22,19,1017,83,NIL,NIL,NIL,NIL,,,NIL,NIL,,,
"['20:00', '09/06']",09/06 20:00,90,11,9999,3000,5,21,19,1017,88,NIL,NIL,NIL,NIL,,,NIL,NIL,,,
"['21:00', '09/06']",09/06 21:00,90,9,9999,2000,5,21,18,1018,83,NIL,NIL,NIL,NIL,,,NIL,NIL,,,
"['22:00', '09/06']",09/06 22:00,90,8,9999,2000,5,21,18,1018,83,NIL,NIL,NIL,NIL,,,NIL,NIL,,,
"['23:00', '09/06']",09/06 23:00,120,5,9999,2000,5,20,18,1019,88,NIL,NIL,NIL,NIL,,,NIL,NIL,,,
"['00:00', '10/06']",10/06 00:00,180,2,9999,NIL,3,20,18,1019,88,NIL,NIL,NIL,NIL,,,NIL,NIL,,,
"['01:00', '10/06']",10/06 01:00,120,3,9999,4000,5,19,18,1019,94,NIL,,,NIL,NIL,,,,,,
"['02:00', '10/06']",10/06 02:00,210,1,9999,4000,5,19,18,1019,94,NIL,,,NIL,NIL,,,,,,
"['03:00', '10/06']",10/06 03:00,VRB,2,9999,4000,5,20,18,1019,88,NIL,,,NIL,NIL,,,,,,
"['04:00', '10/06']",10/06 04:00,310,2,9999,1700,5,19,18,1019,94,NIL,,,NIL,NIL,,,,,,
"['05:00', '10/06']",10/06 05:00,300,2,6000,1100,5,20,18,1018,88,NIL,,,NIL,NIL,,,,,,
"['06:00', '10/06']",10/06 06:00,300,2,7000,1100,5,19,18,1017,94,NIL,,,NIL,NIL,,,,,,
"['07:00', '10/06']",10/06 07:00,340,4,9999,1700,5,19,18,1017,94,NIL,,,NIL,NIL,,,,,,
"['08:00', '10/06']",10/06 08:00,80,3,9999,2100,5,19,18,1016,94,70,,,NIL,NIL,,,,,,
"['09:00', '10/06']",10/06 09:00,VRB,2,9999,2000,5,19,18,1016,94,NIL,,,NIL,NIL,,,,,,
"['10:00', '10/06']",10/06 10:00,330,4,9999,NIL,3,19,18,1017,94,NIL,,,NIL,NIL,,,,,,
"['11:00', '10/06']",10/06 11:00,360,4,9999,NIL,3,19,18,1017,94,NIL,,,NIL,NIL,,,,,,
"['12:00', '10/06']",10/06 12:00,340,5,9999,NIL,3,20,18,1017,88,NIL,,,NIL,NIL,,,,,,
"['13:00', '10/06']",10/06 13:00,300,6,9999,1200,5,21,18,1018,83,NIL,,,NIL,NIL,,,,,,
"['14:00', '10/06']",10/06 14:00,360,4,9999,1200,5,21,18,1017,83,NIL,,,NIL,NIL,,,,,,
"['15:00', '10/06']",10/06 15:00,340,9,9999,NIL,NIL,23,19,1016,78,NIL,,,NIL,NIL,,,,,,
"['16:00', '10/06']",10/06 16:00,350,10,9999,1200,5,22,19,1016,83,NIL,,,NIL,NIL,,,,,,
"['17:00', '10/06']",10/06 17:00,360,9,9999,1400,5,22,19,1015,83,NIL,,,NIL,NIL,,,,,,
"['18:00', '10/06']",10/06 18:00,360,8,9999,1100,5,22,19,1014,83,NIL,,,NIL,NIL,,,,,,
"['18:17', '10/06']",10/06 18:17,10,5,3500,900,5,22,20,1014,88,NIL,,,1,1,,,,,,
"['18:34', '10/06']",10/06 18:34,350,5,2500,900,5,21,20,1014,94,NIL,,,1,1,,,,,,
"['19:00', '10/06']",10/06 19:00,320,7,1200,800,5,21,20,1014,94,NIL,,,1,1,,,,,,
"['20:00', '10/06']",10/06 20:00,30,6,8000,1400,5,21,20,1014,94,NIL,,,1,1,,,,,,
"['21:00', '10/06']",10/06 21:00,330,3,6000,1000,5,21,19,1014,88,NIL,,,1,NIL,,,,,,
"['22:00', '10/06']",10/06 22:00,260,4,7000,1200,5,20,19,1014,94,NIL,,,1,NIL,,,,,,
"['23:00', '10/06']",10/06 23:00,310,1,9999,1400,5,20,19,1013,94,NIL,,,1,NIL,,,,,,
"['00:00', '11/06']",11/06 00:00,350,5,9999,1000,5,20,19,1013,94,NIL,,,NIL,NIL,,,,,,
"['01:00', '11/06']",11/06 01:00,290,4,9999,2000,5,20,19,1014,94,NIL,,,,,,,,,,
"['01:37', '11/06']",11/06 01:37,180,3,9999,700,5,19,18,1014,94,NIL,,,,,,,,,,
"['02:00', '11/06']",11/06 02:00,210,6,9999,700,5,19,18,1015,94,NIL,,,,,,,,,,
"['03:00', '11/06']",11/06 03:00,150,8,9999,1400,5,20,18,1014,88,NIL,,,,,,,,,,
"['04:00', '11/06']",11/06 04:00,190,6,9999,1500,5,19,17,1014,88,NIL,,,,,,,,,,
"['05:00', '11/06']",11/06 05:00,100,3,9999,NIL,3,18,16,1014,88,NIL,,,,,,,,,,
"['06:00', '11/06']",11/06 06:00,200,4,9999,NIL,2,17,15,1014,88,NIL,,,,,,,,,,
"['07:00', '11/06']",11/06 07:00,190,6,9999,NIL,NIL,18,14,1014,77,NIL,,,,,,,,,,
"['08:00', '11/06']",11/06 08:00,220,4,9999,NIL,NIL,16,14,1014,88,NIL,,,,,,,,,,
"['09:00', '11/06']",11/06 09:00,150,3,9999,NIL,NIL,17,13,1015,77,NIL,,,,,,,,,,
"['10:00', '11/06']",11/06 10:00,170,7,9999,NIL,NIL,17,14,1016,83,NIL,,,,,,,,,,
"['11:00', '11/06']",11/06 11:00,260,2,9999,NIL,2,17,15,1017,88,NIL,,,,,,,,,,
"['12:00', '11/06']",11/06 12:00,260,3,9999,NIL,2,19,15,1017,78,NIL,,,,,,,,,,
"['13:00', '11/06']",11/06 13:00,270,4,9999,NIL,2,19,15,1018,78,NIL,,,,,,,,,,
"['14:00', '11/06']",11/06 14:00,160,3,9999,NIL,3,21,15,1018,69,NIL,,,,,,,,,,
"['15:00', '11/06']",11/06 15:00,250,4,9999,NIL,3,21,14,1017,64,NIL,,,,,,,,,,
"['16:00', '11/06']",11/06 16:00,40,3,9999,NIL,3,22,15,1016,65,NIL,,,,,,,,,,
"['17:00', '11/06']",11/06 17:00,110,9,9999,NIL,3,21,15,1016,69,NIL,,,,,,,,,,
"['18:00', '11/06']",11/06 18:00,110,11,9999,NIL,3,20,16,1016,78,NIL,,,,,,,,,,
"['19:00', '11/06']",11/06 19:00,130,8,9999,2600,5,19,15,1016,78,NIL,,,,,,,,,,
"['20:00', '11/06']",11/06 20:00,150,9,9999,3000,5,19,15,1016,78,NIL,,,,,,,,,,
"['21:00', '11/06']",11/06 21:00,160,11,9999,2500,8,19,14,1017,73,NIL,,,,,,,,,,
"['22:00', '11/06']",11/06 22:00,160,10,9999,3000,8,18,14,1018,77,NIL,,,,,,,,,,
"['23:00', '11/06']",11/06 23:00,160,7,9999,4000,5,18,13,1018,73,175,,,,,,,,,,
"['00:00', '12/06']",12/06 00:00,130,9,9999,3600,5,17,13,1019,77,NIL,,,,,,,,,,
"['01:00', '12/06']",12/06 01:00,60,2,9999,3000,5,16,13,1018,82,NIL,,,,,,,,,,
"['02:00', '12/06']",12/06 02:00,50,2,9999,NIL,3,16,13,1018,82,NIL,,,,,,,,,,
"['03:00', '12/06']",12/06 03:00,250,2,9999,NIL,3,15,13,1019,88,NIL,,,,,,,,,,
"['04:00', '12/06']",12/06 04:00,190,3,9999,NIL,3,15,13,1018,88,NIL,,,,,,,,,,
"['05:00', '12/06']",12/06 05:00,110,2,9999,NIL,3,15,11,1018,77,NIL,,,,,,,,,,
"['06:00', '12/06']",12/06 06:00,20,2,9999,NIL,NIL,14,11,1018,82,NIL,,,,,,,,,,
"['07:00', '12/06']",12/06 07:00,50,2,9999,NIL,NIL,15,11,1018,77,NIL,,,,,,,,,,
"['08:00', '12/06']",12/06 08:00,210,2,9999,1900,5,13,11,1018,88,NIL,,,,,,,,,,
"['09:00', '12/06']",12/06 09:00,0,0,9999,NIL,2,13,11,1018,88,NIL,,,,,,,,,,
"['10:00', '12/06']",12/06 10:00,340,1,9999,NIL,NIL,12,11,1019,94,NIL,,,,,,,,,,
"['11:00', '12/06']",12/06 11:00,260,2,9999,NIL,NIL,13,12,1020,94,NIL,,,,,,,,,,
"['12:00', '12/06']",12/06 12:00,260,6,9999,NIL,NIL,15,11,1021,77,NIL,,,,,,,,,,
"['13:00', '12/06']",12/06 13:00,290,4,9999,NIL,NIL,17,10,1021,63,NIL,,,,,,,,,,
"['14:00', '12/06']",12/06 14:00,VRB,2,9999,NIL,NIL,18,09,1021,56,NIL,,,,,,,,,,
"['15:00', '12/06']",12/06 15:00,VRB,2,9999,NIL,NIL,19,11,1020,60,NIL,,,,,,,,,,
"['16:00', '12/06']",12/06 16:00,90,6,9999,NIL,NIL,19,11,1020,60,100,,,,,,,,,,
"['17:00', '12/06']",12/06 17:00,120,6,9999,NIL,NIL,19,11,1019,60,100,,,,,,,,,,
"['18:00', '12/06']",12/06 18:00,110,7,9999,NIL,NIL,19,10,1019,56,NIL,,,,,,,,,,
"['19:00', '12/06']",12/06 19:00,110,9,9999,NIL,NIL,19,11,1019,60,NIL,,,,,,,,,,
"['20:00', '12/06']",12/06 20:00,100,6,9999,NIL,NIL,18,10,1019,60,NIL,,,,,,,,,,
"['21:00', '12/06']",12/06 21:00,80,4,9999,NIL,NIL,17,10,1019,63,NIL,,,,,,,,,,
"['22:00', '12/06']",12/06 22:00,120,3,9999,NIL,NIL,15,11,1020,77,NIL,,,,,,,,,,
"['23:00', '12/06']",12/06 23:00,VRB,2,9999,NIL,NIL,13,11,1020,88,NIL,,,,,,,,,,
"['00:00', '13/06']",13/06 00:00,290,3,9999,NIL,NIL,13,12,1021,94,290,,,,,,,,,,
"['01:00', '13/06']",13/06 01:00,300,4,9999,,,15,12,1021,82,NIL,,,,,,,,,,
"['02:00', '13/06']",13/06 02:00,300,6,9999,,,14,12,1021,88,NIL,,,,,,,,,,
"['03:00', '13/06']",13/06 03:00,280,5,9999,,,15,12,1021,82,NIL,,,,,,,,,,
"['04:00', '13/06']",13/06 04:00,270,5,9999,,,14,12,1021,88,NIL,,,,,,,,,,
"['05:00', '13/06']",13/06 05:00,270,5,9999,,,13,11,1021,88,NIL,,,,,,,,,,
"['06:00', '13/06']",13/06 06:00,250,4,9999,,,12,11,1021,94,NIL,,,,,,,,,,
"['07:00', '13/06']",13/06 07:00,250,3,9999,,,12,11,1021,94,NIL,,,,,,,,,,
"['08:00', '13/06']",13/06 08:00,250,5,9999,,,12,09,1021,82,NIL,,,,,,,,,,
"['09:00', '13/06']",13/06 09:00,VRB,2,9999,,,12,09,1021,82,NIL,,,,,,,,,,
"['10:00', '13/06']",13/06 10:00,270,3,9999,,,13,09,1022,77,255,,,,,,,,,,
"['11:00', '13/06']",13/06 11:00,290,4,9999,,,14,10,1022,77,NIL,,,,,,,,,,
"['12:00', '13/06']",13/06 12:00,300,5,9999,,,15,10,1023,72,NIL,,,,,,,,,,
"['13:00', '13/06']",13/06 13:00,280,4,9999,,,16,10,1024,68,NIL,,,,,,,,,,
"['14:00', '13/06']",13/06 14:00,VRB,2,9999,,,18,09,1024,56,NIL,,,,,,,,,,
"['15:00', '13/06']",13/06 15:00,300,5,9999,,,20,11,1023,56,NIL,,,,,,,,,,
"['16:00', '13/06']",13/06 16:00,110,7,9999,,,21,09,1023,46,NIL,,,,,,,,,,
"['17:00', '13/06']",13/06 17:00,90,6,9999,,,21,09,1022,46,NIL,,,,,,,,,,
"['18:00', '13/06']",13/06 18:00,130,4,9999,,,21,08,1022,43,135,,,,,,,,,,
"['19:00', '13/06']",13/06 19:00,90,6,9999,,,21,09,1022,46,NIL,,,,,,,,,,
"['20:00', '13/06']",13/06 20:00,110,6,9999,,,19,11,1022,60,NIL,,,,,,,,,,
"['21:00', '13/06']",13/06 21:00,130,4,9999,,,17,11,1022,68,160,,,,,,,,,,
"['22:00', '13/06']",13/06 22:00,VRB,2,9999,,,15,12,1023,82,NIL,,,,,,,,,,
"['23:00', '13/06']",13/06 23:00,0,0,9999,,,14,12,1023,88,NIL,,,,,,,,,,
"['00:00', '14/06']",14/06 00:00,270,6,9999,,,15,13,1023,88,NIL,,,,,,,,,,
"['01:00', '14/06']",14/06 01:00,300,3,9999,,,14,12,1023,88,,,,,,,,,,,
"['02:00', '14/06']",14/06 02:00,300,5,9999,,,15,12,1023,82,,,,,,,,,,,
"['03:00', '14/06']",14/06 03:00,280,4,9999,,,15,12,1023,82,,,,,,,,,,,
"['04:00', '14/06']",14/06 04:00,300,2,9999,,,13,11,1023,88,,,,,,,,,,,
"['05:00', '14/06']",14/06 05:00,290,6,9999,,,14,12,1023,88,,,,,,,,,,,
"['06:00', '14/06']",14/06 06:00,310,4,9999,,,13,11,1022,88,,,,,,,,,,,
"['07:00', '14/06']",14/06 07:00,320,6,9999,,,14,12,1021,88,,,,,,,,,,,
"['08:00', '14/06']",14/06 08:00,300,7,9999,,,14,11,1021,82,,,,,,,,,,,
"['09:00', '14/06']",14/06 09:00,320,6,9999,,,14,12,1021,88,,,,,,,,,,,
