validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,teto,cobertura,tt,po,qnh,ur,chuva,trovoada,vnt_rajada,vis_setor,vis_setor_dir,nevoa_umida,vnt_vrb,pancada,chuvisco,fumaca,nevoa_seca
"['00:00', '02/07']",02/07 00:00,110,4,9999,,,20,06,1018,40,,,,,,,,,,,
"['01:00', '02/07']",02/07 01:00,160,2,9999,,,19,07,1019,46,,,,,,,,,,,
"['02:00', '02/07']",02/07 02:00,90,3,9999,,,17,07,1019,52,,,,,,,,,,,
"['03:00', '02/07']",02/07 03:00,120,3,9999,,,17,07,1019,52,,,,,,,,,,,
"['04:00', '02/07']",02/07 04:00,130,4,9999,,,16,07,1019,55,,,,,,,,,,,
"['05:00', '02/07']",02/07 05:00,160,3,9999,,,16,07,1019,55,,,,,,,,,,,
"['06:00', '02/07']",02/07 06:00,180,3,9999,,,15,06,1019,55,,,,,,,,,,,
"['07:00', '02/07']",02/07 07:00,260,3,9999,,,14,06,1019,59,,,,,,,,,,,
"['08:00', '02/07']",02/07 08:00,280,3,9999,,,14,06,1019,59,,,,,,,,,,,
"['09:00', '02/07']",02/07 09:00,270,4,9999,,,12,08,1019,76,,,,,,,,,,,
"['10:00', '02/07']",02/07 10:00,270,5,9999,,,13,08,1019,72,,,,,,,,,,,
"['11:00', '02/07']",02/07 11:00,310,5,9999,,,13,08,1020,72,,,,,,,,,,,
"['12:00', '02/07']",02/07 12:00,310,5,9999,,,16,07,1021,55,,,,,,,,,,,
"['13:00', '02/07']",02/07 13:00,290,5,9999,,,21,07,1021,40,,,,,,,,,,,
"['14:00', '02/07']",02/07 14:00,280,4,9999,,,25,07,1021,32,,,,,,,,,,,
"['15:00', '02/07']",02/07 15:00,360,4,9999,,,28,09,1020,30,,,,,,,,,,,
"['16:00', '02/07']",02/07 16:00,330,4,9999,,,30,10,1019,29,,,,,,,,,,,
"['17:00', '02/07']",02/07 17:00,240,4,9999,,,31,10,1018,27,,,,,,,,,,,
"['18:00', '02/07']",02/07 18:00,360,7,9999,,,33,10,1017,24,,,,,,,,,,,
"['19:00', '02/07']",02/07 19:00,330,6,9999,,,33,10,1016,24,,,,,,,,,,,
"['20:00', '02/07']",02/07 20:00,350,6,9999,,,32,10,1016,26,,,,,,,,,,,
"['21:00', '02/07']",02/07 21:00,310,5,9999,,,31,11,1017,29,,,,,,,,,,,
"['22:00', '02/07']",02/07 22:00,280,4,9999,,,29,11,1017,33,,,,,,,,,,,
"['23:00', '02/07']",02/07 23:00,190,2,9999,,,25,11,1017,41,,,,,,,,,,,
"['00:00', '03/07']",03/07 00:00,200,4,9999,,,25,12,1018,44,,,,,,,,,,,
"['01:00', '03/07']",03/07 01:00,200,4,9999,,,24,12,1018,47,,,,,,,,,,,
"['02:00', '03/07']",03/07 02:00,90,2,9999,,,20,11,1019,56,,,,,,,,,,,
"['03:00', '03/07']",03/07 03:00,110,3,9999,,,20,12,1019,60,,,,,,,,,,,
"['04:00', '03/07']",03/07 04:00,100,3,9999,,,20,12,1019,60,,,,,,,,,,,
"['05:00', '03/07']",03/07 05:00,0,0,9999,,,19,12,1020,64,,,,,,,,,,,
"['06:00', '03/07']",03/07 06:00,170,2,9999,,,19,12,1019,64,,,,,,,,,,,
"['07:00', '03/07']",03/07 07:00,160,3,9999,,,18,11,1019,64,,,,,,,,,,,
"['08:00', '03/07']",03/07 08:00,210,2,9999,,,18,11,1019,64,,,,,,,,,,,
"['09:00', '03/07']",03/07 09:00,280,3,9999,,,16,11,1019,72,,,,,,,,,,,
"['10:00', '03/07']",03/07 10:00,300,2,9999,,,15,11,1019,77,,,,,,,,,,,
"['11:00', '03/07']",03/07 11:00,320,4,9999,,,15,12,1020,82,,,,,,,,,,,
"['12:00', '03/07']",03/07 12:00,310,2,9999,,,20,12,1021,60,,,,,,,,,,,
"['13:00', '03/07']",03/07 13:00,190,3,9999,,,23,11,1022,47,,,,,,,,,,,
"['14:00', '03/07']",03/07 14:00,240,3,9999,,,26,12,1022,42,,,,,,,,,,,
"['15:00', '03/07']",03/07 15:00,210,3,9999,,,29,12,1021,35,,,,,,,,,,,
"['16:00', '03/07']",03/07 16:00,200,4,9999,,,30,12,1020,33,,,,,,,,,,,
"['17:00', '03/07']",03/07 17:00,170,7,9999,,,32,11,1019,28,,,,,,,,,,,
"['18:00', '03/07']",03/07 18:00,180,6,9999,,,33,11,1018,26,,,,,,,,,,,
"['19:00', '03/07']",03/07 19:00,200,7,9999,,,33,11,1017,26,,,,,,,,,,,
"['20:00', '03/07']",03/07 20:00,180,5,9999,,,33,10,1017,24,,,,,,,,,,,
"['21:00', '03/07']",03/07 21:00,160,6,9999,,,31,10,1017,27,,,,,,,,,,,
"['22:00', '03/07']",03/07 22:00,160,4,9999,,,29,11,1018,33,,,,,,,,,,,
"['23:00', '03/07']",03/07 23:00,150,5,9999,,,27,11,1018,37,,,,,,,,,,,
"['00:00', '04/07']",04/07 00:00,180,6,9999,,,26,11,1018,39,,,,,,,,,,,
"['01:00', '04/07']",04/07 01:00,170,6,9999,,,25,11,1018,41,,,,,,,,,,,
"['02:00', '04/07']",04/07 02:00,170,5,9999,,,24,11,1018,44,,,,,,,,,,,
"['03:00', '04/07']",04/07 03:00,0,0,9999,,,21,12,1018,56,,,,,,,,,,,
"['04:00', '04/07']",04/07 04:00,240,3,9999,,,21,12,1018,56,,,,,,,,,,,
"['05:00', '04/07']",04/07 05:00,210,1,9999,,,19,11,1018,60,,,,,,,,,,,
"['06:00', '04/07']",04/07 06:00,150,1,9999,,,18,10,1018,60,,,,,,,,,,,
"['07:00', '04/07']",04/07 07:00,0,0,9999,,,16,12,1018,77,,,,,,,,,,,
"['08:00', '04/07']",04/07 08:00,310,3,9999,,,17,12,1017,72,,,,,,,,,,,
"['09:00', '04/07']",04/07 09:00,290,4,9999,,,16,12,1018,77,,,,,,,,,,,
"['10:00', '04/07']",04/07 10:00,310,5,9999,,,16,12,1018,77,,,,,,,,,,,
"['11:00', '04/07']",04/07 11:00,310,3,9999,,,16,13,1019,82,,,,,,,,,,,
"['12:00', '04/07']",04/07 12:00,300,5,9999,,,20,13,1020,64,,,,,,,,,,,
"['13:00', '04/07']",04/07 13:00,110,2,9999,,,24,13,1020,50,,,,,,,,,,,
"['14:00', '04/07']",04/07 14:00,200,2,9999,,,26,12,1020,42,,,,,,,,,,,
"['15:00', '04/07']",04/07 15:00,100,4,9999,,,30,12,1019,33,,,,,,,,,,,
"['16:00', '04/07']",04/07 16:00,10,4,9999,,,31,11,1018,29,,,,,,,,,,,
"['17:00', '04/07']",04/07 17:00,40,6,9999,,,33,08,1017,21,,,,,,,,,,,
"['18:00', '04/07']",04/07 18:00,90,5,9999,,,33,05,1016,17,,,,,,,,,,,
"['19:00', '04/07']",04/07 19:00,90,4,9999,,,33,04,1016,16,,,,,,,,,,,
"['20:00', '04/07']",04/07 20:00,150,2,9999,,,33,05,1016,17,,,,,,,,,,,
"['21:00', '04/07']",04/07 21:00,120,4,9999,,,31,07,1016,22,,,,,,,,,,,
"['22:00', '04/07']",04/07 22:00,180,4,9999,,,29,06,1016,23,,,,,,,,,,,
"['23:00', '04/07']",04/07 23:00,180,3,9999,,,26,07,1017,30,,,,,,,,,,,
"['00:00', '05/07']",05/07 00:00,120,2,9999,,,24,07,1017,34,,,,,,,,,,,
"['01:00', '05/07']",05/07 01:00,80,4,9999,,,24,07,1017,34,,,,,,,,,,,
"['02:00', '05/07']",05/07 02:00,150,3,9999,,,23,08,1018,38,,,,,,,,,,,
"['03:00', '05/07']",05/07 03:00,90,1,9999,,,21,09,1018,46,,,,,,,,,,,
"['04:00', '05/07']",05/07 04:00,330,4,9999,,,19,11,1018,60,,,,,,,,,,,
"['05:00', '05/07']",05/07 05:00,270,2,9999,,,19,10,1017,56,,,,,,,,,,,
"['06:00', '05/07']",05/07 06:00,220,1,9999,,,17,10,1017,63,,,,,,,,,,,
"['07:00', '05/07']",05/07 07:00,140,2,9999,,,16,10,1017,68,,,,,,,,,,,
"['08:00', '05/07']",05/07 08:00,300,3,9999,,,15,10,1017,72,,,,,,,,,,,
"['09:00', '05/07']",05/07 09:00,300,6,9999,,,15,10,1018,72,,,,,,,,,,,
"['10:00', '05/07']",05/07 10:00,310,8,9999,,,15,10,1019,72,,,,,,,,,,,
"['11:00', '05/07']",05/07 11:00,270,2,9999,,,16,10,1019,68,,,,,,,,,,,
"['12:00', '05/07']",05/07 12:00,340,2,9999,,,21,10,1020,49,,,,,,,,,,,
"['13:00', '05/07']",05/07 13:00,290,5,9999,,,23,09,1021,41,,,,,,,,,,,
"['14:00', '05/07']",05/07 14:00,280,3,9999,,,27,09,1021,32,,,,,,,,,,,
"['15:00', '05/07']",05/07 15:00,50,4,9999,,,29,08,1020,27,,,,,,,,,,,
"['16:00', '05/07']",05/07 16:00,40,5,9999,,,31,08,1019,24,,,,,,,,,,,
"['17:00', '05/07']",05/07 17:00,360,3,9999,,,32,05,1018,18,,,,,,,,,,,
"['18:00', '05/07']",05/07 18:00,210,4,9999,,,32,05,1017,18,,,,,,,,,,,
"['19:00', '05/07']",05/07 19:00,250,3,9999,,,33,05,1016,17,,,,,,,,,,,
"['20:00', '05/07']",05/07 20:00,140,6,9999,,,32,05,1016,18,,,,,,,,,,,
"['21:00', '05/07']",05/07 21:00,110,3,9999,,,31,06,1017,21,,,,,,,,,,,
"['22:00', '05/07']",05/07 22:00,150,2,9999,,,27,07,1017,28,,,,,,,,,,,
"['23:00', '05/07']",05/07 23:00,160,4,9999,,,27,08,1018,30,,,,,,,,,,,
"['00:00', '06/07']",06/07 00:00,150,4,9999,,,25,08,1018,34,,,,,,,,,,,
"['01:00', '06/07']",06/07 01:00,140,4,9999,,,23,08,1019,38,,,,,,,,,,,
"['02:00', '06/07']",06/07 02:00,140,3,9999,,,22,09,1019,43,,,,,,,,,,,
"['03:00', '06/07']",06/07 03:00,140,3,9999,,,21,09,1019,46,,,,,,,,,,,
"['04:00', '06/07']",06/07 04:00,130,2,9999,,,20,09,1018,49,,,,,,,,,,,
"['05:00', '06/07']",06/07 05:00,300,4,9999,,,17,09,1018,59,,,,,,,,,,,
"['06:00', '06/07']",06/07 06:00,280,2,9999,,,18,10,1018,60,,,,,,,,,,,
"['07:00', '06/07']",06/07 07:00,320,2,9999,,,16,10,1017,68,,,,,,,,,,,
"['08:00', '06/07']",06/07 08:00,310,5,9999,,,16,10,1017,68,,,,,,,,,,,
"['09:00', '06/07']",06/07 09:00,300,3,9999,,,15,11,1018,77,,,,,,,,,,,
"['10:00', '06/07']",06/07 10:00,310,4,9999,,,14,10,1018,77,,,,,,,,,,,
"['11:00', '06/07']",06/07 11:00,310,5,9999,,,16,11,1019,72,,,,,,,,,,,
"['12:00', '06/07']",06/07 12:00,350,2,9999,,,20,11,1019,56,,,,,,,,,,,
"['13:00', '06/07']",06/07 13:00,60,3,9999,,,24,10,1019,41,,,,,,,,,,,
"['14:00', '06/07']",06/07 14:00,250,2,9999,,,27,10,1019,34,,,,,,,,,,,
"['15:00', '06/07']",06/07 15:00,40,3,9999,,,29,09,1018,29,,,,,,,,,,,
"['16:00', '06/07']",06/07 16:00,40,4,9999,,,31,08,1017,24,,,,,,,,,,,
"['17:00', '06/07']",06/07 17:00,30,3,9999,,,32,07,1016,21,,,,,,,,,,,
"['18:00', '06/07']",06/07 18:00,290,5,9999,,,32,07,1015,21,,,,,,,,,,,
"['19:00', '06/07']",06/07 19:00,310,3,9999,,,32,07,1014,21,,,,,,,,,,,
"['20:00', '06/07']",06/07 20:00,330,3,9999,,,32,07,1014,21,,,,,,,,,,,
"['21:00', '06/07']",06/07 21:00,110,3,9999,,,31,07,1014,22,,,,,,,,,,,
"['22:00', '06/07']",06/07 22:00,90,2,9999,,,28,08,1014,28,,,,,,,,,,,
"['23:00', '06/07']",06/07 23:00,120,2,9999,,,25,08,1014,34,,,,,,,,,,,
"['00:00', '07/07']",07/07 00:00,20,3,9999,,,24,09,1015,38,,,,,,,,,,,
"['01:00', '07/07']",07/07 01:00,0,0,9999,,,23,10,1015,44,,,,,,,,,,,
"['02:00', '07/07']",07/07 02:00,180,2,9999,,,22,11,1015,50,,,,,,,,,,,
"['03:00', '07/07']",07/07 03:00,170,2,9999,,,21,11,1014,53,,,,,,,,,,,
"['04:00', '07/07']",07/07 04:00,0,0,9999,,,18,11,1014,64,,,,,,,,,,,
"['05:00', '07/07']",07/07 05:00,290,2,9999,,,18,11,1014,64,,,,,,,,,,,
"['06:00', '07/07']",07/07 06:00,310,6,9999,,,17,11,1014,68,,,,,,,,,,,
"['07:00', '07/07']",07/07 07:00,310,4,9999,,,18,12,1014,68,,,,,,,,,,,
"['08:00', '07/07']",07/07 08:00,310,6,9999,,,17,11,1014,68,,,,,,,,,,,
"['09:00', '07/07']",07/07 09:00,310,7,9999,,,17,12,1014,72,,,,,,,,,,,
"['10:00', '07/07']",07/07 10:00,300,5,9999,,,17,11,1015,68,,,,,,,,,,,
"['11:00', '07/07']",07/07 11:00,310,5,9999,,,18,12,1016,68,,,,,,,,,,,
"['12:00', '07/07']",07/07 12:00,310,7,9999,,,20,11,1016,56,,,,,,,,,,,
"['13:00', '07/07']",07/07 13:00,300,5,9999,,,24,12,1017,47,,,,,,,,,,,
"['14:00', '07/07']",07/07 14:00,290,3,9999,,,28,11,1017,35,,,,,,,,,,,
"['15:00', '07/07']",07/07 15:00,360,4,9999,,,31,11,1016,29,,,,,,,,,,,
"['16:00', '07/07']",07/07 16:00,320,4,9999,,,33,11,1016,26,,,,,,,,,,,
"['17:00', '07/07']",07/07 17:00,300,6,9999,,,34,09,1015,22,,,,,,,,,,,
"['18:00', '07/07']",07/07 18:00,190,5,9999,,,34,07,1014,19,,,,,,,,,,,
"['19:00', '07/07']",07/07 19:00,190,4,9999,,,34,06,1014,18,,,,,,,,,,,
"['20:00', '07/07']",07/07 20:00,270,5,9999,,,34,07,1013,19,,,,,,,,,,,
"['21:00', '07/07']",07/07 21:00,280,3,9999,,,32,07,1013,21,,,,,,,,,,,
"['22:00', '07/07']",07/07 22:00,30,2,9999,,,31,07,1014,22,,,,,,,,,,,
"['23:00', '07/07']",07/07 23:00,20,2,9999,,,29,07,1014,25,,,,,,,,,,,
"['00:00', '08/07']",08/07 00:00,40,4,9999,,,28,08,1015,28,,,,,,,,,,,
"['01:00', '08/07']",08/07 01:00,170,4,9999,,,23,10,1015,44,,,,,,,,,,,
"['02:00', '08/07']",08/07 02:00,0,0,9999,,,24,10,1015,41,,,,,,,,,,,
"['03:00', '08/07']",08/07 03:00,50,3,9999,,,21,11,1015,53,,,,,,,,,,,
"['04:00', '08/07']",08/07 04:00,40,3,9999,,,22,12,1015,53,,,,,,,,,,,
"['05:00', '08/07']",08/07 05:00,50,3,9999,,,21,12,1015,56,,,,,,,,,,,
"['06:00', '08/07']",08/07 06:00,90,2,9999,,,19,11,1014,60,,,,,,,,,,,
"['07:00', '08/07']",08/07 07:00,80,2,9999,,,17,12,1014,72,,,,,,,,,,,
"['08:00', '08/07']",08/07 08:00,100,2,9999,,,17,11,1014,68,,,,,,,,,,,
"['09:00', '08/07']",08/07 09:00,90,2,9999,,,17,12,1014,72,,,,,,,,,,,
"['10:00', '08/07']",08/07 10:00,0,0,9999,,,16,12,1015,77,,,,,,,,,,,
"['11:00', '08/07']",08/07 11:00,260,4,9999,,,17,12,1016,72,,,,,,,,,,,
"['12:00', '08/07']",08/07 12:00,260,4,9999,,,21,12,1016,56,,,,,,,,,,,
"['13:00', '08/07']",08/07 13:00,240,3,9999,,,25,13,1017,47,,,,,,,,,,,
"['14:00', '08/07']",08/07 14:00,250,4,9999,,,29,11,1017,33,,,,,,,,,,,
"['15:00', '08/07']",08/07 15:00,20,4,9999,,,30,10,1017,29,,,,,,,,,,,
"['16:00', '08/07']",08/07 16:00,320,3,9999,,,33,10,1016,24,,,,,,,,,,,
"['17:00', '08/07']",08/07 17:00,80,5,9999,,,34,08,1015,20,,,,,,,,,,,
"['18:00', '08/07']",08/07 18:00,170,4,9999,,,34,07,1014,19,,,,,,,,,,,
"['19:00', '08/07']",08/07 19:00,190,4,9999,,,34,07,1013,19,,,,,,,,,,,
"['20:00', '08/07']",08/07 20:00,150,2,9999,,,34,06,1013,18,,,,,,,,,,,
"['21:00', '08/07']",08/07 21:00,130,6,9999,,,32,07,1013,21,,,,,,,,,,,
"['22:00', '08/07']",08/07 22:00,120,4,9999,,,29,08,1013,27,,,,,,,,,,,
"['23:00', '08/07']",08/07 23:00,100,5,9999,,,28,08,1013,28,,,,,,,,,,,
"['00:00', '09/07']",09/07 00:00,110,5,9999,,,26,08,1014,32,,,,,,,,,,,
"['01:00', '09/07']",09/07 01:00,20,5,9999,,,24,09,1014,38,,,,,,,,,,,
"['02:00', '09/07']",09/07 02:00,0,0,9999,,,24,09,1015,38,,,,,,,,,,,
"['03:00', '09/07']",09/07 03:00,0,0,9999,,,22,09,1015,43,,,,,,,,,,,
"['04:00', '09/07']",09/07 04:00,270,3,9999,,,22,10,1015,46,,,,,,,,,,,
"['05:00', '09/07']",09/07 05:00,270,4,9999,,,20,10,1014,53,,,,,,,,,,,
"['06:00', '09/07']",09/07 06:00,270,4,9999,,,20,10,1014,53,,,,,,,,,,,
"['07:00', '09/07']",09/07 07:00,280,3,9999,,,17,11,1014,68,,,,,,,,,,,
"['08:00', '09/07']",09/07 08:00,300,2,9999,,,17,11,1014,68,,,,,,,,,,,
"['09:00', '09/07']",09/07 09:00,280,4,9999,,,17,11,1014,68,,,,,,,,,,,
"['10:00', '09/07']",09/07 10:00,260,7,9999,,,17,11,1015,68,,,,,,,,,,,
"['11:00', '09/07']",09/07 11:00,320,7,9999,,,18,11,1015,64,,,,,,,,,,,
"['12:00', '09/07']",09/07 12:00,310,7,9999,,,21,11,1016,53,,,,,,,,,,,
"['13:00', '09/07']",09/07 13:00,310,6,9999,,,25,11,1017,41,,,,,,,,,,,
"['14:00', '09/07']",09/07 14:00,350,3,9999,,,28,09,1017,30,,,,,,,,,,,
"['15:00', '09/07']",09/07 15:00,40,4,9999,,,31,08,1016,24,,,,,,,,,,,
"['16:00', '09/07']",09/07 16:00,30,4,9999,,,33,05,1015,17,,,,,,,,,,,
"['17:00', '09/07']",09/07 17:00,140,6,9999,,,33,05,1014,17,,,,,,,,,,,
"['18:00', '09/07']",09/07 18:00,310,4,9999,,,34,05,1013,16,,,,,,,,,,,
"['19:00', '09/07']",09/07 19:00,310,4,9999,,,33,04,1012,16,,,,,,,,,,,
"['20:00', '09/07']",09/07 20:00,120,3,9999,,,33,04,1012,16,,,,,,,,,,,
"['21:00', '09/07']",09/07 21:00,0,0,9999,,,32,06,1012,20,,,,,,,,,,,
"['22:00', '09/07']",09/07 22:00,0,0,9999,,,28,07,1012,27,,,,,,,,,,,
"['23:00', '09/07']",09/07 23:00,0,0,9999,,,26,07,1013,30,,,,,,,,,,,
"['00:00', '10/07']",10/07 00:00,190,2,9999,,,25,07,1014,32,,,,,,,,,,,
"['01:00', '10/07']",10/07 01:00,230,2,9999,,,23,07,1015,36,,,,,,,,,,,
"['02:00', '10/07']",10/07 02:00,10,2,9999,,,23,08,1015,38,,,,,,,,,,,
"['03:00', '10/07']",10/07 03:00,310,2,9999,,,21,08,1014,43,,,,,,,,,,,
"['04:00', '10/07']",10/07 04:00,160,4,9999,,,19,10,1014,56,,,,,,,,,,,
"['05:00', '10/07']",10/07 05:00,320,2,9999,,,20,10,1014,53,,,,,,,,,,,
"['06:00', '10/07']",10/07 06:00,290,3,9999,,,18,10,1014,60,,,,,,,,,,,
"['07:00', '10/07']",10/07 07:00,310,6,9999,,,18,10,1013,60,,,,,,,,,,,
"['08:00', '10/07']",10/07 08:00,310,6,9999,,,18,10,1013,60,,,,,,,,,,,
"['09:00', '10/07']",10/07 09:00,270,6,9999,,,17,10,1014,63,,,,,,,,,,,
"['10:00', '10/07']",10/07 10:00,310,5,9999,,,16,10,1014,68,,,,,,,,,,,
"['11:00', '10/07']",10/07 11:00,320,5,9999,,,17,10,1015,63,,,,,,,,,,,
"['12:00', '10/07']",10/07 12:00,310,8,9999,,,20,11,1016,56,,,,,,,,,,,
"['13:00', '10/07']",10/07 13:00,300,3,9999,,,24,10,1017,41,,,,,,,,,,,
"['14:00', '10/07']",10/07 14:00,280,2,9999,,,29,10,1017,31,,,,,,,,,,,
"['15:00', '10/07']",10/07 15:00,20,4,9999,,,32,09,1016,24,,,,,,,,,,,
"['16:00', '10/07']",10/07 16:00,340,7,9999,,,33,05,1015,17,,,,,,,,,,,
"['17:00', '10/07']",10/07 17:00,340,6,9999,,,33,06,1014,19,,,,,,,,,,,
"['18:00', '10/07']",10/07 18:00,340,8,9999,,,34,07,1013,19,,,,,,,,,,,
"['19:00', '10/07']",10/07 19:00,60,5,9999,,,34,07,1013,19,,,,,,,,,,,
"['20:00', '10/07']",10/07 20:00,10,5,9999,,,33,08,1013,21,,,,,,,,,,,
"['21:00', '10/07']",10/07 21:00,90,4,9999,,,33,08,1013,21,,,,,,,,,,,
"['22:00', '10/07']",10/07 22:00,300,3,9999,,,30,08,1014,25,,,,,,,,,,,
"['23:00', '10/07']",10/07 23:00,300,2,9999,,,27,09,1014,32,,,,,,,,,,,
"['00:00', '11/07']",11/07 00:00,310,2,9999,,,25,10,1014,39,,,,,,,,,,,
"['01:00', '11/07']",11/07 01:00,200,2,9999,,,25,10,1015,39,,,,,,,,,,,
"['02:00', '11/07']",11/07 02:00,160,2,9999,,,22,11,1016,50,,,,,,,,,,,
"['03:00', '11/07']",11/07 03:00,50,3,9999,,,21,10,1016,49,,,,,,,,,,,
"['04:00', '11/07']",11/07 04:00,0,0,9999,,,21,11,1016,53,,,,,,,,,,,
"['05:00', '11/07']",11/07 05:00,210,1,9999,,,20,11,1015,56,,,,,,,,,,,
"['06:00', '11/07']",11/07 06:00,230,1,9999,,,19,11,1015,60,,,,,,,,,,,
"['07:00', '11/07']",11/07 07:00,0,0,9999,,,18,11,1015,64,,,,,,,,,,,
"['08:00', '11/07']",11/07 08:00,310,5,9999,,,17,11,1015,68,,,,,,,,,,,
"['09:00', '11/07']",11/07 09:00,300,4,9999,,,17,11,1015,68,,,,,,,,,,,
"['10:00', '11/07']",11/07 10:00,310,5,9999,,,17,12,1016,72,,,,,,,,,,,
"['11:00', '11/07']",11/07 11:00,320,2,9999,,,18,11,1016,64,,,,,,,,,,,
"['12:00', '11/07']",11/07 12:00,310,4,9999,,,21,11,1018,53,,,,,,,,,,,
"['13:00', '11/07']",11/07 13:00,300,4,9999,,,25,11,1018,41,,,,,,,,,,,
"['14:00', '11/07']",11/07 14:00,280,3,9999,,,28,10,1017,32,,,,,,,,,,,
"['15:00', '11/07']",11/07 15:00,280,3,9999,,,31,10,1017,27,,,,,,,,,,,
"['16:00', '11/07']",11/07 16:00,10,5,9999,,,32,10,1016,26,,,,,,,,,,,
"['17:00', '11/07']",11/07 17:00,30,4,9999,,,33,09,1015,23,,,,,,,,,,,
"['18:00', '11/07']",11/07 18:00,50,4,9999,,,33,09,1014,23,,,,,,,,,,,
"['19:00', '11/07']",11/07 19:00,40,4,9999,,,33,09,1013,23,,,,,,,,,,,
"['20:00', '11/07']",11/07 20:00,320,7,9999,,,32,09,1012,24,,,,,,,,,,,
"['21:00', '11/07']",11/07 21:00,310,7,9999,,,31,10,1012,27,,,,,,,,,,,
"['22:00', '11/07']",11/07 22:00,300,4,9999,,,29,10,1012,31,,,,,,,,,,,
"['23:00', '11/07']",11/07 23:00,310,5,9999,,,27,11,1013,37,,,,,,,,,,,
"['00:00', '12/07']",12/07 00:00,170,2,9999,,,24,11,1013,44,,,,,,,,,,,
"['01:00', '12/07']",12/07 01:00,150,4,9999,,,23,12,1014,50,,,,,,,,,,,
"['02:00', '12/07']",12/07 02:00,30,3,9999,,,21,12,1014,56,,,,,,,,,,,
"['03:00', '12/07']",12/07 03:00,150,2,9999,,,20,12,1014,60,,,,,,,,,,,
"['04:00', '12/07']",12/07 04:00,140,3,9999,,,20,12,1013,60,,,,,,,,,,,
"['05:00', '12/07']",12/07 05:00,160,3,9999,,,20,12,1013,60,,,,,,,,,,,
"['06:00', '12/07']",12/07 06:00,310,4,9999,,,19,13,1013,68,,,,,,,,,,,
"['07:00', '12/07']",12/07 07:00,300,3,9999,,,18,13,1013,73,,,,,,,,,,,
"['08:00', '12/07']",12/07 08:00,320,3,9999,,,18,13,1013,73,,,,,,,,,,,
"['09:00', '12/07']",12/07 09:00,300,2,9999,,,17,13,1014,77,,,,,,,,,,,
"['10:00', '12/07']",12/07 10:00,320,5,9999,,,17,13,1014,77,,,,,,,,,,,
"['11:00', '12/07']",12/07 11:00,320,5,9999,,,18,13,1015,73,,,,,,,,,,,
"['12:00', '12/07']",12/07 12:00,300,5,9999,,,21,13,1016,60,,,,,,,,,,,
"['13:00', '12/07']",12/07 13:00,280,4,9999,,,25,13,1017,47,,,,,,,,,,,
"['14:00', '12/07']",12/07 14:00,320,3,9999,,,29,12,1017,35,,,,,,,,,,,
"['15:00', '12/07']",12/07 15:00,350,6,9999,,,32,08,1016,23,,,,,,,,,,,
"['16:00', '12/07']",12/07 16:00,350,7,9999,,,33,08,1016,21,,,,,,,,,,,
"['17:00', '12/07']",12/07 17:00,60,6,9999,,,34,07,1015,19,,,,,,,,,,,
"['18:00', '12/07']",12/07 18:00,320,8,9999,,,34,08,1014,20,,,,,,,,,,,
"['19:00', '12/07']",12/07 19:00,30,6,9999,,,34,07,1013,19,,,,,,,,,,,
"['20:00', '12/07']",12/07 20:00,350,7,9999,,,34,08,1013,20,,,,,,,,,,,
"['21:00', '12/07']",12/07 21:00,350,7,9999,,,32,09,1013,24,,,,,,,,,,,
"['22:00', '12/07']",12/07 22:00,20,2,9999,,,29,09,1013,29,,,,,,,,,,,
"['23:00', '12/07']",12/07 23:00,120,2,9999,,,27,09,1014,32,,,,,,,,,,,
"['00:00', '13/07']",13/07 00:00,180,2,9999,,,25,10,1014,39,,,,,,,,,,,
"['01:00', '13/07']",13/07 01:00,230,3,9999,,,24,12,1015,47,,,,,,,,,,,
"['02:00', '13/07']",13/07 02:00,40,2,9999,,,23,11,1015,47,,,,,,,,,,,
"['03:00', '13/07']",13/07 03:00,310,4,9999,,,22,12,1015,53,,,,,,,,,,,
"['04:00', '13/07']",13/07 04:00,280,3,9999,,,22,11,1015,50,,,,,,,,,,,
"['05:00', '13/07']",13/07 05:00,320,4,9999,,,21,11,1015,53,,,,,,,,,,,
"['06:00', '13/07']",13/07 06:00,300,7,9999,,,20,12,1015,60,,,,,,,,,,,
"['07:00', '13/07']",13/07 07:00,310,5,9999,,,19,12,1015,64,,,,,,,,,,,
"['08:00', '13/07']",13/07 08:00,340,4,9999,,,20,12,1015,60,,,,,,,,,,,
"['09:00', '13/07']",13/07 09:00,10,2,9999,,,18,12,1015,68,,,,,,,,,,,
"['10:00', '13/07']",13/07 10:00,180,5,9999,,,18,12,1016,68,,,,,,,,,,,
"['11:00', '13/07']",13/07 11:00,310,7,9999,,,18,13,1016,73,,,,,,,,,,,
"['12:00', '13/07']",13/07 12:00,310,8,9999,,,22,12,1017,53,,,,,,,,,,,
"['13:00', '13/07']",13/07 13:00,310,6,9999,,,26,12,1017,42,,,,,,,,,,,
"['14:00', '13/07']",13/07 14:00,320,5,9999,,,30,13,1017,35,,,,,,,,,,,
"['15:00', '13/07']",13/07 15:00,340,5,9999,,,32,12,1016,30,,,,,,,,,,,
"['16:00', '13/07']",13/07 16:00,350,7,9999,,,34,12,1015,26,,,,,,,,,,,
"['17:00', '13/07']",13/07 17:00,10,7,9999,,,35,12,1014,25,,,,,,,,,,,
"['18:00', '13/07']",13/07 18:00,20,4,9999,,,35,10,1013,22,,,,,,,,,,,
