validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,vis_setor,vis_setor_dir,chuva,teto,cobertura,tt,po,qnh,ur,vnt_rajada,trovoada,pancada,nevoa_umida,chuvisco,nevoeiro,nevoa_seca,fumaca
"['03:00', '31/05']",31/05 03:00,VRB,2,NIL,9999,,,,,,15,11,1022,77,,,,,,,,
"['04:00', '31/05']",31/05 04:00,0,0,NIL,9999,,,,,,13,11,1022,88,,,,,,,,
"['05:00', '31/05']",31/05 05:00,VRB,2,NIL,9999,,,,,,13,11,1021,88,,,,,,,,
"['06:00', '31/05']",31/05 06:00,VRB,2,NIL,9999,,,,,,13,10,1021,82,,,,,,,,
"['07:00', '31/05']",31/05 07:00,VRB,1,NIL,9999,,,,,,12,10,1021,88,,,,,,,,
"['08:00', '31/05']",31/05 08:00,170,2,NIL,9999,,,,,,13,10,1021,82,,,,,,,,
"['09:00', '31/05']",31/05 09:00,260,1,NIL,9999,,,,,,11,09,1021,87,,,,,,,,
"['10:00', '31/05']",31/05 10:00,230,2,NIL,9999,,,,,,11,10,1022,94,,,,,,,,
"['11:00', '31/05']",31/05 11:00,VRB,1,NIL,9999,,,,,,13,10,1022,82,,,,,,,,
"['12:00', '31/05']",31/05 12:00,VRB,2,NIL,9999,,,,,,17,12,1023,72,,,,,,,,
"['13:00', '31/05']",31/05 13:00,20,4,215,9999,,,,,,19,13,1023,68,,,,,,,,
"['14:00', '31/05']",31/05 14:00,40,5,240,9999,,,,,,21,12,1023,56,,,,,,,,
"['15:00', '31/05']",31/05 15:00,VRB,3,NIL,9999,,,,,,23,11,1022,47,,,,,,,,
"['16:00', '31/05']",31/05 16:00,120,4,100,9999,,,,,,24,11,1021,44,,,,,,,,
"['17:00', '31/05']",31/05 17:00,150,4,145,9999,,,,,,25,11,1020,41,,,,,,,,
"['18:00', '31/05']",31/05 18:00,VRB,3,NIL,9999,,,,,,26,11,1020,39,,,,,,,,
"['19:00', '31/05']",31/05 19:00,150,7,155,9999,,,,,,26,12,1019,42,,,,,,,,
"['20:00', '31/05']",31/05 20:00,110,8,110,9999,,,,,,25,12,1019,44,,,,,,,,
"['21:00', '31/05']",31/05 21:00,140,6,NIL,9999,,,,,,23,13,1020,53,,,,,,,,
"['22:00', '31/05']",31/05 22:00,190,5,NIL,9999,,,,,,21,13,1020,60,,,,,,,,
"['23:00', '31/05']",31/05 23:00,VRB,1,NIL,9999,,,,,,20,13,1021,64,,,,,,,,
"['00:00', '01/06']",01/06 00:00,0,0,NIL,9999,,,,,,17,13,1021,77,,,,,,,,
"['01:00', '01/06']",01/06 01:00,0,0,NIL,9999,,,,,NIL,16,13,1021,82,,,,,,,,
"['02:00', '01/06']",01/06 02:00,VRB,1,NIL,9999,,,,,NIL,15,12,1021,82,,,,,,,,
"['03:00', '01/06']",01/06 03:00,0,0,NIL,9999,,,,,NIL,15,12,1021,82,,,,,,,,
"['04:00', '01/06']",01/06 04:00,190,3,NIL,9999,,,,,NIL,15,12,1021,82,,,,,,,,
"['05:00', '01/06']",01/06 05:00,210,3,NIL,9999,,,,,NIL,14,11,1021,82,,,,,,,,
"['06:00', '01/06']",01/06 06:00,250,3,NIL,9999,,,,,NIL,13,11,1020,88,,,,,,,,
"['07:00', '01/06']",01/06 07:00,190,2,NIL,9999,,,,,NIL,14,11,1020,82,,,,,,,,
"['08:00', '01/06']",01/06 08:00,220,1,NIL,9999,,,,,NIL,13,11,1020,88,,,,,,,,
"['09:00', '01/06']",01/06 09:00,250,3,NIL,9999,,,,,NIL,12,11,1021,94,,,,,,,,
"['10:00', '01/06']",01/06 10:00,0,0,NIL,9999,,,,,NIL,12,10,1021,88,,,,,,,,
"['11:00', '01/06']",01/06 11:00,0,0,NIL,9999,,,,,NIL,15,12,1022,82,,,,,,,,
"['12:00', '01/06']",01/06 12:00,40,1,NIL,9999,,,,,NIL,18,13,1022,73,,,,,,,,
"['13:00', '01/06']",01/06 13:00,60,4,65,9999,,,,,NIL,21,14,1022,64,,,,,,,,
"['14:00', '01/06']",01/06 14:00,60,5,70,9999,,,,,NIL,23,14,1022,57,,,,,,,,
"['15:00', '01/06']",01/06 15:00,50,4,NIL,9999,,,,,NIL,24,13,1021,50,,,,,,,,
"['16:00', '01/06']",01/06 16:00,30,2,NIL,9999,,,,,NIL,26,13,1020,45,,,,,,,,
"['17:00', '01/06']",01/06 17:00,70,2,NIL,9999,,,,,NIL,27,12,1019,39,,,,,,,,
"['18:00', '01/06']",01/06 18:00,VRB,2,NIL,9999,,,,,NIL,27,12,1019,39,,,,,,,,
"['19:00', '01/06']",01/06 19:00,80,5,65,9999,,,,,2,28,11,1018,35,,,,,,,,
"['20:00', '01/06']",01/06 20:00,60,7,NIL,9999,,,,,2,26,11,1018,39,,,,,,,,
"['21:00', '01/06']",01/06 21:00,20,3,200,9999,,,,,2,24,13,1019,50,,,,,,,,
"['22:00', '01/06']",01/06 22:00,VRB,2,NIL,9999,,,,,NIL,23,13,1019,53,,,,,,,,
"['23:00', '01/06']",01/06 23:00,90,4,NIL,9999,,,,,NIL,22,13,1020,57,,,,,,,,
"['00:00', '02/06']",02/06 00:00,110,3,100,9999,,,,,3,21,14,1020,64,,,,,,,,
"['01:00', '02/06']",02/06 01:00,VRB,2,NIL,9999,,,,,2,18,14,1021,77,,,,,,NIL,,
"['02:00', '02/06']",02/06 02:00,260,4,NIL,9999,,,,,2,17,14,1021,83,,,,,,NIL,,
"['03:00', '02/06']",02/06 03:00,VRB,1,NIL,9999,,,,,2,16,13,1021,82,,,,,,NIL,,
"['04:00', '02/06']",02/06 04:00,0,0,NIL,9999,,,,,NIL,15,13,1020,88,,,,,,NIL,,
"['05:00', '02/06']",02/06 05:00,VRB,2,NIL,9999,,,,,NIL,16,14,1020,88,,,,,,NIL,,
"['06:00', '02/06']",02/06 06:00,VRB,2,NIL,9999,,,,,NIL,14,13,1020,94,,,,,,NIL,,
"['07:00', '02/06']",02/06 07:00,0,0,NIL,9999,,,,,NIL,14,13,1020,94,,,,,,NIL,,
"['08:00', '02/06']",02/06 08:00,0,0,NIL,9999,,,,,NIL,13,12,1020,94,,,,,,NIL,,
"['09:00', '02/06']",02/06 09:00,0,0,NIL,9999,,,,,NIL,13,12,1020,94,,,,,,1,,
"['10:00', '02/06']",02/06 10:00,VRB,1,NIL,9999,,,,,NIL,13,11,1021,88,,,,,,1,,
"['11:00', '02/06']",02/06 11:00,0,0,NIL,9999,,,,,NIL,16,13,1021,82,,,,,,NIL,,
"['12:00', '02/06']",02/06 12:00,VRB,2,NIL,9999,,,,,NIL,19,15,1022,78,,,,,,NIL,,
"['13:00', '02/06']",02/06 13:00,20,2,NIL,9999,,,,,NIL,23,15,1022,61,,,,,,NIL,,
"['14:00', '02/06']",02/06 14:00,VRB,3,NIL,9999,,,,,2,25,15,1022,54,,,,,,NIL,,
"['15:00', '02/06']",02/06 15:00,50,5,215,9999,,,,,3,26,15,1021,51,,,,,,NIL,,
"['16:00', '02/06']",02/06 16:00,310,13,310,9999,,,,,2,27,14,1020,45,,,,,,NIL,,
"['17:00', '02/06']",02/06 17:00,340,9,315,9999,,,,,3,27,14,1019,45,,,,,,NIL,,
"['18:00', '02/06']",02/06 18:00,300,10,NIL,9999,,,,,3,26,14,1019,48,,,,,,NIL,,
"['19:00', '02/06']",02/06 19:00,330,6,NIL,9999,,,,,3,26,14,1018,48,,,,,,NIL,,
"['20:00', '02/06']",02/06 20:00,310,7,310,9999,,,,,3,25,14,1018,50,,,,,,NIL,,
"['21:00', '02/06']",02/06 21:00,330,4,NIL,9999,,,,,2,24,15,1019,57,,,,,,NIL,,
"['22:00', '02/06']",02/06 22:00,300,2,NIL,9999,,,,,2,22,15,1020,65,,,,,,NIL,,
"['23:00', '02/06']",02/06 23:00,170,3,NIL,9999,,,,,2,22,15,1020,65,,,,,,NIL,,
"['00:00', '03/06']",03/06 00:00,VRB,2,NIL,9999,,,,,NIL,22,15,1021,65,,,,,,NIL,,
"['01:00', '03/06']",03/06 01:00,0,0,NIL,9999,,,,NIL,NIL,19,15,1021,78,,,,,,,,
"['02:00', '03/06']",03/06 02:00,0,0,NIL,9999,,,,NIL,2,18,15,1021,83,,,,,,,,
"['03:00', '03/06']",03/06 03:00,VRB,2,NIL,9999,,,,NIL,3,18,15,1021,83,,,,,,,,
"['04:00', '03/06']",03/06 04:00,VRB,1,NIL,9999,,,,NIL,2,17,14,1021,83,,,,,,,,
"['05:00', '03/06']",03/06 05:00,250,2,NIL,9999,,,,NIL,NIL,17,15,1020,88,,,,,,,,
"['06:00', '03/06']",03/06 06:00,200,2,NIL,9999,,,,NIL,NIL,17,14,1020,83,,,,,,,,
"['07:00', '03/06']",03/06 07:00,90,1,NIL,9999,,,,NIL,NIL,15,14,1020,94,,,,,,,,
"['08:00', '03/06']",03/06 08:00,290,4,295,9999,,,,NIL,NIL,15,13,1020,88,,,,,,,,
"['09:00', '03/06']",03/06 09:00,340,1,NIL,9999,,,,NIL,NIL,14,13,1021,94,,,,,,,,
"['10:00', '03/06']",03/06 10:00,90,3,NIL,9999,,,,NIL,NIL,15,13,1022,88,,,,,,,,
"['11:00', '03/06']",03/06 11:00,0,0,NIL,9999,,,,NIL,NIL,18,15,1022,83,,,,,,,,
"['12:00', '03/06']",03/06 12:00,VRB,2,NIL,9999,,,,NIL,NIL,20,16,1023,78,,,,,,,,
"['13:00', '03/06']",03/06 13:00,30,5,NIL,9999,,,,NIL,NIL,24,17,1023,65,,,,,,,,
"['14:00', '03/06']",03/06 14:00,60,7,NIL,9999,,,,NIL,2,26,17,1023,58,,,,,,,,
"['15:00', '03/06']",03/06 15:00,40,7,NIL,9999,,,,4000,5,26,17,1022,58,,,,,,,,
"['16:00', '03/06']",03/06 16:00,40,7,215,9999,,,,4000,5,27,15,1021,48,,,,,,,,
"['17:00', '03/06']",03/06 17:00,30,8,165,9999,,,,4000,5,28,14,1020,42,,,,,,,,
"['18:00', '03/06']",03/06 18:00,VRB,3,NIL,9999,,,,NIL,3,28,13,1019,40,,,,,,,,
"['19:00', '03/06']",03/06 19:00,60,6,NIL,9999,,,,NIL,3,27,15,1019,48,,,,,,,,
"['20:00', '03/06']",03/06 20:00,70,5,NIL,9999,,,,NIL,3,26,16,1020,54,,,,,,,,
"['21:00', '03/06']",03/06 21:00,80,5,NIL,9999,,,,NIL,3,25,17,1020,61,,,,,,,,
"['22:00', '03/06']",03/06 22:00,110,5,NIL,9999,,,,4800,5,25,17,1021,61,,,,,,,,
"['23:00', '03/06']",03/06 23:00,90,6,NIL,9999,,,,NIL,3,23,17,1021,69,,,,,,,,
"['00:00', '04/06']",04/06 00:00,VRB,2,NIL,9999,,,,NIL,2,22,17,1022,73,,,,,,,,
"['01:00', '04/06']",04/06 01:00,70,3,65,9999,,,,NIL,NIL,21,17,1022,78,,,,,,NIL,,
"['02:00', '04/06']",04/06 02:00,110,3,NIL,9999,,,,NIL,NIL,22,17,1022,73,,,,,,NIL,,
"['03:00', '04/06']",04/06 03:00,140,2,NIL,9999,,,,NIL,NIL,21,17,1022,78,,,,,,NIL,,
"['04:00', '04/06']",04/06 04:00,170,2,NIL,9999,,,,NIL,NIL,19,17,1022,88,,,,,,NIL,,
"['05:00', '04/06']",04/06 05:00,280,2,NIL,9999,,,,NIL,NIL,17,16,1022,94,,,,,,NIL,,
"['06:00', '04/06']",04/06 06:00,260,2,NIL,9999,,,,NIL,NIL,17,16,1022,94,,,,,,NIL,,
"['07:00', '04/06']",04/06 07:00,360,1,NIL,9999,,,,NIL,NIL,16,15,1021,94,,,,,,NIL,,
"['08:00', '04/06']",04/06 08:00,0,0,NIL,9999,,,,NIL,2,16,15,1021,94,,,,,,NIL,,
"['09:00', '04/06']",04/06 09:00,0,0,NIL,9999,,,,NIL,2,16,15,1022,94,,,,,,NIL,,
"['10:00', '04/06']",04/06 10:00,280,2,NIL,9999,,,,NIL,2,15,14,1023,94,,,,,,1,,
"['11:00', '04/06']",04/06 11:00,VRB,1,NIL,9999,,,,NIL,2,20,16,1024,78,,,,,,NIL,,
"['12:00', '04/06']",04/06 12:00,80,6,75,9999,,,,NIL,NIL,22,17,1025,73,,,,,,NIL,,
"['13:00', '04/06']",04/06 13:00,70,12,NIL,9999,,,,NIL,2,24,17,1025,65,,,,,,NIL,,
"['14:00', '04/06']",04/06 14:00,60,13,NIL,9999,,,,NIL,3,25,17,1025,61,,,,,,NIL,,
"['15:00', '04/06']",04/06 15:00,60,11,NIL,9999,,,,NIL,3,25,17,1024,61,,,,,,NIL,,
"['16:00', '04/06']",04/06 16:00,70,8,75,9999,,,,NIL,3,26,17,1022,58,,,,,,NIL,,
"['17:00', '04/06']",04/06 17:00,50,8,60,9999,,,,NIL,3,27,17,1021,54,,,,,,NIL,,
"['18:00', '04/06']",04/06 18:00,80,8,65,9999,,,,NIL,3,27,17,1021,54,,,,,,NIL,,
"['19:00', '04/06']",04/06 19:00,80,9,NIL,9999,,,,4000,5,27,16,1020,51,,,,,,NIL,,
"['20:00', '04/06']",04/06 20:00,80,11,NIL,9999,,,,NIL,3,27,17,1021,54,,,,,,NIL,,
"['21:00', '04/06']",04/06 21:00,80,9,NIL,9999,,,,NIL,2,25,17,1021,61,,,,,,NIL,,
"['22:00', '04/06']",04/06 22:00,110,8,NIL,9999,,,,NIL,NIL,24,17,1021,65,,,,,,NIL,,
"['23:00', '04/06']",04/06 23:00,100,8,NIL,9999,,,,NIL,NIL,23,17,1022,69,,,,,,NIL,,
"['00:00', '05/06']",05/06 00:00,110,5,NIL,9999,,,,NIL,NIL,22,17,1023,73,,,,,,NIL,,
"['01:00', '05/06']",05/06 01:00,110,5,NIL,9999,,,,NIL,NIL,22,17,1023,73,,,,,,,,
"['02:00', '05/06']",05/06 02:00,150,3,NIL,9999,,,,NIL,NIL,21,16,1023,73,,,,,,,,
"['03:00', '05/06']",05/06 03:00,130,4,NIL,9999,,,,NIL,NIL,21,17,1023,78,,,,,,,,
"['04:00', '05/06']",05/06 04:00,VRB,1,NIL,9999,,,,NIL,NIL,18,16,1023,88,,,,,,,,
"['05:00', '05/06']",05/06 05:00,0,0,NIL,9999,,,,NIL,NIL,17,16,1022,94,,,,,,,,
"['06:00', '05/06']",05/06 06:00,VRB,1,NIL,9999,,,,NIL,NIL,17,16,1022,94,,,,,,,,
"['07:00', '05/06']",05/06 07:00,0,0,NIL,9999,,,,NIL,NIL,16,15,1022,94,,,,,,,,
"['08:00', '05/06']",05/06 08:00,VRB,2,NIL,9999,,,,NIL,NIL,16,15,1022,94,,,,,,,,
"['09:00', '05/06']",05/06 09:00,VRB,2,NIL,9999,,,,NIL,NIL,18,16,1023,88,,,,,,,,
"['10:00', '05/06']",05/06 10:00,VRB,1,NIL,9999,,,,NIL,NIL,16,15,1024,94,,,,,,,,
"['11:00', '05/06']",05/06 11:00,VRB,2,NIL,9999,,,,NIL,2,19,17,1024,88,,,,,,,,
"['12:00', '05/06']",05/06 12:00,50,3,230,9999,,,,NIL,2,22,18,1025,78,,,,,,,,
"['13:00', '05/06']",05/06 13:00,50,9,NIL,9999,,,,NIL,2,23,17,1025,69,,,,,,,,
"['14:00', '05/06']",05/06 14:00,70,9,NIL,9999,,,,NIL,3,25,18,1025,65,,,,,,,,
"['15:00', '05/06']",05/06 15:00,60,10,NIL,9999,,,,NIL,3,26,17,1024,58,,,,,,,,
"['16:00', '05/06']",05/06 16:00,40,7,215,9999,,,,3500,5,27,18,1023,58,,,,,,,,
"['17:00', '05/06']",05/06 17:00,70,7,70,9999,,,,3500,5,27,18,1022,58,,,,,,,,
"['18:00', '05/06']",05/06 18:00,70,6,70,9999,,,,NIL,3,28,17,1022,51,,,,,,,,
"['19:00', '05/06']",05/06 19:00,90,10,NIL,9999,,,,NIL,3,27,17,1021,54,,,,,,,,
"['20:00', '05/06']",05/06 20:00,90,9,NIL,9999,,,,NIL,2,27,17,1021,54,,,,,,,,
"['21:00', '05/06']",05/06 21:00,100,7,NIL,9999,,,,NIL,NIL,25,17,1022,61,,,,,,,,
"['22:00', '05/06']",05/06 22:00,100,9,NIL,9999,,,,NIL,NIL,24,17,1023,65,,,,,,,,
"['23:00', '05/06']",05/06 23:00,110,7,NIL,9999,,,,NIL,NIL,23,17,1023,69,,,,,,,,
"['00:00', '06/06']",06/06 00:00,100,5,NIL,9999,,,,NIL,NIL,22,17,1024,73,,,,,,,,
"['01:00', '06/06']",06/06 01:00,90,7,NIL,9999,,,,,NIL,21,17,1024,78,,,,,,,,
"['02:00', '06/06']",06/06 02:00,120,3,115,9999,,,,,NIL,21,17,1024,78,,,,,,,,
"['03:00', '06/06']",06/06 03:00,120,4,NIL,9999,,,,,NIL,21,17,1024,78,,,,,,,,
"['04:00', '06/06']",06/06 04:00,260,2,NIL,9999,,,,,NIL,19,16,1024,83,,,,,,,,
"['05:00', '06/06']",06/06 05:00,330,2,NIL,9999,,,,,NIL,18,16,1023,88,,,,,,,,
"['06:00', '06/06']",06/06 06:00,250,3,NIL,9999,,,,,NIL,17,15,1023,88,,,,,,,,
"['07:00', '06/06']",06/06 07:00,150,3,NIL,9999,,,,,NIL,17,15,1023,88,,,,,,,,
"['08:00', '06/06']",06/06 08:00,190,3,NIL,9999,,,,,NIL,17,15,1023,88,,,,,,,,
"['09:00', '06/06']",06/06 09:00,150,2,NIL,9999,,,,,NIL,17,15,1023,88,,,,,,,,
"['10:00', '06/06']",06/06 10:00,0,0,NIL,9999,,,,,NIL,16,15,1023,94,,,,,,,,
"['11:00', '06/06']",06/06 11:00,330,2,NIL,9999,,,,,NIL,18,16,1024,88,,,,,,,,
"['12:00', '06/06']",06/06 12:00,50,6,NIL,9999,,,,,NIL,21,16,1024,73,,,,,,,,
"['13:00', '06/06']",06/06 13:00,70,8,NIL,9999,,,,,NIL,23,17,1024,69,,,,,,,,
"['14:00', '06/06']",06/06 14:00,30,5,NIL,9999,,,,,NIL,25,17,1024,61,,,,,,,,
"['15:00', '06/06']",06/06 15:00,20,5,NIL,9999,,,,,NIL,26,17,1023,58,,,,,,,,
"['16:00', '06/06']",06/06 16:00,60,4,NIL,9999,,,,,2,27,16,1022,51,,,,,,,,
"['17:00', '06/06']",06/06 17:00,60,2,NIL,9999,,,,,2,29,16,1021,45,,,,,,,,
"['18:00', '06/06']",06/06 18:00,220,4,NIL,9999,,,,,3,29,17,1020,48,,,,,,,,
"['19:00', '06/06']",06/06 19:00,140,8,145,9999,,,,,3,29,17,1020,48,,,,,,,,
"['20:00', '06/06']",06/06 20:00,140,8,NIL,9999,,,,,3,27,17,1021,54,,,,,,,,
"['21:00', '06/06']",06/06 21:00,130,6,NIL,9999,,,,,3,25,17,1021,61,,,,,,,,
"['22:00', '06/06']",06/06 22:00,140,5,NIL,9999,,,,,2,24,17,1022,65,,,,,,,,
"['23:00', '06/06']",06/06 23:00,130,4,135,9999,,,,,NIL,23,17,1022,69,,,,,,,,
"['00:00', '07/06']",07/06 00:00,VRB,1,NIL,9999,,,,,NIL,21,17,1023,78,,,,,,,,
"['01:00', '07/06']",07/06 01:00,VRB,2,NIL,9999,NIL,NIL,,,,21,17,1023,78,,,,,,NIL,,
"['02:00', '07/06']",07/06 02:00,90,4,NIL,9999,NIL,NIL,,,,20,17,1023,83,,,,,,NIL,,
"['03:00', '07/06']",07/06 03:00,VRB,2,NIL,9999,NIL,NIL,,,,19,17,1023,88,,,,,,NIL,,
"['04:00', '07/06']",07/06 04:00,VRB,2,NIL,9999,NIL,NIL,,,,19,17,1023,88,,,,,,NIL,,
"['05:00', '07/06']",07/06 05:00,110,3,NIL,9999,NIL,NIL,,,,18,16,1020,88,,,,,,NIL,,
"['06:00', '07/06']",07/06 06:00,0,0,NIL,9999,NIL,NIL,,,,16,15,1022,94,,,,,,NIL,,
"['07:00', '07/06']",07/06 07:00,VRB,1,NIL,9999,NIL,NIL,,,,16,15,1022,94,,,,,,NIL,,
"['08:00', '07/06']",07/06 08:00,0,0,NIL,9999,NIL,NIL,,,,16,16,1022,100,,,,,,NIL,,
"['09:00', '07/06']",07/06 09:00,VRB,1,NIL,9999,NIL,NIL,,,,15,14,1023,94,,,,,,1,,
"['10:00', '07/06']",07/06 10:00,VRB,1,NIL,9999,4000,135,,,,15,14,1023,94,,,,,,1,,
"['11:00', '07/06']",07/06 11:00,200,2,NIL,9999,NIL,NIL,,,,18,16,1024,88,,,,,,NIL,,
"['12:00', '07/06']",07/06 12:00,VRB,2,NIL,9999,NIL,NIL,,,,21,16,1025,73,,,,,,NIL,,
"['13:00', '07/06']",07/06 13:00,80,8,80,9999,NIL,NIL,,,,22,17,1025,73,,,,,,NIL,,
"['14:00', '07/06']",07/06 14:00,60,8,NIL,9999,NIL,NIL,,,,24,16,1025,61,,,,,,NIL,,
"['15:00', '07/06']",07/06 15:00,50,5,240,9999,NIL,NIL,,,,25,16,1024,57,,,,,,NIL,,
"['16:00', '07/06']",07/06 16:00,80,6,70,9999,NIL,NIL,,,,27,16,1023,51,,,,,,NIL,,
"['17:00', '07/06']",07/06 17:00,80,8,65,9999,NIL,NIL,,,,27,13,1022,42,,,,,,NIL,,
"['18:00', '07/06']",07/06 18:00,60,7,NIL,9999,NIL,NIL,,,,28,13,1022,40,,,,,,NIL,,
"['19:00', '07/06']",07/06 19:00,100,6,100,9999,NIL,NIL,,,,28,14,1021,42,,,,,,NIL,,
"['20:00', '07/06']",07/06 20:00,100,7,100,9999,NIL,NIL,,,,27,15,1021,48,,,,,,NIL,,
"['21:00', '07/06']",07/06 21:00,100,6,NIL,9999,NIL,NIL,,,,25,15,1022,54,,,,,,NIL,,
"['22:00', '07/06']",07/06 22:00,110,7,NIL,9999,NIL,NIL,,,,24,16,1022,61,,,,,,NIL,,
"['23:00', '07/06']",07/06 23:00,110,7,NIL,9999,NIL,NIL,,,,23,16,1023,65,,,,,,NIL,,
"['00:00', '08/06']",08/06 00:00,120,6,NIL,9999,NIL,NIL,,,,22,17,1023,73,,,,,,NIL,,
"['01:00', '08/06']",08/06 01:00,120,7,NIL,9999,NIL,NIL,,,NIL,21,17,1023,78,,,,,,NIL,,
"['02:00', '08/06']",08/06 02:00,110,5,NIL,9999,NIL,NIL,,,NIL,20,16,1023,78,,,,,,NIL,,
"['03:00', '08/06']",08/06 03:00,240,3,NIL,9999,NIL,NIL,,,NIL,18,16,1024,88,,,,,,NIL,,
"['04:00', '08/06']",08/06 04:00,220,1,NIL,9999,NIL,NIL,,,NIL,17,16,1023,94,,,,,,NIL,,
"['05:00', '08/06']",08/06 05:00,280,2,NIL,9999,NIL,NIL,,,NIL,16,15,1023,94,,,,,,NIL,,
"['06:00', '08/06']",08/06 06:00,200,2,NIL,9999,NIL,NIL,,,NIL,16,15,1022,94,,,,,,NIL,,
"['07:00', '08/06']",08/06 07:00,VRB,1,NIL,9999,1000,45,,,NIL,16,15,1022,94,,,,,,1,,
"['08:00', '08/06']",08/06 08:00,210,2,NIL,9999,NIL,NIL,,,NIL,15,14,1022,94,,,,,,NIL,,
"['09:00', '08/06']",08/06 09:00,270,3,NIL,9999,1500,90,,,NIL,14,13,1022,94,,,,,,1,,
"['10:00', '08/06']",08/06 10:00,VRB,1,NIL,9999,1500,90,,,2,15,14,1022,94,,,,,,1,,
"['11:00', '08/06']",08/06 11:00,VRB,1,NIL,9999,NIL,NIL,,,NIL,18,15,1023,83,,,,,,NIL,,
"['12:00', '08/06']",08/06 12:00,VRB,3,NIL,9999,NIL,NIL,,,NIL,21,16,1024,73,,,,,,NIL,,
"['13:00', '08/06']",08/06 13:00,80,8,NIL,9999,NIL,NIL,,,NIL,23,16,1024,65,,,,,,NIL,,
"['14:00', '08/06']",08/06 14:00,70,9,70,9999,NIL,NIL,,,NIL,24,16,1023,61,,,,,,NIL,,
"['15:00', '08/06']",08/06 15:00,70,8,80,9999,NIL,NIL,,,NIL,25,16,1023,57,,,,,,NIL,,
"['16:00', '08/06']",08/06 16:00,100,7,100,9999,NIL,NIL,,,NIL,27,14,1022,45,,,,,,NIL,,
"['17:00', '08/06']",08/06 17:00,70,8,85,9999,NIL,NIL,,,NIL,27,15,1021,48,,,,,,NIL,,
"['18:00', '08/06']",08/06 18:00,90,8,NIL,9999,NIL,NIL,,,NIL,28,15,1020,45,,,,,,NIL,,
"['19:00', '08/06']",08/06 19:00,80,9,NIL,9999,NIL,NIL,,,NIL,28,14,1020,42,,,,,,NIL,,
"['20:00', '08/06']",08/06 20:00,80,8,90,9999,NIL,NIL,,,NIL,27,15,1020,48,,,,,,NIL,,
"['21:00', '08/06']",08/06 21:00,110,7,NIL,9999,NIL,NIL,,,NIL,25,15,1021,54,,,,,,NIL,,
"['22:00', '08/06']",08/06 22:00,140,5,NIL,9999,NIL,NIL,,,NIL,23,16,1021,65,,,,,,NIL,,
"['23:00', '08/06']",08/06 23:00,130,8,140,9999,NIL,NIL,,,NIL,23,16,1021,65,,,,,,NIL,,
"['00:00', '09/06']",09/06 00:00,80,4,NIL,9999,NIL,NIL,,,NIL,21,17,1022,78,,,,,,NIL,,
"['01:00', '09/06']",09/06 01:00,VRB,1,NIL,9999,NIL,NIL,,,NIL,19,16,1022,83,,,,,,NIL,,
"['02:00', '09/06']",09/06 02:00,170,3,NIL,9999,NIL,NIL,,,NIL,19,16,1022,83,,,,,,NIL,,
"['03:00', '09/06']",09/06 03:00,160,2,NIL,9999,NIL,NIL,,,NIL,19,16,1022,83,,,,,,NIL,,
"['04:00', '09/06']",09/06 04:00,260,3,NIL,9999,NIL,NIL,,,NIL,16,15,1022,94,,,,,,NIL,,
"['05:00', '09/06']",09/06 05:00,220,2,NIL,9999,NIL,NIL,,,NIL,16,14,1022,88,,,,,,NIL,,
"['06:00', '09/06']",09/06 06:00,240,1,NIL,9999,NIL,NIL,,,NIL,16,14,1021,88,,,,,,NIL,,
"['07:00', '09/06']",09/06 07:00,250,2,NIL,9999,NIL,NIL,,,NIL,15,14,1021,94,,,,,,NIL,,
"['08:00', '09/06']",09/06 08:00,200,2,NIL,9999,NIL,NIL,,,NIL,15,14,1021,94,,,,,,NIL,,
"['09:00', '09/06']",09/06 09:00,VRB,2,NIL,9999,NIL,NIL,,,NIL,15,14,1021,94,,,,,,NIL,,
"['10:00', '09/06']",09/06 10:00,VRB,2,NIL,9999,NIL,NIL,,,NIL,15,14,1022,94,,,,,,NIL,,
"['11:00', '09/06']",09/06 11:00,VRB,1,NIL,9999,3000,45,,,NIL,16,14,1022,88,,,,,,1,,
"['12:00', '09/06']",09/06 12:00,0,0,NIL,9999,NIL,NIL,,,NIL,20,16,1023,78,,,,,,NIL,,
"['13:00', '09/06']",09/06 13:00,60,7,65,9999,NIL,NIL,,,NIL,23,16,1023,65,,,,,,NIL,,
"['14:00', '09/06']",09/06 14:00,70,10,NIL,9999,NIL,NIL,,,NIL,25,16,1023,57,,,,,,NIL,,
"['15:00', '09/06']",09/06 15:00,80,11,90,9999,NIL,NIL,,,NIL,26,15,1022,51,,,,,,NIL,,
"['16:00', '09/06']",09/06 16:00,90,12,90,9999,NIL,NIL,,,2,27,16,1021,51,,,,,,NIL,,
"['17:00', '09/06']",09/06 17:00,100,10,NIL,9999,NIL,NIL,,,2,28,14,1020,42,,,,,,NIL,,
"['18:00', '09/06']",09/06 18:00,100,9,NIL,9999,NIL,NIL,,,2,28,14,1019,42,,,,,,NIL,,
"['19:00', '09/06']",09/06 19:00,60,10,60,9999,NIL,NIL,,,2,28,13,1019,40,,,,,,NIL,,
"['20:00', '09/06']",09/06 20:00,70,9,NIL,9999,NIL,NIL,,,NIL,27,13,1019,42,,,,,,NIL,,
"['21:00', '09/06']",09/06 21:00,60,6,NIL,9999,NIL,NIL,,,NIL,25,15,1019,54,,,,,,NIL,,
