validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,nevoa_umida,vnt_rajada,pancada
"['10:00', '30/10']",30/10 10:00,70,11,,9999,,,7000,5,27,23,1014,79,,,
"['11:00', '30/10']",30/10 11:00,70,11,,9999,,,8000,5,28,23,1015,74,,,
"['12:00', '30/10']",30/10 12:00,80,10,,9999,,,8000,5,28,24,1016,79,,,
"['13:00', '30/10']",30/10 13:00,100,11,,9999,,,10000,5,29,23,1015,70,,,
"['14:00', '30/10']",30/10 14:00,70,13,,9999,,,NIL,3,29,24,1015,74,,,
"['15:00', '30/10']",30/10 15:00,70,14,,9999,,,NIL,3,29,23,1014,70,,,
"['16:00', '30/10']",30/10 16:00,70,13,,9999,,,NIL,3,29,23,1013,70,,,
"['17:00', '30/10']",30/10 17:00,80,15,,9999,,,NIL,2,29,23,1012,70,,,
"['18:00', '30/10']",30/10 18:00,70,14,,9999,,,NIL,2,29,23,1012,70,,,
"['19:00', '30/10']",30/10 19:00,70,15,,9999,,,NIL,2,28,23,1012,74,,,
"['20:00', '30/10']",30/10 20:00,70,13,,9999,,,NIL,2,27,23,1012,79,,,
"['21:00', '30/10']",30/10 21:00,70,12,,9999,,,NIL,3,27,23,1012,79,,,
"['22:00', '30/10']",30/10 22:00,70,10,,9999,,,NIL,3,27,23,1013,79,,,
"['23:00', '30/10']",30/10 23:00,60,10,,9999,,,NIL,3,27,23,1013,79,,,
"['00:00', '31/10']",31/10 00:00,70,10,,9999,,,6000,5,27,23,1014,79,,,
"['01:00', '31/10']",31/10 01:00,60,10,NIL,9999,,,NIL,3,26,23,1014,84,,,
"['02:00', '31/10']",31/10 02:00,60,11,NIL,9999,,,NIL,3,26,23,1013,84,,,
"['03:00', '31/10']",31/10 03:00,70,11,NIL,9999,,,NIL,2,26,23,1013,84,,,
"['04:00', '31/10']",31/10 04:00,60,9,NIL,9999,,,NIL,2,26,23,1012,84,,,
"['05:00', '31/10']",31/10 05:00,60,9,NIL,9999,,,NIL,3,26,23,1012,84,,,
"['06:00', '31/10']",31/10 06:00,60,8,NIL,9999,,,5000,5,26,23,1012,84,,,
"['07:00', '31/10']",31/10 07:00,40,7,NIL,9999,,,NIL,3,26,23,1012,84,,,
"['08:00', '31/10']",31/10 08:00,30,4,NIL,9999,,,6000,5,26,23,1012,84,,,
"['09:00', '31/10']",31/10 09:00,20,4,NIL,9999,,,NIL,3,26,23,1013,84,,,
"['10:00', '31/10']",31/10 10:00,360,5,180,9999,,,6000,5,26,23,1013,84,,,
"['11:00', '31/10']",31/10 11:00,10,6,195,8000,,,6000,5,27,23,1014,79,,,
"['12:00', '31/10']",31/10 12:00,20,10,NIL,9999,,,NIL,3,28,22,1014,70,,,
"['13:00', '31/10']",31/10 13:00,70,15,NIL,9999,,,NIL,3,30,23,1014,66,,,
"['14:00', '31/10']",31/10 14:00,70,17,NIL,9999,,,NIL,3,30,24,1013,70,,,
"['15:00', '31/10']",31/10 15:00,60,15,NIL,9999,,,NIL,3,29,24,1013,74,,,
"['16:00', '31/10']",31/10 16:00,70,17,NIL,9999,,,NIL,3,29,24,1012,74,,,
"['17:00', '31/10']",31/10 17:00,70,17,NIL,9999,,,NIL,3,29,24,1011,74,,,
"['18:00', '31/10']",31/10 18:00,70,16,NIL,9999,,,10000,5,28,24,1010,79,,,
"['19:00', '31/10']",31/10 19:00,70,16,NIL,9999,,,NIL,3,28,24,1010,79,,,
"['20:00', '31/10']",31/10 20:00,60,15,NIL,9999,,,NIL,3,27,24,1010,84,,,
"['21:00', '31/10']",31/10 21:00,60,13,NIL,9999,,,NIL,3,27,24,1011,84,,,
"['22:00', '31/10']",31/10 22:00,60,12,NIL,9999,,,NIL,3,27,24,1011,84,,,
"['23:00', '31/10']",31/10 23:00,60,11,NIL,9999,,,1700,5,27,24,1012,84,,,
"['00:00', '01/11']",01/11 00:00,50,11,NIL,9999,,,1700,5,27,24,1012,84,,,
"['01:00', '01/11']",01/11 01:00,60,9,NIL,9999,NIL,,1700,5,26,24,1012,89,,,
"['02:00', '01/11']",01/11 02:00,40,9,NIL,9999,NIL,,1600,5,26,24,1012,89,,,
"['03:00', '01/11']",01/11 03:00,40,9,NIL,9999,NIL,,1600,5,26,24,1011,89,,,
"['04:00', '01/11']",01/11 04:00,30,9,NIL,9999,NIL,,1600,5,26,24,1011,89,,,
"['05:00', '01/11']",01/11 05:00,20,5,NIL,9999,NIL,,NIL,3,25,24,1010,94,,,
"['06:00', '01/11']",01/11 06:00,340,2,NIL,9999,NIL,,NIL,3,25,23,1010,89,,,
"['07:00', '01/11']",01/11 07:00,360,2,NIL,9999,NIL,,1600,5,25,23,1011,89,,,
"['08:00', '01/11']",01/11 08:00,340,3,NIL,9999,NIL,,1600,5,25,24,1011,94,,,
"['09:00', '01/11']",01/11 09:00,350,5,165,9999,NIL,,1700,8,25,24,1011,94,,,
"['10:00', '01/11']",01/11 10:00,10,5,NIL,8000,NIL,,1700,5,26,23,1012,84,,,
"['11:00', '01/11']",01/11 11:00,10,9,NIL,9999,NIL,,1700,5,27,23,1012,79,,,
"['12:00', '01/11']",01/11 12:00,350,9,170,9999,NIL,,1700,5,28,23,1012,74,,,
"['13:00', '01/11']",01/11 13:00,360,7,NIL,9999,NIL,,3600,5,30,23,1012,66,,,
"['14:00', '01/11']",01/11 14:00,80,13,NIL,9999,NIL,,6000,5,29,24,1011,74,,,
"['15:00', '01/11']",01/11 15:00,70,13,NIL,9999,NIL,,NIL,3,29,24,1010,74,,,
"['16:00', '01/11']",01/11 16:00,60,16,NIL,9999,NIL,,NIL,3,30,24,1009,70,,,
"['17:00', '01/11']",01/11 17:00,60,15,NIL,9999,NIL,,NIL,3,28,24,1008,79,,,
"['18:00', '01/11']",01/11 18:00,60,18,NIL,9999,NIL,,7000,5,28,24,1007,79,,,
"['19:00', '01/11']",01/11 19:00,60,16,NIL,9999,NIL,,NIL,3,28,24,1007,79,,,
"['20:00', '01/11']",01/11 20:00,50,14,NIL,9999,NIL,,NIL,3,27,24,1007,84,,,
"['21:00', '01/11']",01/11 21:00,50,12,NIL,9999,NIL,,10000,5,27,24,1008,84,,,
"['22:00', '01/11']",01/11 22:00,50,9,NIL,8000,1,,10000,5,26,25,1008,94,,,
"['23:00', '01/11']",01/11 23:00,50,9,NIL,9999,NIL,,NIL,3,26,24,1009,89,,,
"['00:00', '02/11']",02/11 00:00,50,9,NIL,9999,NIL,,NIL,3,26,24,1009,89,,,
"['01:00', '02/11']",02/11 01:00,50,10,NIL,9999,NIL,,1500,5,26,24,1009,89,,,
"['02:00', '02/11']",02/11 02:00,40,9,NIL,9999,NIL,,1500,5,26,24,1009,89,,,
"['03:00', '02/11']",02/11 03:00,50,7,NIL,9999,NIL,,NIL,3,26,24,1009,89,,,
"['04:00', '02/11']",02/11 04:00,30,7,NIL,9999,NIL,,NIL,3,26,24,1008,89,,,
"['05:00', '02/11']",02/11 05:00,40,5,NIL,9999,NIL,,NIL,3,26,24,1008,89,,,
"['06:00', '02/11']",02/11 06:00,10,4,NIL,9999,NIL,,10000,5,25,24,1008,94,,,
"['07:00', '02/11']",02/11 07:00,80,2,NIL,9999,NIL,,10000,5,25,24,1009,94,,,
"['08:00', '02/11']",02/11 08:00,280,3,NIL,9999,NIL,,1700,5,25,24,1009,94,,,
"['09:00', '02/11']",02/11 09:00,230,4,NIL,9999,NIL,,1700,5,25,24,1010,94,,,
"['10:00', '02/11']",02/11 10:00,200,9,195,4000,1,,1000,5,24,23,1011,94,,,
"['10:40', '02/11']",02/11 10:40,220,13,NIL,8000,1,,2000,5,24,23,1011,94,,,
"['11:00', '02/11']",02/11 11:00,220,12,NIL,8000,1,,2000,5,24,23,1011,94,,,
"['12:00', '02/11']",02/11 12:00,240,9,NIL,4000,1,,1700,5,23,23,1012,100,,,
"['13:00', '02/11']",02/11 13:00,250,7,NIL,4000,1,,1500,5,24,23,1012,94,,,
"['13:10', '02/11']",02/11 13:10,240,7,240,3000,1,,1000,5,24,23,1012,94,,,
"['14:00', '02/11']",02/11 14:00,240,9,NIL,3000,1,,1000,5,24,23,1012,94,,,
"['15:00', '02/11']",02/11 15:00,230,10,NIL,3000,1,,1000,5,24,23,1011,94,,,
"['16:00', '02/11']",02/11 16:00,230,11,NIL,3000,1,,1200,5,24,23,1011,94,,,
"['17:00', '02/11']",02/11 17:00,220,12,NIL,3000,1,,1000,5,24,23,1010,94,,,
"['17:10', '02/11']",02/11 17:10,210,12,NIL,2000,1,,500,5,24,23,1010,94,,,
"['18:00', '02/11']",02/11 18:00,210,12,NIL,4000,1,,1200,5,24,23,1009,94,,,
"['18:40', '02/11']",02/11 18:40,230,11,NIL,2000,1,,1000,5,24,23,1009,94,,,
"['19:00', '02/11']",02/11 19:00,210,11,NIL,2000,1,,1000,5,24,23,1010,94,,,
"['20:00', '02/11']",02/11 20:00,210,11,NIL,2000,1,,1000,5,23,23,1009,100,,,
"['21:00', '02/11']",02/11 21:00,220,10,NIL,3000,1,,1000,5,24,23,1010,94,,,
"['22:00', '02/11']",02/11 22:00,220,10,220,5000,1,,1500,5,24,23,1011,94,,,
"['23:00', '02/11']",02/11 23:00,210,9,NIL,5000,1,,1500,5,24,24,1011,100,,,
"['00:00', '03/11']",03/11 00:00,200,12,NIL,8000,NIL,,1500,5,25,23,1011,89,,,
"['01:00', '03/11']",03/11 01:00,180,11,NIL,9999,NIL,,1500,5,25,23,1012,89,NIL,,
"['02:00', '03/11']",03/11 02:00,170,9,NIL,9999,NIL,,7000,5,26,23,1012,84,NIL,,
"['03:00', '03/11']",03/11 03:00,180,12,NIL,9999,NIL,,6000,8,25,23,1011,89,NIL,,
"['04:00', '03/11']",03/11 04:00,190,6,NIL,8000,1,,1500,8,24,23,1011,94,NIL,,
"['05:00', '03/11']",03/11 05:00,200,8,NIL,8000,NIL,,1500,8,25,23,1010,89,NIL,,
"['06:00', '03/11']",03/11 06:00,220,8,NIL,8000,NIL,,1500,8,24,24,1010,100,NIL,,
"['07:00', '03/11']",03/11 07:00,250,10,NIL,5000,1,,1500,8,24,23,1010,94,1,,
"['08:00', '03/11']",03/11 08:00,230,13,NIL,4000,1,,500,8,24,23,1011,94,1,,
"['09:00', '03/11']",03/11 09:00,210,12,NIL,3000,1,,400,8,24,24,1011,100,1,,
"['10:00', '03/11']",03/11 10:00,210,13,NIL,5000,NIL,,800,8,24,23,1012,94,1,,
"['11:00', '03/11']",03/11 11:00,200,13,NIL,3000,NIL,,900,8,25,23,1013,89,1,,
"['11:20', '03/11']",03/11 11:20,210,14,NIL,5000,NIL,,500,8,25,23,1013,89,1,,
"['12:00', '03/11']",03/11 12:00,210,10,210,3000,NIL,,500,8,24,23,1014,94,1,,
"['13:00', '03/11']",03/11 13:00,230,14,230,3000,NIL,,500,8,24,23,1014,94,1,,
"['13:30', '03/11']",03/11 13:30,220,13,NIL,5000,NIL,,800,8,25,23,1013,89,1,,
"['14:00', '03/11']",03/11 14:00,230,13,NIL,4000,NIL,,800,8,25,23,1013,89,1,,
"['14:40', '03/11']",03/11 14:40,220,13,220,6000,NIL,,1000,8,26,23,1013,84,NIL,,
"['15:00', '03/11']",03/11 15:00,220,12,NIL,5000,NIL,,1000,8,25,23,1013,89,1,,
"['16:00', '03/11']",03/11 16:00,210,12,215,3000,NIL,,900,8,25,23,1012,89,1,,
"['16:15', '03/11']",03/11 16:15,210,10,205,2000,NIL,,500,8,25,23,1012,89,1,,
"['17:00', '03/11']",03/11 17:00,220,13,NIL,2000,1,,500,8,24,24,1012,100,1,,
"['18:00', '03/11']",03/11 18:00,210,16,NIL,2000,1,,500,8,24,23,1011,94,1,,
"['19:00', '03/11']",03/11 19:00,210,13,NIL,3000,1,,500,8,24,23,1011,94,NIL,,
"['20:00', '03/11']",03/11 20:00,220,10,NIL,2000,1,,500,8,24,23,1011,94,1,,
"['20:40', '03/11']",03/11 20:40,200,8,210,5000,1,,1000,8,24,23,1012,94,1,,
"['21:00', '03/11']",03/11 21:00,200,11,205,2000,1,,500,8,24,23,1012,94,1,,
"['22:00', '03/11']",03/11 22:00,200,9,205,4000,1,,1000,8,24,23,1012,94,1,,
"['23:00', '03/11']",03/11 23:00,210,10,210,5000,1,,1000,8,24,23,1013,94,1,,
"['23:10', '03/11']",03/11 23:10,210,9,NIL,2000,1,,700,8,24,23,1013,94,1,,
"['00:00', '04/11']",04/11 00:00,220,9,NIL,2000,1,,700,8,24,23,1014,94,1,,
"['01:00', '04/11']",04/11 01:00,210,13,NIL,4000,1,,900,5,24,23,1014,94,1,,
"['02:00', '04/11']",04/11 02:00,220,8,220,4000,1,,1000,5,24,23,1013,94,1,,
"['02:30', '04/11']",04/11 02:30,230,8,NIL,3000,1,,500,5,23,23,1013,100,1,,
"['03:00', '04/11']",04/11 03:00,230,10,NIL,3000,1,,500,5,23,23,1013,100,1,,
"['04:00', '04/11']",04/11 04:00,230,10,240,3000,1,,500,5,23,22,1012,94,1,,
"['05:00', '04/11']",04/11 05:00,240,7,230,3000,1,,500,5,23,23,1012,100,1,,
"['06:00', '04/11']",04/11 06:00,240,8,NIL,3000,1,,500,5,23,23,1012,100,1,,
"['07:00', '04/11']",04/11 07:00,240,6,NIL,3000,1,,500,5,23,22,1012,94,1,,
"['08:00', '04/11']",04/11 08:00,240,7,240,3000,1,,500,5,23,22,1012,94,1,,
"['09:00', '04/11']",04/11 09:00,240,8,NIL,3000,1,,500,5,23,22,1013,94,1,,
"['10:00', '04/11']",04/11 10:00,230,8,NIL,2500,1,,500,8,23,22,1013,94,1,,
"['10:35', '04/11']",04/11 10:35,240,9,NIL,5000,NIL,,600,8,23,23,1014,100,1,,
"['11:00', '04/11']",04/11 11:00,240,9,NIL,5000,1,,1500,8,24,23,1014,94,1,,
"['12:00', '04/11']",04/11 12:00,230,10,NIL,8000,NIL,,1500,5,24,22,1014,89,NIL,,
"['13:00', '04/11']",04/11 13:00,230,10,NIL,9999,NIL,,1500,5,25,22,1014,83,NIL,,
"['14:00', '04/11']",04/11 14:00,220,10,NIL,9999,NIL,,1500,5,26,23,1014,84,NIL,,
"['15:00', '04/11']",04/11 15:00,230,9,NIL,8000,NIL,,1500,5,25,22,1014,83,NIL,,
"['16:00', '04/11']",04/11 16:00,230,6,NIL,2000,1,,500,8,25,23,1014,89,1,,
"['17:00', '04/11']",04/11 17:00,240,5,NIL,3000,NIL,,500,8,25,24,1013,94,1,,
"['17:15', '04/11']",04/11 17:15,230,7,230,6000,NIL,,700,8,25,24,1013,94,NIL,,
"['17:25', '04/11']",04/11 17:25,240,7,230,8000,NIL,,1300,8,26,24,1013,89,NIL,,
"['18:00', '04/11']",04/11 18:00,220,7,220,8000,NIL,,1000,8,26,24,1013,89,NIL,,
"['19:00', '04/11']",04/11 19:00,220,6,220,8000,NIL,,900,8,25,23,1012,89,NIL,,
"['20:00', '04/11']",04/11 20:00,210,7,210,5000,NIL,,900,8,25,24,1013,94,1,,
"['20:40', '04/11']",04/11 20:40,210,8,NIL,8000,NIL,,1500,8,25,23,1013,89,NIL,,
"['21:00', '04/11']",04/11 21:00,210,6,170,8000,NIL,,1500,8,25,23,1013,89,NIL,,
"['22:00', '04/11']",04/11 22:00,170,7,180,9999,NIL,,1500,8,25,24,1013,94,NIL,,
"['23:00', '04/11']",04/11 23:00,170,6,160,8000,NIL,,1000,8,25,23,1014,89,NIL,,
"['00:00', '05/11']",05/11 00:00,170,7,155,9000,NIL,,1500,8,25,24,1014,94,NIL,,
"['01:00', '05/11']",05/11 01:00,160,10,NIL,9999,,,1700,5,25,24,1014,94,,,
"['02:00', '05/11']",05/11 02:00,160,9,NIL,9999,,,2000,5,25,24,1013,94,,,
"['03:00', '05/11']",05/11 03:00,170,9,NIL,9999,,,NIL,3,25,24,1012,94,,,
"['04:00', '05/11']",05/11 04:00,170,5,NIL,9999,,,1500,5,25,24,1012,94,,,
"['05:00', '05/11']",05/11 05:00,0,0,NIL,9999,,,1700,5,25,24,1012,94,,,
"['06:00', '05/11']",05/11 06:00,VRB,1,NIL,9999,,,1700,5,25,24,1012,94,,,
"['07:00', '05/11']",05/11 07:00,360,2,NIL,9999,,,2000,5,25,24,1012,94,,,
"['08:00', '05/11']",05/11 08:00,350,3,NIL,9999,,,2000,5,24,24,1012,100,,,
"['09:00', '05/11']",05/11 09:00,VRB,2,NIL,9999,,,NIL,3,25,24,1012,94,,,
"['10:00', '05/11']",05/11 10:00,260,4,NIL,9999,,,6000,5,25,23,1013,89,,,
"['11:00', '05/11']",05/11 11:00,280,4,275,9999,,,6000,5,26,23,1014,84,,,
"['12:00', '05/11']",05/11 12:00,290,3,285,9999,,,1800,5,27,24,1014,84,,,
"['13:00', '05/11']",05/11 13:00,VRB,5,NIL,9999,,,6000,5,28,23,1013,74,,,
"['14:00', '05/11']",05/11 14:00,130,6,135,8000,,,1500,5,27,24,1013,84,,,
"['15:00', '05/11']",05/11 15:00,180,6,180,8000,,,1500,5,27,24,1012,84,,,
"['16:00', '05/11']",05/11 16:00,210,5,NIL,8000,,,1500,5,26,25,1012,94,,,
"['17:00', '05/11']",05/11 17:00,190,7,NIL,9999,,,2000,5,27,24,1011,84,,,
"['18:00', '05/11']",05/11 18:00,180,8,NIL,9999,,,1500,5,27,24,1011,84,,,
"['19:00', '05/11']",05/11 19:00,180,10,NIL,9999,,,1500,5,27,24,1011,84,,,
"['20:00', '05/11']",05/11 20:00,170,8,NIL,9999,,,1500,5,26,24,1011,89,,,
"['21:00', '05/11']",05/11 21:00,160,7,165,9999,,,1500,5,26,24,1012,89,,,
"['22:00', '05/11']",05/11 22:00,160,5,NIL,9999,,,1700,5,26,24,1012,89,,,
"['23:00', '05/11']",05/11 23:00,180,5,195,9999,,,1700,5,26,24,1013,89,,,
"['00:00', '06/11']",06/11 00:00,130,3,125,9999,,,1700,5,26,24,1013,89,,,
"['01:00', '06/11']",06/11 01:00,80,4,,9999,,,7000,5,26,24,1014,89,,,
"['02:00', '06/11']",06/11 02:00,VRB,2,,9999,,,7000,5,26,24,1013,89,,,
"['03:00', '06/11']",06/11 03:00,90,4,,9999,,,NIL,3,26,24,1012,89,,,
"['04:00', '06/11']",06/11 04:00,90,6,,9999,,,NIL,3,26,24,1012,89,,,
"['05:00', '06/11']",06/11 05:00,60,6,,9999,,,7000,5,26,24,1012,89,,,
"['06:00', '06/11']",06/11 06:00,50,6,,9999,,,NIL,3,26,24,1012,89,,,
"['07:00', '06/11']",06/11 07:00,50,5,,9999,,,NIL,3,25,23,1012,89,,,
"['08:00', '06/11']",06/11 08:00,30,4,,9999,,,NIL,3,25,23,1012,89,,,
"['09:00', '06/11']",06/11 09:00,10,2,,9999,,,NIL,3,25,24,1013,94,,,
"['10:00', '06/11']",06/11 10:00,50,5,,9999,,,NIL,3,27,24,1014,84,,,
"['11:00', '06/11']",06/11 11:00,70,12,,9999,,,NIL,3,28,24,1014,79,,,
"['12:00', '06/11']",06/11 12:00,70,13,,9999,,,NIL,3,28,24,1015,79,,,
"['13:00', '06/11']",06/11 13:00,80,12,,9999,,,NIL,3,29,24,1015,74,,,
"['14:00', '06/11']",06/11 14:00,80,13,,9999,,,NIL,3,29,25,1014,79,,,
"['15:00', '06/11']",06/11 15:00,80,14,,9999,,,NIL,3,29,25,1013,79,,,
"['16:00', '06/11']",06/11 16:00,90,13,,9999,,,NIL,3,29,24,1013,74,,,
"['17:00', '06/11']",06/11 17:00,80,13,,9999,,,NIL,3,29,25,1012,79,,,
"['18:00', '06/11']",06/11 18:00,80,14,,9999,,,NIL,3,28,25,1012,84,,,
"['19:00', '06/11']",06/11 19:00,80,15,,9999,,,NIL,3,28,24,1012,79,,,
"['20:00', '06/11']",06/11 20:00,70,13,,9999,,,NIL,3,27,24,1012,84,,,
"['21:00', '06/11']",06/11 21:00,70,12,,9999,,,NIL,3,27,24,1013,84,,,
"['22:00', '06/11']",06/11 22:00,70,12,,9999,,,NIL,3,27,24,1014,84,,,
"['23:00', '06/11']",06/11 23:00,70,12,,9999,,,NIL,3,26,24,1015,89,,,
"['00:00', '07/11']",07/11 00:00,80,9,,9999,,,NIL,3,26,24,1015,89,,,
"['01:00', '07/11']",07/11 01:00,70,11,NIL,9999,,,,3,26,24,1016,89,,,
"['02:00', '07/11']",07/11 02:00,80,12,NIL,9999,,,,3,26,24,1016,89,,,
"['03:00', '07/11']",07/11 03:00,80,9,NIL,9999,,,,3,26,24,1015,89,,,
"['04:00', '07/11']",07/11 04:00,80,9,NIL,9999,,,,3,26,24,1015,89,,,
"['05:00', '07/11']",07/11 05:00,80,9,NIL,9999,,,,3,26,24,1014,89,,,
"['06:00', '07/11']",07/11 06:00,80,7,NIL,9999,,,,3,26,24,1014,89,,,
"['07:00', '07/11']",07/11 07:00,60,7,NIL,9999,,,,2,26,24,1015,89,,,
"['08:00', '07/11']",07/11 08:00,80,5,NIL,9999,,,,3,25,24,1015,94,,,
"['09:00', '07/11']",07/11 09:00,80,6,NIL,9999,,,,3,27,24,1016,84,,,
"['10:00', '07/11']",07/11 10:00,80,7,NIL,9999,,,,3,28,24,1017,79,,,
"['11:00', '07/11']",07/11 11:00,80,8,NIL,9999,,,,3,28,24,1017,79,,,
"['12:00', '07/11']",07/11 12:00,100,9,NIL,9999,,,,3,28,24,1018,79,,,
"['13:00', '07/11']",07/11 13:00,100,9,100,9999,,,,3,29,24,1018,74,,,
"['14:00', '07/11']",07/11 14:00,90,10,NIL,9999,,,,3,29,25,1018,79,,,
"['15:00', '07/11']",07/11 15:00,100,11,NIL,9999,,,,3,30,24,1017,70,,,
"['16:00', '07/11']",07/11 16:00,100,10,105,9999,,,,3,29,24,1017,74,,,
"['17:00', '07/11']",07/11 17:00,120,11,120,9999,,,,3,29,24,1016,74,,,
"['18:00', '07/11']",07/11 18:00,110,11,NIL,9999,,,,3,29,24,1016,74,,,
"['19:00', '07/11']",07/11 19:00,110,10,NIL,9999,,,,3,29,24,1016,74,,,
"['20:00', '07/11']",07/11 20:00,100,11,NIL,9999,,,,3,28,24,1016,79,,,
"['21:00', '07/11']",07/11 21:00,100,10,NIL,9999,,,,3,27,24,1016,84,,,
"['22:00', '07/11']",07/11 22:00,100,9,NIL,9999,,,,3,27,24,1017,84,,,
"['23:00', '07/11']",07/11 23:00,100,10,NIL,9999,,,,3,27,24,1017,84,,,
"['00:00', '08/11']",08/11 00:00,100,11,NIL,9999,,,,3,27,24,1017,84,,,
"['01:00', '08/11']",08/11 01:00,100,11,NIL,9999,,,NIL,3,27,24,1017,84,,,
"['02:00', '08/11']",08/11 02:00,100,8,NIL,9999,,,NIL,2,27,24,1017,84,,,
"['03:00', '08/11']",08/11 03:00,90,10,NIL,9999,,,NIL,2,26,24,1016,89,,,
"['04:00', '08/11']",08/11 04:00,90,10,NIL,9999,,,NIL,3,26,23,1016,84,,,
"['05:00', '08/11']",08/11 05:00,80,8,NIL,9999,,,1500,5,26,24,1016,89,,,
"['06:00', '08/11']",08/11 06:00,90,12,NIL,9999,,,1500,5,26,23,1016,84,,,
"['07:00', '08/11']",08/11 07:00,90,11,NIL,9999,,,NIL,3,26,23,1016,84,,,
"['08:00', '08/11']",08/11 08:00,90,10,NIL,9999,,,NIL,3,26,23,1016,84,,,
"['09:00', '08/11']",08/11 09:00,100,11,NIL,9999,,,NIL,3,26,23,1017,84,,,
"['10:00', '08/11']",08/11 10:00,100,10,NIL,9999,,,5000,5,27,22,1018,74,,,
"['11:00', '08/11']",08/11 11:00,90,10,NIL,9999,,,5000,5,28,23,1018,74,,,
"['12:00', '08/11']",08/11 12:00,100,11,NIL,9999,,,5000,5,28,23,1019,74,,,
"['13:00', '08/11']",08/11 13:00,100,12,NIL,9999,,,5000,5,29,22,1019,66,,,
"['14:00', '08/11']",08/11 14:00,90,10,100,9999,,,NIL,3,29,23,1018,70,,,
"['15:00', '08/11']",08/11 15:00,100,12,105,9999,,,NIL,3,29,22,1017,66,,,
"['16:00', '08/11']",08/11 16:00,100,12,NIL,9999,,,NIL,3,29,22,1016,66,,,
"['17:00', '08/11']",08/11 17:00,100,11,NIL,9999,,,NIL,3,29,23,1016,70,,,
"['18:00', '08/11']",08/11 18:00,100,11,100,9999,,,NIL,2,28,22,1015,70,,,
"['19:00', '08/11']",08/11 19:00,100,11,NIL,9999,,,NIL,2,28,21,1015,66,,,
"['20:00', '08/11']",08/11 20:00,100,9,NIL,9999,,,NIL,2,28,21,1015,66,,,
"['21:00', '08/11']",08/11 21:00,100,9,NIL,9999,,,NIL,2,27,21,1016,70,,,
"['22:00', '08/11']",08/11 22:00,100,9,NIL,9999,,,NIL,2,27,21,1016,70,,,
"['23:00', '08/11']",08/11 23:00,90,11,NIL,9999,,,NIL,2,26,22,1016,79,,,
"['00:00', '09/11']",09/11 00:00,100,10,NIL,9999,,,NIL,2,26,21,1017,74,,,
"['01:00', '09/11']",09/11 01:00,90,10,NIL,9999,NIL,,NIL,2,26,21,1017,74,,,
"['02:00', '09/11']",09/11 02:00,90,8,110,9999,NIL,,NIL,2,26,22,1016,79,,,
"['03:00', '09/11']",09/11 03:00,100,10,NIL,9999,NIL,,NIL,2,26,21,1016,74,,,
"['04:00', '09/11']",09/11 04:00,100,10,NIL,9999,NIL,,NIL,2,26,21,1015,74,,,
"['05:00', '09/11']",09/11 05:00,100,7,NIL,9999,NIL,,NIL,2,26,21,1015,74,,,
"['06:00', '09/11']",09/11 06:00,100,7,NIL,9999,NIL,,NIL,2,26,20,1015,70,,,
"['07:00', '09/11']",09/11 07:00,90,8,NIL,9999,NIL,,NIL,2,26,21,1015,74,,,
"['08:00', '09/11']",09/11 08:00,80,9,NIL,7000,1,,NIL,3,24,21,1015,83,,,
"['09:00', '09/11']",09/11 09:00,110,7,110,9999,NIL,,NIL,3,26,20,1016,70,,,
"['10:00', '09/11']",09/11 10:00,100,10,NIL,9999,NIL,,NIL,2,27,19,1017,62,,,
"['11:00', '09/11']",09/11 11:00,120,8,120,9999,NIL,,NIL,2,28,20,1017,62,,,
"['12:00', '09/11']",09/11 12:00,120,8,125,9999,NIL,,NIL,3,28,20,1018,62,,,
"['13:00', '09/11']",09/11 13:00,130,8,125,9999,NIL,,6000,5,29,21,1018,62,,,
"['14:00', '09/11']",09/11 14:00,120,10,115,9999,NIL,,NIL,3,28,20,1017,62,,,
"['15:00', '09/11']",09/11 15:00,120,10,125,9999,NIL,,NIL,3,28,20,1017,62,,,
"['16:00', '09/11']",09/11 16:00,140,10,NIL,9999,NIL,,NIL,3,29,21,1016,62,,,
"['17:00', '09/11']",09/11 17:00,130,10,120,9999,NIL,,NIL,3,28,20,1015,62,,,
"['18:00', '09/11']",09/11 18:00,110,10,120,9999,NIL,,NIL,3,29,21,1014,62,,,
"['19:00', '09/11']",09/11 19:00,120,8,120,9999,NIL,,NIL,3,28,20,1014,62,,,
"['20:00', '09/11']",09/11 20:00,130,7,115,9999,NIL,,NIL,3,28,20,1014,62,,,
"['21:00', '09/11']",09/11 21:00,120,7,115,9999,NIL,,NIL,3,27,20,1014,66,,,
"['22:00', '09/11']",09/11 22:00,100,8,100,9999,NIL,,NIL,3,27,21,1015,70,,,
"['23:00', '09/11']",09/11 23:00,100,8,NIL,9999,NIL,,NIL,3,26,21,1015,74,,,
"['00:00', '10/11']",10/11 00:00,90,8,NIL,9999,NIL,,NIL,2,26,20,1015,70,,,
"['01:00', '10/11']",10/11 01:00,90,8,,9999,,,NIL,2,26,21,1015,74,,,
"['02:00', '10/11']",10/11 02:00,90,8,,9999,,,NIL,3,26,21,1015,74,,,
"['03:00', '10/11']",10/11 03:00,80,7,,9999,,,NIL,3,26,21,1014,74,,,
"['04:00', '10/11']",10/11 04:00,90,5,,9999,,,NIL,3,26,21,1014,74,,,
