validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,cobertura,tt,po,qnh,ur,teto,chuva,pancada,nevoa_umida,vis_setor,vis_setor_dir,trovoada,vnt_rajada,nevoa_seca,chuvisco
"['05:00', '23/03']",23/03 05:00,230,3,NIL,9999,3,25,21,1011,79,NIL,,,,,,,,,
"['06:00', '23/03']",23/03 06:00,30,4,NIL,9999,3,22,20,1011,88,NIL,,,,,,,,,
"['07:00', '23/03']",23/03 07:00,250,3,NIL,9999,3,24,22,1011,89,NIL,,,,,,,,,
"['08:00', '23/03']",23/03 08:00,270,3,NIL,9999,3,23,21,1011,89,NIL,,,,,,,,,
"['09:00', '23/03']",23/03 09:00,0,0,NIL,9999,3,23,21,1012,89,NIL,,,,,,,,,
"['10:00', '23/03']",23/03 10:00,220,5,NIL,9999,3,24,22,1013,89,NIL,,,,,,,,,
"['11:00', '23/03']",23/03 11:00,VRB,3,NIL,9999,3,26,22,1013,79,NIL,,,,,,,,,
"['12:00', '23/03']",23/03 12:00,140,5,135,9999,3,27,21,1014,70,NIL,,,,,,,,,
"['13:00', '23/03']",23/03 13:00,130,8,120,9999,3,28,21,1014,66,NIL,,,,,,,,,
"['14:00', '23/03']",23/03 14:00,140,9,125,9999,3,28,21,1013,66,NIL,,,,,,,,,
"['15:00', '23/03']",23/03 15:00,130,8,120,9999,3,29,22,1012,66,NIL,,,,,,,,,
"['16:00', '23/03']",23/03 16:00,130,7,120,9999,3,29,22,1011,66,NIL,,,,,,,,,
"['17:00', '23/03']",23/03 17:00,120,9,115,9999,3,29,21,1011,62,NIL,,,,,,,,,
"['18:00', '23/03']",23/03 18:00,130,12,NIL,9999,3,28,22,1011,70,NIL,,,,,,,,,
"['19:00', '23/03']",23/03 19:00,130,9,NIL,9999,3,27,21,1011,70,NIL,,,,,,,,,
"['20:00', '23/03']",23/03 20:00,120,7,NIL,9999,3,27,21,1011,70,NIL,,,,,,,,,
"['21:00', '23/03']",23/03 21:00,140,8,130,9999,3,27,21,1011,70,NIL,,,,,,,,,
"['22:00', '23/03']",23/03 22:00,150,9,NIL,9999,5,26,21,1012,74,2500,,,,,,,,,
"['23:00', '23/03']",23/03 23:00,150,10,NIL,9999,3,26,21,1013,74,NIL,,,,,,,,,
"['00:00', '24/03']",24/03 00:00,150,10,NIL,9999,2,25,21,1013,79,NIL,,,,,,,,,
"['01:00', '24/03']",24/03 01:00,170,6,165,9999,3,25,21,1013,79,NIL,NIL,,NIL,,,,,,
"['02:00', '24/03']",24/03 02:00,210,3,215,9000,3,25,21,1013,79,NIL,NIL,,NIL,,,,,,
"['03:00', '24/03']",24/03 03:00,100,6,NIL,5000,5,24,21,1013,83,1300,1,,NIL,,,,,,
"['04:00', '24/03']",24/03 04:00,170,10,NIL,8000,5,23,21,1012,89,2000,NIL,,NIL,,,,,,
"['05:00', '24/03']",24/03 05:00,190,5,NIL,7000,5,23,20,1012,83,2000,1,,NIL,,,,,,
"['06:00', '24/03']",24/03 06:00,140,6,NIL,7000,5,23,21,1011,89,2300,1,,NIL,,,,,,
"['07:00', '24/03']",24/03 07:00,230,3,230,5000,5,23,21,1011,89,1500,NIL,,1,,,,,,
"['08:00', '24/03']",24/03 08:00,220,3,230,9999,3,22,21,1011,94,NIL,NIL,,NIL,,,,,,
"['09:00', '24/03']",24/03 09:00,210,4,225,5000,5,23,21,1012,89,1500,1,,NIL,,,,,,
"['10:00', '24/03']",24/03 10:00,230,4,235,8000,5,23,21,1013,89,2300,NIL,,NIL,,,,,,
"['11:00', '24/03']",24/03 11:00,210,4,200,9999,5,24,22,1014,89,2000,NIL,,NIL,,,,,,
"['12:00', '24/03']",24/03 12:00,140,8,150,9999,5,24,22,1014,89,1800,NIL,,NIL,,,,,,
"['12:35', '24/03']",24/03 12:35,60,8,NIL,3000,5,24,22,1014,89,1800,1,,NIL,,,,,,
"['13:00', '24/03']",24/03 13:00,40,4,NIL,8000,5,25,23,1014,89,1800,NIL,,NIL,,,,,,
"['14:00', '24/03']",24/03 14:00,100,10,95,9999,5,27,22,1013,74,1800,NIL,,NIL,,,,,,
"['15:00', '24/03']",24/03 15:00,110,8,90,9999,5,28,22,1013,70,2000,NIL,,NIL,,,,,,
"['16:00', '24/03']",24/03 16:00,100,9,95,9999,3,28,22,1012,70,NIL,NIL,,NIL,,,,,,
"['17:00', '24/03']",24/03 17:00,100,8,100,9999,3,28,21,1011,66,NIL,NIL,,NIL,,,,,,
"['18:00', '24/03']",24/03 18:00,120,8,NIL,9999,3,27,21,1011,70,NIL,NIL,,NIL,,,,,,
"['19:00', '24/03']",24/03 19:00,130,7,NIL,9999,3,27,21,1011,70,NIL,NIL,,NIL,,,,,,
"['20:00', '24/03']",24/03 20:00,120,9,NIL,9999,3,27,19,1011,62,NIL,NIL,,NIL,,,,,,
"['21:00', '24/03']",24/03 21:00,30,4,NIL,9999,3,25,22,1012,83,NIL,NIL,,NIL,,,,,,
"['22:00', '24/03']",24/03 22:00,140,11,NIL,9999,5,25,21,1012,79,2300,NIL,,NIL,,,,,,
"['23:00', '24/03']",24/03 23:00,130,8,NIL,9000,5,26,20,1013,70,2300,NIL,,NIL,,,,,,
"['00:00', '25/03']",25/03 00:00,120,8,115,9999,3,26,20,1013,70,NIL,NIL,,NIL,,,,,,
"['01:00', '25/03']",25/03 01:00,130,8,NIL,9999,3,27,20,1014,66,NIL,NIL,,,,,,,,
"['02:00', '25/03']",25/03 02:00,130,12,NIL,7000,3,25,21,1013,79,NIL,1,,,,,,,,
"['03:00', '25/03']",25/03 03:00,VRB,3,NIL,9999,3,24,21,1013,83,NIL,NIL,,,,,,,,
"['04:00', '25/03']",25/03 04:00,130,9,NIL,9999,3,26,20,1012,70,NIL,NIL,,,,,,,,
"['05:00', '25/03']",25/03 05:00,140,10,NIL,9999,3,26,19,1011,65,NIL,NIL,,,,,,,,
"['06:00', '25/03']",25/03 06:00,130,9,NIL,9999,3,26,20,1011,70,NIL,NIL,,,,,,,,
"['07:00', '25/03']",25/03 07:00,120,7,NIL,9999,3,26,19,1012,65,NIL,NIL,,,,,,,,
"['08:00', '25/03']",25/03 08:00,130,6,NIL,9999,3,26,20,1012,70,NIL,NIL,,,,,,,,
"['09:00', '25/03']",25/03 09:00,230,5,240,9000,3,24,20,1012,78,NIL,NIL,,,,,,,,
"['10:00', '25/03']",25/03 10:00,210,5,NIL,9999,3,25,21,1013,79,NIL,NIL,,,,,,,,
"['11:00', '25/03']",25/03 11:00,140,10,NIL,9999,3,27,21,1013,70,NIL,NIL,,,,,,,,
"['12:00', '25/03']",25/03 12:00,140,10,NIL,9999,3,28,21,1014,66,NIL,NIL,,,,,,,,
"['13:00', '25/03']",25/03 13:00,130,11,135,9999,3,28,21,1014,66,NIL,NIL,,,,,,,,
"['14:00', '25/03']",25/03 14:00,140,12,135,9999,3,29,20,1014,58,NIL,NIL,,,,,,,,
"['16:00', '25/03']",25/03 16:00,130,11,NIL,9999,3,29,19,1012,55,NIL,NIL,,,,,,,,
"['17:00', '25/03']",25/03 17:00,150,12,NIL,9999,3,28,20,1011,62,NIL,NIL,,,,,,,,
"['18:00', '25/03']",25/03 18:00,130,10,NIL,9999,3,28,21,1011,66,NIL,NIL,,,,,,,,
"['19:00', '25/03']",25/03 19:00,140,15,NIL,9999,3,27,21,1011,70,NIL,NIL,,,,,,,,
"['20:00', '25/03']",25/03 20:00,130,9,NIL,9999,3,27,21,1011,70,NIL,NIL,,,,,,,,
"['21:00', '25/03']",25/03 21:00,150,10,NIL,9999,3,27,21,1012,70,NIL,NIL,,,,,,,,
"['22:00', '25/03']",25/03 22:00,130,9,NIL,9999,5,27,21,1012,70,2200,NIL,,,,,,,,
"['23:00', '25/03']",25/03 23:00,140,10,NIL,9999,5,27,21,1013,70,2200,NIL,,,,,,,,
"['00:00', '26/03']",26/03 00:00,140,8,NIL,9999,5,27,20,1014,66,5000,NIL,,,,,,,,
