validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,chuva,teto,cobertura,tt,po,qnh,ur,vnt_vrb,pancada,trovoada,nevoa_umida,vnt_rajada,vis_setor,vis_setor_dir,chuvisco
"['14:00', '11/07']",11/07 14:00,170,17,9999,NIL,NIL,3,29,21,1015,62,NIL,,,NIL,,,,
"['15:00', '11/07']",11/07 15:00,170,16,9999,NIL,2500,5,28,21,1015,66,NIL,,,NIL,,,,
"['15:17', '11/07']",11/07 15:17,160,17,3000,1,1500,8,25,23,1015,89,NIL,,,NIL,,,,
"['16:00', '11/07']",11/07 16:00,170,13,5000,1,2000,5,24,23,1014,94,NIL,,,NIL,,,,
"['17:00', '11/07']",11/07 17:00,190,13,4000,1,1000,8,24,23,1014,94,NIL,,,NIL,,,,
"['18:00', '11/07']",11/07 18:00,190,12,6000,1,1500,5,24,22,1013,89,NIL,,,NIL,,,,
"['19:00', '11/07']",11/07 19:00,140,6,8000,NIL,1500,5,24,22,1014,89,NIL,,,NIL,,,,
"['19:45', '11/07']",11/07 19:45,230,5,4000,1,1000,8,24,22,1014,89,235,,,1,,,,
"['20:00', '11/07']",11/07 20:00,200,8,4000,1,1000,8,23,22,1014,94,NIL,,,1,,,,
"['21:00', '11/07']",11/07 21:00,160,4,5000,1,1400,8,23,22,1014,94,NIL,,,1,,,,
"['22:00', '11/07']",11/07 22:00,220,4,5000,1,3500,5,23,22,1015,94,225,,,1,,,,
"['23:00', '11/07']",11/07 23:00,210,3,8000,1,3500,5,23,22,1015,94,205,,,NIL,,,,
"['00:00', '12/07']",12/07 00:00,300,3,6000,1,3500,5,23,22,1015,94,310,,,NIL,,,,
"['01:00', '12/07']",12/07 01:00,230,3,8000,NIL,5000,5,23,22,1015,94,NIL,,,,,,,
"['02:00', '12/07']",12/07 02:00,210,3,9999,NIL,6000,5,23,21,1015,89,215,,,,,,,
"['03:00', '12/07']",12/07 03:00,VRB,3,5000,1,2000,5,23,21,1014,89,NIL,,,,,,,
"['04:00', '12/07']",12/07 04:00,220,5,8000,NIL,2000,5,23,21,1014,89,225,,,,,,,
"['05:00', '12/07']",12/07 05:00,360,3,8000,NIL,1700,5,23,22,1013,94,NIL,,,,,,,
"['06:00', '12/07']",12/07 06:00,290,3,9999,NIL,6000,5,23,22,1013,94,290,,,,,,,
"['07:00', '12/07']",12/07 07:00,110,5,9999,NIL,8000,5,25,22,1014,83,110,,,,,,,
"['08:00', '12/07']",12/07 08:00,110,6,9999,NIL,7000,5,26,21,1014,74,100,,,,,,,
"['09:00', '12/07']",12/07 09:00,120,12,9999,NIL,NIL,3,26,20,1014,70,NIL,,,,,,,
"['10:00', '12/07']",12/07 10:00,120,10,9999,NIL,NIL,3,27,19,1015,62,NIL,,,,,,,
"['11:00', '12/07']",12/07 11:00,120,12,9999,NIL,NIL,3,27,19,1016,62,NIL,,,,,,,
"['12:00', '12/07']",12/07 12:00,120,13,9999,NIL,NIL,3,28,19,1016,58,NIL,,,,,,,
"['13:00', '12/07']",12/07 13:00,120,12,9999,NIL,NIL,3,28,19,1016,58,NIL,,,,,,,
"['14:00', '12/07']",12/07 14:00,120,11,9999,NIL,NIL,3,29,20,1016,58,NIL,,,,,,,
"['15:00', '12/07']",12/07 15:00,130,13,9999,NIL,NIL,3,29,19,1015,55,NIL,,,,,,,
"['16:00', '12/07']",12/07 16:00,150,11,9999,NIL,NIL,3,29,20,1014,58,130,,,,,,,
"['17:00', '12/07']",12/07 17:00,130,10,9999,NIL,NIL,3,29,21,1014,62,125,,,,,,,
"['18:00', '12/07']",12/07 18:00,110,9,9999,NIL,NIL,3,29,20,1013,58,NIL,,,,,,,
"['19:00', '12/07']",12/07 19:00,130,9,9999,NIL,NIL,3,28,20,1014,62,NIL,,,,,,,
"['20:00', '12/07']",12/07 20:00,140,8,9999,NIL,NIL,3,27,20,1014,66,NIL,,,,,,,
"['21:00', '12/07']",12/07 21:00,120,6,9999,NIL,NIL,3,27,19,1014,62,NIL,,,,,,,
"['22:00', '12/07']",12/07 22:00,130,5,9999,NIL,NIL,3,26,19,1014,65,NIL,,,,,,,
"['23:00', '12/07']",12/07 23:00,120,7,9999,NIL,NIL,3,27,20,1015,66,NIL,,,,,,,
"['00:00', '13/07']",13/07 00:00,130,6,9999,NIL,NIL,3,26,20,1015,70,NIL,,,,,,,
"['01:00', '13/07']",13/07 01:00,130,6,9999,NIL,NIL,3,26,20,1015,70,NIL,,,,,,,
"['02:00', '13/07']",13/07 02:00,120,8,9999,NIL,NIL,3,26,20,1016,70,NIL,,,,,,,
"['03:00', '13/07']",13/07 03:00,130,7,9999,NIL,NIL,2,26,20,1015,70,NIL,,,,,,,
"['04:00', '13/07']",13/07 04:00,120,7,9999,NIL,NIL,2,26,20,1015,70,NIL,,,,,,,
"['05:00', '13/07']",13/07 05:00,120,7,9999,NIL,NIL,2,26,20,1015,70,NIL,,,,,,,
"['06:00', '13/07']",13/07 06:00,130,5,9999,NIL,NIL,2,26,20,1014,70,NIL,,,,,,,
"['07:00', '13/07']",13/07 07:00,140,8,9999,NIL,NIL,2,26,20,1014,70,NIL,,,,,,,
"['08:00', '13/07']",13/07 08:00,280,2,9999,NIL,NIL,2,23,20,1015,83,NIL,,,,,,,
"['09:00', '13/07']",13/07 09:00,330,4,9999,NIL,NIL,2,21,20,1015,94,NIL,,,,,,,
"['10:00', '13/07']",13/07 10:00,320,2,9999,NIL,NIL,2,23,21,1016,89,NIL,,,,,,,
"['11:00', '13/07']",13/07 11:00,220,4,9999,NIL,NIL,2,26,21,1016,74,NIL,,,,,,,
"['12:00', '13/07']",13/07 12:00,130,9,9999,NIL,NIL,2,28,19,1016,58,NIL,,,,,,,
"['13:00', '13/07']",13/07 13:00,110,8,9999,NIL,NIL,2,29,19,1016,55,NIL,,,,,,,
"['14:00', '13/07']",13/07 14:00,140,8,9999,NIL,NIL,3,29,20,1016,58,NIL,,,,,,,
"['15:00', '13/07']",13/07 15:00,130,5,9999,NIL,NIL,3,29,20,1015,58,NIL,,,,,,,
"['16:00', '13/07']",13/07 16:00,VRB,7,9999,NIL,NIL,3,29,20,1015,58,NIL,,,,,,,
"['17:00', '13/07']",13/07 17:00,130,7,9999,NIL,NIL,3,29,21,1014,62,NIL,,,,,,,
"['18:00', '13/07']",13/07 18:00,170,7,9999,NIL,NIL,3,27,21,1014,70,NIL,,,,,,,
"['19:00', '13/07']",13/07 19:00,160,10,9000,NIL,NIL,3,27,22,1014,74,NIL,,,,,,,
"['20:00', '13/07']",13/07 20:00,100,4,4000,1,1500,5,24,22,1015,89,105,,,,,,,
"['21:00', '13/07']",13/07 21:00,210,4,8000,NIL,2500,5,24,22,1015,89,215,,,,,,,
"['22:00', '13/07']",13/07 22:00,180,5,9999,NIL,2500,5,24,21,1016,83,170,,,,,,,
"['23:00', '13/07']",13/07 23:00,110,8,6000,1,2500,5,25,21,1016,79,245,,,,,,,
"['00:00', '14/07']",14/07 00:00,VRB,2,9999,NIL,2500,5,25,22,1017,83,NIL,,,,,,,
"['01:00', '14/07']",14/07 01:00,260,2,9999,,NIL,3,24,22,1016,89,NIL,,,,,,,
"['02:00', '14/07']",14/07 02:00,220,3,9999,,NIL,3,24,22,1016,89,NIL,,,,,,,
"['03:00', '14/07']",14/07 03:00,250,3,9999,,NIL,3,23,21,1016,89,NIL,,,,,,,
"['04:00', '14/07']",14/07 04:00,320,2,9999,,NIL,3,23,21,1015,89,NIL,,,,,,,
"['05:00', '14/07']",14/07 05:00,340,2,9999,,NIL,3,22,21,1015,94,NIL,,,,,,,
"['06:00', '14/07']",14/07 06:00,0,0,9999,,NIL,3,22,21,1015,94,NIL,,,,,,,
"['07:00', '14/07']",14/07 07:00,230,5,8000,,NIL,3,22,21,1015,94,NIL,,,,,,,
"['08:00', '14/07']",14/07 08:00,230,5,9999,,NIL,3,22,21,1015,94,NIL,,,,,,,
"['09:00', '14/07']",14/07 09:00,230,2,9999,,7000,5,23,21,1015,89,NIL,,,,,,,
"['10:00', '14/07']",14/07 10:00,270,3,9999,,7000,5,23,21,1016,89,NIL,,,,,,,
"['11:00', '14/07']",14/07 11:00,230,4,9999,,NIL,3,25,22,1016,83,215,,,,,,,
"['12:00', '14/07']",14/07 12:00,190,5,9999,,NIL,3,26,22,1016,79,195,,,,,,,
"['13:00', '14/07']",14/07 13:00,170,9,9999,,NIL,3,28,22,1016,70,NIL,,,,,,,
"['14:00', '14/07']",14/07 14:00,160,9,9999,,NIL,2,28,21,1016,66,NIL,,,,,,,
"['15:00', '14/07']",14/07 15:00,160,8,9999,,NIL,2,28,22,1016,70,170,,,,,,,
"['16:00', '14/07']",14/07 16:00,140,8,9999,,NIL,2,28,21,1015,66,NIL,,,,,,,
"['17:00', '14/07']",14/07 17:00,150,9,9999,,NIL,2,29,21,1014,62,140,,,,,,,
"['18:00', '14/07']",14/07 18:00,150,10,9999,,NIL,2,28,21,1014,66,NIL,,,,,,,
"['19:00', '14/07']",14/07 19:00,150,12,9999,,NIL,2,27,21,1014,70,NIL,,,,,,,
"['20:00', '14/07']",14/07 20:00,170,11,9999,,NIL,2,26,21,1015,74,NIL,,,,,,,
"['21:00', '14/07']",14/07 21:00,170,8,9999,,NIL,NIL,26,21,1015,74,NIL,,,,,,,
"['22:00', '14/07']",14/07 22:00,180,7,9999,,NIL,2,26,21,1015,74,NIL,,,,,,,
"['23:00', '14/07']",14/07 23:00,160,10,9999,,NIL,2,26,21,1016,74,NIL,,,,,,,
"['00:00', '15/07']",15/07 00:00,170,8,9999,,NIL,2,26,21,1016,74,NIL,,,,,,,
"['01:00', '15/07']",15/07 01:00,210,4,9999,,NIL,3,24,21,1016,83,NIL,,,,,,,
"['02:00', '15/07']",15/07 02:00,210,4,9999,,10000,5,24,21,1016,83,NIL,,,,,,,
"['03:00', '15/07']",15/07 03:00,210,4,9999,,5000,5,24,21,1016,83,210,,,,,,,
"['04:00', '15/07']",15/07 04:00,0,0,9999,,10000,5,23,21,1016,89,NIL,,,,,,,
"['05:00', '15/07']",15/07 05:00,0,0,9999,,NIL,2,23,21,1015,89,NIL,,,,,,,
"['06:00', '15/07']",15/07 06:00,VRB,1,9999,,NIL,2,23,21,1015,89,NIL,,,,,,,
"['07:00', '15/07']",15/07 07:00,VRB,2,9999,,NIL,3,23,21,1015,89,NIL,,,,,,,
"['08:00', '15/07']",15/07 08:00,VRB,2,9999,,NIL,3,23,21,1016,89,NIL,,,,,,,
"['09:00', '15/07']",15/07 09:00,230,3,9999,,NIL,3,23,21,1016,89,220,,,,,,,
"['10:00', '15/07']",15/07 10:00,220,3,9999,,NIL,3,24,21,1017,83,225,,,,,,,
"['11:00', '15/07']",15/07 11:00,240,4,9999,,2300,5,25,21,1017,79,240,,,,,,,
"['12:00', '15/07']",15/07 12:00,VRB,2,9000,,2300,5,25,22,1018,83,NIL,,,,,,,
"['13:00', '15/07']",15/07 13:00,180,7,9999,,2300,5,26,23,1018,84,NIL,,,,,,,
"['14:00', '15/07']",15/07 14:00,150,9,9999,,NIL,3,28,22,1017,70,NIL,,,,,,,
"['15:00', '15/07']",15/07 15:00,140,9,9999,,NIL,3,28,22,1016,70,150,,,,,,,
"['16:00', '15/07']",15/07 16:00,150,9,9999,,NIL,3,28,22,1015,70,135,,,,,,,
"['17:00', '15/07']",15/07 17:00,150,10,9999,,NIL,3,28,22,1014,70,NIL,,,,,,,
"['18:00', '15/07']",15/07 18:00,150,12,9999,,NIL,3,28,22,1014,70,NIL,,,,,,,
"['19:00', '15/07']",15/07 19:00,160,11,9999,,NIL,3,27,22,1014,74,NIL,,,,,,,
"['20:00', '15/07']",15/07 20:00,160,13,9999,,NIL,3,27,22,1014,74,NIL,,,,,,,
"['21:00', '15/07']",15/07 21:00,150,12,9999,,NIL,3,26,21,1015,74,NIL,,,,,,,
"['22:00', '15/07']",15/07 22:00,150,12,9999,,NIL,3,26,21,1015,74,NIL,,,,,,,
"['23:00', '15/07']",15/07 23:00,150,10,9999,,NIL,3,26,21,1016,74,NIL,,,,,,,
"['00:00', '16/07']",16/07 00:00,150,10,9999,,NIL,3,26,21,1016,74,NIL,,,,,,,
"['01:00', '16/07']",16/07 01:00,180,8,9999,NIL,NIL,3,26,21,1016,74,NIL,,,NIL,,,,
"['02:00', '16/07']",16/07 02:00,220,5,9999,NIL,NIL,3,25,21,1016,79,NIL,,,NIL,,,,
"['03:00', '16/07']",16/07 03:00,220,3,9999,NIL,NIL,3,24,22,1016,89,NIL,,,NIL,,,,
"['04:00', '16/07']",16/07 04:00,220,4,9000,NIL,NIL,3,24,22,1015,89,NIL,,,NIL,,,,
"['05:00', '16/07']",16/07 05:00,230,3,9000,NIL,4500,5,24,21,1015,83,240,,,NIL,,,,
"['06:00', '16/07']",16/07 06:00,20,4,4000,1,1800,5,24,22,1015,89,230,,,1,,,,
"['07:00', '16/07']",16/07 07:00,190,6,8000,1,3500,5,24,22,1015,89,185,,,NIL,,,,
"['08:00', '16/07']",16/07 08:00,130,12,5000,1,1500,5,24,22,1016,89,NIL,,,1,,,,
"['09:00', '16/07']",16/07 09:00,120,6,6000,1,4500,5,23,22,1016,94,115,,,NIL,,,,
"['10:00', '16/07']",16/07 10:00,140,6,5000,1,1500,8,24,22,1016,89,NIL,,,1,,,,
"['11:00', '16/07']",16/07 11:00,190,3,8000,NIL,1500,5,24,23,1017,94,NIL,,,NIL,,,,
"['12:00', '16/07']",16/07 12:00,140,12,8000,NIL,7000,5,27,22,1017,74,NIL,,,NIL,,,,
"['13:00', '16/07']",16/07 13:00,140,11,9999,NIL,NIL,3,28,22,1017,70,NIL,,,NIL,,,,
"['14:00', '16/07']",16/07 14:00,140,12,9999,NIL,NIL,3,29,22,1017,66,NIL,,,NIL,,,,
"['15:00', '16/07']",16/07 15:00,140,13,9999,NIL,NIL,3,29,22,1016,66,NIL,,,NIL,,,,
"['16:00', '16/07']",16/07 16:00,150,12,9999,NIL,NIL,3,28,22,1016,70,NIL,,,NIL,,,,
"['17:00', '16/07']",16/07 17:00,140,12,9999,NIL,NIL,3,27,22,1015,74,NIL,,,NIL,,,,
"['18:00', '16/07']",16/07 18:00,150,15,9999,NIL,2500,5,27,22,1015,74,NIL,,,NIL,,,,
"['19:00', '16/07']",16/07 19:00,150,15,9999,NIL,NIL,3,27,21,1015,70,NIL,,,NIL,,,,
"['20:00', '16/07']",16/07 20:00,150,14,9999,NIL,NIL,3,26,21,1016,74,NIL,,,NIL,,,,
"['21:00', '16/07']",16/07 21:00,160,14,9999,NIL,NIL,3,26,21,1016,74,NIL,,,NIL,,,,
"['22:00', '16/07']",16/07 22:00,160,15,9999,NIL,NIL,2,26,21,1016,74,NIL,,,NIL,,,,
"['23:00', '16/07']",16/07 23:00,150,12,9999,NIL,NIL,2,25,20,1017,74,NIL,,,NIL,,,,
"['00:00', '17/07']",17/07 00:00,170,9,9999,NIL,NIL,3,26,20,1017,70,NIL,,,NIL,,,,
"['01:00', '17/07']",17/07 01:00,170,11,9999,NIL,NIL,3,26,20,1017,70,NIL,,,NIL,,,,
"['02:00', '17/07']",17/07 02:00,210,6,9999,NIL,NIL,3,24,20,1017,78,NIL,,,NIL,,,,
"['03:00', '17/07']",17/07 03:00,230,5,9999,NIL,NIL,3,23,20,1016,83,NIL,,,NIL,,,,
"['04:00', '17/07']",17/07 04:00,220,5,9999,NIL,NIL,3,23,20,1015,83,NIL,,,NIL,,,,
"['05:00', '17/07']",17/07 05:00,230,5,9999,NIL,NIL,3,22,20,1015,88,NIL,,,NIL,,,,
"['06:00', '17/07']",17/07 06:00,200,5,9999,NIL,NIL,3,22,20,1015,88,NIL,,,NIL,,,,
"['07:00', '17/07']",17/07 07:00,240,2,9999,NIL,NIL,3,22,20,1015,88,NIL,,,NIL,,,,
"['08:00', '17/07']",17/07 08:00,230,2,9999,NIL,NIL,3,22,20,1015,88,NIL,,,NIL,,,,
"['09:00', '17/07']",17/07 09:00,230,4,8000,NIL,5000,5,21,20,1015,94,NIL,,,NIL,,,,
"['10:00', '17/07']",17/07 10:00,210,7,9999,NIL,NIL,3,22,20,1016,88,NIL,,,NIL,,,,
"['11:00', '17/07']",17/07 11:00,210,7,9000,NIL,NIL,3,24,21,1017,83,NIL,,,NIL,,,,
"['12:00', '17/07']",17/07 12:00,190,7,4000,1,1500,8,23,21,1017,89,NIL,,,NIL,,,,
"['13:00', '17/07']",17/07 13:00,190,8,8000,NIL,1500,5,24,22,1017,89,NIL,,,NIL,,,,
"['14:00', '17/07']",17/07 14:00,170,11,9999,NIL,NIL,3,26,23,1016,84,NIL,,,NIL,,,,
"['15:00', '17/07']",17/07 15:00,160,14,9999,NIL,NIL,3,27,23,1016,79,NIL,,,NIL,,,,
"['16:00', '17/07']",17/07 16:00,150,15,8000,NIL,5000,5,27,23,1015,79,NIL,,,NIL,,,,
"['16:09', '17/07']",17/07 16:09,140,15,3000,1,1500,5,25,22,1015,83,NIL,,,NIL,,,,
"['17:00', '17/07']",17/07 17:00,150,13,3000,1,900,5,24,23,1015,94,NIL,,,NIL,,,,
"['18:00', '17/07']",17/07 18:00,180,6,5000,1,1500,8,24,23,1015,94,NIL,,,1,,,,
"['18:20', '17/07']",17/07 18:20,150,9,4000,1,1200,8,24,23,1015,94,145,,,1,,,,
"['19:00', '17/07']",17/07 19:00,180,6,5000,1,1800,8,24,23,1015,94,NIL,,,1,,,,
"['20:00', '17/07']",17/07 20:00,200,7,4000,1,1400,8,24,23,1015,94,NIL,,,1,,,,
"['20:25', '17/07']",17/07 20:25,140,14,2000,1,800,8,23,22,1015,94,NIL,,,1,,,,
"['21:00', '17/07']",17/07 21:00,170,15,3000,1,1000,8,23,22,1015,94,NIL,,,1,,,,
"['22:00', '17/07']",17/07 22:00,150,15,3000,1,800,8,23,23,1016,100,NIL,,,1,,,,
"['23:00', '17/07']",17/07 23:00,180,11,4000,1,900,8,22,22,1016,100,NIL,,,1,,,,
"['00:00', '18/07']",18/07 00:00,150,17,4000,1,600,8,22,22,1017,100,NIL,,,1,,,,
"['01:00', '18/07']",18/07 01:00,170,13,4000,1,1500,8,22,21,1017,94,NIL,,,,,,,
"['02:00', '18/07']",18/07 02:00,140,11,4000,1,1500,8,23,22,1017,94,NIL,,,,,,,
"['03:00', '18/07']",18/07 03:00,130,13,8000,NIL,1900,8,23,22,1016,94,130,,,,,,,
"['04:00', '18/07']",18/07 04:00,160,17,8000,NIL,2300,8,24,21,1015,83,NIL,,,,,,,
"['05:00', '18/07']",18/07 05:00,220,6,9999,NIL,2300,5,23,20,1015,83,225,,,,,,,
"['06:00', '18/07']",18/07 06:00,180,10,8000,NIL,2500,5,24,20,1014,78,NIL,,,,,,,
"['07:00', '18/07']",18/07 07:00,160,10,9000,NIL,2500,5,25,20,1014,74,NIL,,,,,,,
"['08:00', '18/07']",18/07 08:00,130,13,8000,NIL,2300,5,24,22,1015,89,NIL,,,,,,,
"['09:00', '18/07']",18/07 09:00,140,13,4000,1,2300,5,24,21,1016,83,135,,,,,,,
"['09:20', '18/07']",18/07 09:20,140,6,8000,NIL,2300,5,23,21,1016,89,NIL,,,,,,,
"['10:00', '18/07']",18/07 10:00,180,6,8000,NIL,2500,5,23,21,1016,89,170,,,,,,,
"['11:00', '18/07']",18/07 11:00,140,13,9999,NIL,2500,8,26,21,1017,74,NIL,,,,,,,
"['12:00', '18/07']",18/07 12:00,140,15,9999,NIL,6000,5,28,21,1017,66,NIL,,,,,,,
"['13:00', '18/07']",18/07 13:00,150,15,9999,NIL,6500,5,28,21,1017,66,NIL,,,,,,,
"['14:00', '18/07']",18/07 14:00,150,15,9999,NIL,2500,5,28,21,1017,66,NIL,,,,,,,
"['15:00', '18/07']",18/07 15:00,150,15,9000,NIL,7000,5,28,21,1016,66,NIL,,,,,,,
"['16:00', '18/07']",18/07 16:00,150,15,9000,NIL,6000,5,28,22,1016,70,NIL,,,,,,,
"['17:00', '18/07']",18/07 17:00,150,16,9999,NIL,NIL,3,28,20,1015,62,NIL,,,,,,,
"['18:00', '18/07']",18/07 18:00,160,16,9999,NIL,NIL,3,27,20,1015,66,NIL,,,,,,,
"['19:00', '18/07']",18/07 19:00,150,14,9999,NIL,NIL,3,27,20,1015,66,NIL,,,,,,,
"['20:00', '18/07']",18/07 20:00,160,12,9999,NIL,NIL,3,26,20,1015,70,NIL,,,,,,,
"['21:00', '18/07']",18/07 21:00,170,2,9999,NIL,NIL,3,26,20,1015,70,NIL,,,,,,,
"['22:00', '18/07']",18/07 22:00,160,10,9999,NIL,NIL,3,25,19,1015,69,NIL,,,,,,,
"['23:00', '18/07']",18/07 23:00,150,11,9999,NIL,NIL,3,25,20,1016,74,NIL,,,,,,,
"['00:00', '19/07']",19/07 00:00,150,10,9999,NIL,NIL,3,25,20,1016,74,NIL,,,,,,,
"['01:00', '19/07']",19/07 01:00,160,11,9999,NIL,NIL,3,25,20,1016,74,NIL,,,,,,,
"['02:00', '19/07']",19/07 02:00,160,10,9999,NIL,NIL,3,25,21,1016,79,NIL,,,,,,,
"['03:00', '19/07']",19/07 03:00,150,8,9999,NIL,NIL,3,25,21,1016,79,NIL,,,,,,,
"['04:00', '19/07']",19/07 04:00,210,4,9999,NIL,NIL,3,23,20,1015,83,NIL,,,,,,,
"['05:00', '19/07']",19/07 05:00,210,3,9999,NIL,NIL,3,22,20,1015,88,NIL,,,,,,,
"['06:00', '19/07']",19/07 06:00,VRB,2,9999,NIL,NIL,3,22,20,1015,88,NIL,,,,,,,
"['07:00', '19/07']",19/07 07:00,190,3,9999,NIL,NIL,3,22,20,1014,88,195,,,,,,,
"['08:00', '19/07']",19/07 08:00,170,4,6000,1,2000,5,22,20,1015,88,200,,,,,,,
"['09:00', '19/07']",19/07 09:00,210,4,9999,NIL,NIL,3,22,21,1015,94,NIL,,,,,,,
"['10:00', '19/07']",19/07 10:00,190,3,9999,NIL,2300,5,23,21,1015,89,190,,,,,,,
"['11:00', '19/07']",19/07 11:00,200,5,9999,NIL,NIL,3,25,22,1016,83,NIL,,,,,,,
"['12:00', '19/07']",19/07 12:00,170,8,9999,NIL,NIL,3,26,22,1016,79,NIL,,,,,,,
"['13:00', '19/07']",19/07 13:00,150,11,9999,NIL,NIL,3,28,22,1016,70,NIL,,,,,,,
"['14:00', '19/07']",19/07 14:00,150,11,9999,NIL,NIL,3,28,22,1015,70,NIL,,,,,,,
"['15:00', '19/07']",19/07 15:00,140,12,9999,NIL,NIL,3,28,23,1015,74,NIL,,,,,,,
"['16:00', '19/07']",19/07 16:00,150,11,9999,NIL,NIL,3,28,23,1014,74,NIL,,,,,,,
"['17:00', '19/07']",19/07 17:00,140,10,9999,NIL,NIL,3,28,22,1014,70,NIL,,,,,,,
"['18:00', '19/07']",19/07 18:00,160,12,9999,NIL,NIL,3,28,23,1013,74,NIL,,,,,,,
"['19:00', '19/07']",19/07 19:00,140,12,9999,NIL,1700,5,27,23,1013,79,NIL,,,,,,,
"['20:00', '19/07']",19/07 20:00,130,9,9999,NIL,NIL,3,26,22,1014,79,NIL,,,,,,,
"['20:30', '19/07']",19/07 20:30,140,9,4000,1,1400,5,24,22,1014,89,NIL,,,,,,,
"['21:00', '19/07']",19/07 21:00,110,7,5000,1,2000,8,23,22,1014,94,105,,,,,,,
"['22:00', '19/07']",19/07 22:00,180,7,8000,NIL,5000,8,25,23,1014,89,NIL,,,,,,,
"['23:00', '19/07']",19/07 23:00,150,10,9999,NIL,6000,8,25,22,1015,83,NIL,,,,,,,
"['00:00', '20/07']",20/07 00:00,170,11,9000,NIL,2500,5,25,22,1015,83,NIL,,,,,,,
"['01:00', '20/07']",20/07 01:00,180,7,9000,,6000,5,24,22,1015,89,NIL,,,,,,,
"['02:00', '20/07']",20/07 02:00,200,5,9999,,NIL,3,23,22,1015,94,NIL,,,,,,,
"['03:00', '20/07']",20/07 03:00,220,3,9999,,NIL,3,23,22,1015,94,NIL,,,,,,,
"['04:00', '20/07']",20/07 04:00,VRB,2,9999,,NIL,3,24,23,1014,94,NIL,,,,,,,
"['05:00', '20/07']",20/07 05:00,130,11,9999,,NIL,3,26,22,1014,79,NIL,,,,,,,
"['06:00', '20/07']",20/07 06:00,130,11,9999,,NIL,3,26,22,1014,79,NIL,,,,,,,
"['07:00', '20/07']",20/07 07:00,130,11,9999,,NIL,3,26,22,1014,79,NIL,,,,,,,
"['08:00', '20/07']",20/07 08:00,120,12,9999,,NIL,3,25,22,1014,83,NIL,,,,,,,
"['09:00', '20/07']",20/07 09:00,130,8,9999,,6000,5,26,22,1014,79,NIL,,,,,,,
"['10:00', '20/07']",20/07 10:00,140,11,9999,,6000,5,25,22,1015,83,NIL,,,,,,,
"['11:00', '20/07']",20/07 11:00,130,13,8000,,7000,5,26,23,1015,84,NIL,,,,,,,
"['12:00', '20/07']",20/07 12:00,120,12,9999,,NIL,3,27,23,1016,79,NIL,,,,,,,
"['13:00', '20/07']",20/07 13:00,130,15,9999,,NIL,3,27,21,1016,70,NIL,,,,,,,
"['14:00', '20/07']",20/07 14:00,130,14,9999,,NIL,3,28,22,1016,70,120,,,,,,,
"['15:00', '20/07']",20/07 15:00,150,18,8000,,5000,5,28,23,1015,74,NIL,,,,,,,
"['16:00', '20/07']",20/07 16:00,140,13,9999,,NIL,3,29,21,1014,62,130,,,,,,,
