validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,vnt_rajada,nevoeiro,nevoa_umida,chuvisco,pancada,vis_setor,vis_setor_dir,vnt_vrb
"['18:00', '24/06']",24/06 18:00,160,4,9999,,,,,24,11,1019,44,,,,,,,,
"['19:00', '24/06']",24/06 19:00,110,4,9999,,,,,24,11,1018,44,,,,,,,,
"['20:00', '24/06']",24/06 20:00,80,6,9999,,,,,22,12,1018,53,,,,,,,,
"['21:00', '24/06']",24/06 21:00,70,9,9999,,,,,20,13,1019,64,,,,,,,,
"['22:00', '24/06']",24/06 22:00,70,7,9999,,,,,19,12,1019,64,,,,,,,,
"['23:00', '24/06']",24/06 23:00,60,6,9999,,,,,17,12,1020,72,,,,,,,,
"['00:00', '25/06']",25/06 00:00,130,4,9999,,,,,17,12,1021,72,,,,,,,,
"['01:00', '25/06']",25/06 01:00,180,2,9999,,,,NIL,15,12,1021,82,,,,,,,,
"['02:00', '25/06']",25/06 02:00,150,2,9999,,,,NIL,15,12,1021,82,,,,,,,,
"['03:00', '25/06']",25/06 03:00,160,3,9999,,,,NIL,15,12,1021,82,,,,,,,,
"['04:00', '25/06']",25/06 04:00,140,4,9999,,,,NIL,14,11,1021,82,,,,,,,,
"['05:00', '25/06']",25/06 05:00,150,3,9999,,,,NIL,13,11,1021,88,,,,,,,,
"['06:00', '25/06']",25/06 06:00,130,2,9999,,,,NIL,13,12,1021,94,,,,,,,,
"['07:00', '25/06']",25/06 07:00,140,5,9999,,,,NIL,13,12,1020,94,,,,,,,,
"['08:00', '25/06']",25/06 08:00,120,4,9999,,,,NIL,13,11,1020,88,,,,,,,,
"['09:00', '25/06']",25/06 09:00,140,3,9999,,,,NIL,12,11,1021,94,,,,,,,,
"['10:00', '25/06']",25/06 10:00,120,2,9999,,,,NIL,12,11,1021,94,,,,,,,,
"['11:00', '25/06']",25/06 11:00,180,2,9999,,,,NIL,13,12,1022,94,,,,,,,,
"['12:00', '25/06']",25/06 12:00,130,3,9999,,,,NIL,16,13,1023,82,,,,,,,,
"['13:00', '25/06']",25/06 13:00,140,2,9999,,,,NIL,19,12,1023,64,,,,,,,,
"['14:00', '25/06']",25/06 14:00,60,4,9999,,,,NIL,22,12,1023,53,,,,,,,,
"['15:00', '25/06']",25/06 15:00,10,5,9999,,,,NIL,23,12,1022,50,,,,,,,,
"['16:00', '25/06']",25/06 16:00,360,5,9999,,,,3,24,13,1021,50,,,,,,,,
"['17:00', '25/06']",25/06 17:00,0,0,9999,,,,2,24,13,1020,50,,,,,,,,
"['18:00', '25/06']",25/06 18:00,250,6,9999,,,,2,25,12,1020,44,,,,,,,,
"['19:00', '25/06']",25/06 19:00,360,4,9999,,,,2,24,12,1019,47,,,,,,,,
"['20:00', '25/06']",25/06 20:00,20,4,9999,,,,2,24,13,1020,50,,,,,,,,
"['21:00', '25/06']",25/06 21:00,360,5,9999,,,,NIL,22,13,1020,57,,,,,,,,
"['22:00', '25/06']",25/06 22:00,290,3,9999,,,,NIL,22,13,1021,57,,,,,,,,
"['23:00', '25/06']",25/06 23:00,300,3,9999,,,,NIL,21,13,1021,60,,,,,,,,
"['00:00', '26/06']",26/06 00:00,240,2,9999,,,,NIL,18,13,1021,73,,,,,,,,
"['01:00', '26/06']",26/06 01:00,230,1,9999,,,,,18,13,1021,73,,,,,,,,
"['02:00', '26/06']",26/06 02:00,30,5,9999,,,,,17,13,1021,77,,,,,,,,
"['03:00', '26/06']",26/06 03:00,120,4,9999,,,,,17,13,1021,77,,,,,,,,
"['04:00', '26/06']",26/06 04:00,180,2,9999,,,,,15,12,1021,82,,,,,,,,
"['05:00', '26/06']",26/06 05:00,200,3,9999,,,,,15,13,1021,88,,,,,,,,
"['06:00', '26/06']",26/06 06:00,160,1,9999,,,,,14,13,1020,94,,,,,,,,
"['07:00', '26/06']",26/06 07:00,200,2,9999,,,,,14,13,1020,94,,,,,,,,
"['08:00', '26/06']",26/06 08:00,170,2,9999,,,,,13,12,1021,94,,,,,,,,
"['09:00', '26/06']",26/06 09:00,160,2,9999,,,,,12,12,1021,100,,,,,,,,
"['10:00', '26/06']",26/06 10:00,0,0,9999,,,,,13,12,1021,94,,,,,,,,
"['11:00', '26/06']",26/06 11:00,0,0,9999,,,,,14,13,1021,94,,,,,,,,
"['12:00', '26/06']",26/06 12:00,160,3,9999,,,,,16,14,1021,88,,,,,,,,
"['13:00', '26/06']",26/06 13:00,160,3,9999,,,,,20,15,1022,73,,,,,,,,
"['14:00', '26/06']",26/06 14:00,90,2,9999,,,,,23,14,1021,57,,,,,,,,
"['15:00', '26/06']",26/06 15:00,230,3,9999,,,,,25,13,1020,47,,,,,,,,
"['16:00', '26/06']",26/06 16:00,110,4,9999,,,,,25,12,1020,44,,,,,,,,
"['17:00', '26/06']",26/06 17:00,160,4,9999,,,,,26,12,1019,42,,,,,,,,
"['18:00', '26/06']",26/06 18:00,120,6,9999,,,,,26,12,1018,42,,,,,,,,
"['19:00', '26/06']",26/06 19:00,90,5,9999,,,,,26,12,1018,42,,,,,,,,
"['20:00', '26/06']",26/06 20:00,70,12,9999,,,,,24,12,1018,47,,,,,,,,
"['21:00', '26/06']",26/06 21:00,80,6,9999,,,,,22,13,1019,57,,,,,,,,
"['22:00', '26/06']",26/06 22:00,50,8,9999,,,,,21,13,1019,60,,,,,,,,
"['23:00', '26/06']",26/06 23:00,90,3,9999,,,,,20,13,1019,64,,,,,,,,
"['00:00', '27/06']",27/06 00:00,110,6,9999,,,,,19,14,1019,73,,,,,,,,
"['01:00', '27/06']",27/06 01:00,70,6,9999,,,NIL,NIL,18,13,1019,73,,,,,,,,
"['02:00', '27/06']",27/06 02:00,40,5,9999,,,NIL,NIL,18,13,1019,73,,,,,,,,
"['03:00', '27/06']",27/06 03:00,70,4,9999,,,NIL,NIL,18,13,1019,73,,,,,,,,
"['04:00', '27/06']",27/06 04:00,60,3,9999,,,NIL,NIL,17,13,1019,77,,,,,,,,
"['05:00', '27/06']",27/06 05:00,50,5,9999,,,NIL,NIL,17,13,1019,77,,,,,,,,
"['06:00', '27/06']",27/06 06:00,80,4,9999,,,NIL,NIL,16,14,1019,88,,,,,,,,
"['07:00', '27/06']",27/06 07:00,100,4,9999,,,NIL,NIL,16,14,1019,88,,,,,,,,
"['08:00', '27/06']",27/06 08:00,80,3,9999,,,NIL,NIL,15,14,1018,94,,,,,,,,
"['09:00', '27/06']",27/06 09:00,0,0,9999,,,NIL,NIL,13,12,1018,94,,,,,,,,
"['10:00', '27/06']",27/06 10:00,90,2,9999,,,NIL,NIL,13,12,1018,94,,,,,,,,
"['11:00', '27/06']",27/06 11:00,30,3,9999,,,NIL,NIL,16,13,1019,82,,,,,,,,
"['12:00', '27/06']",27/06 12:00,30,8,9999,,,NIL,NIL,19,13,1019,68,,,,,,,,
"['13:00', '27/06']",27/06 13:00,360,5,9999,,,NIL,NIL,21,12,1020,56,,,,,,,,
"['14:00', '27/06']",27/06 14:00,360,7,9999,,,NIL,NIL,22,12,1020,53,,,,,,,,
"['15:00', '27/06']",27/06 15:00,320,10,9999,,,NIL,NIL,23,11,1019,47,,,,,,,,
"['16:00', '27/06']",27/06 16:00,310,11,9999,,,4500,5,24,11,1018,44,,,,,,,,
"['17:00', '27/06']",27/06 17:00,260,8,9999,,,4500,5,25,11,1018,41,,,,,,,,
"['18:00', '27/06']",27/06 18:00,270,10,9999,,,4500,5,24,10,1018,41,,,,,,,,
"['19:00', '27/06']",27/06 19:00,290,10,9999,,,NIL,2,25,10,1018,39,,,,,,,,
"['20:00', '27/06']",27/06 20:00,290,6,9999,,,NIL,NIL,24,11,1018,44,,,,,,,,
"['21:00', '27/06']",27/06 21:00,330,5,9999,,,NIL,NIL,22,10,1018,46,,,,,,,,
"['22:00', '27/06']",27/06 22:00,330,6,9999,,,NIL,NIL,21,11,1018,53,,,,,,,,
"['23:00', '27/06']",27/06 23:00,320,3,9999,,,NIL,NIL,20,11,1019,56,,,,,,,,
"['00:00', '28/06']",28/06 00:00,270,3,9999,,,NIL,NIL,17,12,1019,72,,,,,,,,
"['01:00', '28/06']",28/06 01:00,310,3,9999,,,NIL,NIL,19,12,1019,64,,,,,,,,
"['02:00', '28/06']",28/06 02:00,360,3,9999,,,NIL,NIL,17,12,1019,72,,,,,,,,
"['03:00', '28/06']",28/06 03:00,350,1,9999,,,NIL,NIL,16,12,1019,77,,,,,,,,
"['04:00', '28/06']",28/06 04:00,160,4,9999,,,NIL,NIL,15,12,1020,82,,,,,,,,
"['05:00', '28/06']",28/06 05:00,160,3,9999,,,NIL,NIL,16,13,1019,82,,,,,,,,
"['06:00', '28/06']",28/06 06:00,160,3,9999,,,NIL,NIL,14,12,1019,88,,,,,,,,
"['07:00', '28/06']",28/06 07:00,90,3,9999,,,NIL,NIL,15,12,1019,82,,,,,,,,
"['08:00', '28/06']",28/06 08:00,200,2,9999,,,NIL,NIL,13,12,1020,94,,,,,,,,
"['09:00', '28/06']",28/06 09:00,160,3,9999,,,NIL,NIL,13,12,1020,94,,,,,,,,
"['10:00', '28/06']",28/06 10:00,170,1,9999,,,NIL,NIL,13,12,1021,94,,,,,,,,
"['11:00', '28/06']",28/06 11:00,130,3,9999,,,NIL,NIL,15,13,1021,88,,,,,,,,
"['12:00', '28/06']",28/06 12:00,190,1,9999,,,NIL,NIL,18,13,1022,73,,,,,,,,
"['13:00', '28/06']",28/06 13:00,170,7,9999,,,NIL,NIL,20,13,1022,64,,,,,,,,
"['14:00', '28/06']",28/06 14:00,120,2,9999,,,NIL,NIL,23,13,1022,53,,,,,,,,
"['15:00', '28/06']",28/06 15:00,60,3,9999,,,NIL,2,24,13,1021,50,,,,,,,,
"['16:00', '28/06']",28/06 16:00,140,2,9999,,,NIL,3,24,12,1020,47,,,,,,,,
"['17:00', '28/06']",28/06 17:00,290,4,9999,,,4000,5,26,13,1020,45,,,,,,,,
"['18:00', '28/06']",28/06 18:00,230,2,9999,,,4000,5,24,13,1020,50,,,,,,,,
"['19:00', '28/06']",28/06 19:00,170,6,9999,,,NIL,3,24,13,1019,50,,,,,,,,
"['20:00', '28/06']",28/06 20:00,180,4,9999,,,NIL,3,24,14,1019,54,,,,,,,,
"['21:00', '28/06']",28/06 21:00,140,7,9999,,,NIL,3,21,14,1020,64,,,,,,,,
"['22:00', '28/06']",28/06 22:00,110,9,9999,,,NIL,2,21,15,1021,69,,,,,,,,
"['23:00', '28/06']",28/06 23:00,120,8,9999,,,NIL,2,19,14,1021,73,,,,,,,,
"['00:00', '29/06']",29/06 00:00,110,8,9999,,,NIL,NIL,19,14,1022,73,,,,,,,,
"['01:00', '29/06']",29/06 01:00,120,7,9999,,,NIL,NIL,17,14,1022,83,,,,,,,,
"['02:00', '29/06']",29/06 02:00,120,7,9999,,,NIL,NIL,17,14,1022,83,,,,,,,,
"['03:00', '29/06']",29/06 03:00,140,5,9999,,,NIL,NIL,16,14,1022,88,,,,,,,,
"['04:00', '29/06']",29/06 04:00,120,9,9999,,,NIL,NIL,16,13,1022,82,,,,,,,,
"['05:00', '29/06']",29/06 05:00,150,7,9999,,,NIL,NIL,16,13,1022,82,,,,,,,,
"['06:00', '29/06']",29/06 06:00,140,6,9999,,,NIL,NIL,15,13,1022,88,,,,,,,,
"['07:00', '29/06']",29/06 07:00,160,6,9999,,,NIL,NIL,14,13,1022,94,,,,,,,,
"['08:00', '29/06']",29/06 08:00,130,5,9999,,,NIL,NIL,14,13,1022,94,,,,,,,,
"['09:00', '29/06']",29/06 09:00,130,4,9999,,,8000,5,15,13,1022,88,,,,,,,,
"['10:00', '29/06']",29/06 10:00,150,5,9999,,,7000,5,15,13,1023,88,,,,,,,,
"['11:00', '29/06']",29/06 11:00,130,5,9999,,,7000,5,15,13,1024,88,,,,,,,,
"['12:00', '29/06']",29/06 12:00,140,4,9999,,,7000,5,16,14,1025,88,,,,,,,,
"['13:00', '29/06']",29/06 13:00,120,9,9999,,,2500,5,17,14,1025,83,,,,,,,,
"['14:00', '29/06']",29/06 14:00,90,9,9999,,,3000,5,17,14,1026,83,,,,,,,,
"['15:00', '29/06']",29/06 15:00,80,10,9999,,,3000,5,17,14,1025,83,,,,,,,,
"['16:00', '29/06']",29/06 16:00,90,11,9999,,,3000,5,18,14,1024,77,,,,,,,,
"['17:00', '29/06']",29/06 17:00,130,7,9999,,,8000,5,20,14,1023,68,,,,,,,,
"['18:00', '29/06']",29/06 18:00,100,6,9999,,,NIL,3,21,13,1022,60,,,,,,,,
"['19:00', '29/06']",29/06 19:00,90,8,9999,,,8000,5,20,13,1022,64,,,,,,,,
"['20:00', '29/06']",29/06 20:00,80,7,9999,,,7000,5,19,14,1022,73,,,,,,,,
"['21:00', '29/06']",29/06 21:00,60,8,9999,,,7000,5,18,14,1023,77,,,,,,,,
"['22:00', '29/06']",29/06 22:00,50,6,9999,,,7000,5,18,14,1023,77,,,,,,,,
"['23:00', '29/06']",29/06 23:00,40,6,9999,,,7000,5,17,14,1023,83,,,,,,,,
"['00:00', '30/06']",30/06 00:00,30,5,9999,,,7000,5,16,14,1023,88,,,,,,,,
"['01:00', '30/06']",30/06 01:00,80,3,9999,,,7000,5,16,14,1023,88,,,,,,,,
"['02:00', '30/06']",30/06 02:00,120,3,9999,,,7000,5,16,14,1023,88,,,,,,,,
"['03:00', '30/06']",30/06 03:00,80,1,9999,,,7000,5,15,14,1022,94,,,,,,,,
"['04:00', '30/06']",30/06 04:00,90,3,9999,,,7000,5,15,14,1022,94,,,,,,,,
"['05:00', '30/06']",30/06 05:00,110,2,9999,,,7000,5,15,14,1021,94,,,,,,,,
"['06:00', '30/06']",30/06 06:00,140,3,9999,,,7000,5,14,13,1020,94,,,,,,,,
"['07:00', '30/06']",30/06 07:00,130,2,9999,,,7000,5,14,13,1020,94,,,,,,,,
"['08:00', '30/06']",30/06 08:00,100,4,9999,,,7000,5,13,13,1020,100,,,,,,,,
"['09:00', '30/06']",30/06 09:00,120,2,9999,,,7000,5,13,13,1021,100,,,,,,,,
"['10:00', '30/06']",30/06 10:00,130,3,9999,,,7000,5,14,13,1021,94,,,,,,,,
"['11:00', '30/06']",30/06 11:00,90,4,9999,,,2700,5,16,14,1022,88,,,,,,,,
"['12:00', '30/06']",30/06 12:00,50,4,9999,,,NIL,3,18,14,1023,77,,,,,,,,
"['13:00', '30/06']",30/06 13:00,30,7,9999,,,NIL,3,19,13,1023,68,,,,,,,,
"['14:00', '30/06']",30/06 14:00,20,9,9999,,,4000,5,20,14,1022,68,,,,,,,,
"['15:00', '30/06']",30/06 15:00,10,9,9999,,,4000,5,21,14,1021,64,,,,,,,,
"['16:00', '30/06']",30/06 16:00,340,8,9999,,,3500,5,22,14,1020,60,,,,,,,,
"['17:00', '30/06']",30/06 17:00,340,5,9999,,,3000,5,22,14,1019,60,,,,,,,,
"['18:00', '30/06']",30/06 18:00,350,6,9999,,,3000,5,22,14,1018,60,,,,,,,,
"['19:00', '30/06']",30/06 19:00,350,5,9999,,,NIL,3,23,15,1018,61,,,,,,,,
"['20:00', '30/06']",30/06 20:00,350,5,9999,,,NIL,3,22,14,1018,60,,,,,,,,
"['21:00', '30/06']",30/06 21:00,20,5,9999,,,3000,5,21,15,1018,69,,,,,,,,
"['22:00', '30/06']",30/06 22:00,30,8,9999,,,NIL,3,20,15,1018,73,,,,,,,,
"['23:00', '30/06']",30/06 23:00,30,9,9999,,,NIL,3,18,15,1017,83,,,,,,,,
"['00:00', '01/07']",01/07 00:00,30,8,9999,,,NIL,2,18,15,1018,83,,,,,,,,
"['01:00', '01/07']",01/07 01:00,20,4,9999,,,,2,17,15,1018,88,,NIL,NIL,,,,,
"['02:00', '01/07']",01/07 02:00,30,6,9999,,,,NIL,17,15,1018,88,,NIL,NIL,,,,,
"['03:00', '01/07']",01/07 03:00,10,7,9999,,,,NIL,17,15,1017,88,,NIL,NIL,,,,,
"['04:00', '01/07']",01/07 04:00,280,2,9999,,,,NIL,15,14,1017,94,,NIL,NIL,,,,,
"['05:00', '01/07']",01/07 05:00,250,2,9999,,,,NIL,15,14,1017,94,,NIL,NIL,,,,,
"['06:00', '01/07']",01/07 06:00,100,2,9999,,,,NIL,14,14,1017,100,,NIL,NIL,,,,,
"['07:00', '01/07']",01/07 07:00,100,2,9999,,,,NIL,14,14,1017,100,,NIL,NIL,,,,,
"['08:00', '01/07']",01/07 08:00,100,3,9999,,,,NIL,14,13,1017,94,,NIL,NIL,,,,,
"['09:00', '01/07']",01/07 09:00,150,1,2000,,,,2,12,12,1017,100,,1,1,,,,,
"['09:10', '01/07']",01/07 09:10,160,1,800,,,,2,12,12,1017,100,,1,NIL,,,,,
"['09:40', '01/07']",01/07 09:40,0,0,500,,,,NIL,13,13,1017,100,,1,NIL,,,,,
"['10:00', '01/07']",01/07 10:00,0,0,800,,,,NIL,13,13,1017,100,,1,NIL,,,,,
"['10:06', '01/07']",01/07 10:06,0,0,1200,,,,NIL,12,12,1017,100,,1,NIL,,,,,
"['10:18', '01/07']",01/07 10:18,0,0,2500,,,,NIL,12,12,1018,100,,1,NIL,,,,,
"['10:25', '01/07']",01/07 10:25,0,0,4500,,,,NIL,12,12,1018,100,,1,NIL,,,,,
"['11:00', '01/07']",01/07 11:00,270,2,6000,,,,NIL,12,12,1018,100,,1,NIL,,,,,
"['12:00', '01/07']",01/07 12:00,0,0,8000,,,,NIL,15,15,1019,100,,1,NIL,,,,,
"['13:00', '01/07']",01/07 13:00,340,8,9999,,,,2,20,16,1018,78,,NIL,NIL,,,,,
"['14:00', '01/07']",01/07 14:00,310,9,9999,,,,2,22,16,1018,69,,NIL,NIL,,,,,
"['15:00', '01/07']",01/07 15:00,330,10,9999,,,,3,24,15,1017,57,,NIL,NIL,,,,,
"['16:00', '01/07']",01/07 16:00,280,12,9999,,,,2,25,13,1016,47,,NIL,NIL,,,,,
"['17:00', '01/07']",01/07 17:00,270,12,9999,,,,2,26,13,1015,45,,NIL,NIL,,,,,
"['18:00', '01/07']",01/07 18:00,270,11,9999,,,,3,25,13,1015,47,,NIL,NIL,,,,,
"['19:00', '01/07']",01/07 19:00,280,6,9999,,,,3,25,14,1015,50,,NIL,NIL,,,,,
"['20:00', '01/07']",01/07 20:00,270,6,9999,,,,3,24,14,1015,54,,NIL,NIL,,,,,
"['21:00', '01/07']",01/07 21:00,330,5,9999,,,,2,22,14,1015,60,,NIL,NIL,,,,,
"['22:00', '01/07']",01/07 22:00,330,6,9999,,,,2,21,14,1015,64,,NIL,NIL,,,,,
"['23:00', '01/07']",01/07 23:00,330,5,9999,,,,NIL,21,14,1015,64,,NIL,NIL,,,,,
"['00:00', '02/07']",02/07 00:00,340,3,9999,,,,NIL,20,14,1015,68,,NIL,NIL,,,,,
"['01:00', '02/07']",02/07 01:00,340,3,9999,,,NIL,NIL,19,14,1015,73,,,,,,,,
"['02:00', '02/07']",02/07 02:00,300,4,9999,,,NIL,NIL,19,14,1016,73,,,,,,,,
"['03:00', '02/07']",02/07 03:00,280,5,9999,,,NIL,NIL,18,15,1016,83,,,,,,,,
"['04:00', '02/07']",02/07 04:00,300,5,9999,,,NIL,NIL,16,14,1016,88,,,,,,,,
"['05:00', '02/07']",02/07 05:00,290,5,9999,,,NIL,NIL,15,14,1016,94,,,,,,,,
"['06:00', '02/07']",02/07 06:00,300,2,9999,,,NIL,NIL,15,14,1017,94,,,,,,,,
"['07:00', '02/07']",02/07 07:00,310,4,9999,,,NIL,NIL,13,13,1017,100,,,,,,,,
"['08:00', '02/07']",02/07 08:00,340,4,9999,,,NIL,NIL,13,12,1017,94,,,,,,,,
"['09:00', '02/07']",02/07 09:00,150,3,9999,,,NIL,NIL,15,14,1017,94,,,,,,,,
"['10:00', '02/07']",02/07 10:00,0,0,9000,,,NIL,3,16,15,1018,94,,,,,,,,
"['11:00', '02/07']",02/07 11:00,160,2,9000,,,NIL,3,17,15,1018,88,,,,,,,,
"['12:00', '02/07']",02/07 12:00,190,2,9000,,,NIL,3,18,15,1019,83,,,,,,,,
"['13:00', '02/07']",02/07 13:00,130,3,9999,,,NIL,3,19,15,1019,78,,,,,,,,
"['14:00', '02/07']",02/07 14:00,180,2,9999,,,10000,5,22,15,1019,65,,,,,,,,
"['15:00', '02/07']",02/07 15:00,50,3,9999,,,NIL,2,24,15,1018,57,,,,,,,,
"['16:00', '02/07']",02/07 16:00,10,8,9999,,,NIL,2,24,15,1016,57,,,,,,,,
"['17:00', '02/07']",02/07 17:00,320,10,9999,,,4000,5,25,15,1016,54,,,,,,,,
"['18:00', '02/07']",02/07 18:00,310,11,9999,,,4000,5,25,15,1015,54,,,,,,,,
"['19:00', '02/07']",02/07 19:00,320,9,9999,,,NIL,3,25,15,1015,54,,,,,,,,
"['20:00', '02/07']",02/07 20:00,330,6,9999,,,NIL,3,23,15,1016,61,,,,,,,,
"['21:00', '02/07']",02/07 21:00,360,6,9999,,,NIL,2,23,15,1016,61,,,,,,,,
"['22:00', '02/07']",02/07 22:00,330,5,9999,,,NIL,NIL,22,15,1017,65,,,,,,,,
"['23:00', '02/07']",02/07 23:00,340,3,9999,,,NIL,NIL,21,15,1017,69,,,,,,,,
"['00:00', '03/07']",03/07 00:00,340,4,9999,,,NIL,NIL,21,15,1017,69,,,,,,,,
"['01:00', '03/07']",03/07 01:00,180,5,9999,NIL,,NIL,NIL,19,16,1018,83,,NIL,NIL,,,,,
"['02:00', '03/07']",03/07 02:00,340,3,9999,NIL,,NIL,3,18,17,1019,94,,NIL,NIL,,,,,
"['03:00', '03/07']",03/07 03:00,180,3,9999,1,,NIL,3,17,17,1018,100,,NIL,NIL,,,,,
"['04:00', '03/07']",03/07 04:00,50,3,9999,NIL,,10000,5,18,17,1018,94,,NIL,NIL,,,,,
"['04:30', '03/07']",03/07 04:30,30,9,3000,NIL,,10000,5,17,17,1018,100,,NIL,1,,,,,
"['05:00', '03/07']",03/07 05:00,50,7,700,NIL,,10000,5,17,17,1018,100,,1,NIL,,,,,
"['06:00', '03/07']",03/07 06:00,70,3,100,NIL,,10000,5,16,16,1017,100,,1,NIL,,,,,
"['07:00', '03/07']",03/07 07:00,210,1,100,NIL,,10000,5,16,16,1017,100,,1,NIL,,,,,
"['08:00', '03/07']",03/07 08:00,140,2,100,NIL,,200,5,15,15,1018,100,,1,NIL,,,,,
"['08:47', '03/07']",03/07 08:47,0,0,4000,NIL,,NIL,2,15,15,1018,100,,1,NIL,,,,,
"['09:00', '03/07']",03/07 09:00,0,0,4000,NIL,,NIL,2,14,14,1018,100,,1,NIL,,,,,
"['09:17', '03/07']",03/07 09:17,160,1,400,NIL,,NIL,NIL,15,15,1018,100,,1,NIL,,,,,
"['10:00', '03/07']",03/07 10:00,180,3,100,NIL,,NIL,NIL,15,15,1019,100,,1,NIL,,,,,
"['11:00', '03/07']",03/07 11:00,170,2,0,NIL,,NIL,NIL,15,15,1019,100,,1,NIL,,,,,
"['11:38', '03/07']",03/07 11:38,0,0,200,NIL,,NIL,NIL,16,16,1020,100,,1,NIL,,,,,
"['12:00', '03/07']",03/07 12:00,170,2,0,NIL,,NIL,NIL,16,16,1020,100,,1,NIL,,,,,
"['12:25', '03/07']",03/07 12:25,160,2,400,NIL,,NIL,NIL,17,17,1020,100,,1,NIL,,,,,
"['13:00', '03/07']",03/07 13:00,180,5,400,NIL,,200,5,17,17,1021,100,,1,NIL,,,,,
"['13:20', '03/07']",03/07 13:20,210,2,4000,NIL,,NIL,2,17,17,1020,100,,1,1,,,,,
"['13:40', '03/07']",03/07 13:40,270,1,8000,NIL,,NIL,2,19,19,1020,100,,NIL,NIL,,,,,
"['14:00', '03/07']",03/07 14:00,230,1,9999,NIL,,NIL,2,20,18,1020,88,,NIL,NIL,,,,,
"['15:00', '03/07']",03/07 15:00,350,4,9999,NIL,,NIL,2,23,17,1019,69,,NIL,NIL,,,,,
"['16:00', '03/07']",03/07 16:00,250,3,9999,NIL,,NIL,3,24,16,1018,61,,NIL,NIL,,,,,
"['17:00', '03/07']",03/07 17:00,280,7,9999,NIL,,NIL,3,26,11,1017,39,,NIL,NIL,,,,,
"['18:00', '03/07']",03/07 18:00,230,8,9999,NIL,,NIL,3,26,12,1017,42,,NIL,NIL,,,,,
"['19:00', '03/07']",03/07 19:00,210,6,9999,NIL,,NIL,3,25,13,1017,47,,NIL,NIL,,,,,
"['20:00', '03/07']",03/07 20:00,240,4,9999,NIL,,NIL,2,25,13,1017,47,,NIL,NIL,,,,,
"['21:00', '03/07']",03/07 21:00,230,3,9999,NIL,,NIL,2,23,13,1018,53,,NIL,NIL,,,,,
"['22:00', '03/07']",03/07 22:00,230,3,9999,NIL,,NIL,2,22,12,1018,53,,NIL,NIL,,,,,
"['23:00', '03/07']",03/07 23:00,160,1,9999,NIL,,NIL,NIL,21,11,1019,53,,NIL,NIL,,,,,
"['00:00', '04/07']",04/07 00:00,0,0,9999,NIL,,NIL,NIL,20,11,1019,56,,NIL,NIL,,,,,
"['01:00', '04/07']",04/07 01:00,0,0,9999,,,NIL,NIL,18,13,1020,73,,,,,,,,
"['02:00', '04/07']",04/07 02:00,160,2,9999,,,NIL,NIL,17,13,1020,77,,,,,,,,
"['03:00', '04/07']",04/07 03:00,150,2,9999,,,NIL,NIL,17,13,1020,77,,,,,,,,
"['04:00', '04/07']",04/07 04:00,110,5,9999,,,NIL,NIL,16,13,1020,82,,,,,,,,
"['05:00', '04/07']",04/07 05:00,100,4,9999,,,NIL,NIL,15,13,1020,88,,,,,,,,
"['06:00', '04/07']",04/07 06:00,120,3,9999,,,NIL,NIL,15,13,1020,88,,,,,,,,
"['07:00', '04/07']",04/07 07:00,140,4,9999,,,NIL,NIL,15,14,1020,94,,,,,,,,
"['08:00', '04/07']",04/07 08:00,120,3,9999,,,NIL,NIL,14,14,1019,100,,,,,,,,
"['09:00', '04/07']",04/07 09:00,130,5,9999,,,NIL,NIL,15,14,1020,94,,,,,,,,
"['10:00', '04/07']",04/07 10:00,130,4,9999,,,NIL,NIL,15,14,1020,94,,,,,,,,
"['11:00', '04/07']",04/07 11:00,130,4,9999,,,NIL,NIL,16,15,1022,94,,,,,,,,
"['12:00', '04/07']",04/07 12:00,100,6,9999,,,NIL,NIL,20,17,1022,83,,,,,,,,
"['13:00', '04/07']",04/07 13:00,90,5,9999,,,NIL,2,22,16,1023,69,,,,,,,,
"['14:00', '04/07']",04/07 14:00,60,8,9999,,,NIL,3,22,15,1022,65,,,,,,,,
"['15:00', '04/07']",04/07 15:00,90,6,9999,,,NIL,3,24,16,1021,61,,,,,,,,
"['16:00', '04/07']",04/07 16:00,10,8,9999,,,3000,5,25,14,1021,50,,,,,,,,
"['17:00', '04/07']",04/07 17:00,30,5,9999,,,4000,5,24,14,1020,54,,,,,,,,
"['18:00', '04/07']",04/07 18:00,80,6,9999,,,4000,5,26,13,1019,45,,,,,,,,
"['19:00', '04/07']",04/07 19:00,60,5,9999,,,NIL,3,26,12,1019,42,,,,,,,,
"['20:00', '04/07']",04/07 20:00,90,7,9999,,,NIL,NIL,24,15,1019,57,,,,,,,,
"['21:00', '04/07']",04/07 21:00,80,7,9999,,,NIL,NIL,22,15,1020,65,,,,,,,,
"['22:00', '04/07']",04/07 22:00,60,6,9999,,,NIL,NIL,20,15,1020,73,,,,,,,,
"['23:00', '04/07']",04/07 23:00,90,8,9999,,,NIL,NIL,20,15,1021,73,,,,,,,,
"['00:00', '05/07']",05/07 00:00,120,5,9999,,,NIL,NIL,19,15,1021,78,,,,,,,,
"['01:00', '05/07']",05/07 01:00,140,3,9999,,,,NIL,18,15,1022,83,,,,,,,,
"['02:00', '05/07']",05/07 02:00,120,5,9999,,,,NIL,18,15,1022,83,,,,,,,,
