validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,teto,cobertura,tt,po,qnh,ur,chuva,pancada,vis_setor,vis_setor_dir,vnt_rajada,nevoeiro,trovoada,chuvisco,nevoa_umida
"['14:25', '06/12']",06/12 14:25,260,4,,3000,700,5,26,25,1013,94,1,NIL,NIL,NIL,,NIL,,,
"['15:00', '06/12']",06/12 15:00,300,7,,9999,600,5,25,24,1013,94,1,NIL,NIL,NIL,,NIL,,,
"['15:34', '06/12']",06/12 15:34,0,0,,9999,600,5,25,24,1012,94,1,NIL,NIL,NIL,,NIL,,,
"['16:00', '06/12']",06/12 16:00,280,1,,9999,500,5,25,24,1012,94,NIL,NIL,NIL,NIL,,NIL,,,
"['16:17', '06/12']",06/12 16:17,340,2,,9999,8000,5,25,24,1012,94,NIL,NIL,NIL,NIL,,NIL,,,
"['17:00', '06/12']",06/12 17:00,220,2,,9999,9000,5,25,24,1011,94,NIL,NIL,NIL,NIL,,NIL,,,
"['17:13', '06/12']",06/12 17:13,210,5,,9999,500,5,26,25,1011,94,NIL,NIL,NIL,NIL,,NIL,,,
"['18:00', '06/12']",06/12 18:00,190,4,,9999,500,5,26,25,1010,94,NIL,NIL,NIL,NIL,,NIL,,,
"['19:00', '06/12']",06/12 19:00,210,6,,9999,1500,5,27,25,1009,89,NIL,NIL,NIL,NIL,,NIL,,,
"['20:00', '06/12']",06/12 20:00,200,6,,9999,1600,5,27,25,1008,89,NIL,NIL,NIL,NIL,,NIL,,,
"['21:00', '06/12']",06/12 21:00,200,5,,9999,1500,5,27,25,1008,89,NIL,NIL,NIL,NIL,,NIL,,,
"['22:00', '06/12']",06/12 22:00,210,4,,9999,10000,5,26,25,1009,94,NIL,NIL,NIL,NIL,,NIL,,,
"['23:00', '06/12']",06/12 23:00,170,2,,9999,NIL,2,26,24,1010,89,NIL,NIL,NIL,NIL,,NIL,,,
"['00:00', '07/12']",07/12 00:00,0,0,,9999,NIL,2,25,24,1011,94,NIL,NIL,NIL,NIL,,NIL,,,
"['01:00', '07/12']",07/12 01:00,180,2,,9999,NIL,3,25,25,1012,100,1,NIL,,,NIL,,NIL,,
"['02:00', '07/12']",07/12 02:00,190,4,,9999,9000,5,25,25,1012,100,NIL,NIL,,,NIL,,NIL,,
"['03:00', '07/12']",07/12 03:00,170,4,,9999,8000,5,25,25,1012,100,NIL,NIL,,,NIL,,NIL,,
"['04:00', '07/12']",07/12 04:00,170,3,,9999,9000,5,25,24,1012,94,NIL,NIL,,,NIL,,NIL,,
"['05:00', '07/12']",07/12 05:00,150,2,,9999,9000,5,25,24,1011,94,NIL,NIL,,,NIL,,NIL,,
"['06:00', '07/12']",07/12 06:00,180,2,,9999,8000,5,25,24,1010,94,NIL,NIL,,,NIL,,NIL,,
"['06:13', '07/12']",07/12 06:13,50,14,,5000,600,5,24,22,1010,89,1,NIL,,,NIL,,1,,
"['06:26', '07/12']",07/12 06:26,40,11,,7000,1500,5,23,22,1011,94,1,NIL,,,NIL,,1,,
"['07:00', '07/12']",07/12 07:00,10,7,,4000,1500,5,23,22,1010,94,1,NIL,,,NIL,,1,,
"['08:00', '07/12']",07/12 08:00,250,5,,8000,1500,5,23,22,1010,94,1,NIL,,,NIL,,1,,
"['09:00', '07/12']",07/12 09:00,150,1,,9999,10000,5,23,23,1011,100,NIL,NIL,,,NIL,,NIL,,
"['10:00', '07/12']",07/12 10:00,260,2,,9999,700,5,23,23,1011,100,NIL,NIL,,,NIL,,NIL,,
"['11:00', '07/12']",07/12 11:00,250,2,,9999,800,5,24,23,1012,94,NIL,NIL,,,NIL,,NIL,,
"['11:11', '07/12']",07/12 11:11,220,3,,9999,8000,5,24,23,1012,94,NIL,NIL,,,NIL,,NIL,,
"['12:00', '07/12']",07/12 12:00,210,6,,9999,8000,5,26,24,1013,89,NIL,NIL,,,NIL,,NIL,,
"['13:00', '07/12']",07/12 13:00,220,5,,9999,4000,5,26,23,1013,84,NIL,NIL,,,NIL,,NIL,,
"['14:00', '07/12']",07/12 14:00,220,5,,9999,8000,5,27,24,1013,84,NIL,NIL,,,NIL,,NIL,,
"['15:00', '07/12']",07/12 15:00,180,4,,9999,8000,5,28,24,1012,79,NIL,NIL,,,NIL,,NIL,,
"['16:00', '07/12']",07/12 16:00,190,5,,9999,1800,5,28,24,1011,79,NIL,NIL,,,NIL,,NIL,,
"['17:00', '07/12']",07/12 17:00,170,5,,9999,2000,5,29,24,1010,74,NIL,NIL,,,NIL,,NIL,,
"['18:00', '07/12']",07/12 18:00,170,6,,9999,2000,5,28,24,1009,79,NIL,NIL,,,NIL,,NIL,,
"['19:00', '07/12']",07/12 19:00,190,3,,9999,1700,5,29,25,1008,79,NIL,NIL,,,NIL,,NIL,,
"['20:00', '07/12']",07/12 20:00,170,5,,9999,1700,5,28,25,1008,84,NIL,NIL,,,NIL,,NIL,,
"['20:25', '07/12']",07/12 20:25,180,8,,9999,1200,5,27,25,1008,89,NIL,NIL,,,NIL,,NIL,,
"['21:00', '07/12']",07/12 21:00,190,6,,3000,1200,5,27,25,1008,89,1,1,,,16,,NIL,,
"['21:12', '07/12']",07/12 21:12,100,5,,6000,8000,5,26,25,1009,94,1,1,,,NIL,,NIL,,
"['22:00', '07/12']",07/12 22:00,320,5,,9999,8000,5,25,24,1009,94,NIL,NIL,,,NIL,,NIL,,
"['23:00', '07/12']",07/12 23:00,320,2,,9999,9000,5,25,24,1010,94,NIL,NIL,,,NIL,,NIL,,
"['00:00', '08/12']",08/12 00:00,310,2,,9999,10000,5,24,23,1010,94,NIL,NIL,,,NIL,,NIL,,
"['01:00', '08/12']",08/12 01:00,0,0,NIL,9999,10000,5,24,24,1011,100,1,NIL,NIL,NIL,,,,,
"['02:00', '08/12']",08/12 02:00,350,1,NIL,9999,NIL,3,24,24,1012,100,NIL,NIL,NIL,NIL,,,,,
"['03:00', '08/12']",08/12 03:00,290,2,NIL,9999,NIL,3,24,24,1011,100,1,NIL,NIL,NIL,,,,,
"['04:00', '08/12']",08/12 04:00,310,3,NIL,9999,NIL,2,24,24,1011,100,NIL,NIL,NIL,NIL,,,,,
"['05:00', '08/12']",08/12 05:00,290,2,NIL,9999,NIL,2,24,24,1011,100,NIL,NIL,NIL,NIL,,,,,
"['06:00', '08/12']",08/12 06:00,340,2,NIL,9999,NIL,3,24,24,1010,100,NIL,NIL,NIL,NIL,,,,,
"['07:00', '08/12']",08/12 07:00,340,2,NIL,9999,NIL,3,24,24,1010,100,NIL,NIL,NIL,NIL,,,,,
"['08:00', '08/12']",08/12 08:00,360,5,NIL,9999,NIL,3,24,24,1010,100,NIL,NIL,NIL,NIL,,,,,
"['09:00', '08/12']",08/12 09:00,350,3,NIL,9999,NIL,NIL,24,23,1010,94,NIL,NIL,NIL,NIL,,,,,
"['10:00', '08/12']",08/12 10:00,360,3,NIL,9999,8000,5,24,23,1010,94,NIL,NIL,NIL,NIL,,,,,
"['11:00', '08/12']",08/12 11:00,310,2,NIL,9999,10000,5,24,24,1011,100,NIL,NIL,NIL,NIL,,,,,
"['12:00', '08/12']",08/12 12:00,310,3,NIL,9999,10000,5,25,24,1012,94,NIL,NIL,NIL,NIL,,,,,
"['13:00', '08/12']",08/12 13:00,340,3,NIL,9999,10000,5,26,24,1012,89,NIL,NIL,NIL,NIL,,,,,
"['14:00', '08/12']",08/12 14:00,320,3,NIL,9999,10000,5,27,24,1012,84,NIL,NIL,NIL,NIL,,,,,
"['15:00', '08/12']",08/12 15:00,20,4,NIL,9999,NIL,3,29,24,1012,74,NIL,NIL,NIL,NIL,,,,,
"['16:00', '08/12']",08/12 16:00,360,3,NIL,9999,NIL,3,30,25,1011,75,NIL,NIL,NIL,NIL,,,,,
"['17:00', '08/12']",08/12 17:00,340,3,NIL,9999,NIL,3,30,25,1010,75,NIL,NIL,NIL,NIL,,,,,
"['18:00', '08/12']",08/12 18:00,100,7,100,9999,NIL,3,29,25,1008,79,1,NIL,NIL,NIL,,,,,
"['19:00', '08/12']",08/12 19:00,70,4,NIL,9999,NIL,3,31,25,1007,71,NIL,NIL,NIL,NIL,,,,,
"['20:00', '08/12']",08/12 20:00,290,10,NIL,9000,NIL,3,26,25,1007,94,1,1,2000,270,,,,,
"['21:00', '08/12']",08/12 21:00,290,4,NIL,9999,7000,5,26,25,1007,94,1,1,NIL,NIL,,,,,
"['22:00', '08/12']",08/12 22:00,300,3,NIL,9999,7000,5,26,25,1008,94,NIL,NIL,NIL,NIL,,,,,
"['23:00', '08/12']",08/12 23:00,310,4,NIL,9999,8000,5,25,24,1009,94,NIL,NIL,NIL,NIL,,,,,
"['00:00', '09/12']",09/12 00:00,330,3,NIL,9999,10000,5,25,24,1010,94,NIL,NIL,NIL,NIL,,,,,
"['01:00', '09/12']",09/12 01:00,350,5,NIL,9999,NIL,3,25,24,1010,94,,,,,,,,1,
"['02:00', '09/12']",09/12 02:00,360,2,NIL,9999,NIL,3,25,24,1011,94,,,,,,,,1,
"['03:00', '09/12']",09/12 03:00,300,2,NIL,9999,9000,5,25,24,1011,94,,,,,,,,NIL,
"['04:00', '09/12']",09/12 04:00,290,3,NIL,9999,NIL,3,24,24,1011,100,,,,,,,,NIL,
"['05:00', '09/12']",09/12 05:00,320,2,NIL,9999,4500,5,24,24,1010,100,,,,,,,,NIL,
"['06:00', '09/12']",09/12 06:00,360,2,NIL,9999,9000,5,24,24,1009,100,,,,,,,,NIL,
"['07:00', '09/12']",09/12 07:00,340,2,NIL,9999,10000,5,24,24,1009,100,,,,,,,,NIL,
"['08:00', '09/12']",09/12 08:00,320,1,NIL,9999,7000,5,24,24,1009,100,,,,,,,,NIL,
"['09:00', '09/12']",09/12 09:00,0,0,NIL,9999,7000,5,24,23,1010,94,,,,,,,,NIL,
"['10:00', '09/12']",09/12 10:00,220,1,NIL,9999,6000,5,24,24,1010,100,,,,,,,,NIL,
"['11:00', '09/12']",09/12 11:00,0,0,NIL,9999,5000,8,25,24,1011,94,,,,,,,,NIL,
"['12:00', '09/12']",09/12 12:00,0,0,NIL,9999,4000,8,25,24,1012,94,,,,,,,,NIL,
"['13:00', '09/12']",09/12 13:00,330,1,NIL,9999,5000,5,26,24,1012,89,,,,,,,,NIL,
"['14:00', '09/12']",09/12 14:00,0,0,NIL,9999,700,5,26,25,1013,94,,,,,,,,NIL,
"['14:39', '09/12']",09/12 14:39,180,2,NIL,9999,8000,5,27,25,1012,89,,,,,,,,NIL,
"['15:00', '09/12']",09/12 15:00,210,2,NIL,9999,8000,5,27,25,1012,89,,,,,,,,NIL,
"['15:35', '09/12']",09/12 15:35,160,6,NIL,9999,800,5,27,25,1012,89,,,,,,,,NIL,
"['16:00', '09/12']",09/12 16:00,150,6,NIL,9999,800,5,26,24,1012,89,,,,,,,,NIL,
"['17:00', '09/12']",09/12 17:00,120,9,NIL,9999,800,5,27,24,1011,84,,,,,,,,NIL,
"['17:37', '09/12']",09/12 17:37,130,7,NIL,9999,9000,5,27,24,1010,84,,,,,,,,NIL,
"['18:00', '09/12']",09/12 18:00,100,7,110,9999,9000,5,27,24,1010,84,,,,,,,,NIL,
"['19:00', '09/12']",09/12 19:00,20,5,NIL,9999,10000,5,26,24,1008,89,,,,,,,,NIL,
"['20:00', '09/12']",09/12 20:00,350,6,160,9999,10000,5,27,25,1006,89,,,,,,,,NIL,
"['21:00', '09/12']",09/12 21:00,360,4,NIL,9999,10000,5,27,25,1006,89,,,,,,,,NIL,
"['22:00', '09/12']",09/12 22:00,340,3,NIL,9999,10000,5,26,24,1007,89,,,,,,,,NIL,
"['23:00', '09/12']",09/12 23:00,0,0,NIL,9999,NIL,NIL,25,24,1008,94,,,,,,,,NIL,
"['00:00', '10/12']",10/12 00:00,0,0,NIL,9999,NIL,NIL,25,24,1009,94,,,,,,,,NIL,
"['01:00', '10/12']",10/12 01:00,0,0,,9999,10000,5,24,24,1010,100,,,,,,,,,
"['02:00', '10/12']",10/12 02:00,40,1,,9999,NIL,3,25,24,1010,94,,,,,,,,,
"['03:00', '10/12']",10/12 03:00,80,4,,9999,10000,5,25,24,1010,94,,,,,,,,,
"['04:00', '10/12']",10/12 04:00,0,0,,9999,NIL,3,25,24,1010,94,,,,,,,,,
"['05:00', '10/12']",10/12 05:00,50,3,,9999,NIL,3,25,24,1010,94,,,,,,,,,
"['06:00', '10/12']",10/12 06:00,60,1,,9999,8000,5,25,24,1009,94,,,,,,,,,
"['07:00', '10/12']",10/12 07:00,350,1,,9999,7000,5,24,24,1009,100,,,,,,,,,
"['08:00', '10/12']",10/12 08:00,0,0,,9999,10000,5,24,24,1009,100,,,,,,,,,
"['09:00', '10/12']",10/12 09:00,0,0,,9999,NIL,3,24,24,1008,100,,,,,,,,,
"['10:00', '10/12']",10/12 10:00,310,1,,9999,8000,5,24,24,1009,100,,,,,,,,,
"['11:00', '10/12']",10/12 11:00,0,0,,8000,10000,5,25,24,1009,94,,,,,,,,,
"['11:28', '10/12']",10/12 11:28,300,1,,9999,600,5,26,25,1010,94,,,,,,,,,
"['12:00', '10/12']",10/12 12:00,330,2,,9999,8000,5,26,25,1010,94,,,,,,,,,
"['13:00', '10/12']",10/12 13:00,50,3,,9999,NIL,3,27,24,1011,84,,,,,,,,,
"['14:00', '10/12']",10/12 14:00,0,0,,9999,10000,5,29,25,1011,79,,,,,,,,,
"['15:00', '10/12']",10/12 15:00,70,2,,9999,10000,5,30,25,1010,75,,,,,,,,,
"['16:00', '10/12']",10/12 16:00,240,3,,9999,NIL,3,30,25,1009,75,,,,,,,,,
"['17:00', '10/12']",10/12 17:00,310,5,,9999,NIL,3,27,25,1008,89,,,,,,,,,
"['18:00', '10/12']",10/12 18:00,300,5,,9999,NIL,3,28,25,1007,84,,,,,,,,,
"['19:00', '10/12']",10/12 19:00,310,5,,9999,NIL,3,28,25,1005,84,,,,,,,,,
"['20:00', '10/12']",10/12 20:00,320,4,,9999,NIL,3,28,25,1005,84,,,,,,,,,
"['21:00', '10/12']",10/12 21:00,280,5,,9999,NIL,3,28,25,1005,84,,,,,,,,,
"['22:00', '10/12']",10/12 22:00,300,3,,9999,NIL,2,27,25,1004,89,,,,,,,,,
"['23:00', '10/12']",10/12 23:00,310,1,,9999,NIL,2,26,25,1005,94,,,,,,,,,
"['00:00', '11/12']",11/12 00:00,290,3,,9999,NIL,2,26,25,1007,94,,,,,,,,,
"['01:00', '11/12']",11/12 01:00,300,2,,9999,NIL,3,25,25,1008,100,,,,,,,,,
"['02:00', '11/12']",11/12 02:00,340,2,,9999,NIL,NIL,25,25,1008,100,,,,,,,,,
"['03:00', '11/12']",11/12 03:00,210,1,,9999,NIL,3,25,24,1008,94,,,,,,,,,
"['04:00', '11/12']",11/12 04:00,0,0,,9999,NIL,NIL,25,24,1008,94,,,,,,,,,
"['05:00', '11/12']",11/12 05:00,330,2,,9999,NIL,2,24,24,1007,100,,,,,,,,,
"['06:00', '11/12']",11/12 06:00,0,0,,9999,NIL,3,24,24,1006,100,,,,,,,,,
"['07:00', '11/12']",11/12 07:00,170,1,,9999,NIL,3,24,24,1007,100,,,,,,,,,
"['08:00', '11/12']",11/12 08:00,260,1,,9999,10000,5,24,24,1007,100,,,,,,,,,
"['09:00', '11/12']",11/12 09:00,310,1,,9999,10000,5,24,24,1007,100,,,,,,,,,
"['10:00', '11/12']",11/12 10:00,350,2,,9999,10000,5,25,24,1008,94,,,,,,,,,
"['11:00', '11/12']",11/12 11:00,230,1,,9999,8000,5,25,24,1008,94,,,,,,,,,
"['12:00', '11/12']",11/12 12:00,160,4,,9999,8000,5,26,25,1009,94,,,,,,,,,
"['13:00', '11/12']",11/12 13:00,190,6,,9999,9000,5,27,25,1009,89,,,,,,,,,
"['14:00', '11/12']",11/12 14:00,170,4,,9999,8000,5,27,25,1009,89,,,,,,,,,
"['15:00', '11/12']",11/12 15:00,170,6,,9999,1000,5,28,25,1009,84,,,,,,,,,
"['16:00', '11/12']",11/12 16:00,190,5,,9999,1000,5,28,25,1008,84,,,,,,,,,
"['16:17', '11/12']",11/12 16:17,120,5,,9999,10000,5,26,24,1008,89,,,,,,,,,
"['17:00', '11/12']",11/12 17:00,150,5,,9999,10000,5,26,24,1007,89,,,,,,,,,
"['18:00', '11/12']",11/12 18:00,180,1,,9999,10000,5,26,24,1006,89,,,,,,,,,
"['19:00', '11/12']",11/12 19:00,280,3,,9999,1700,5,27,24,1006,84,,,,,,,,,
"['20:00', '11/12']",11/12 20:00,320,4,,9999,10000,5,25,24,1005,94,,,,,,,,,
"['21:00', '11/12']",11/12 21:00,330,3,,9999,10000,5,25,24,1005,94,,,,,,,,,
"['22:00', '11/12']",11/12 22:00,0,0,,9999,10000,5,25,23,1006,89,,,,,,,,,
"['23:00', '11/12']",11/12 23:00,0,0,,9999,NIL,3,25,24,1006,94,,,,,,,,,
"['00:00', '12/12']",12/12 00:00,300,2,,9999,NIL,2,24,24,1007,100,,,,,,,,,
"['01:00', '12/12']",12/12 01:00,300,2,,9999,NIL,2,24,24,1008,100,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['02:00', '12/12']",12/12 02:00,260,2,,9999,NIL,3,24,24,1008,100,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['03:00', '12/12']",12/12 03:00,300,3,,9999,NIL,3,24,24,1008,100,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['04:00', '12/12']",12/12 04:00,350,2,,9999,NIL,3,24,24,1008,100,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['05:00', '12/12']",12/12 05:00,350,1,,9999,NIL,3,24,24,1008,100,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['06:00', '12/12']",12/12 06:00,10,2,,9999,NIL,3,24,24,1007,100,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['07:00', '12/12']",12/12 07:00,310,2,,9999,NIL,2,24,23,1006,94,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['08:00', '12/12']",12/12 08:00,300,2,,9999,NIL,NIL,24,23,1006,94,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['09:00', '12/12']",12/12 09:00,0,0,,5000,200,5,24,23,1007,94,NIL,,NIL,NIL,,NIL,NIL,,1
"['10:00', '12/12']",12/12 10:00,330,1,,800,200,5,23,23,1008,100,NIL,,NIL,NIL,,1,NIL,,NIL
"['10:11', '12/12']",12/12 10:11,0,0,,5000,NIL,3,24,23,1008,94,NIL,,1500,270,,1,NIL,,NIL
"['11:00', '12/12']",12/12 11:00,330,1,,8000,10000,5,24,24,1009,100,NIL,,2000,270,,1,NIL,,NIL
"['12:00', '12/12']",12/12 12:00,290,2,,9999,8000,5,25,24,1010,94,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['13:00', '12/12']",12/12 13:00,350,3,,9999,NIL,3,27,24,1010,84,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['14:00', '12/12']",12/12 14:00,10,6,,9999,NIL,3,28,24,1010,79,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['15:00', '12/12']",12/12 15:00,360,3,,9999,1800,5,29,25,1009,79,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['16:00', '12/12']",12/12 16:00,120,3,,9999,2000,5,30,26,1008,79,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['17:00', '12/12']",12/12 17:00,230,4,,9000,2000,5,27,26,1007,94,1,,NIL,NIL,,NIL,NIL,,NIL
"['18:00', '12/12']",12/12 18:00,110,6,,9000,8000,5,29,26,1006,84,1,,NIL,NIL,,NIL,1,,NIL
"['19:00', '12/12']",12/12 19:00,340,10,,9999,1200,5,26,24,1006,89,NIL,,NIL,NIL,,NIL,1,,NIL
"['19:13', '12/12']",12/12 19:13,330,9,,9999,600,5,25,24,1006,94,1,,4000,135,,NIL,1,,NIL
"['19:21', '12/12']",12/12 19:21,340,10,,3000,600,5,25,24,1006,94,1,,NIL,NIL,,NIL,1,,NIL
"['19:39', '12/12']",12/12 19:39,350,11,,2000,400,5,24,24,1006,100,1,,NIL,NIL,,NIL,1,,NIL
"['20:00', '12/12']",12/12 20:00,350,7,,3000,400,5,24,24,1007,100,1,,NIL,NIL,,NIL,1,,NIL
"['20:32', '12/12']",12/12 20:32,330,5,,4000,400,5,24,24,1007,100,1,,NIL,NIL,,NIL,1,,NIL
"['21:00', '12/12']",12/12 21:00,340,5,,5000,400,5,24,24,1006,100,1,,NIL,NIL,,NIL,1,,NIL
"['22:00', '12/12']",12/12 22:00,10,3,,9999,6000,5,24,24,1016,100,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['23:00', '12/12']",12/12 23:00,300,3,,9999,7000,5,24,24,1006,100,1,,NIL,NIL,,NIL,NIL,,NIL
"['00:00', '13/12']",13/12 00:00,300,2,,9999,10000,5,24,23,1007,94,NIL,,NIL,NIL,,NIL,NIL,,NIL
"['01:00', '13/12']",13/12 01:00,10,3,,9999,10000,5,24,23,1008,94,NIL,,,,,,NIL,,
"['02:00', '13/12']",13/12 02:00,10,3,,9999,NIL,3,24,23,1009,94,NIL,,,,,,NIL,,
"['03:00', '13/12']",13/12 03:00,20,3,,9999,NIL,2,24,23,1009,94,NIL,,,,,,NIL,,
"['04:00', '13/12']",13/12 04:00,10,5,,9999,NIL,3,24,23,1008,94,1,,,,,,NIL,,
"['05:00', '13/12']",13/12 05:00,340,4,,9999,NIL,3,24,23,1008,94,NIL,,,,,,NIL,,
"['06:00', '13/12']",13/12 06:00,300,2,,9999,300,5,24,24,1007,100,NIL,,,,,,NIL,,
"['07:00', '13/12']",13/12 07:00,240,1,,9999,200,5,24,24,1007,100,NIL,,,,,,NIL,,
"['08:00', '13/12']",13/12 08:00,0,0,,9999,300,5,24,24,1007,100,NIL,,,,,,NIL,,
"['09:00', '13/12']",13/12 09:00,190,2,,9999,400,5,24,23,1008,94,NIL,,,,,,NIL,,
"['10:00', '13/12']",13/12 10:00,160,1,,9999,600,5,24,23,1009,94,NIL,,,,,,NIL,,
"['10:41', '13/12']",13/12 10:41,100,2,,9999,10000,5,24,24,1010,100,NIL,,,,,,NIL,,
"['11:00', '13/12']",13/12 11:00,110,2,,9999,8000,5,25,24,1010,94,NIL,,,,,,NIL,,
"['12:00', '13/12']",13/12 12:00,130,4,,9999,1600,5,26,25,1011,94,NIL,,,,,,NIL,,
"['13:00', '13/12']",13/12 13:00,100,3,,9999,10000,5,27,25,1011,89,NIL,,,,,,NIL,,
"['14:00', '13/12']",13/12 14:00,10,2,,9999,2000,5,29,24,1011,74,NIL,,,,,,NIL,,
"['15:00', '13/12']",13/12 15:00,350,5,,9999,2000,5,29,24,1011,74,NIL,,,,,,NIL,,
"['16:00', '13/12']",13/12 16:00,20,6,,9999,NIL,3,30,25,1010,75,NIL,,,,,,NIL,,
"['17:00', '13/12']",13/12 17:00,20,3,,9999,NIL,3,31,25,1009,71,NIL,,,,,,NIL,,
"['18:00', '13/12']",13/12 18:00,120,5,,9999,NIL,3,30,24,1008,70,NIL,,,,,,NIL,,
"['19:00', '13/12']",13/12 19:00,140,3,,9999,NIL,3,30,25,1007,75,NIL,,,,,,NIL,,
"['20:00', '13/12']",13/12 20:00,330,4,,9999,NIL,3,27,25,1007,89,NIL,,,,,,NIL,,
"['21:00', '13/12']",13/12 21:00,320,3,,9999,NIL,3,26,25,1007,94,NIL,,,,,,NIL,,
"['22:00', '13/12']",13/12 22:00,30,6,,9999,NIL,3,25,24,1008,94,NIL,,,,,,1,,
"['23:00', '13/12']",13/12 23:00,60,3,,9999,8000,5,25,24,1009,94,1,,,,,,1,,
"['00:00', '14/12']",14/12 00:00,40,5,,9999,8000,5,25,24,1010,94,1,,,,,,1,,
"['01:00', '14/12']",14/12 01:00,50,6,40,9999,8000,5,25,24,1010,94,1,,NIL,NIL,,,,,
"['02:00', '14/12']",14/12 02:00,20,5,NIL,9999,10000,5,25,24,1010,94,NIL,,NIL,NIL,,,,,
"['03:00', '14/12']",14/12 03:00,30,5,NIL,9999,10000,5,25,24,1010,94,NIL,,NIL,NIL,,,,,
"['04:00', '14/12']",14/12 04:00,40,5,NIL,9999,10000,5,25,24,1009,94,NIL,,NIL,NIL,,,,,
"['05:00', '14/12']",14/12 05:00,10,2,NIL,9999,10000,5,24,24,1009,100,NIL,,NIL,NIL,,,,,
"['06:00', '14/12']",14/12 06:00,60,3,NIL,9999,10000,5,25,24,1008,94,NIL,,NIL,NIL,,,,,
"['07:00', '14/12']",14/12 07:00,50,2,NIL,9999,10000,5,25,24,1008,94,NIL,,NIL,NIL,,,,,
"['08:00', '14/12']",14/12 08:00,60,3,NIL,9999,10000,5,25,24,1008,94,NIL,,NIL,NIL,,,,,
"['09:00', '14/12']",14/12 09:00,70,4,NIL,9999,10000,5,25,24,1008,94,NIL,,NIL,NIL,,,,,
"['10:00', '14/12']",14/12 10:00,60,3,NIL,9999,10000,5,25,24,1008,94,NIL,,NIL,NIL,,,,,
"['10:30', '14/12']",14/12 10:30,150,2,NIL,9999,800,5,25,24,1009,94,NIL,,NIL,NIL,,,,,
"['11:00', '14/12']",14/12 11:00,150,3,NIL,9999,800,5,25,24,1009,94,NIL,,NIL,NIL,,,,,
"['12:00', '14/12']",14/12 12:00,110,5,NIL,9999,800,5,25,24,1010,94,NIL,,NIL,NIL,,,,,
"['13:00', '14/12']",14/12 13:00,120,4,NIL,9999,800,5,26,24,1011,89,NIL,,NIL,NIL,,,,,
"['14:00', '14/12']",14/12 14:00,100,3,NIL,9999,1200,5,27,24,1011,84,NIL,,NIL,NIL,,,,,
"['15:00', '14/12']",14/12 15:00,80,3,NIL,9999,1500,5,28,24,1011,79,NIL,,NIL,NIL,,,,,
"['16:00', '14/12']",14/12 16:00,90,2,NIL,9999,2000,5,29,25,1010,79,NIL,,NIL,NIL,,,,,
"['17:00', '14/12']",14/12 17:00,90,3,NIL,9999,NIL,3,30,25,1009,75,NIL,,NIL,NIL,,,,,
"['18:00', '14/12']",14/12 18:00,180,5,NIL,9999,NIL,3,30,26,1008,79,NIL,,NIL,NIL,,,,,
"['19:00', '14/12']",14/12 19:00,160,5,NIL,9999,NIL,3,30,25,1007,75,NIL,,4000,0,,,,,
"['20:00', '14/12']",14/12 20:00,290,2,NIL,9999,NIL,3,28,25,1006,84,NIL,,NIL,NIL,,,,,
"['21:00', '14/12']",14/12 21:00,360,2,NIL,9999,NIL,3,30,24,1005,70,NIL,,NIL,NIL,,,,,
"['22:00', '14/12']",14/12 22:00,90,3,NIL,9999,NIL,3,29,25,1006,79,NIL,,NIL,NIL,,,,,
"['23:00', '14/12']",14/12 23:00,90,4,NIL,9999,NIL,NIL,28,25,1007,84,NIL,,NIL,NIL,,,,,
"['00:00', '15/12']",15/12 00:00,40,3,NIL,9999,NIL,NIL,26,25,1008,94,NIL,,NIL,NIL,,,,,
"['01:00', '15/12']",15/12 01:00,40,3,,9999,NIL,NIL,26,25,1009,94,NIL,,,,,,NIL,,
"['02:00', '15/12']",15/12 02:00,350,4,,9999,8000,5,26,25,1009,94,NIL,,,,,,NIL,,
"['03:00', '15/12']",15/12 03:00,20,1,,9999,NIL,3,26,24,1010,89,NIL,,,,,,NIL,,
"['04:00', '15/12']",15/12 04:00,100,2,,9999,NIL,3,26,25,1009,94,NIL,,,,,,NIL,,
"['05:00', '15/12']",15/12 05:00,0,0,,9999,NIL,3,25,24,1009,94,NIL,,,,,,NIL,,
"['06:00', '15/12']",15/12 06:00,0,0,,9999,NIL,3,24,24,1008,100,NIL,,,,,,NIL,,
"['07:00', '15/12']",15/12 07:00,280,1,,9999,7000,5,24,24,1008,100,NIL,,,,,,NIL,,
"['08:00', '15/12']",15/12 08:00,260,1,,9999,10000,5,25,24,1008,94,NIL,,,,,,NIL,,
"['09:00', '15/12']",15/12 09:00,0,0,,9999,10000,5,25,24,1008,94,NIL,,,,,,NIL,,
