validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,cobertura,tt,po,qnh,ur,vis_setor,vis_setor_dir,chuva,teto,trovoada,nevoa_umida,vnt_vrb,pancada,nevoa_seca,chuvisco,vnt_rajada,nevoeiro
"['23:00', '16/02']",16/02 23:00,40,6,8000,5,25,23,1013,89,,,1,6000,1,NIL,40,,,,,
"['00:00', '17/02']",17/02 00:00,110,4,9999,5,24,22,1013,89,,,NIL,10000,NIL,NIL,100,,,,,
"['01:00', '17/02']",17/02 01:00,300,7,9999,5,24,22,1013,89,,,,10000,,,325,,,,,
"['02:00', '17/02']",17/02 02:00,60,2,9999,5,24,23,1012,94,,,,10000,,,NIL,,,,,
"['03:00', '17/02']",17/02 03:00,80,6,9999,3,24,23,1012,94,,,,NIL,,,NIL,,,,,
"['04:00', '17/02']",17/02 04:00,70,6,9999,5,24,22,1012,89,,,,10000,,,NIL,,,,,
"['05:00', '17/02']",17/02 05:00,100,5,9999,5,24,22,1012,89,,,,10000,,,NIL,,,,,
"['06:00', '17/02']",17/02 06:00,350,3,9999,3,24,22,1011,89,,,,NIL,,,NIL,,,,,
"['07:00', '17/02']",17/02 07:00,340,3,9999,3,24,22,1011,89,,,,NIL,,,NIL,,,,,
"['08:00', '17/02']",17/02 08:00,360,3,7000,3,24,22,1011,89,,,,NIL,,,NIL,,,,,
"['09:00', '17/02']",17/02 09:00,60,2,9999,2,24,22,1012,89,,,,NIL,,,NIL,,,,,
"['10:00', '17/02']",17/02 10:00,110,4,9999,NIL,25,23,1012,89,,,,NIL,,,NIL,,,,,
"['11:00', '17/02']",17/02 11:00,360,4,9999,5,26,23,1012,84,,,,7000,,,NIL,,,,,
"['12:00', '17/02']",17/02 12:00,10,3,9999,5,27,23,1013,79,,,,10000,,,NIL,,,,,
"['13:00', '17/02']",17/02 13:00,350,3,9999,5,27,23,1013,79,,,,10000,,,NIL,,,,,
"['14:00', '17/02']",17/02 14:00,10,2,9999,3,30,24,1012,70,,,,NIL,,,NIL,,,,,
"['15:00', '17/02']",17/02 15:00,80,4,9999,2,31,23,1012,63,,,,NIL,,,NIL,,,,,
"['16:00', '17/02']",17/02 16:00,120,6,9999,2,32,23,1011,59,,,,NIL,,,NIL,,,,,
"['17:00', '17/02']",17/02 17:00,140,7,9999,2,32,22,1010,56,,,,NIL,,,NIL,,,,,
"['18:00', '17/02']",17/02 18:00,130,7,9999,3,32,23,1010,59,,,,NIL,,,NIL,,,,,
"['19:00', '17/02']",17/02 19:00,130,14,9999,2,31,23,1009,63,,,,NIL,,,NIL,,,,,
"['20:00', '17/02']",17/02 20:00,80,14,9999,2,30,22,1010,62,,,,NIL,,,NIL,,,,,
"['21:00', '17/02']",17/02 21:00,70,11,9999,2,29,22,1010,66,,,,NIL,,,NIL,,,,,
"['22:00', '17/02']",17/02 22:00,120,5,9999,2,28,23,1010,74,,,,NIL,,,NIL,,,,,
"['23:00', '17/02']",17/02 23:00,100,3,9999,2,28,23,1011,74,,,,NIL,,,NIL,,,,,
"['00:00', '18/02']",18/02 00:00,10,1,9999,2,28,23,1012,74,,,,NIL,,,NIL,,,,,
"['01:00', '18/02']",18/02 01:00,0,0,9999,NIL,28,23,1013,74,,,,,,,,,,,,
"['02:00', '18/02']",18/02 02:00,100,2,9999,NIL,27,23,1013,79,,,,,,,,,,,,
"['03:00', '18/02']",18/02 03:00,70,4,9999,NIL,26,23,1013,84,,,,,,,,,,,,
"['04:00', '18/02']",18/02 04:00,90,3,9999,NIL,26,23,1012,84,,,,,,,,,,,,
"['05:00', '18/02']",18/02 05:00,80,4,9999,NIL,25,23,1012,89,,,,,,,,,,,,
"['06:00', '18/02']",18/02 06:00,100,4,9999,NIL,25,22,1012,83,,,,,,,,,,,,
"['07:00', '18/02']",18/02 07:00,110,6,9999,2,24,22,1011,89,,,,,,,,,,,,
"['08:00', '18/02']",18/02 08:00,110,5,9999,2,24,22,1011,89,,,,,,,,,,,,
"['09:00', '18/02']",18/02 09:00,80,3,9999,NIL,24,22,1012,89,,,,,,,,,,,,
"['10:00', '18/02']",18/02 10:00,60,4,9999,2,25,23,1012,89,,,,,,,,,,,,
"['11:00', '18/02']",18/02 11:00,120,3,9999,2,27,23,1012,79,,,,,,,,,,,,
"['12:00', '18/02']",18/02 12:00,90,3,9999,2,29,22,1012,66,,,,,,,,,,,,
"['13:00', '18/02']",18/02 13:00,90,2,9999,2,32,23,1012,59,,,,,,,,,,,,
"['14:00', '18/02']",18/02 14:00,20,8,9999,2,34,22,1012,50,,,,,,,,,,,,
"['15:00', '18/02']",18/02 15:00,40,6,9999,2,34,22,1012,50,,,,,,,,,,,,
"['16:00', '18/02']",18/02 16:00,50,7,9999,2,34,21,1012,47,,,,,,,,,,,,
"['17:00', '18/02']",18/02 17:00,40,9,9999,2,35,19,1011,39,,,,,,,,,,,,
"['18:00', '18/02']",18/02 18:00,50,5,9999,2,35,19,1010,39,,,,,,,,,,,,
"['19:00', '18/02']",18/02 19:00,40,5,9999,2,36,19,1010,37,,,,,,,,,,,,
"['20:00', '18/02']",18/02 20:00,100,6,9999,NIL,34,21,1009,47,,,,,,,,,,,,
"['21:00', '18/02']",18/02 21:00,100,8,9999,NIL,33,23,1009,56,,,,,,,,,,,,
"['22:00', '18/02']",18/02 22:00,90,11,9999,2,31,23,1009,63,,,,,,,,,,,,
"['23:00', '18/02']",18/02 23:00,80,9,9999,NIL,30,23,1010,66,,,,,,,,,,,,
"['00:00', '19/02']",19/02 00:00,90,5,9999,NIL,29,23,1010,70,,,,,,,,,,,,
"['01:00', '19/02']",19/02 01:00,110,4,9999,NIL,28,23,1011,74,,,,,,,NIL,,,,,
"['02:00', '19/02']",19/02 02:00,100,6,9999,NIL,27,23,1011,79,,,,,,,NIL,,,,,
"['03:00', '19/02']",19/02 03:00,90,5,9999,NIL,27,23,1010,79,,,,,,,NIL,,,,,
"['04:00', '19/02']",19/02 04:00,110,5,9999,NIL,26,22,1010,79,,,,,,,NIL,,,,,
"['05:00', '19/02']",19/02 05:00,110,4,9999,NIL,26,22,1009,79,,,,,,,NIL,,,,,
"['06:00', '19/02']",19/02 06:00,100,4,9999,NIL,26,22,1009,79,,,,,,,NIL,,,,,
"['07:00', '19/02']",19/02 07:00,VRB,2,9999,NIL,25,22,1008,83,,,,,,,NIL,,,,,
"['08:00', '19/02']",19/02 08:00,VRB,2,9999,NIL,25,22,1009,83,,,,,,,NIL,,,,,
"['09:00', '19/02']",19/02 09:00,80,3,9999,NIL,25,22,1009,83,,,,,,,70,,,,,
"['10:00', '19/02']",19/02 10:00,80,3,9999,NIL,27,23,1010,79,,,,,,,NIL,,,,,
"['11:00', '19/02']",19/02 11:00,20,4,9999,NIL,29,23,1010,70,,,,,,,NIL,,,,,
"['12:00', '19/02']",19/02 12:00,40,5,9999,NIL,30,21,1010,59,,,,,,,NIL,,,,,
"['13:00', '19/02']",19/02 13:00,40,5,9999,NIL,31,21,1010,55,,,,,,,NIL,,,,,
"['14:00', '19/02']",19/02 14:00,50,9,9999,NIL,33,21,1010,49,,,,,,,NIL,,,,,
"['15:00', '19/02']",19/02 15:00,50,7,9999,NIL,34,21,1009,47,,,,,,,NIL,,,,,
"['16:00', '19/02']",19/02 16:00,60,5,9999,NIL,35,19,1008,39,,,,,,,NIL,,,,,
"['17:00', '19/02']",19/02 17:00,40,6,9999,NIL,36,21,1008,42,,,,,,,NIL,,,,,
"['18:00', '19/02']",19/02 18:00,50,6,9999,NIL,36,22,1007,45,,,,,,,NIL,,,,,
"['19:00', '19/02']",19/02 19:00,50,6,9999,2,36,21,1006,42,,,,,,,NIL,,,,,
"['20:00', '19/02']",19/02 20:00,60,10,9999,NIL,36,19,1006,37,,,,,,,NIL,,,,,
"['21:00', '19/02']",19/02 21:00,130,8,9999,NIL,33,23,1006,56,,,,,,,NIL,,,,,
"['22:00', '19/02']",19/02 22:00,150,6,9999,NIL,32,22,1006,56,,,,,,,NIL,,,,,
"['23:00', '19/02']",19/02 23:00,350,4,9999,2,31,24,1008,66,,,,,,,NIL,,,,,
"['00:00', '20/02']",20/02 00:00,360,4,9999,2,31,23,1009,63,,,,,,,NIL,,,,,
"['01:00', '20/02']",20/02 01:00,10,5,9999,2,30,23,1009,66,NIL,NIL,,,,NIL,NIL,,NIL,,,
"['02:00', '20/02']",20/02 02:00,300,4,9999,NIL,30,24,1009,70,NIL,NIL,,,,NIL,NIL,,NIL,,,
"['03:00', '20/02']",20/02 03:00,300,4,9999,NIL,29,23,1009,70,NIL,NIL,,,,NIL,NIL,,NIL,,,
"['04:00', '20/02']",20/02 04:00,280,5,9999,NIL,29,23,1009,70,NIL,NIL,,,,NIL,NIL,,NIL,,,
"['05:00', '20/02']",20/02 05:00,300,4,9999,NIL,28,23,1008,74,NIL,NIL,,,,NIL,NIL,,NIL,,,
"['06:00', '20/02']",20/02 06:00,290,5,9999,NIL,27,23,1008,79,NIL,NIL,,,,NIL,NIL,,NIL,,,
"['07:00', '20/02']",20/02 07:00,310,6,9999,NIL,27,23,1008,79,NIL,NIL,,,,NIL,NIL,,NIL,,,
"['08:00', '20/02']",20/02 08:00,330,5,9999,NIL,26,23,1007,84,NIL,NIL,,,,NIL,NIL,,NIL,,,
"['09:00', '20/02']",20/02 09:00,60,5,9999,NIL,26,24,1008,89,NIL,NIL,,,,NIL,NIL,,NIL,,,
"['09:25', '20/02']",20/02 09:25,60,3,4000,NIL,27,24,1009,84,1500,270,,,,1,NIL,,NIL,,,
"['10:00', '20/02']",20/02 10:00,60,4,4000,NIL,28,24,1009,79,NIL,NIL,,,,1,NIL,,NIL,,,
"['11:00', '20/02']",20/02 11:00,70,5,5000,NIL,29,24,1010,74,NIL,NIL,,,,NIL,NIL,,1,,,
"['12:00', '20/02']",20/02 12:00,50,5,9999,NIL,31,23,1010,63,NIL,NIL,,,,NIL,45,,NIL,,,
"['13:00', '20/02']",20/02 13:00,50,6,9999,NIL,32,21,1010,52,NIL,NIL,,,,NIL,50,,NIL,,,
"['14:00', '20/02']",20/02 14:00,60,8,9999,NIL,34,21,1009,47,NIL,NIL,,,,NIL,55,,NIL,,,
"['15:00', '20/02']",20/02 15:00,40,6,9999,2,34,20,1009,44,NIL,NIL,,,,NIL,205,,NIL,,,
"['16:00', '20/02']",20/02 16:00,VRB,6,9999,2,36,21,1008,42,NIL,NIL,,,,NIL,NIL,,NIL,,,
"['17:00', '20/02']",20/02 17:00,40,9,9999,2,36,22,1007,45,NIL,NIL,,,,NIL,NIL,,NIL,,,
"['18:00', '20/02']",20/02 18:00,140,10,9999,2,33,22,1006,53,NIL,NIL,,,,NIL,NIL,,NIL,,,
"['19:00', '20/02']",20/02 19:00,140,13,9999,2,32,22,1005,56,NIL,NIL,,,,NIL,NIL,,NIL,,,
"['20:00', '20/02']",20/02 20:00,140,13,9999,2,33,22,1006,53,NIL,NIL,,,,NIL,NIL,,NIL,,,
"['21:00', '20/02']",20/02 21:00,150,10,9999,2,32,21,1007,52,NIL,NIL,,,,NIL,NIL,,NIL,,,
"['22:00', '20/02']",20/02 22:00,300,8,9999,2,30,23,1007,66,NIL,NIL,,,,NIL,NIL,,NIL,,,
"['23:00', '20/02']",20/02 23:00,290,7,9999,2,30,22,1008,62,NIL,NIL,,,,NIL,NIL,,NIL,,,
"['00:00', '21/02']",21/02 00:00,270,8,9999,NIL,29,23,1009,70,NIL,NIL,,,,NIL,NIL,,NIL,,,
"['01:00', '21/02']",21/02 01:00,260,11,9999,NIL,28,23,1009,74,,,NIL,NIL,NIL,NIL,NIL,,,,,
"['02:00', '21/02']",21/02 02:00,270,5,9999,NIL,28,22,1010,70,,,NIL,NIL,NIL,NIL,NIL,,,,,
"['03:00', '21/02']",21/02 03:00,280,5,9999,NIL,27,23,1009,79,,,NIL,NIL,NIL,NIL,NIL,,,,,
"['04:00', '21/02']",21/02 04:00,310,5,9999,NIL,28,23,1009,74,,,NIL,NIL,NIL,NIL,NIL,,,,,
"['05:00', '21/02']",21/02 05:00,270,5,9999,NIL,27,22,1008,74,,,NIL,NIL,NIL,NIL,NIL,,,,,
"['06:00', '21/02']",21/02 06:00,270,4,9999,NIL,27,23,1008,79,,,NIL,NIL,NIL,NIL,NIL,,,,,
"['07:00', '21/02']",21/02 07:00,290,3,9999,NIL,26,23,1008,84,,,NIL,NIL,NIL,NIL,NIL,,,,,
"['08:00', '21/02']",21/02 08:00,270,3,9999,NIL,26,23,1007,84,,,NIL,NIL,NIL,NIL,NIL,,,,,
"['09:00', '21/02']",21/02 09:00,330,4,9999,NIL,26,23,1008,84,,,NIL,NIL,NIL,NIL,NIL,,,,,
"['10:00', '21/02']",21/02 10:00,360,4,9999,NIL,26,23,1009,84,,,NIL,NIL,NIL,NIL,NIL,,,,,
"['11:00', '21/02']",21/02 11:00,10,2,9999,NIL,29,24,1010,74,,,NIL,NIL,NIL,NIL,NIL,,,,,
"['12:00', '21/02']",21/02 12:00,260,9,9999,5,31,23,1010,63,,,NIL,10000,NIL,NIL,NIL,,,,,
"['13:00', '21/02']",21/02 13:00,150,4,9999,3,31,23,1010,63,,,NIL,NIL,NIL,NIL,NIL,,,,,
"['14:00', '21/02']",21/02 14:00,140,5,9999,5,30,24,1010,70,,,NIL,10000,NIL,NIL,NIL,,,,,
"['15:00', '21/02']",21/02 15:00,230,7,9999,5,32,23,1010,59,,,NIL,3000,NIL,NIL,NIL,,,,,
"['16:00', '21/02']",21/02 16:00,210,12,9999,5,30,23,1009,66,,,NIL,4000,NIL,NIL,NIL,,,,,
"['17:00', '21/02']",21/02 17:00,210,12,9999,5,31,23,1009,63,,,NIL,10000,NIL,NIL,NIL,,,,,
"['18:00', '21/02']",21/02 18:00,210,15,9999,5,29,23,1009,70,,,NIL,10000,NIL,NIL,NIL,,,,,
"['19:00', '21/02']",21/02 19:00,240,11,9999,8,28,24,1010,79,,,NIL,5000,NIL,NIL,NIL,,,,,
"['20:00', '21/02']",21/02 20:00,250,9,9999,5,28,23,1010,74,,,NIL,3000,NIL,NIL,240,,,,,
"['21:00', '21/02']",21/02 21:00,270,7,9999,5,26,23,1010,84,,,NIL,1300,NIL,NIL,NIL,,,,,
"['21:30', '21/02']",21/02 21:30,280,6,9999,3,25,23,1010,89,,,NIL,NIL,NIL,NIL,NIL,,,,,
"['22:00', '21/02']",21/02 22:00,270,5,9999,3,25,22,1011,83,,,NIL,NIL,NIL,NIL,NIL,,,,,
"['23:00', '21/02']",21/02 23:00,260,6,4000,8,24,23,1011,94,,,1,1200,NIL,1,NIL,,,,,
"['23:20', '21/02']",21/02 23:20,230,4,9999,8,25,23,1012,89,,,NIL,1400,NIL,NIL,NIL,,,,,
"['23:34', '21/02']",21/02 23:34,210,7,2000,8,24,23,1012,94,,,1,1300,NIL,1,220,,,,,
"['00:00', '22/02']",22/02 00:00,210,7,3000,8,24,23,1012,94,,,1,1600,1,1,225,,,,,
"['00:15', '22/02']",22/02 00:15,210,10,6000,8,24,23,1013,94,,,1,1400,1,NIL,NIL,,,,,
"['01:00', '22/02']",22/02 01:00,260,6,9999,8,24,23,1013,94,,,1,7000,1,,260,,,,,
"['02:00', '22/02']",22/02 02:00,330,8,9999,5,24,22,1013,89,,,NIL,6000,NIL,,NIL,,,,,
"['03:00', '22/02']",22/02 03:00,320,5,9999,5,24,22,1013,89,,,NIL,2300,NIL,,NIL,,,,,
"['04:00', '22/02']",22/02 04:00,280,4,9999,5,24,23,1012,94,,,NIL,3300,NIL,,NIL,,,,,
"['05:00', '22/02']",22/02 05:00,270,3,8000,5,24,22,1011,89,,,1,10000,NIL,,NIL,,,,,
"['06:00', '22/02']",22/02 06:00,300,3,7000,5,24,23,1011,94,,,1,4700,NIL,,NIL,,,,,
"['07:00', '22/02']",22/02 07:00,320,3,9999,5,24,22,1011,89,,,NIL,7000,NIL,,NIL,,,,,
"['08:00', '22/02']",22/02 08:00,340,2,9999,5,24,22,1011,89,,,NIL,10000,NIL,,NIL,,,,,
"['09:00', '22/02']",22/02 09:00,310,5,7000,5,23,22,1012,94,,,NIL,7000,NIL,,NIL,,,,,
"['10:00', '22/02']",22/02 10:00,310,4,7000,8,24,22,1012,89,,,NIL,7000,NIL,,NIL,,,,,
"['11:00', '22/02']",22/02 11:00,320,5,8000,8,24,23,1013,94,,,NIL,1800,NIL,,NIL,,,,,
"['12:00', '22/02']",22/02 12:00,350,3,9999,8,25,22,1013,83,,,NIL,2000,NIL,,NIL,,,,,
"['13:00', '22/02']",22/02 13:00,360,3,9999,8,25,22,1013,83,,,NIL,1800,NIL,,NIL,,,,,
"['14:00', '22/02']",22/02 14:00,360,3,9999,8,26,21,1013,74,,,NIL,1800,NIL,,NIL,,,,,
"['15:00', '22/02']",22/02 15:00,10,4,9999,8,27,22,1013,74,,,NIL,1800,NIL,,NIL,,,,,
"['16:00', '22/02']",22/02 16:00,10,6,9999,8,27,21,1012,70,,,NIL,3000,NIL,,NIL,,,,,
"['17:00', '22/02']",22/02 17:00,120,8,9999,5,27,22,1012,74,,,NIL,2200,NIL,,NIL,,,,,
"['18:00', '22/02']",22/02 18:00,220,18,7000,5,25,21,1013,79,,,NIL,2200,NIL,,NIL,,,,,
"['19:00', '22/02']",22/02 19:00,230,16,9999,8,24,21,1013,83,,,NIL,2700,NIL,,NIL,,,,,
"['20:00', '22/02']",22/02 20:00,240,11,7000,5,23,21,1014,89,,,NIL,1600,NIL,,NIL,,,,,
"['21:00', '22/02']",22/02 21:00,220,16,7000,5,23,20,1015,83,,,NIL,1700,NIL,,NIL,,,,,
"['22:00', '22/02']",22/02 22:00,230,8,7000,8,23,20,1016,83,,,NIL,1700,NIL,,NIL,,,,,
"['23:00', '22/02']",22/02 23:00,140,2,7000,8,23,20,1017,83,,,NIL,2400,NIL,,NIL,,,,,
"['00:00', '23/02']",23/02 00:00,160,3,8000,8,23,19,1018,78,,,NIL,3500,NIL,,NIL,,,,,
"['01:00', '23/02']",23/02 01:00,180,4,8000,8,23,18,1018,73,,,,3500,,NIL,NIL,,,NIL,,
"['02:00', '23/02']",23/02 02:00,40,4,9999,8,23,19,1018,78,,,,3500,,NIL,85,,,NIL,,
"['03:00', '23/02']",23/02 03:00,320,8,6000,8,22,19,1018,83,,,,2500,,NIL,320,,,1,,
"['03:42', '23/02']",23/02 03:42,310,6,9999,8,21,20,1017,94,,,,1200,,NIL,NIL,,,NIL,,
"['04:00', '23/02']",23/02 04:00,320,7,4000,8,21,19,1017,88,,,,1400,,1,NIL,,,1,,
"['04:22', '23/02']",23/02 04:22,320,7,8000,8,21,20,1017,94,,,,1400,,NIL,NIL,,,1,,
"['05:00', '23/02']",23/02 05:00,290,5,8000,8,21,20,1017,94,,,,1300,,NIL,NIL,,,NIL,,
"['06:00', '23/02']",23/02 06:00,310,4,9999,8,21,20,1016,94,,,,1400,,NIL,320,,,NIL,,
"['07:00', '23/02']",23/02 07:00,350,5,6000,8,21,19,1017,88,,,,4000,,NIL,NIL,,,NIL,,
"['08:00', '23/02']",23/02 08:00,320,5,8000,8,21,19,1017,88,,,,2100,,NIL,NIL,,,NIL,,
"['09:00', '23/02']",23/02 09:00,280,5,8000,8,21,19,1017,88,,,,2000,,NIL,NIL,,,NIL,,
"['10:00', '23/02']",23/02 10:00,260,4,7000,8,21,19,1018,88,,,,2000,,NIL,280,,,NIL,,
"['11:00', '23/02']",23/02 11:00,90,7,9000,8,21,18,1018,83,,,,1000,,NIL,NIL,,,NIL,,
"['12:00', '23/02']",23/02 12:00,50,3,9999,8,22,19,1019,83,,,,3000,,NIL,NIL,,,NIL,,
"['13:00', '23/02']",23/02 13:00,20,4,9999,8,23,20,1019,83,,,,5000,,NIL,NIL,,,NIL,,
"['14:00', '23/02']",23/02 14:00,20,7,9999,5,24,19,1019,74,,,,5000,,NIL,NIL,,,NIL,,
"['15:00', '23/02']",23/02 15:00,30,4,9999,8,25,19,1019,69,,,,7000,,NIL,NIL,,,NIL,,
"['16:00', '23/02']",23/02 16:00,290,3,9999,5,26,18,1018,61,,,,7000,,NIL,NIL,,,NIL,,
"['17:00', '23/02']",23/02 17:00,130,8,9999,5,27,18,1018,58,,,,4000,,NIL,NIL,,,NIL,,
"['18:00', '23/02']",23/02 18:00,130,8,9999,5,26,17,1017,58,,,,7000,,NIL,NIL,,,NIL,,
"['19:00', '23/02']",23/02 19:00,130,8,9999,8,25,17,1017,61,,,,4000,,NIL,NIL,,,NIL,,
"['20:00', '23/02']",23/02 20:00,130,8,9999,8,25,17,1017,61,,,,3000,,NIL,NIL,,,NIL,,
"['21:00', '23/02']",23/02 21:00,120,6,9999,8,24,18,1017,69,,,,4000,,NIL,NIL,,,NIL,,
"['22:00', '23/02']",23/02 22:00,130,5,9999,8,24,18,1017,69,,,,4000,,NIL,NIL,,,NIL,,
"['23:00', '23/02']",23/02 23:00,120,5,9999,8,24,19,1018,74,,,,4000,,NIL,NIL,,,NIL,,
"['00:00', '24/02']",24/02 00:00,50,5,9999,8,24,19,1018,74,,,,4000,,NIL,NIL,,,NIL,,
"['01:00', '24/02']",24/02 01:00,80,6,9999,8,24,18,1018,69,,,NIL,10000,,NIL,,,,,,
"['02:00', '24/02']",24/02 02:00,110,4,9999,5,23,18,1018,73,,,NIL,8000,,NIL,,,,,,
"['03:00', '24/02']",24/02 03:00,140,4,9999,5,23,19,1017,78,,,NIL,8000,,NIL,,,,,,
"['04:00', '24/02']",24/02 04:00,130,4,9999,2,23,19,1017,78,,,NIL,NIL,,NIL,,,,,,
"['05:00', '24/02']",24/02 05:00,100,5,9999,2,23,19,1016,78,,,NIL,NIL,,NIL,,,,,,
"['06:00', '24/02']",24/02 06:00,90,5,9999,3,23,19,1016,78,,,NIL,NIL,,NIL,,,,,,
"['07:00', '24/02']",24/02 07:00,70,6,9999,3,22,20,1017,88,,,NIL,NIL,,NIL,,,,,,
"['08:00', '24/02']",24/02 08:00,50,5,9999,3,22,20,1017,88,,,NIL,NIL,,NIL,,,,,,
"['09:00', '24/02']",24/02 09:00,360,3,9999,NIL,22,19,1016,83,,,NIL,NIL,,NIL,,,,,,
"['10:00', '24/02']",24/02 10:00,360,3,9999,NIL,23,19,1016,78,,,NIL,NIL,,NIL,,,,,,
"['11:00', '24/02']",24/02 11:00,110,4,9999,NIL,25,19,1016,69,,,NIL,NIL,,NIL,,,,,,
"['12:00', '24/02']",24/02 12:00,10,6,9999,3,25,20,1017,74,,,NIL,NIL,,NIL,,,,,,
"['13:00', '24/02']",24/02 13:00,50,8,9999,5,27,19,1017,62,,,NIL,10000,,NIL,,,,,,
"['14:00', '24/02']",24/02 14:00,120,8,9999,5,26,19,1017,65,,,NIL,10000,,NIL,,,,,,
"['15:00', '24/02']",24/02 15:00,10,5,9999,5,26,19,1016,65,,,NIL,4700,,NIL,,,,,,
"['16:00', '24/02']",24/02 16:00,130,4,9999,5,26,20,1016,70,,,NIL,4700,,NIL,,,,,,
"['17:00', '24/02']",24/02 17:00,20,2,7000,8,24,19,1015,74,,,1,4000,,NIL,,,,,,
"['18:00', '24/02']",24/02 18:00,140,4,9000,8,24,21,1014,83,,,NIL,4000,,NIL,,,,,,
"['19:00', '24/02']",24/02 19:00,150,1,9999,8,24,21,1014,83,,,NIL,8000,,NIL,,,,,,
"['20:00', '24/02']",24/02 20:00,140,3,9999,8,24,20,1014,78,,,NIL,8000,,NIL,,,,,,
"['21:00', '24/02']",24/02 21:00,20,3,4000,8,23,21,1014,89,,,1,8000,,1,,,,,,
"['22:00', '24/02']",24/02 22:00,100,4,9999,5,23,21,1014,89,,,NIL,9000,,NIL,,,,,,
"['23:00', '24/02']",24/02 23:00,130,3,9999,8,23,22,1014,94,,,NIL,800,,NIL,,,,,,
"['00:00', '25/02']",25/02 00:00,130,4,9999,8,23,22,1015,94,,,NIL,10000,,NIL,,,,,,
"['01:00', '25/02']",25/02 01:00,110,3,9999,8,23,22,1015,94,,,,900,NIL,,NIL,,,,,
"['02:00', '25/02']",25/02 02:00,120,4,9999,2,23,21,1015,89,,,,NIL,NIL,,NIL,,,,,
"['03:00', '25/02']",25/02 03:00,130,4,9999,5,23,21,1014,89,,,,7000,NIL,,NIL,,,,,
"['04:00', '25/02']",25/02 04:00,140,2,9999,5,23,21,1013,89,,,,7000,NIL,,NIL,,,,,
"['05:00', '25/02']",25/02 05:00,90,2,9999,3,23,21,1013,89,,,,NIL,NIL,,NIL,,,,,
"['06:00', '25/02']",25/02 06:00,130,4,9999,2,23,21,1012,89,,,,NIL,NIL,,NIL,,,,,
"['07:00', '25/02']",25/02 07:00,100,2,9999,5,23,21,1012,89,,,,10000,NIL,,NIL,,,,,
"['08:00', '25/02']",25/02 08:00,120,2,9999,2,23,21,1012,89,,,,NIL,NIL,,NIL,,,,,
"['09:00', '25/02']",25/02 09:00,90,2,9999,8,23,21,1012,89,,,,10000,NIL,,NIL,,,,,
"['10:00', '25/02']",25/02 10:00,150,2,9999,5,23,22,1013,94,,,,10000,NIL,,NIL,,,,,
"['11:00', '25/02']",25/02 11:00,VRB,2,9999,5,24,21,1013,83,,,,10000,NIL,,NIL,,,,,
"['12:00', '25/02']",25/02 12:00,VRB,2,9999,5,26,22,1013,79,,,,10000,NIL,,NIL,,,,,
"['13:00', '25/02']",25/02 13:00,10,5,9999,3,27,22,1013,74,,,,NIL,NIL,,195,,,,,
"['14:00', '25/02']",25/02 14:00,70,7,9999,NIL,29,23,1012,70,,,,NIL,NIL,,75,,,,,
"['15:00', '25/02']",25/02 15:00,20,5,9999,NIL,30,22,1011,62,,,,NIL,NIL,,215,,,,,
"['16:00', '25/02']",25/02 16:00,340,4,9999,2,30,23,1010,66,,,,NIL,NIL,,170,,,,,
"['17:00', '25/02']",25/02 17:00,30,8,9999,3,33,22,1009,53,,,,NIL,NIL,,NIL,,,,,
"['18:00', '25/02']",25/02 18:00,50,10,9999,3,32,22,1008,56,,,,NIL,NIL,,NIL,,,,,
"['19:00', '25/02']",25/02 19:00,130,10,9999,3,32,22,1008,56,,,,NIL,NIL,,NIL,,,,,
"['20:00', '25/02']",25/02 20:00,130,10,9999,3,30,23,1008,66,,,,NIL,NIL,,NIL,,,,,
"['21:00', '25/02']",25/02 21:00,160,12,9999,5,29,23,1008,70,,,,5000,NIL,,NIL,,,,,
"['22:00', '25/02']",25/02 22:00,280,8,9999,5,28,23,1009,74,,,,5000,NIL,,NIL,,,,,
"['23:00', '25/02']",25/02 23:00,310,8,9999,5,26,23,1010,84,,,,5000,1,,NIL,,,,,
"['00:00', '26/02']",26/02 00:00,300,8,9999,5,26,24,1010,89,,,,8300,NIL,,NIL,,,,,
"['01:00', '26/02']",26/02 01:00,300,4,9999,5,26,24,1011,89,,,NIL,9000,,NIL,NIL,,,NIL,,
"['02:00', '26/02']",26/02 02:00,280,6,9999,5,26,24,1011,89,,,NIL,9000,,NIL,NIL,,,NIL,,
"['02:30', '26/02']",26/02 02:30,290,4,8000,5,26,24,1010,89,,,NIL,9000,,NIL,NIL,,,1,,
"['03:00', '26/02']",26/02 03:00,270,6,7000,5,26,24,1010,89,,,NIL,10000,,NIL,NIL,,,1,,
"['04:00', '26/02']",26/02 04:00,250,6,6000,5,25,24,1010,94,,,1,9000,,NIL,NIL,,,NIL,,
"['05:00', '26/02']",26/02 05:00,240,5,6000,5,25,24,1010,94,,,1,9000,,NIL,NIL,,,NIL,,
"['06:00', '26/02']",26/02 06:00,270,6,7000,5,25,24,1010,94,,,1,9000,,NIL,NIL,,,NIL,,
