validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,vnt_rajada,vis_setor,vis_setor_dir,nevoa_umida,nevoeiro,pancada,nevoa_seca,chuvisco,fumaca
"['21:00', '02/12']",02/12 21:00,10,5,195,9999,NIL,,NIL,2,29,17,1011,48,,NIL,NIL,,,,,,
"['22:00', '02/12']",02/12 22:00,360,6,NIL,9999,NIL,,NIL,NIL,28,16,1012,48,,NIL,NIL,,,,,,
"['23:00', '02/12']",02/12 23:00,10,4,NIL,9999,NIL,,NIL,NIL,27,17,1012,54,,NIL,NIL,,,,,,
"['00:00', '03/12']",03/12 00:00,30,5,NIL,9999,NIL,,NIL,NIL,26,17,1013,58,,NIL,NIL,,,,,,
"['01:00', '03/12']",03/12 01:00,40,6,NIL,9999,NIL,NIL,NIL,NIL,25,18,1014,65,NIL,NIL,NIL,NIL,,,,,
"['02:00', '03/12']",03/12 02:00,40,6,NIL,9999,NIL,NIL,NIL,NIL,25,19,1013,69,NIL,NIL,NIL,NIL,,,,,
"['03:00', '03/12']",03/12 03:00,360,4,NIL,9999,NIL,NIL,NIL,NIL,24,18,1014,69,NIL,NIL,NIL,NIL,,,,,
"['04:00', '03/12']",03/12 04:00,20,4,NIL,9999,NIL,NIL,NIL,NIL,23,19,1012,78,NIL,NIL,NIL,NIL,,,,,
"['06:00', '03/12']",03/12 06:00,360,4,NIL,9999,NIL,NIL,NIL,NIL,22,19,1012,83,NIL,NIL,NIL,NIL,,,,,
"['07:00', '03/12']",03/12 07:00,330,3,NIL,9999,NIL,NIL,NIL,NIL,21,19,1012,88,NIL,NIL,NIL,NIL,,,,,
"['08:00', '03/12']",03/12 08:00,40,5,NIL,9999,NIL,NIL,NIL,NIL,21,19,1012,88,NIL,NIL,NIL,NIL,,,,,
"['09:00', '03/12']",03/12 09:00,40,5,NIL,9999,NIL,NIL,NIL,NIL,22,19,1013,83,NIL,NIL,NIL,NIL,,,,,
"['10:00', '03/12']",03/12 10:00,20,8,NIL,9999,NIL,NIL,NIL,NIL,23,19,1014,78,NIL,NIL,NIL,NIL,,,,,
"['11:00', '03/12']",03/12 11:00,20,8,NIL,9999,NIL,NIL,NIL,NIL,25,18,1013,65,NIL,NIL,NIL,NIL,,,,,
"['12:00', '03/12']",03/12 12:00,350,9,175,9999,NIL,NIL,NIL,NIL,27,18,1014,58,NIL,NIL,NIL,NIL,,,,,
"['13:00', '03/12']",03/12 13:00,350,11,170,9999,NIL,NIL,NIL,NIL,29,18,1014,52,NIL,NIL,NIL,NIL,,,,,
"['14:00', '03/12']",03/12 14:00,350,12,170,9999,NIL,NIL,NIL,2,30,17,1013,46,NIL,NIL,NIL,NIL,,,,,
"['15:00', '03/12']",03/12 15:00,320,12,320,9999,NIL,NIL,NIL,2,31,18,1012,46,NIL,NIL,NIL,NIL,,,,,
"['16:00', '03/12']",03/12 16:00,320,11,NIL,9999,NIL,NIL,NIL,2,31,18,1012,46,NIL,NIL,NIL,NIL,,,,,
"['17:00', '03/12']",03/12 17:00,300,9,295,9999,NIL,NIL,NIL,2,31,18,1010,46,NIL,NIL,NIL,NIL,,,,,
"['17:25', '03/12']",03/12 17:25,300,25,NIL,5000,1,1,NIL,3,22,21,1012,94,36,NIL,NIL,1,,,,,
"['18:00', '03/12']",03/12 18:00,200,9,NIL,9999,1,1,NIL,3,23,21,1012,89,NIL,NIL,NIL,NIL,,,,,
"['19:00', '03/12']",03/12 19:00,0,0,NIL,9999,1,1,10000,5,23,21,1012,89,NIL,4000,90,NIL,,,,,
"['20:00', '03/12']",03/12 20:00,250,4,NIL,9999,NIL,NIL,NIL,3,24,21,1012,83,NIL,NIL,NIL,NIL,,,,,
"['21:00', '03/12']",03/12 21:00,220,7,205,9999,NIL,NIL,10000,5,24,20,1013,78,NIL,NIL,NIL,NIL,,,,,
"['22:00', '03/12']",03/12 22:00,240,5,225,9999,NIL,NIL,10000,5,24,21,1014,83,NIL,NIL,NIL,NIL,,,,,
"['23:00', '03/12']",03/12 23:00,260,9,NIL,9999,NIL,NIL,3000,5,23,20,1015,83,NIL,NIL,NIL,NIL,,,,,
"['00:00', '04/12']",04/12 00:00,250,7,NIL,9999,1,NIL,8000,8,22,20,1016,88,NIL,NIL,NIL,NIL,,,,,
"['01:00', '04/12']",04/12 01:00,40,6,NIL,9999,1,,NIL,3,22,21,1015,94,,,,NIL,,,,,
"['02:00', '04/12']",04/12 02:00,50,7,NIL,9999,1,,10000,8,22,21,1015,94,,,,NIL,,,,,
"['03:00', '04/12']",04/12 03:00,350,4,175,9999,NIL,,NIL,NIL,22,20,1015,88,,,,NIL,,,,,
"['04:00', '04/12']",04/12 04:00,20,3,NIL,9999,NIL,,NIL,NIL,21,20,1014,94,,,,NIL,,,,,
"['05:00', '04/12']",04/12 05:00,0,0,NIL,9999,NIL,,NIL,NIL,21,20,1014,94,,,,NIL,,,,,
"['06:00', '04/12']",04/12 06:00,0,0,NIL,9999,NIL,,NIL,NIL,21,20,1014,94,,,,NIL,,,,,
"['07:00', '04/12']",04/12 07:00,130,4,NIL,9999,NIL,,NIL,NIL,20,20,1014,100,,,,NIL,,,,,
"['08:00', '04/12']",04/12 08:00,120,5,NIL,7000,NIL,,NIL,NIL,20,20,1015,100,,,,NIL,,,,,
"['09:00', '04/12']",04/12 09:00,130,5,NIL,5000,NIL,,NIL,NIL,20,20,1015,100,,,,1,,,,,
"['10:00', '04/12']",04/12 10:00,120,4,NIL,5000,NIL,,NIL,NIL,22,20,1016,88,,,,1,,,,,
"['11:00', '04/12']",04/12 11:00,0,0,NIL,7000,NIL,,NIL,3,24,21,1017,83,,,,NIL,,,,,
"['12:00', '04/12']",04/12 12:00,320,4,135,9999,NIL,,NIL,2,26,20,1017,70,,,,NIL,,,,,
"['13:00', '04/12']",04/12 13:00,VRB,4,NIL,9999,NIL,,10000,5,28,19,1017,58,,,,NIL,,,,,
"['14:00', '04/12']",04/12 14:00,VRB,3,NIL,9999,NIL,,10000,5,29,18,1017,52,,,,NIL,,,,,
"['15:00', '04/12']",04/12 15:00,VRB,4,NIL,9999,NIL,,10000,5,29,18,1016,52,,,,NIL,,,,,
"['16:00', '04/12']",04/12 16:00,280,5,275,9999,NIL,,10000,5,29,19,1016,55,,,,NIL,,,,,
"['17:00', '04/12']",04/12 17:00,270,6,NIL,9999,NIL,,10000,5,31,19,1015,49,,,,NIL,,,,,
"['18:00', '04/12']",04/12 18:00,300,7,NIL,9999,NIL,,10000,5,31,19,1014,49,,,,NIL,,,,,
"['19:00', '04/12']",04/12 19:00,270,7,NIL,9999,NIL,,NIL,2,31,17,1013,43,,,,NIL,,,,,
"['20:00', '04/12']",04/12 20:00,130,12,NIL,9999,NIL,,NIL,2,30,19,1013,52,,,,NIL,,,,,
"['21:00', '04/12']",04/12 21:00,120,11,NIL,9999,NIL,,NIL,2,27,19,1014,62,,,,NIL,,,,,
"['22:00', '04/12']",04/12 22:00,130,13,NIL,9999,NIL,,NIL,2,26,21,1015,74,,,,NIL,,,,,
"['23:00', '04/12']",04/12 23:00,130,14,NIL,9999,NIL,,NIL,2,25,20,1017,74,,,,NIL,,,,,
"['00:00', '05/12']",05/12 00:00,130,14,NIL,9999,NIL,,NIL,2,23,20,1017,83,,,,NIL,,,,,
"['01:00', '05/12']",05/12 01:00,130,15,NIL,9999,NIL,,NIL,NIL,23,20,1018,83,,,,,,,,,
"['02:00', '05/12']",05/12 02:00,130,11,NIL,9999,NIL,,NIL,NIL,23,20,1017,83,,,,,,,,,
"['03:00', '05/12']",05/12 03:00,130,14,NIL,9999,NIL,,NIL,2,22,19,1017,83,,,,,,,,,
"['04:00', '05/12']",05/12 04:00,130,13,NIL,9999,NIL,,NIL,2,22,19,1017,83,,,,,,,,,
"['05:00', '05/12']",05/12 05:00,130,12,NIL,9999,NIL,,NIL,NIL,22,19,1016,83,,,,,,,,,
"['06:00', '05/12']",05/12 06:00,130,11,NIL,9999,NIL,,NIL,NIL,22,19,1016,83,,,,,,,,,
"['07:00', '05/12']",05/12 07:00,130,7,NIL,9999,NIL,,NIL,NIL,21,19,1017,88,,,,,,,,,
"['08:00', '05/12']",05/12 08:00,140,10,NIL,9999,NIL,,NIL,NIL,21,19,1017,88,,,,,,,,,
"['09:00', '05/12']",05/12 09:00,140,10,NIL,8000,NIL,,NIL,2,22,19,1017,83,,,,,,,,,
"['10:00', '05/12']",05/12 10:00,130,10,NIL,8000,NIL,,NIL,2,22,19,1018,83,,,,,,,,,
"['11:00', '05/12']",05/12 11:00,100,10,NIL,9999,NIL,,NIL,2,24,19,1018,74,,,,,,,,,
"['12:00', '05/12']",05/12 12:00,90,7,90,9999,NIL,,8000,5,26,19,1018,65,,,,,,,,,
"['13:00', '05/12']",05/12 13:00,110,8,NIL,9999,NIL,,9000,5,26,19,1018,65,,,,,,,,,
"['14:00', '05/12']",05/12 14:00,110,5,110,9999,NIL,,NIL,3,27,19,1018,62,,,,,,,,,
"['16:00', '05/12']",05/12 16:00,VRB,5,NIL,9999,NIL,,NIL,3,29,19,1016,55,,,,,,,,,
"['17:00', '05/12']",05/12 17:00,130,9,130,9999,NIL,,NIL,3,30,19,1015,52,,,,,,,,,
"['18:00', '05/12']",05/12 18:00,140,10,NIL,9999,NIL,,NIL,3,29,19,1014,55,,,,,,,,,
"['19:00', '05/12']",05/12 19:00,140,19,NIL,9999,NIL,,NIL,3,29,20,1014,58,,,,,,,,,
"['20:00', '05/12']",05/12 20:00,150,21,NIL,9999,NIL,,NIL,2,25,19,1014,69,,,,,,,,,
"['21:00', '05/12']",05/12 21:00,140,20,NIL,9999,NIL,,10000,5,24,18,1015,69,,,,,,,,,
"['22:00', '05/12']",05/12 22:00,130,20,NIL,9999,NIL,,10000,5,23,18,1016,73,,,,,,,,,
"['23:00', '05/12']",05/12 23:00,130,11,NIL,9999,1,,8000,5,22,19,1017,83,,,,,,,,,
"['00:00', '06/12']",06/12 00:00,130,9,NIL,9999,NIL,,10000,8,22,19,1018,83,,,,,,,,,
"['01:00', '06/12']",06/12 01:00,130,9,NIL,9999,1,,10000,8,21,19,1018,88,,NIL,NIL,NIL,,,,,
"['02:00', '06/12']",06/12 02:00,130,9,NIL,9999,1,,10000,8,21,19,1017,88,,NIL,NIL,NIL,,,,,
"['03:00', '06/12']",06/12 03:00,130,12,NIL,9999,NIL,,NIL,NIL,21,19,1016,88,,NIL,NIL,NIL,,,,,
"['04:00', '06/12']",06/12 04:00,120,10,NIL,9999,NIL,,NIL,NIL,20,18,1016,88,,NIL,NIL,NIL,,,,,
"['05:00', '06/12']",06/12 05:00,130,11,NIL,9999,NIL,,NIL,NIL,21,18,1016,83,,NIL,NIL,NIL,,,,,
"['06:00', '06/12']",06/12 06:00,130,9,NIL,9999,NIL,,NIL,NIL,20,18,1015,88,,NIL,NIL,NIL,,,,,
"['07:00', '06/12']",06/12 07:00,120,11,NIL,9999,NIL,,NIL,NIL,20,18,1015,88,,NIL,NIL,NIL,,,,,
"['08:00', '06/12']",06/12 08:00,130,10,NIL,9999,NIL,,NIL,NIL,20,18,1015,88,,NIL,NIL,NIL,,,,,
"['09:00', '06/12']",06/12 09:00,120,10,NIL,9999,NIL,,NIL,2,20,18,1015,88,,NIL,NIL,NIL,,,,,
"['10:00', '06/12']",06/12 10:00,120,13,NIL,9999,NIL,,9000,5,21,18,1016,83,,NIL,NIL,NIL,,,,,
"['11:00', '06/12']",06/12 11:00,120,13,NIL,9999,NIL,,10000,5,22,18,1016,78,,NIL,NIL,NIL,,,,,
"['12:00', '06/12']",06/12 12:00,120,9,110,9999,NIL,,10000,5,24,18,1016,69,,NIL,NIL,NIL,,,,,
"['13:00', '06/12']",06/12 13:00,90,7,95,9999,NIL,,NIL,3,25,18,1016,65,,NIL,NIL,NIL,,,,,
"['14:00', '06/12']",06/12 14:00,100,7,100,9999,NIL,,2700,5,26,19,1016,65,,NIL,NIL,NIL,,,,,
"['15:00', '06/12']",06/12 15:00,120,4,110,9999,NIL,,2500,5,26,19,1015,65,,NIL,NIL,NIL,,,,,
"['15:20', '06/12']",06/12 15:20,70,7,65,9999,1,,2500,5,23,21,1015,89,,4000,135,NIL,,,,,
"['16:00', '06/12']",06/12 16:00,110,4,NIL,7000,1,,2500,5,23,21,1015,89,,NIL,NIL,NIL,,,,,
"['17:00', '06/12']",06/12 17:00,120,6,120,9999,1,,3000,5,24,21,1014,83,,3500,315,NIL,,,,,
"['17:05', '06/12']",06/12 17:05,140,4,135,4000,1,,1500,8,24,21,1014,83,,NIL,NIL,1,,,,,
"['18:00', '06/12']",06/12 18:00,140,9,NIL,9999,1,,2500,5,23,21,1014,89,,3500,135,NIL,,,,,
"['19:00', '06/12']",06/12 19:00,150,10,NIL,9999,NIL,,8000,5,24,21,1012,83,,NIL,NIL,NIL,,,,,
"['20:00', '06/12']",06/12 20:00,130,11,NIL,9999,NIL,,7000,5,24,21,1013,83,,NIL,NIL,NIL,,,,,
"['21:00', '06/12']",06/12 21:00,130,10,NIL,9999,NIL,,8000,8,23,21,1013,89,,NIL,NIL,NIL,,,,,
"['22:00', '06/12']",06/12 22:00,110,8,NIL,6000,1,,3500,8,22,20,1014,88,,NIL,NIL,NIL,,,,,
"['23:00', '06/12']",06/12 23:00,130,4,NIL,8000,1,,7000,8,22,21,1015,94,,NIL,NIL,NIL,,,,,
"['00:00', '07/12']",07/12 00:00,120,4,NIL,9999,NIL,,7000,8,22,21,1015,94,,NIL,NIL,NIL,,,,,
"['01:00', '07/12']",07/12 01:00,140,10,NIL,9999,NIL,NIL,3000,8,21,20,1016,94,,NIL,NIL,NIL,,,,,
"['02:00', '07/12']",07/12 02:00,140,8,NIL,9999,NIL,NIL,10000,8,21,19,1015,88,,NIL,NIL,NIL,,,,,
"['03:00', '07/12']",07/12 03:00,130,7,NIL,9999,NIL,NIL,10000,8,21,19,1014,88,,NIL,NIL,NIL,,,,,
"['04:00', '07/12']",07/12 04:00,120,8,NIL,9999,NIL,NIL,10000,5,20,19,1014,94,,NIL,NIL,NIL,,,,,
"['05:00', '07/12']",07/12 05:00,130,9,NIL,9999,NIL,NIL,10000,5,20,18,1013,88,,NIL,NIL,NIL,,,,,
"['06:00', '07/12']",07/12 06:00,120,11,NIL,9999,NIL,NIL,10000,5,20,18,1013,88,,NIL,NIL,NIL,,,,,
"['07:00', '07/12']",07/12 07:00,140,9,NIL,9999,NIL,NIL,10000,5,20,18,1013,88,,NIL,NIL,NIL,,,,,
"['08:00', '07/12']",07/12 08:00,110,6,NIL,9999,NIL,NIL,7000,5,20,18,1014,88,,NIL,NIL,NIL,,,,,
"['09:00', '07/12']",07/12 09:00,110,6,NIL,9999,NIL,NIL,8000,5,20,19,IL,94,,NIL,NIL,NIL,,,,,
"['10:00', '07/12']",07/12 10:00,130,8,NIL,9999,NIL,NIL,3800,5,21,19,1015,88,,NIL,NIL,NIL,,,,,
"['11:00', '07/12']",07/12 11:00,100,8,NIL,9999,NIL,NIL,5000,5,22,19,1015,83,,NIL,NIL,NIL,,,,,
"['12:00', '07/12']",07/12 12:00,110,8,NIL,9999,NIL,NIL,2000,5,22,19,1016,83,,NIL,NIL,NIL,,,,,
"['13:00', '07/12']",07/12 13:00,100,7,NIL,9999,1,NIL,4000,5,23,20,1016,83,,NIL,NIL,NIL,,,,,
"['14:00', '07/12']",07/12 14:00,60,4,65,9999,NIL,NIL,7000,5,24,02,1015,24,,NIL,NIL,NIL,,,,,
"['15:00', '07/12']",07/12 15:00,210,3,210,9999,NIL,NIL,6000,5,25,20,1014,74,,NIL,NIL,NIL,,,,,
"['16:00', '07/12']",07/12 16:00,230,4,235,9999,NIL,NIL,7000,5,26,20,1013,70,,NIL,NIL,NIL,,,,,
"['17:00', '07/12']",07/12 17:00,240,7,240,9999,NIL,NIL,3000,5,27,20,1012,66,,NIL,NIL,NIL,,,,,
"['18:00', '07/12']",07/12 18:00,230,9,NIL,9999,1,NIL,NIL,3,27,20,1012,66,,3000,315,NIL,,,,,
"['19:00', '07/12']",07/12 19:00,210,10,NIL,9999,NIL,NIL,10000,5,27,20,1012,66,,NIL,NIL,NIL,,,,,
"['20:00', '07/12']",07/12 20:00,200,9,195,9999,NIL,NIL,10000,5,27,20,1012,66,,NIL,NIL,NIL,,,,,
"['21:00', '07/12']",07/12 21:00,90,10,90,7000,1,1,2500,5,23,20,1013,83,,3000,315,NIL,,,,,
"['21:10', '07/12']",07/12 21:10,60,10,NIL,3000,1,1,1100,8,21,20,1013,94,,NIL,NIL,1,,,,,
"['21:20', '07/12']",07/12 21:20,110,8,115,1800,1,1,1300,8,21,20,1014,94,,NIL,NIL,1,,,,,
"['22:25', '07/12']",07/12 22:25,60,3,NIL,3000,1,1,1100,5,20,20,1015,100,,NIL,NIL,1,,,,,
"['23:00', '07/12']",07/12 23:00,130,5,NIL,3000,1,1,900,5,20,20,1015,100,,NIL,NIL,1,,,,,
"['00:00', '08/12']",08/12 00:00,130,10,NIL,4000,1,1,1300,8,20,19,1015,94,,NIL,NIL,1,,,,,
"['00:40', '08/12']",08/12 00:40,130,7,NIL,9999,1,NIL,8000,8,20,19,1015,94,,NIL,NIL,NIL,,,,,
"['01:00', '08/12']",08/12 01:00,120,7,NIL,9999,1,,8000,8,20,19,1015,94,NIL,NIL,NIL,,NIL,,,,
"['02:00', '08/12']",08/12 02:00,130,12,NIL,9999,NIL,,10000,5,20,19,1014,94,NIL,NIL,NIL,,NIL,,,,
"['03:00', '08/12']",08/12 03:00,130,6,NIL,9999,NIL,,NIL,2,20,19,1013,94,NIL,NIL,NIL,,NIL,,,,
"['04:00', '08/12']",08/12 04:00,160,6,NIL,9999,NIL,,10000,5,20,19,1013,94,NIL,NIL,NIL,,NIL,,,,
"['05:00', '08/12']",08/12 05:00,130,4,NIL,9999,NIL,,10000,5,20,19,1013,94,NIL,NIL,NIL,,NIL,,,,
"['06:00', '08/12']",08/12 06:00,110,3,NIL,9999,NIL,,10000,5,20,19,1013,94,NIL,NIL,NIL,,NIL,,,,
"['07:00', '08/12']",08/12 07:00,0,0,NIL,9999,NIL,,10000,5,20,19,1013,94,NIL,NIL,NIL,,NIL,,,,
"['08:00', '08/12']",08/12 08:00,0,0,NIL,9999,NIL,,NIL,2,20,19,1013,94,NIL,2000,180,,1,,,,
"['09:00', '08/12']",08/12 09:00,0,0,NIL,8000,NIL,,10000,5,20,20,1014,100,NIL,3500,90,,1,,,,
"['10:00', '08/12']",08/12 10:00,0,0,NIL,6000,NIL,,1900,5,21,20,1015,94,NIL,NIL,NIL,,NIL,,,,
"['11:00', '08/12']",08/12 11:00,0,0,NIL,6000,NIL,,2000,8,22,20,1015,88,NIL,NIL,NIL,,NIL,,,,
"['12:00', '08/12']",08/12 12:00,360,5,190,8000,NIL,,1500,8,23,20,1015,83,NIL,NIL,NIL,,NIL,,,,
"['13:00', '08/12']",08/12 13:00,360,8,NIL,9999,NIL,,2000,5,24,20,1015,78,NIL,NIL,NIL,,NIL,,,,
"['14:00', '08/12']",08/12 14:00,330,9,NIL,9999,NIL,,2000,5,25,21,1015,79,NIL,NIL,NIL,,NIL,,,,
"['15:00', '08/12']",08/12 15:00,360,10,160,9999,NIL,,NIL,3,27,20,1015,66,NIL,NIL,NIL,,NIL,,,,
"['16:00', '08/12']",08/12 16:00,320,9,300,9999,NIL,,NIL,3,28,20,1014,62,NIL,NIL,NIL,,NIL,,,,
"['17:00', '08/12']",08/12 17:00,310,10,NIL,9999,NIL,,NIL,2,28,19,1013,58,NIL,NIL,NIL,,NIL,,,,
"['18:00', '08/12']",08/12 18:00,300,12,280,9999,NIL,,NIL,2,29,19,1012,55,NIL,NIL,NIL,,NIL,,,,
"['19:00', '08/12']",08/12 19:00,240,7,240,9999,NIL,,NIL,3,30,19,1012,52,NIL,NIL,NIL,,NIL,,,,
"['20:00', '08/12']",08/12 20:00,240,8,250,9999,NIL,,NIL,2,29,18,1011,52,NIL,NIL,NIL,,NIL,,,,
"['20:26', '08/12']",08/12 20:26,160,19,NIL,9999,NIL,,NIL,2,26,19,1012,65,29,NIL,NIL,,NIL,,,,
"['21:00', '08/12']",08/12 21:00,130,12,NIL,9999,NIL,,NIL,3,25,19,1012,69,NIL,NIL,NIL,,NIL,,,,
"['22:00', '08/12']",08/12 22:00,120,11,NIL,9999,NIL,,NIL,2,23,19,1013,78,NIL,NIL,NIL,,NIL,,,,
"['23:00', '08/12']",08/12 23:00,110,13,NIL,9999,NIL,,NIL,2,23,19,1014,78,NIL,NIL,NIL,,NIL,,,,
"['00:00', '09/12']",09/12 00:00,100,11,NIL,9999,NIL,,NIL,2,23,19,1014,78,NIL,NIL,NIL,,NIL,,,,
"['01:00', '09/12']",09/12 01:00,120,12,NIL,9999,NIL,,NIL,2,22,19,1015,83,,,,,,,,,
"['02:00', '09/12']",09/12 02:00,130,11,NIL,9999,NIL,,NIL,NIL,22,18,1015,78,,,,,,,,,
"['03:00', '09/12']",09/12 03:00,130,10,NIL,9999,NIL,,NIL,NIL,21,18,1015,83,,,,,,,,,
"['04:00', '09/12']",09/12 04:00,130,5,NIL,9999,NIL,,NIL,NIL,21,18,1014,83,,,,,,,,,
"['05:00', '09/12']",09/12 05:00,130,6,NIL,9999,NIL,,NIL,NIL,20,18,1014,88,,,,,,,,,
"['06:00', '09/12']",09/12 06:00,130,5,NIL,9999,NIL,,NIL,NIL,20,18,1014,88,,,,,,,,,
"['07:00', '09/12']",09/12 07:00,140,6,NIL,9999,NIL,,NIL,NIL,19,18,1014,94,,,,,,,,,
"['08:00', '09/12']",09/12 08:00,140,6,NIL,9999,NIL,,NIL,NIL,19,18,1014,94,,,,,,,,,
"['09:00', '09/12']",09/12 09:00,160,4,NIL,9999,NIL,,NIL,NIL,20,18,1015,88,,,,,,,,,
"['10:00', '09/12']",09/12 10:00,130,7,NIL,9999,NIL,,NIL,NIL,20,18,1015,88,,,,,,,,,
"['11:00', '09/12']",09/12 11:00,120,7,NIL,9999,NIL,,NIL,NIL,23,19,1016,78,,,,,,,,,
"['12:00', '09/12']",09/12 12:00,120,6,115,9999,NIL,,NIL,NIL,25,19,1016,69,,,,,,,,,
"['13:00', '09/12']",09/12 13:00,120,7,125,9999,NIL,,NIL,2,27,18,1016,58,,,,,,,,,
"['14:00', '09/12']",09/12 14:00,50,4,240,9999,NIL,,NIL,2,28,17,1015,51,,,,,,,,,
