validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,cobertura,tt,po,qnh,ur,vnt_vrb,teto,chuva,nevoa_umida,vnt_rajada,pancada,trovoada,vis_setor,vis_setor_dir,nevoeiro
"['14:00', '27/07']",27/07 14:00,170,6,9999,5,24,20,1018,78,160,2000,NIL,NIL,,,,,,
"['15:00', '27/07']",27/07 15:00,150,7,9999,5,27,18,1017,58,NIL,6000,NIL,NIL,,,,,,
"['16:00', '27/07']",27/07 16:00,220,8,9999,5,25,20,1017,74,NIL,1800,NIL,NIL,,,,,,
"['17:00', '27/07']",27/07 17:00,170,8,6000,5,25,20,1016,74,165,1500,1,NIL,,,,,,
"['18:00', '27/07']",27/07 18:00,60,2,8000,5,24,21,1016,83,NIL,1700,NIL,NIL,,,,,,
"['19:00', '27/07']",27/07 19:00,170,5,9999,5,24,21,1016,83,175,1500,NIL,NIL,,,,,,
"['20:00', '27/07']",27/07 20:00,210,3,9999,5,24,20,1016,78,210,1700,NIL,NIL,,,,,,
"['21:00', '27/07']",27/07 21:00,150,5,9999,5,24,20,1016,78,NIL,6000,NIL,NIL,,,,,,
"['22:00', '27/07']",27/07 22:00,130,3,9999,5,24,19,1016,74,140,6000,NIL,NIL,,,,,,
"['23:00', '27/07']",27/07 23:00,70,4,9999,5,24,20,1017,78,NIL,6000,NIL,NIL,,,,,,
"['00:00', '28/07']",28/07 00:00,70,9,9999,3,23,20,1017,83,NIL,NIL,NIL,NIL,,,,,,
"['01:00', '28/07']",28/07 01:00,50,8,9999,3,23,20,1017,83,NIL,,,,,,,,,
"['02:00', '28/07']",28/07 02:00,VRB,2,9999,3,23,19,1017,78,NIL,,,,,,,,,
"['03:00', '28/07']",28/07 03:00,VRB,2,9999,3,22,20,1017,88,NIL,,,,,,,,,
"['04:00', '28/07']",28/07 04:00,VRB,2,9999,3,22,20,1016,88,NIL,,,,,,,,,
"['05:00', '28/07']",28/07 05:00,270,2,9999,3,21,20,1016,94,NIL,,,,,,,,,
"['06:00', '28/07']",28/07 06:00,270,2,9999,3,21,19,1016,88,NIL,,,,,,,,,
"['07:00', '28/07']",28/07 07:00,0,0,9999,3,21,19,1016,88,NIL,,,,,,,,,
"['08:00', '28/07']",28/07 08:00,260,3,9999,2,20,19,1015,94,NIL,,,,,,,,,
"['09:00', '28/07']",28/07 09:00,280,3,9999,2,20,19,1016,94,280,,,,,,,,,
"['10:00', '28/07']",28/07 10:00,VRB,1,9999,2,22,20,1016,88,NIL,,,,,,,,,
"['11:00', '28/07']",28/07 11:00,280,3,9999,2,24,21,1017,83,290,,,,,,,,,
"['12:00', '28/07']",28/07 12:00,VRB,3,9999,2,26,21,1017,74,NIL,,,,,,,,,
"['13:00', '28/07']",28/07 13:00,120,6,9999,3,27,21,1017,70,120,,,,,,,,,
"['14:00', '28/07']",28/07 14:00,120,7,9999,3,27,21,1016,70,135,,,,,,,,,
"['15:00', '28/07']",28/07 15:00,200,6,9999,3,26,20,1016,70,205,,,,,,,,,
"['16:00', '28/07']",28/07 16:00,210,8,9999,3,26,21,1015,74,210,,,,,,,,,
"['17:00', '28/07']",28/07 17:00,160,5,9999,3,27,21,1014,70,170,,,,,,,,,
"['18:00', '28/07']",28/07 18:00,140,6,9999,2,26,21,1014,74,135,,,,,,,,,
"['19:00', '28/07']",28/07 19:00,100,5,9999,2,26,21,1014,74,NIL,,,,,,,,,
"['20:00', '28/07']",28/07 20:00,100,6,9999,NIL,25,21,1014,79,NIL,,,,,,,,,
"['21:00', '28/07']",28/07 21:00,90,7,9999,NIL,25,21,1014,79,115,,,,,,,,,
"['22:00', '28/07']",28/07 22:00,80,7,9999,2,25,21,1014,79,NIL,,,,,,,,,
"['23:00', '28/07']",28/07 23:00,60,6,9999,2,24,21,1015,83,NIL,,,,,,,,,
"['00:00', '29/07']",29/07 00:00,50,5,9999,2,24,21,1015,83,NIL,,,,,,,,,
"['01:00', '29/07']",29/07 01:00,20,3,9999,2,24,21,1015,83,,NIL,,NIL,,,,,,NIL
"['02:00', '29/07']",29/07 02:00,10,3,9999,NIL,23,21,1015,89,,NIL,,NIL,,,,,,NIL
"['03:00', '29/07']",29/07 03:00,360,2,9999,NIL,23,21,1015,89,,NIL,,NIL,,,,,,NIL
"['04:00', '29/07']",29/07 04:00,360,4,9999,NIL,23,21,1015,89,,NIL,,NIL,,,,,,NIL
"['05:00', '29/07']",29/07 05:00,10,3,9999,NIL,22,21,1014,94,,NIL,,NIL,,,,,,NIL
"['06:00', '29/07']",29/07 06:00,20,2,9999,NIL,22,21,1014,94,,NIL,,NIL,,,,,,NIL
"['07:00', '29/07']",29/07 07:00,360,5,9999,NIL,22,21,1014,94,,NIL,,NIL,,,,,,NIL
"['08:00', '29/07']",29/07 08:00,300,3,9999,NIL,22,20,1014,88,,NIL,,NIL,,,,,,NIL
"['09:00', '29/07']",29/07 09:00,260,2,6000,3,22,20,1015,88,,NIL,,NIL,,,,,,NIL
"['09:08', '29/07']",29/07 09:08,280,2,3000,5,22,20,1015,88,,400,,1,,,,,,NIL
"['09:15', '29/07']",29/07 09:15,310,3,1500,5,22,21,1015,94,,400,,1,,,,,,NIL
"['09:28', '29/07']",29/07 09:28,340,3,700,8,22,21,1015,94,,200,,NIL,,,,,,1
"['10:00', '29/07']",29/07 10:00,320,3,700,8,22,21,1016,94,,200,,NIL,,,,,,1
"['10:20', '29/07']",29/07 10:20,320,4,2000,5,22,21,1016,94,,400,,1,,,,,,NIL
"['11:00', '29/07']",29/07 11:00,340,4,5000,5,23,22,1017,94,,1000,,1,,,,,,NIL
"['12:00', '29/07']",29/07 12:00,330,6,8000,3,25,21,1017,79,,NIL,,NIL,,,,,,NIL
"['13:00', '29/07']",29/07 13:00,10,6,9999,3,26,21,1017,74,,NIL,,NIL,,,,,,NIL
"['14:00', '29/07']",29/07 14:00,10,6,9999,3,27,21,1016,70,,NIL,,NIL,,,,,,NIL
"['15:00', '29/07']",29/07 15:00,10,7,9999,3,28,20,1016,62,,NIL,,NIL,,,,,,NIL
"['16:00', '29/07']",29/07 16:00,80,10,9999,3,27,21,1015,70,,NIL,,NIL,,,,,,NIL
"['17:00', '29/07']",29/07 17:00,70,12,9999,3,27,21,1014,70,,NIL,,NIL,,,,,,NIL
"['18:00', '29/07']",29/07 18:00,70,13,9999,2,27,21,1013,70,,NIL,,NIL,,,,,,NIL
"['19:00', '29/07']",29/07 19:00,70,13,9999,2,26,21,1013,74,,NIL,,NIL,,,,,,NIL
"['20:00', '29/07']",29/07 20:00,70,11,9999,2,25,21,1014,79,,NIL,,NIL,,,,,,NIL
"['21:00', '29/07']",29/07 21:00,60,9,9999,NIL,25,21,1014,79,,NIL,,NIL,,,,,,NIL
"['22:00', '29/07']",29/07 22:00,60,9,9999,NIL,25,22,1014,83,,NIL,,NIL,,,,,,NIL
"['23:00', '29/07']",29/07 23:00,70,11,9999,NIL,25,22,1015,83,,NIL,,NIL,,,,,,NIL
"['00:00', '30/07']",30/07 00:00,70,9,9999,NIL,25,21,1016,79,,NIL,,NIL,,,,,,NIL
"['01:00', '30/07']",30/07 01:00,70,9,9999,3,24,22,1016,89,NIL,NIL,NIL,,,NIL,,,,
"['02:00', '30/07']",30/07 02:00,70,8,9999,3,24,22,1017,89,NIL,NIL,NIL,,,NIL,,,,
"['03:00', '30/07']",30/07 03:00,80,6,9999,3,24,21,1017,83,NIL,NIL,NIL,,,NIL,,,,
"['04:00', '30/07']",30/07 04:00,90,6,9999,3,24,21,1017,83,NIL,NIL,NIL,,,NIL,,,,
"['05:00', '30/07']",30/07 05:00,90,7,9999,3,24,21,1016,83,NIL,NIL,NIL,,,NIL,,,,
"['06:00', '30/07']",30/07 06:00,100,7,9999,3,25,21,1016,79,NIL,NIL,NIL,,,NIL,,,,
"['07:00', '30/07']",30/07 07:00,100,7,9999,3,25,20,1017,74,NIL,NIL,NIL,,,NIL,,,,
"['08:00', '30/07']",30/07 08:00,110,6,9999,2,24,20,1017,78,NIL,NIL,NIL,,,NIL,,,,
"['09:00', '30/07']",30/07 09:00,80,6,9999,3,23,20,1018,83,NIL,NIL,NIL,,,NIL,,,,
"['10:00', '30/07']",30/07 10:00,110,6,9999,2,25,20,1018,74,NIL,NIL,NIL,,,NIL,,,,
"['11:00', '30/07']",30/07 11:00,100,7,9999,3,26,20,1019,70,NIL,NIL,NIL,,,NIL,,,,
"['12:00', '30/07']",30/07 12:00,110,7,9999,3,27,21,1020,70,NIL,NIL,NIL,,,NIL,,,,
"['13:00', '30/07']",30/07 13:00,110,8,9999,5,27,21,1020,70,NIL,7000,NIL,,,NIL,,,,
"['14:00', '30/07']",30/07 14:00,120,8,9999,5,27,21,1020,70,NIL,10000,NIL,,,NIL,,,,
"['15:00', '30/07']",30/07 15:00,120,8,9999,5,27,21,1019,70,NIL,10000,NIL,,,NIL,,,,
"['16:00', '30/07']",30/07 16:00,90,10,6000,5,25,20,1019,74,NIL,10000,1,,,1,,,,
"['17:00', '30/07']",30/07 17:00,90,10,6000,5,24,21,1018,83,NIL,7000,1,,,1,,,,
"['18:00', '30/07']",30/07 18:00,130,2,9999,5,25,20,1018,74,NIL,6000,1,,,1,,,,
"['19:00', '30/07']",30/07 19:00,150,5,9999,5,26,21,1018,74,NIL,6000,NIL,,,NIL,,,,
"['19:30', '30/07']",30/07 19:30,170,11,3000,5,24,22,1018,89,NIL,1500,1,,,NIL,,,,
"['20:00', '30/07']",30/07 20:00,180,6,5000,5,24,22,1018,89,NIL,1500,1,,,NIL,,,,
"['20:03', '30/07']",30/07 20:03,160,8,3000,5,24,22,1019,89,NIL,1000,1,,,NIL,,,,
"['21:00', '30/07']",30/07 21:00,210,8,7000,5,24,21,1019,83,210,1500,1,,,NIL,,,,
"['22:00', '30/07']",30/07 22:00,140,12,6000,5,23,21,1019,89,NIL,1500,1,,,NIL,,,,
"['23:00', '30/07']",30/07 23:00,130,14,9999,5,23,21,1020,89,NIL,1800,NIL,,,NIL,,,,
"['00:00', '31/07']",31/07 00:00,170,7,9999,5,23,22,1020,94,NIL,1700,NIL,,,NIL,,,,
"['01:00', '31/07']",31/07 01:00,160,14,6000,5,24,21,1020,83,,1500,1,NIL,NIL,,,,,
"['01:03', '31/07']",31/07 01:03,150,17,2000,5,23,21,1021,89,,500,1,1,27,,,,,
"['02:00', '31/07']",31/07 02:00,160,19,3000,5,22,21,1021,94,,800,1,1,NIL,,,,,
"['02:10', '31/07']",31/07 02:10,160,17,2000,5,23,21,1021,89,,600,1,NIL,NIL,,,,,
"['03:00', '31/07']",31/07 03:00,160,16,5000,5,23,21,1020,89,,1500,1,1,NIL,,,,,
"['04:00', '31/07']",31/07 04:00,150,17,3000,5,23,21,1020,89,,900,1,1,NIL,,,,,
"['05:00', '31/07']",31/07 05:00,150,18,3000,5,22,20,1020,88,,800,1,NIL,NIL,,,,,
"['06:00', '31/07']",31/07 06:00,160,17,9999,5,23,20,1020,83,,1500,NIL,NIL,NIL,,,,,
"['07:00', '31/07']",31/07 07:00,150,16,9999,5,24,20,1020,78,,5000,1,NIL,NIL,,,,,
"['08:00', '31/07']",31/07 08:00,160,18,9999,5,24,19,1020,74,,2000,NIL,NIL,NIL,,,,,
"['09:00', '31/07']",31/07 09:00,160,19,9999,8,24,18,1021,69,,1700,NIL,NIL,NIL,,,,,
"['10:00', '31/07']",31/07 10:00,160,17,9999,5,24,19,1021,74,,6000,NIL,NIL,NIL,,,,,
"['11:00', '31/07']",31/07 11:00,170,16,9999,5,24,18,1022,69,,2000,NIL,NIL,NIL,,,,,
"['12:00', '31/07']",31/07 12:00,150,16,9999,5,25,18,1023,65,,6000,NIL,NIL,NIL,,,,,
"['13:00', '31/07']",31/07 13:00,150,16,9999,5,26,19,1023,65,,6000,NIL,NIL,NIL,,,,,
"['14:00', '31/07']",31/07 14:00,150,16,9999,5,25,19,1023,69,,2300,NIL,NIL,NIL,,,,,
"['15:00', '31/07']",31/07 15:00,150,15,9999,8,26,20,1022,70,,2300,NIL,NIL,NIL,,,,,
"['16:00', '31/07']",31/07 16:00,150,18,9999,5,25,18,1022,65,,6000,NIL,NIL,NIL,,,,,
"['17:00', '31/07']",31/07 17:00,150,16,9999,5,26,19,1021,65,,6000,NIL,NIL,NIL,,,,,
"['18:00', '31/07']",31/07 18:00,140,16,9999,5,26,18,1021,61,,7000,NIL,NIL,NIL,,,,,
"['19:00', '31/07']",31/07 19:00,140,16,9999,5,25,18,1021,65,,5000,NIL,NIL,NIL,,,,,
"['20:00', '31/07']",31/07 20:00,150,15,9999,5,25,18,1022,65,,7000,NIL,NIL,NIL,,,,,
"['21:00', '31/07']",31/07 21:00,140,12,9999,5,25,18,1022,65,,7000,NIL,NIL,NIL,,,,,
"['22:00', '31/07']",31/07 22:00,140,17,9999,5,25,18,1022,65,,7000,NIL,NIL,NIL,,,,,
"['22:35', '31/07']",31/07 22:35,140,16,9999,2,23,20,1023,83,,NIL,NIL,NIL,27,,,,,
"['23:00', '31/07']",31/07 23:00,130,13,9999,5,24,18,1023,69,,7000,NIL,NIL,NIL,,,,,
"['00:00', '01/08']",01/08 00:00,150,16,9999,5,25,18,1024,65,,7000,NIL,NIL,26,,,,,
"['01:00', '01/08']",01/08 01:00,150,18,9999,5,24,18,1024,69,NIL,2000,,,NIL,,,,,
"['02:00', '01/08']",01/08 02:00,150,15,9999,5,25,17,1024,61,NIL,2000,,,NIL,,,,,
"['03:00', '01/08']",01/08 03:00,150,12,9999,5,24,17,1023,65,NIL,2000,,,NIL,,,,,
"['04:00', '01/08']",01/08 04:00,140,13,9999,5,24,17,1023,65,140,2000,,,NIL,,,,,
"['05:00', '01/08']",01/08 05:00,140,13,9999,5,23,18,1022,73,NIL,2000,,,23,,,,,
"['06:00', '01/08']",01/08 06:00,150,14,9999,5,24,17,1022,65,NIL,2000,,,NIL,,,,,
"['07:00', '01/08']",01/08 07:00,170,17,9999,5,24,18,1022,69,NIL,1800,,,NIL,,,,,
"['08:00', '01/08']",01/08 08:00,160,14,9999,5,24,17,1022,65,NIL,6000,,,NIL,,,,,
"['09:00', '01/08']",01/08 09:00,170,14,7000,5,24,17,1023,65,NIL,1700,,,NIL,,,,,
"['10:00', '01/08']",01/08 10:00,150,15,9999,5,24,17,1023,65,NIL,6000,,,NIL,,,,,
"['11:00', '01/08']",01/08 11:00,150,15,9999,5,25,17,1024,61,NIL,6000,,,NIL,,,,,
"['12:00', '01/08']",01/08 12:00,160,15,9999,3,26,15,1025,51,NIL,NIL,,,NIL,,,,,
"['13:00', '01/08']",01/08 13:00,170,13,9999,3,26,16,1025,54,NIL,NIL,,,NIL,,,,,
"['14:00', '01/08']",01/08 14:00,160,15,9999,3,26,15,1024,51,NIL,NIL,,,NIL,,,,,
"['15:00', '01/08']",01/08 15:00,160,15,9999,3,26,16,1024,54,NIL,NIL,,,NIL,,,,,
"['16:00', '01/08']",01/08 16:00,160,15,9999,3,26,16,1023,54,NIL,NIL,,,NIL,,,,,
"['17:00', '01/08']",01/08 17:00,180,13,9999,3,25,17,1022,61,NIL,NIL,,,NIL,,,,,
"['18:00', '01/08']",01/08 18:00,160,14,9999,3,26,18,1022,61,NIL,NIL,,,NIL,,,,,
"['19:00', '01/08']",01/08 19:00,170,12,9999,3,24,17,1022,65,NIL,NIL,,,NIL,,,,,
"['20:00', '01/08']",01/08 20:00,180,10,9999,5,24,17,1022,65,NIL,6000,,,NIL,,,,,
"['21:00', '01/08']",01/08 21:00,170,10,9999,3,24,17,1023,65,NIL,NIL,,,NIL,,,,,
"['22:00', '01/08']",01/08 22:00,160,12,9999,3,24,18,1023,69,NIL,NIL,,,NIL,,,,,
"['23:00', '01/08']",01/08 23:00,150,9,9999,5,24,18,1023,69,NIL,2300,,,NIL,,,,,
"['00:00', '02/08']",02/08 00:00,160,14,9999,5,23,19,1023,78,NIL,2300,,,NIL,,,,,
"['01:00', '02/08']",02/08 01:00,160,12,9999,5,23,19,1023,78,NIL,7000,NIL,NIL,,NIL,,,,
"['02:00', '02/08']",02/08 02:00,120,9,3000,5,21,19,1023,88,NIL,1500,1,NIL,,1,,,,
"['03:00', '02/08']",02/08 03:00,130,9,9999,5,22,19,1022,83,NIL,1500,1,NIL,,1,,,,
"['04:00', '02/08']",02/08 04:00,160,10,9999,5,22,19,1022,83,NIL,6000,NIL,NIL,,NIL,,,,
"['05:00', '02/08']",02/08 05:00,130,10,9999,5,21,19,1021,88,NIL,6000,1,NIL,,1,,,,
"['06:00', '02/08']",02/08 06:00,150,12,9999,5,23,19,1021,78,NIL,2000,NIL,NIL,,NIL,,,,
"['07:00', '02/08']",02/08 07:00,150,13,5000,5,22,19,1021,83,NIL,2000,1,NIL,,1,,,,
"['08:00', '02/08']",02/08 08:00,150,13,9999,5,22,20,1021,88,NIL,2000,NIL,NIL,,NIL,,,,
"['09:00', '02/08']",02/08 09:00,160,11,9000,5,22,19,1021,83,NIL,1500,NIL,NIL,,NIL,,,,
"['10:00', '02/08']",02/08 10:00,170,12,5000,5,22,19,1022,83,NIL,1500,1,1,,NIL,,,,
"['11:00', '02/08']",02/08 11:00,130,9,9999,5,24,19,1022,74,NIL,6000,NIL,NIL,,NIL,,,,
"['12:00', '02/08']",02/08 12:00,130,10,9999,5,24,19,1022,74,NIL,1500,NIL,NIL,,NIL,,,,
"['13:00', '02/08']",02/08 13:00,140,10,9999,5,25,18,1022,65,140,2000,NIL,NIL,,NIL,,,,
"['14:00', '02/08']",02/08 14:00,160,11,9999,5,24,19,1022,74,NIL,6000,NIL,NIL,,NIL,,,,
"['15:00', '02/08']",02/08 15:00,160,11,8000,5,23,20,1021,83,NIL,6000,NIL,NIL,,NIL,,,,
"['15:05', '02/08']",02/08 15:05,130,13,2000,8,22,19,1021,83,125,1000,1,NIL,,NIL,,,,
"['15:30', '02/08']",02/08 15:30,130,7,8000,5,21,18,1021,83,135,1500,1,NIL,,NIL,,,,
"['16:00', '02/08']",02/08 16:00,140,7,9999,5,23,20,1020,83,145,1700,NIL,NIL,,NIL,,,,
"['17:00', '02/08']",02/08 17:00,80,12,9999,5,22,18,1020,78,NIL,1700,NIL,NIL,,NIL,,,,
"['18:00', '02/08']",02/08 18:00,170,12,9999,5,24,19,1019,74,170,1600,NIL,NIL,,NIL,,,,
"['19:00', '02/08']",02/08 19:00,170,13,9999,5,23,19,1019,78,NIL,1600,NIL,NIL,,NIL,,,,
"['20:00', '02/08']",02/08 20:00,190,11,9999,5,22,18,1019,78,NIL,1600,NIL,NIL,,NIL,,,,
"['21:00', '02/08']",02/08 21:00,150,8,9000,5,23,19,1020,78,NIL,1600,NIL,NIL,,NIL,,,,
"['22:00', '02/08']",02/08 22:00,200,8,9999,5,22,19,1020,83,NIL,6000,NIL,NIL,,NIL,,,,
"['23:00', '02/08']",02/08 23:00,170,11,9000,5,22,19,1021,83,NIL,1600,NIL,NIL,,NIL,,,,
"['00:00', '03/08']",03/08 00:00,160,11,9999,5,23,19,1021,78,NIL,1600,NIL,NIL,,NIL,,,,
"['01:00', '03/08']",03/08 01:00,170,12,9999,5,23,19,1021,78,NIL,1500,,,,,,,,
"['02:00', '03/08']",03/08 02:00,180,9,9999,5,23,19,1021,78,NIL,1700,,,,,,,,
"['03:00', '03/08']",03/08 03:00,170,10,9999,5,23,19,1020,78,NIL,2000,,,,,,,,
"['04:00', '03/08']",03/08 04:00,160,9,9999,5,24,17,1019,65,NIL,2000,,,,,,,,
"['05:00', '03/08']",03/08 05:00,150,13,9999,5,24,17,1019,65,NIL,2000,,,,,,,,
"['06:00', '03/08']",03/08 06:00,160,12,9999,5,24,15,1019,57,NIL,6000,,,,,,,,
"['07:00', '03/08']",03/08 07:00,170,10,9999,5,24,15,1019,57,NIL,6000,,,,,,,,
"['08:00', '03/08']",03/08 08:00,160,11,9999,5,24,16,1019,61,NIL,6000,,,,,,,,
"['09:00', '03/08']",03/08 09:00,170,10,9999,5,24,16,1019,61,NIL,6000,,,,,,,,
"['10:00', '03/08']",03/08 10:00,180,9,9999,5,24,16,1020,61,NIL,7000,,,,,,,,
"['11:00', '03/08']",03/08 11:00,180,11,9999,3,25,15,1021,54,NIL,NIL,,,,,,,,
"['12:00', '03/08']",03/08 12:00,200,11,9999,3,24,18,1021,69,NIL,NIL,,,,,,,,
"['13:00', '03/08']",03/08 13:00,200,10,9999,3,24,18,1021,69,NIL,NIL,,,,,,,,
"['14:00', '03/08']",03/08 14:00,200,11,9999,3,25,18,1021,65,NIL,NIL,,,,,,,,
"['15:00', '03/08']",03/08 15:00,210,13,9999,3,25,19,1020,69,NIL,NIL,,,,,,,,
"['16:00', '03/08']",03/08 16:00,200,12,9999,3,25,18,1019,65,NIL,NIL,,,,,,,,
"['17:00', '03/08']",03/08 17:00,210,12,9999,3,25,18,1019,65,NIL,NIL,,,,,,,,
"['18:00', '03/08']",03/08 18:00,190,11,9999,3,25,18,1018,65,190,NIL,,,,,,,,
"['19:00', '03/08']",03/08 19:00,190,12,9999,3,24,18,1018,69,NIL,NIL,,,,,,,,
"['20:00', '03/08']",03/08 20:00,180,9,9999,3,24,18,1019,69,NIL,NIL,,,,,,,,
"['21:00', '03/08']",03/08 21:00,180,10,9999,3,24,18,1019,69,175,NIL,,,,,,,,
"['22:00', '03/08']",03/08 22:00,180,10,9999,3,24,18,1019,69,NIL,NIL,,,,,,,,
"['23:00', '03/08']",03/08 23:00,170,10,9999,3,24,18,1019,69,NIL,NIL,,,,,,,,
"['00:00', '04/08']",04/08 00:00,150,9,9999,3,24,17,1020,65,NIL,NIL,,,,,,,,
"['01:00', '04/08']",04/08 01:00,150,8,9999,3,24,17,1020,65,NIL,,,,,,,,,
"['02:00', '04/08']",04/08 02:00,160,9,9999,3,24,18,1020,69,NIL,,,,,,,,,
"['03:00', '04/08']",04/08 03:00,150,8,9999,3,24,17,1020,65,175,,,,,,,,,
"['04:00', '04/08']",04/08 04:00,160,8,9999,3,24,17,1020,65,NIL,,,,,,,,,
"['05:00', '04/08']",04/08 05:00,160,8,9999,2,24,18,1019,69,NIL,,,,,,,,,
"['06:00', '04/08']",04/08 06:00,150,7,9999,2,24,18,1019,69,NIL,,,,,,,,,
"['07:00', '04/08']",04/08 07:00,100,8,9999,3,24,18,1019,69,NIL,,,,,,,,,
"['08:00', '04/08']",04/08 08:00,160,8,9999,3,23,18,1019,73,NIL,,,,,,,,,
"['09:00', '04/08']",04/08 09:00,160,8,9999,3,24,18,1020,69,NIL,,,,,,,,,
"['10:00', '04/08']",04/08 10:00,160,10,9999,3,24,17,1020,65,NIL,,,,,,,,,
"['11:00', '04/08']",04/08 11:00,160,10,9999,2,25,17,1021,61,NIL,,,,,,,,,
"['12:00', '04/08']",04/08 12:00,170,10,9999,2,26,16,1022,54,NIL,,,,,,,,,
"['13:00', '04/08']",04/08 13:00,160,13,9999,3,26,16,1022,54,NIL,,,,,,,,,
"['14:00', '04/08']",04/08 14:00,160,12,9999,2,26,16,1022,54,NIL,,,,,,,,,
"['15:00', '04/08']",04/08 15:00,150,11,9999,3,27,17,1021,54,NIL,,,,,,,,,
"['16:00', '04/08']",04/08 16:00,170,11,9999,3,27,16,1021,51,NIL,,,,,,,,,
"['17:00', '04/08']",04/08 17:00,180,11,9999,3,26,17,1020,58,NIL,,,,,,,,,
"['18:00', '04/08']",04/08 18:00,180,10,9999,3,26,17,1020,58,NIL,,,,,,,,,
"['19:00', '04/08']",04/08 19:00,160,10,9999,3,26,17,1020,58,NIL,,,,,,,,,
"['20:00', '04/08']",04/08 20:00,170,10,9999,3,25,17,1020,61,NIL,,,,,,,,,
"['21:00', '04/08']",04/08 21:00,170,10,9999,3,25,18,1021,65,NIL,,,,,,,,,
"['22:00', '04/08']",04/08 22:00,170,8,9999,3,24,18,1021,69,185,,,,,,,,,
"['23:00', '04/08']",04/08 23:00,160,12,9999,3,24,18,1021,69,170,,,,,,,,,
"['00:00', '05/08']",05/08 00:00,170,11,9999,3,24,18,1022,69,NIL,,,,,,,,,
"['01:00', '05/08']",05/08 01:00,160,12,9999,3,24,19,1022,74,NIL,NIL,NIL,,,NIL,,NIL,NIL,
"['02:00', '05/08']",05/08 02:00,170,12,9999,2,24,19,1022,74,NIL,NIL,NIL,,,NIL,,NIL,NIL,
"['03:00', '05/08']",05/08 03:00,170,13,9999,3,23,19,1022,78,NIL,NIL,NIL,,,NIL,,NIL,NIL,
"['04:00', '05/08']",05/08 04:00,170,10,9999,3,24,20,1021,78,180,NIL,NIL,,,NIL,,NIL,NIL,
"['05:00', '05/08']",05/08 05:00,160,14,9999,3,24,18,1021,69,NIL,NIL,NIL,,,NIL,,NIL,NIL,
"['06:00', '05/08']",05/08 06:00,170,11,9999,3,24,18,1021,69,NIL,NIL,NIL,,,NIL,,NIL,NIL,
"['07:00', '05/08']",05/08 07:00,170,11,9999,3,24,19,1020,74,170,NIL,NIL,,,NIL,,NIL,NIL,
"['08:00', '05/08']",05/08 08:00,170,12,9999,3,24,18,1021,69,NIL,NIL,NIL,,,NIL,,NIL,NIL,
"['09:00', '05/08']",05/08 09:00,130,12,5000,5,21,19,1021,88,130,1700,1,,,NIL,,NIL,NIL,
"['10:00', '05/08']",05/08 10:00,160,11,8000,5,23,19,1022,78,NIL,1900,NIL,,,NIL,,NIL,NIL,
"['11:00', '05/08']",05/08 11:00,170,11,9999,3,24,20,1023,78,NIL,NIL,NIL,,,NIL,,NIL,NIL,
"['11:34', '05/08']",05/08 11:34,120,12,6000,5,22,19,1023,83,NIL,1300,1,,,1,,2000,90,
"['12:00', '05/08']",05/08 12:00,130,8,5000,5,21,19,1023,88,NIL,1500,1,,,1,,NIL,NIL,
"['13:00', '05/08']",05/08 13:00,160,4,9999,5,24,19,1023,74,155,6000,NIL,,,NIL,,NIL,NIL,
"['14:00', '05/08']",05/08 14:00,160,10,9999,5,25,19,1023,69,170,6000,NIL,,,NIL,,NIL,NIL,
"['15:00', '05/08']",05/08 15:00,150,8,9999,3,26,19,1022,65,NIL,NIL,NIL,,,NIL,,NIL,NIL,
"['16:00', '05/08']",05/08 16:00,170,14,6000,5,22,19,1021,83,NIL,1800,1,,,1,,2500,315,
"['17:00', '05/08']",05/08 17:00,200,5,9999,5,24,20,1021,78,NIL,8000,NIL,,,NIL,,NIL,NIL,
"['18:00', '05/08']",05/08 18:00,170,7,9999,5,25,20,1020,74,165,7000,NIL,,,NIL,,NIL,NIL,
"['19:00', '05/08']",05/08 19:00,150,9,8000,3,25,20,1020,74,140,NIL,NIL,,,NIL,,NIL,NIL,
"['20:00', '05/08']",05/08 20:00,130,6,8000,3,24,21,1021,83,130,NIL,NIL,,,NIL,,NIL,NIL,
"['21:00', '05/08']",05/08 21:00,130,7,9999,3,24,20,1021,78,145,NIL,NIL,,,NIL,,NIL,NIL,
"['22:00', '05/08']",05/08 22:00,90,9,9999,3,23,19,1021,78,NIL,NIL,NIL,,,NIL,,NIL,NIL,
"['23:00', '05/08']",05/08 23:00,100,11,9999,5,23,20,1022,83,NIL,6000,NIL,,,NIL,,NIL,NIL,
"['00:00', '06/08']",06/08 00:00,110,7,9000,5,23,19,1022,78,125,6000,NIL,,,NIL,,NIL,NIL,
"['01:00', '06/08']",06/08 01:00,110,7,9999,5,23,20,1022,83,NIL,2000,NIL,,,,,,,
"['02:00', '06/08']",06/08 02:00,130,10,9999,5,24,20,1022,78,NIL,6000,NIL,,,,,,,
"['03:00', '06/08']",06/08 03:00,130,10,9000,5,24,20,1022,78,NIL,1800,NIL,,,,,,,
"['04:00', '06/08']",06/08 04:00,150,9,9999,5,23,20,1022,83,NIL,6000,NIL,,,,,,,
"['05:00', '06/08']",06/08 05:00,160,8,9999,5,23,20,1021,83,NIL,1700,1,,,,,,,
