validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,trovoada,teto,cobertura,tt,po,qnh,ur,chuva,vnt_rajada,chuvisco,nevoeiro,nevoa_umida,pancada,vis_setor,vis_setor_dir,fumaca,vnt_vrb
"['21:00', '10/07']",10/07 21:00,340,7,9999,,,,31,13,1012,33,,,,,,,,,,
"['22:00', '10/07']",10/07 22:00,310,4,9999,,,,28,13,1012,40,,,,,,,,,,
"['23:00', '10/07']",10/07 23:00,280,2,9999,,,,28,13,1012,40,,,,,,,,,,
"['00:00', '11/07']",11/07 00:00,290,3,9999,,,,26,14,1013,48,,,,,,,,,,
"['01:00', '11/07']",11/07 01:00,330,2,9999,,,,25,15,1013,54,,,,,,,,,,
"['02:00', '11/07']",11/07 02:00,320,5,9999,,,,23,15,1014,61,,,,,,,,,,
"['03:00', '11/07']",11/07 03:00,290,3,9999,,,,23,15,1013,61,,,,,,,,,,
"['04:00', '11/07']",11/07 04:00,290,4,9999,,,,21,15,1013,69,,,,,,,,,,
"['05:00', '11/07']",11/07 05:00,310,5,9999,,,,22,14,1013,60,,,,,,,,,,
"['06:00', '11/07']",11/07 06:00,290,3,9999,,,,21,14,1013,64,,,,,,,,,,
"['07:00', '11/07']",11/07 07:00,320,6,9999,,,,20,14,1012,68,,,,,,,,,,
"['08:00', '11/07']",11/07 08:00,330,6,9999,,,,21,13,1012,60,,,,,,,,,,
"['09:00', '11/07']",11/07 09:00,340,5,9999,,,,20,13,1013,64,,,,,,,,,,
"['10:00', '11/07']",11/07 10:00,320,5,9999,,,,19,12,1013,64,,,,,,,,,,
"['11:00', '11/07']",11/07 11:00,350,5,9999,,,,21,13,1014,60,,,,,,,,,,
"['12:00', '11/07']",11/07 12:00,340,4,9999,,,,26,13,1015,45,,,,,,,,,,
"['13:00', '11/07']",11/07 13:00,360,5,9999,,,,30,11,1015,31,,,,,,,,,,
"['14:00', '11/07']",11/07 14:00,330,8,9999,,,,33,11,1015,26,,,,,,,,,,
"['15:00', '11/07']",11/07 15:00,330,11,9999,,,,34,10,1015,23,,,,,,,,,,
"['16:00', '11/07']",11/07 16:00,350,12,9999,,,,34,10,1014,23,,,,,,,,,,
"['17:00', '11/07']",11/07 17:00,320,9,9999,,,,35,10,1013,22,,,,,,,,,,
"['18:00', '11/07']",11/07 18:00,310,11,9999,,,,35,09,1012,20,,,,,,,,,,
"['19:00', '11/07']",11/07 19:00,320,9,9999,,,,35,09,1011,20,,,,,,,,,,
"['20:00', '11/07']",11/07 20:00,300,5,9999,,,,35,10,1011,22,,,,,,,,,,
"['21:00', '11/07']",11/07 21:00,300,7,9999,,,,34,10,1011,23,,,,,,,,,,
"['22:00', '11/07']",11/07 22:00,280,5,9999,,,,30,10,1012,29,,,,,,,,,,
"['23:00', '11/07']",11/07 23:00,270,7,9999,,,,28,11,1012,35,,,,,,,,,,
"['00:00', '12/07']",12/07 00:00,0,0,9999,,,,25,13,1012,47,,,,,,,,,,
"['01:00', '12/07']",12/07 01:00,40,4,9999,,,NIL,24,14,1012,54,,,,,,,,,,
"['02:00', '12/07']",12/07 02:00,340,2,9999,,,NIL,24,14,1013,54,,,,,,,,,,
"['03:00', '12/07']",12/07 03:00,0,0,9999,,,NIL,23,14,1012,57,,,,,,,,,,
"['04:00', '12/07']",12/07 04:00,330,3,9999,,,NIL,23,15,1012,61,,,,,,,,,,
"['05:00', '12/07']",12/07 05:00,350,3,9999,,,NIL,21,14,1012,64,,,,,,,,,,
"['06:00', '12/07']",12/07 06:00,320,4,9999,,,NIL,22,14,1012,60,,,,,,,,,,
"['07:00', '12/07']",12/07 07:00,310,4,9999,,,NIL,22,14,1012,60,,,,,,,,,,
"['08:00', '12/07']",12/07 08:00,320,4,9999,,,NIL,22,14,1012,60,,,,,,,,,,
"['09:00', '12/07']",12/07 09:00,310,5,9999,,,NIL,22,14,1013,60,,,,,,,,,,
"['10:00', '12/07']",12/07 10:00,300,6,9999,,,NIL,20,14,1013,68,,,,,,,,,,
"['11:00', '12/07']",12/07 11:00,300,6,9999,,,NIL,22,15,1014,65,,,,,,,,,,
"['12:00', '12/07']",12/07 12:00,310,8,9999,,,NIL,25,15,1014,54,,,,,,,,,,
"['13:00', '12/07']",12/07 13:00,320,8,9999,,,NIL,29,16,1015,45,,,,,,,,,,
"['14:00', '12/07']",12/07 14:00,300,7,9999,,,NIL,31,16,1015,40,,,,,,,,,,
"['15:00', '12/07']",12/07 15:00,290,10,9999,,,NIL,33,15,1015,34,,,,,,,,,,
"['16:00', '12/07']",12/07 16:00,290,12,9999,,,2,35,14,1014,28,,,,,,,,,,
"['17:00', '12/07']",12/07 17:00,290,10,9999,,,2,34,12,1013,26,,,,,,,,,,
"['18:00', '12/07']",12/07 18:00,310,10,9999,,,2,35,13,1012,27,,,,,,,,,,
"['19:00', '12/07']",12/07 19:00,270,9,9999,,,2,34,12,1012,26,,,,,,,,,,
"['20:00', '12/07']",12/07 20:00,300,6,9999,,,2,34,14,1011,30,,,,,,,,,,
"['21:00', '12/07']",12/07 21:00,250,5,9999,,,2,33,13,1012,30,,,,,,,,,,
"['22:00', '12/07']",12/07 22:00,190,3,9999,,,2,31,14,1012,36,,,,,,,,,,
"['23:00', '12/07']",12/07 23:00,180,2,9999,,,NIL,27,15,1013,48,,,,,,,,,,
"['00:00', '13/07']",13/07 00:00,180,2,9999,,,NIL,27,15,1013,48,,,,,,,,,,
"['01:00', '13/07']",13/07 01:00,0,0,9999,,,NIL,25,16,1014,57,,,,,,,,,,
"['02:00', '13/07']",13/07 02:00,80,2,9999,,,NIL,24,16,1014,61,,,,,,,,,,
"['03:00', '13/07']",13/07 03:00,50,3,9999,,,NIL,25,16,1014,57,,,,,,,,,,
"['04:00', '13/07']",13/07 04:00,0,0,9999,,,NIL,24,16,1014,61,,,,,,,,,,
"['05:00', '13/07']",13/07 05:00,330,4,9999,,,NIL,22,16,1014,69,,,,,,,,,,
"['06:00', '13/07']",13/07 06:00,310,5,9999,,,NIL,22,16,1013,69,,,,,,,,,,
"['07:00', '13/07']",13/07 07:00,270,3,9999,,,NIL,22,16,1013,69,,,,,,,,,,
"['08:00', '13/07']",13/07 08:00,340,4,9999,,,NIL,21,16,1013,73,,,,,,,,,,
"['09:00', '13/07']",13/07 09:00,320,5,9999,,,3,20,16,1013,78,,,,,,,,,,
"['10:00', '13/07']",13/07 10:00,320,5,9999,,,NIL,20,17,1014,83,,,,,,,,,,
"['11:00', '13/07']",13/07 11:00,340,5,9999,,,NIL,21,17,1015,78,,,,,,,,,,
"['12:00', '13/07']",13/07 12:00,280,3,9999,,,NIL,25,16,1016,57,,,,,,,,,,
"['13:00', '13/07']",13/07 13:00,270,3,9999,,,NIL,28,15,1017,45,,,,,,,,,,
"['14:00', '13/07']",13/07 14:00,60,3,9999,,,NIL,31,15,1017,38,,,,,,,,,,
"['15:00', '13/07']",13/07 15:00,60,5,9999,,,NIL,33,15,1016,34,,,,,,,,,,
"['16:00', '13/07']",13/07 16:00,240,2,9999,,,2,35,13,1015,27,,,,,,,,,,
"['17:00', '13/07']",13/07 17:00,0,0,9999,,,NIL,35,12,1014,25,,,,,,,,,,
"['18:00', '13/07']",13/07 18:00,180,4,9999,,,2,35,12,1013,25,,,,,,,,,,
"['19:00', '13/07']",13/07 19:00,270,4,9999,,,3,36,11,1013,22,,,,,,,,,,
"['20:00', '13/07']",13/07 20:00,150,2,9999,,,3,35,11,1013,23,,,,,,,,,,
"['21:00', '13/07']",13/07 21:00,170,2,9999,,,NIL,34,11,1013,25,,,,,,,,,,
"['22:00', '13/07']",13/07 22:00,150,3,9999,,,NIL,30,14,1014,38,,,,,,,,,,
"['23:00', '13/07']",13/07 23:00,190,2,9999,,,NIL,29,14,1014,40,,,,,,,,,,
"['00:00', '14/07']",14/07 00:00,160,2,9999,,,NIL,28,15,1014,45,,,,,,,,,,
"['01:00', '14/07']",14/07 01:00,220,2,9999,,,NIL,26,16,1015,54,,,,,,,,,,
"['02:00', '14/07']",14/07 02:00,360,1,9999,,,NIL,25,16,1016,57,,,,,,,,,,
"['03:00', '14/07']",14/07 03:00,0,0,9999,,,NIL,25,16,1016,57,,,,,,,,,,
"['04:00', '14/07']",14/07 04:00,180,2,9999,,,NIL,25,16,1016,57,,,,,,,,,,
"['05:00', '14/07']",14/07 05:00,170,2,9999,,,NIL,23,16,1016,65,,,,,,,,,,
"['06:00', '14/07']",14/07 06:00,290,4,9999,,,NIL,22,16,1015,69,,,,,,,,,,
"['07:00', '14/07']",14/07 07:00,340,4,9999,,,NIL,22,17,1015,73,,,,,,,,,,
"['08:00', '14/07']",14/07 08:00,280,2,9999,,,NIL,21,16,1015,73,,,,,,,,,,
"['09:00', '14/07']",14/07 09:00,30,3,9999,,,NIL,21,16,1016,73,,,,,,,,,,
"['10:00', '14/07']",14/07 10:00,260,2,9999,,,NIL,21,16,1016,73,,,,,,,,,,
"['11:00', '14/07']",14/07 11:00,320,4,9999,,,NIL,21,16,1016,73,,,,,,,,,,
"['12:00', '14/07']",14/07 12:00,290,4,9999,,,NIL,26,16,1017,54,,,,,,,,,,
"['13:00', '14/07']",14/07 13:00,300,3,9999,,,NIL,29,16,1018,45,,,,,,,,,,
"['14:00', '14/07']",14/07 14:00,330,3,9999,,,NIL,32,16,1017,38,,,,,,,,,,
"['15:00', '14/07']",14/07 15:00,330,4,9999,,,NIL,34,14,1017,30,,,,,,,,,,
"['16:00', '14/07']",14/07 16:00,50,7,9999,,,NIL,35,13,1016,27,,,,,,,,,,
"['17:00', '14/07']",14/07 17:00,240,4,9999,,,NIL,35,12,1015,25,,,,,,,,,,
"['18:00', '14/07']",14/07 18:00,270,3,9999,,,2,36,12,1014,24,,,,,,,,,,
"['19:00', '14/07']",14/07 19:00,180,7,9999,,,NIL,35,12,1013,25,,,,,,,,,,
"['20:00', '14/07']",14/07 20:00,180,4,9999,,,NIL,35,13,1013,27,,,,,,,,,,
"['21:00', '14/07']",14/07 21:00,160,6,9999,,,3,35,13,1013,27,,,,,,,,,,
"['22:00', '14/07']",14/07 22:00,130,4,9999,,,3,31,15,1013,38,,,,,,,,,,
"['23:00', '14/07']",14/07 23:00,140,3,9999,,,2,29,15,1014,43,,,,,,,,,,
"['00:00', '15/07']",15/07 00:00,140,5,9999,,,NIL,28,15,1015,45,,,,,,,,,,
"['01:00', '15/07']",15/07 01:00,150,3,9999,,NIL,NIL,27,16,1015,51,,,,,,,,,,
"['02:00', '15/07']",15/07 02:00,190,3,9999,,NIL,NIL,27,18,1015,58,,,,,,,,,,
"['03:00', '15/07']",15/07 03:00,180,3,9999,,NIL,NIL,26,18,1016,61,,,,,,,,,,
"['04:00', '15/07']",15/07 04:00,200,4,9999,,NIL,NIL,25,19,1015,69,,,,,,,,,,
"['05:00', '15/07']",15/07 05:00,200,7,9999,,NIL,NIL,24,19,1015,74,,,,,,,,,,
"['06:00', '15/07']",15/07 06:00,180,8,9999,,NIL,NIL,24,20,1015,78,,,,,,,,,,
"['07:00', '15/07']",15/07 07:00,180,3,9999,,NIL,NIL,23,19,1015,78,,,,,,,,,,
"['08:00', '15/07']",15/07 08:00,220,3,9999,,NIL,NIL,23,19,1015,78,,,,,,,,,,
"['09:00', '15/07']",15/07 09:00,250,3,9999,,NIL,NIL,23,19,1015,78,,,,,,,,,,
"['10:00', '15/07']",15/07 10:00,320,5,9999,,NIL,NIL,21,19,1015,88,,,,,,,,,,
"['11:00', '15/07']",15/07 11:00,320,6,9999,,NIL,NIL,22,19,1015,83,,,,,,,,,,
"['12:00', '15/07']",15/07 12:00,320,3,9999,,NIL,NIL,25,20,1016,74,,,,,,,,,,
"['13:00', '15/07']",15/07 13:00,20,3,9999,,NIL,NIL,27,19,1016,62,,,,,,,,,,
"['14:00', '15/07']",15/07 14:00,140,2,9999,,NIL,NIL,30,19,1016,52,,,,,,,,,,
"['15:00', '15/07']",15/07 15:00,210,2,9999,,NIL,NIL,32,18,1015,43,,,,,,,,,,
"['16:00', '15/07']",15/07 16:00,300,4,9999,,NIL,NIL,35,15,1014,30,,,,,,,,,,
"['17:00', '15/07']",15/07 17:00,310,5,9999,,NIL,3,35,14,1013,28,,,,,,,,,,
"['18:00', '15/07']",15/07 18:00,360,4,9999,,NIL,3,35,11,1012,23,,,,,,,,,,
"['19:00', '15/07']",15/07 19:00,360,4,9999,,NIL,3,36,08,1011,18,,,,,,,,,,
"['20:00', '15/07']",15/07 20:00,20,3,9999,,NIL,3,36,09,1011,19,,,,,,,,,,
"['21:00', '15/07']",15/07 21:00,0,0,9999,,NIL,3,34,09,1012,22,,,,,,,,,,
"['22:00', '15/07']",15/07 22:00,0,0,9999,,10000,5,31,12,1012,31,,,,,,,,,,
"['23:00', '15/07']",15/07 23:00,0,0,9999,,10000,5,30,14,1013,38,,,,,,,,,,
"['00:00', '16/07']",16/07 00:00,130,1,9999,,NIL,NIL,28,15,1013,45,,,,,,,,,,
"['01:00', '16/07']",16/07 01:00,130,2,9999,,,,27,15,1014,48,,,,,,,,,,
"['02:00', '16/07']",16/07 02:00,60,4,9999,,,,26,16,1014,54,,,,,,,,,,
"['03:00', '16/07']",16/07 03:00,30,3,9999,,,,25,14,1014,50,,,,,,,,,,
"['04:00', '16/07']",16/07 04:00,280,1,9999,,,,24,14,1014,54,,,,,,,,,,
"['05:00', '16/07']",16/07 05:00,290,3,9999,,,,23,13,1014,53,,,,,,,,,,
"['06:00', '16/07']",16/07 06:00,0,0,9999,,,,22,13,1014,57,,,,,,,,,,
"['07:00', '16/07']",16/07 07:00,170,2,9999,,,,22,14,1013,60,,,,,,,,,,
"['08:00', '16/07']",16/07 08:00,0,0,9999,,,,20,15,1014,73,,,,,,,,,,
"['09:00', '16/07']",16/07 09:00,320,2,9999,,,,19,14,1014,73,,,,,,,,,,
"['10:00', '16/07']",16/07 10:00,300,3,9999,,,,19,14,1015,73,,,,,,,,,,
"['11:00', '16/07']",16/07 11:00,300,3,9999,,,,19,15,1016,78,,,,,,,,,,
"['12:00', '16/07']",16/07 12:00,310,4,9999,,,,25,12,1017,44,,,,,,,,,,
"['13:00', '16/07']",16/07 13:00,300,7,9999,,,,28,12,1017,37,,,,,,,,,,
"['14:00', '16/07']",16/07 14:00,0,0,9999,,,,32,10,1017,26,,,,,,,,,,
"['15:00', '16/07']",16/07 15:00,80,3,9999,,,,34,08,1016,20,,,,,,,,,,
"['16:00', '16/07']",16/07 16:00,10,9,9999,,,,36,01,1015,11,,,,,,,,,,
"['17:00', '16/07']",16/07 17:00,340,3,9999,,,,37,02,1014,11,,,,,,,,,,
"['18:00', '16/07']",16/07 18:00,70,6,9999,,,,36,01,1013,11,,,,,,,,,,
"['19:00', '16/07']",16/07 19:00,90,5,9999,,,,35,02,1013,13,,,,,,,,,,
"['20:00', '16/07']",16/07 20:00,140,4,9999,,,,35,02,1013,13,,,,,,,,,,
"['21:00', '16/07']",16/07 21:00,120,2,9999,,,,32,06,1013,20,,,,,,,,,,
"['22:00', '16/07']",16/07 22:00,0,0,9999,,,,29,06,1013,23,,,,,,,,,,
"['23:00', '16/07']",16/07 23:00,20,2,9999,,,,27,07,1014,28,,,,,,,,,,
"['00:00', '17/07']",17/07 00:00,120,2,9999,,,,25,11,1014,41,,,,,,,,,,
"['01:00', '17/07']",17/07 01:00,20,3,9999,,,,25,10,1015,39,,,,,,,,,,
"['02:00', '17/07']",17/07 02:00,140,3,9999,,,,24,10,1015,41,,,,,,,,,,
