validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,teto,cobertura,tt,po,qnh,ur,vnt_vrb,chuva,trovoada,pancada,vnt_rajada,vis_setor,vis_setor_dir,nevoeiro,nevoa_umida,chuvisco
"['06:00', '14/04']",14/04 06:00,40,3,9999,7000,5,23,22,1013,94,,1,,,,,,,,
"['07:00', '14/04']",14/04 07:00,0,0,9999,7000,5,22,22,1012,100,,1,,,,,,,,
"['08:00', '14/04']",14/04 08:00,0,0,9999,7000,5,22,22,1012,100,,NIL,,,,,,,,
"['09:00', '14/04']",14/04 09:00,10,2,9999,7000,5,22,22,1011,100,,NIL,,,,,,,,
"['10:00', '14/04']",14/04 10:00,0,0,9999,10000,5,22,22,1012,100,,NIL,,,,,,,,
"['11:00', '14/04']",14/04 11:00,0,0,9999,8000,5,22,22,1013,100,,NIL,,,,,,,,
"['12:00', '14/04']",14/04 12:00,320,3,9999,9000,5,24,23,1013,94,,NIL,,,,,,,,
"['13:00', '14/04']",14/04 13:00,350,3,9999,8000,5,26,23,1014,84,,NIL,,,,,,,,
"['14:00', '14/04']",14/04 14:00,20,4,9999,7000,5,27,22,1014,74,,NIL,,,,,,,,
"['15:00', '14/04']",14/04 15:00,20,7,9999,8000,5,28,22,1014,70,,NIL,,,,,,,,
"['16:00', '14/04']",14/04 16:00,10,5,9999,8000,5,29,23,1013,70,,NIL,,,,,,,,
"['17:00', '14/04']",14/04 17:00,360,7,9999,10000,5,29,23,1011,70,,NIL,,,,,,,,
"['18:00', '14/04']",14/04 18:00,330,4,9999,10000,5,30,24,1010,70,,NIL,,,,,,,,
"['19:00', '14/04']",14/04 19:00,310,3,9999,10000,5,30,24,1010,70,,NIL,,,,,,,,
"['20:00', '14/04']",14/04 20:00,280,3,9999,10000,5,30,24,1009,70,,NIL,,,,,,,,
"['21:00', '14/04']",14/04 21:00,280,3,9999,NIL,3,30,24,1009,70,,NIL,,,,,,,,
"['22:00', '14/04']",14/04 22:00,260,3,9999,NIL,3,28,25,1009,84,,NIL,,,,,,,,
"['23:00', '14/04']",14/04 23:00,270,3,9999,NIL,3,26,25,1010,94,,NIL,,,,,,,,
"['00:00', '15/04']",15/04 00:00,320,1,9999,NIL,2,26,25,1010,94,,NIL,,,,,,,,
"['01:00', '15/04']",15/04 01:00,350,3,9999,NIL,2,25,24,1011,94,,NIL,,,,,,,,NIL
"['02:00', '15/04']",15/04 02:00,10,5,9999,NIL,2,26,23,1011,84,,NIL,,,,,,,,NIL
"['03:00', '15/04']",15/04 03:00,350,6,9999,NIL,2,25,23,1012,89,,NIL,,,,,,,,NIL
"['04:00', '15/04']",15/04 04:00,350,5,9999,NIL,2,25,23,1011,89,,NIL,,,,,,,,NIL
"['05:00', '15/04']",15/04 05:00,10,4,9999,NIL,2,24,23,1011,94,,NIL,,,,,,,,NIL
"['06:00', '15/04']",15/04 06:00,10,3,9999,NIL,2,24,23,1010,94,,NIL,,,,,,,,NIL
"['07:00', '15/04']",15/04 07:00,0,0,9999,NIL,3,24,23,1010,94,,NIL,,,,,,,,NIL
"['08:00', '15/04']",15/04 08:00,20,3,9999,NIL,3,24,23,1010,94,,NIL,,,,,,,,NIL
"['09:00', '15/04']",15/04 09:00,20,2,9999,NIL,3,24,23,1011,94,,NIL,,,,,,,,NIL
"['10:00', '15/04']",15/04 10:00,210,3,9999,10000,5,24,23,1012,94,,NIL,,,,,,,,NIL
"['11:00', '15/04']",15/04 11:00,80,1,9999,10000,5,24,23,1012,94,,1,,,,,,,,NIL
"['12:00', '15/04']",15/04 12:00,310,2,9999,8000,5,24,24,1013,100,,NIL,,,,,,,,1
"['13:00', '15/04']",15/04 13:00,30,3,9999,10000,5,26,24,1014,89,,NIL,,,,,,,,1
"['14:00', '15/04']",15/04 14:00,60,5,9999,10000,5,28,24,1014,79,,NIL,,,,,,,,NIL
"['15:00', '15/04']",15/04 15:00,80,4,9999,8000,5,29,24,1014,74,,NIL,,,,,,,,NIL
"['16:00', '15/04']",15/04 16:00,50,6,9999,10000,5,29,23,1013,70,,NIL,,,,,,,,NIL
"['17:00', '15/04']",15/04 17:00,60,6,9999,10000,5,30,22,1012,62,,NIL,,,,,,,,NIL
"['18:00', '15/04']",15/04 18:00,100,3,9999,10000,5,30,22,1011,62,,NIL,,,,,,,,NIL
"['19:00', '15/04']",15/04 19:00,120,4,9999,10000,5,30,23,1011,66,,NIL,,,,,,,,NIL
"['20:00', '15/04']",15/04 20:00,80,7,9999,10000,5,30,24,1010,70,,NIL,,,,,,,,NIL
"['21:00', '15/04']",15/04 21:00,120,7,9999,10000,5,29,23,1010,70,,NIL,,,,,,,,NIL
"['22:00', '15/04']",15/04 22:00,120,4,9999,NIL,3,28,25,1010,84,,NIL,,,,,,,,NIL
"['23:00', '15/04']",15/04 23:00,130,4,9999,NIL,3,27,25,1011,89,,NIL,,,,,,,,NIL
"['00:00', '16/04']",16/04 00:00,90,5,9999,NIL,3,27,24,1012,84,,NIL,,,,,,,,NIL
"['01:00', '16/04']",16/04 01:00,20,3,9999,NIL,2,26,24,1013,89,,NIL,NIL,NIL,NIL,NIL,NIL,,,NIL
"['02:00', '16/04']",16/04 02:00,70,3,9999,NIL,2,26,24,1013,89,,NIL,NIL,NIL,NIL,NIL,NIL,,,NIL
"['03:00', '16/04']",16/04 03:00,80,3,9999,NIL,2,26,24,1013,89,,NIL,NIL,NIL,NIL,NIL,NIL,,,NIL
"['04:00', '16/04']",16/04 04:00,80,3,9999,NIL,NIL,26,24,1013,89,,NIL,NIL,NIL,NIL,NIL,NIL,,,NIL
"['05:00', '16/04']",16/04 05:00,70,2,9999,NIL,NIL,25,24,1012,94,,NIL,NIL,NIL,NIL,NIL,NIL,,,NIL
"['06:00', '16/04']",16/04 06:00,90,2,9999,NIL,NIL,25,24,1012,94,,NIL,NIL,NIL,NIL,NIL,NIL,,,NIL
"['07:00', '16/04']",16/04 07:00,90,3,9999,8000,5,25,23,1012,89,,NIL,NIL,NIL,NIL,NIL,NIL,,,NIL
"['08:00', '16/04']",16/04 08:00,80,4,9999,8000,5,25,23,1012,89,,NIL,NIL,NIL,NIL,NIL,NIL,,,NIL
"['09:00', '16/04']",16/04 09:00,70,4,9999,8000,5,25,23,1013,89,,NIL,NIL,NIL,NIL,NIL,NIL,,,NIL
"['10:00', '16/04']",16/04 10:00,0,0,9999,8000,5,25,24,1013,94,,NIL,NIL,NIL,NIL,NIL,NIL,,,NIL
"['11:00', '16/04']",16/04 11:00,70,3,9999,8000,5,25,24,1014,94,,NIL,NIL,NIL,NIL,NIL,NIL,,,NIL
"['12:00', '16/04']",16/04 12:00,60,4,9999,8000,5,26,24,1015,89,,NIL,NIL,NIL,NIL,NIL,NIL,,,NIL
"['13:00', '16/04']",16/04 13:00,40,4,9999,9000,5,28,24,1016,79,,NIL,NIL,NIL,NIL,NIL,NIL,,,NIL
"['14:00', '16/04']",16/04 14:00,80,2,9999,9000,5,30,24,1016,70,,NIL,NIL,NIL,NIL,NIL,NIL,,,NIL
"['15:00', '16/04']",16/04 15:00,0,0,9999,9000,5,30,24,1016,70,,NIL,NIL,NIL,NIL,NIL,NIL,,,NIL
"['15:31', '16/04']",16/04 15:31,300,6,9999,9000,5,28,23,1015,74,,1,NIL,1,NIL,3000,0,,,NIL
"['16:00', '16/04']",16/04 16:00,340,5,3000,9000,5,25,22,1015,83,,1,NIL,1,NIL,NIL,NIL,,,NIL
"['16:27', '16/04']",16/04 16:27,200,3,9999,9000,5,24,23,1014,94,,1,NIL,1,NIL,NIL,NIL,,,NIL
"['17:00', '16/04']",16/04 17:00,0,0,9999,8000,5,25,22,1013,83,,NIL,NIL,NIL,NIL,NIL,NIL,,,NIL
"['18:00', '16/04']",16/04 18:00,270,3,9999,8000,5,31,24,1012,66,,NIL,NIL,NIL,NIL,NIL,NIL,,,NIL
"['19:00', '16/04']",16/04 19:00,180,7,9999,8000,5,29,25,1011,79,,1,NIL,1,NIL,3000,0,,,NIL
"['19:20', '16/04']",16/04 19:20,200,13,9999,8000,5,27,24,1012,84,,NIL,NIL,NIL,24,2000,0,,,NIL
"['19:35', '16/04']",16/04 19:35,280,9,2000,1000,5,26,24,1013,89,,1,1,NIL,NIL,NIL,NIL,,,NIL
"['20:00', '16/04']",16/04 20:00,300,10,1000,1000,5,24,23,1013,94,,1,1,NIL,NIL,NIL,NIL,,,NIL
"['20:12', '16/04']",16/04 20:12,20,6,2500,1600,5,23,23,1012,100,,1,1,NIL,NIL,NIL,NIL,,,NIL
"['20:25', '16/04']",16/04 20:25,10,1,6000,1800,5,23,23,1012,100,,1,1,NIL,NIL,NIL,NIL,,,NIL
"['21:00', '16/04']",16/04 21:00,270,1,9999,7000,5,23,23,1012,100,,1,1,NIL,NIL,NIL,NIL,,,NIL
"['22:00', '16/04']",16/04 22:00,150,2,9999,8000,5,24,23,1012,94,,NIL,NIL,NIL,NIL,NIL,NIL,,,1
"['23:00', '16/04']",16/04 23:00,260,3,9999,NIL,3,24,24,1013,100,,NIL,NIL,NIL,NIL,NIL,NIL,,,NIL
"['00:00', '17/04']",17/04 00:00,0,0,9999,NIL,3,24,24,1014,100,,NIL,NIL,NIL,NIL,NIL,NIL,,,NIL
"['01:00', '17/04']",17/04 01:00,50,3,9999,NIL,3,25,24,1014,94,NIL,NIL,,,,NIL,NIL,NIL,NIL,
"['02:00', '17/04']",17/04 02:00,150,3,9999,NIL,2,24,24,1015,100,NIL,NIL,,,,NIL,NIL,NIL,NIL,
"['03:00', '17/04']",17/04 03:00,190,3,9999,NIL,2,24,24,1015,100,NIL,NIL,,,,NIL,NIL,NIL,NIL,
"['04:00', '17/04']",17/04 04:00,0,0,9999,NIL,2,24,24,1014,100,NIL,NIL,,,,NIL,NIL,NIL,NIL,
"['05:00', '17/04']",17/04 05:00,250,3,9999,NIL,2,24,24,1014,100,NIL,NIL,,,,NIL,NIL,NIL,NIL,
"['06:00', '17/04']",17/04 06:00,20,3,9999,8000,5,24,24,1014,100,NIL,NIL,,,,NIL,NIL,NIL,NIL,
"['07:00', '17/04']",17/04 07:00,0,0,9999,8000,5,24,23,1014,94,NIL,NIL,,,,NIL,NIL,NIL,NIL,
"['08:00', '17/04']",17/04 08:00,0,0,9999,NIL,3,24,23,1014,94,NIL,NIL,,,,NIL,NIL,NIL,NIL,
"['09:00', '17/04']",17/04 09:00,0,0,9999,NIL,3,24,23,1014,94,NIL,NIL,,,,NIL,NIL,NIL,NIL,
"['09:07', '17/04']",17/04 09:07,0,0,6000,400,5,24,23,1014,94,NIL,NIL,,,,NIL,NIL,NIL,NIL,
"['09:12', '17/04']",17/04 09:12,0,0,600,400,5,24,23,1014,94,NIL,NIL,,,,NIL,NIL,1,NIL,
"['10:00', '17/04']",17/04 10:00,0,0,600,10000,5,24,23,1014,94,NIL,NIL,,,,300,270,1,NIL,
"['10:20', '17/04']",17/04 10:20,0,0,1500,10000,5,24,23,1014,94,NIL,NIL,,,,500,270,1,1,
"['10:33', '17/04']",17/04 10:33,0,0,5000,10000,5,24,24,1014,100,NIL,NIL,,,,1000,135,1,1,
"['11:00', '17/04']",17/04 11:00,0,0,8000,10000,5,25,24,1015,94,NIL,NIL,,,,NIL,NIL,NIL,NIL,
"['12:00', '17/04']",17/04 12:00,50,3,9999,NIL,3,27,24,1016,84,NIL,NIL,,,,NIL,NIL,NIL,NIL,
"['13:00', '17/04']",17/04 13:00,0,0,9999,NIL,3,28,24,1016,79,NIL,NIL,,,,NIL,NIL,NIL,NIL,
"['14:00', '17/04']",17/04 14:00,0,0,9999,NIL,3,30,24,1016,70,NIL,NIL,,,,NIL,NIL,NIL,NIL,
"['15:00', '17/04']",17/04 15:00,190,4,9999,NIL,3,29,24,1015,74,NIL,NIL,,,,NIL,NIL,NIL,NIL,
"['16:00', '17/04']",17/04 16:00,260,4,9999,NIL,3,30,24,1014,70,NIL,NIL,,,,NIL,NIL,NIL,NIL,
"['17:00', '17/04']",17/04 17:00,100,6,9999,NIL,3,30,24,1013,70,NIL,NIL,,,,NIL,NIL,NIL,NIL,
"['17:31', '17/04']",17/04 17:31,240,6,9999,NIL,3,29,25,1012,79,245,1,,,,1000,0,NIL,NIL,
"['18:00', '17/04']",17/04 18:00,360,4,9999,NIL,3,27,25,1012,89,NIL,1,,,,NIL,NIL,NIL,NIL,
"['19:00', '17/04']",17/04 19:00,360,8,9999,NIL,3,26,24,1011,89,NIL,NIL,,,,NIL,NIL,NIL,NIL,
"['20:00', '17/04']",17/04 20:00,340,4,9999,10000,5,25,24,1011,94,NIL,NIL,,,,NIL,NIL,NIL,NIL,
"['21:00', '17/04']",17/04 21:00,310,4,9999,10000,5,26,23,1011,84,NIL,NIL,,,,NIL,NIL,NIL,NIL,
"['22:00', '17/04']",17/04 22:00,340,3,9999,10000,5,25,23,1011,89,NIL,NIL,,,,NIL,NIL,NIL,NIL,
"['23:00', '17/04']",17/04 23:00,340,2,9999,10000,5,25,24,1012,94,NIL,NIL,,,,NIL,NIL,NIL,NIL,
"['00:00', '18/04']",18/04 00:00,0,0,9999,10000,5,25,23,1014,89,NIL,NIL,,,,NIL,NIL,NIL,NIL,
"['01:00', '18/04']",18/04 01:00,20,3,9999,10000,5,25,23,1014,89,,NIL,,,,,,,,
"['02:00', '18/04']",18/04 02:00,40,2,9999,NIL,3,24,23,1015,94,,NIL,,,,,,,,
"['03:00', '18/04']",18/04 03:00,190,5,9999,7000,5,25,23,1015,89,,NIL,,,,,,,,
"['04:00', '18/04']",18/04 04:00,0,0,9999,7000,5,25,24,1015,94,,NIL,,,,,,,,
"['05:00', '18/04']",18/04 05:00,190,3,9999,7000,5,25,23,1014,89,,NIL,,,,,,,,
"['06:00', '18/04']",18/04 06:00,0,0,9999,8000,5,24,23,1013,94,,NIL,,,,,,,,
"['07:00', '18/04']",18/04 07:00,360,2,9999,NIL,3,24,23,1013,94,,NIL,,,,,,,,
"['08:00', '18/04']",18/04 08:00,300,4,9999,8000,5,24,23,1013,94,,NIL,,,,,,,,
"['09:00', '18/04']",18/04 09:00,310,5,4000,1000,5,24,23,1014,94,,1,,,,,,,,
"['10:00', '18/04']",18/04 10:00,310,3,6000,1000,5,23,23,1014,100,,1,,,,,,,,
"['10:40', '18/04']",18/04 10:40,10,2,9999,7000,5,23,23,1014,100,,NIL,,,,,,,,
"['11:00', '18/04']",18/04 11:00,10,2,9000,7000,5,23,23,1014,100,,1,,,,,,,,
"['12:00', '18/04']",18/04 12:00,40,4,9999,8000,5,24,24,1015,100,,NIL,,,,,,,,
"['12:26', '18/04']",18/04 12:26,340,3,9999,500,5,25,24,1016,94,,NIL,,,,,,,,
"['13:00', '18/04']",18/04 13:00,330,3,9999,500,5,25,24,1016,94,,NIL,,,,,,,,
"['14:00', '18/04']",18/04 14:00,350,5,9999,1000,5,25,23,1017,89,,NIL,,,,,,,,
"['15:00', '18/04']",18/04 15:00,350,5,9999,1000,5,25,23,1017,89,,NIL,,,,,,,,
"['16:00', '18/04']",18/04 16:00,320,5,9999,9000,5,25,23,1015,89,,NIL,,,,,,,,
"['17:00', '18/04']",18/04 17:00,310,4,9999,700,5,24,23,1014,94,,NIL,,,,,,,,
"['18:00', '18/04']",18/04 18:00,320,4,9999,700,5,25,23,1013,89,,NIL,,,,,,,,
"['19:00', '18/04']",18/04 19:00,300,4,9999,1200,5,25,23,1012,89,,NIL,,,,,,,,
