validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,vis_setor,vis_setor_dir,chuva,teto,cobertura,tt,po,qnh,ur,trovoada,nevoa_umida,fumaca,vnt_rajada,vnt_vrb,chuvisco,pancada,nevoeiro
"['02:00', '01/08']",01/08 02:00,70,10,9999,,,,,NIL,27,24,1014,84,,,,,,,,
"['03:00', '01/08']",01/08 03:00,80,9,9999,,,,,NIL,26,24,1014,89,,,,,,,,
"['04:00', '01/08']",01/08 04:00,90,10,9999,,,,,NIL,26,24,1013,89,,,,,,,,
"['05:00', '01/08']",01/08 05:00,90,9,9999,,,,,NIL,26,24,1013,89,,,,,,,,
"['06:00', '01/08']",01/08 06:00,80,8,9999,,,,,NIL,26,24,1013,89,,,,,,,,
"['07:00', '01/08']",01/08 07:00,90,8,9999,,,,,NIL,25,24,1013,94,,,,,,,,
"['08:00', '01/08']",01/08 08:00,70,9,9999,,,,,NIL,25,24,1013,94,,,,,,,,
"['09:00', '01/08']",01/08 09:00,100,8,9000,,,,,NIL,25,23,1012,89,,,,,,,,
"['10:00', '01/08']",01/08 10:00,90,8,9000,,,,,NIL,25,23,1013,89,,,,,,,,
"['11:00', '01/08']",01/08 11:00,90,7,9999,,,,,NIL,27,24,1014,84,,,,,,,,
"['12:00', '01/08']",01/08 12:00,120,6,9999,,,,,NIL,28,23,1014,74,,,,,,,,
"['13:00', '01/08']",01/08 13:00,110,5,9999,,,,,NIL,30,22,1014,62,,,,,,,,
"['14:00', '01/08']",01/08 14:00,120,8,9999,,,,,NIL,31,21,1014,55,,,,,,,,
"['15:00', '01/08']",01/08 15:00,130,10,9999,,,,,2,32,20,1014,49,,,,,,,,
"['16:00', '01/08']",01/08 16:00,110,9,9999,,,,,2,33,21,1013,49,,,,,,,,
"['17:00', '01/08']",01/08 17:00,140,9,9999,,,,,2,33,20,1012,46,,,,,,,,
"['18:00', '01/08']",01/08 18:00,110,10,9999,,,,,3,32,21,1012,52,,,,,,,,
"['19:00', '01/08']",01/08 19:00,120,8,9999,,,,,2,33,20,1011,46,,,,,,,,
"['20:00', '01/08']",01/08 20:00,130,7,9999,,,,,2,32,21,1012,52,,,,,,,,
"['21:00', '01/08']",01/08 21:00,120,4,9999,,,,,2,31,21,1012,55,,,,,,,,
"['22:00', '01/08']",01/08 22:00,360,7,9999,,,,,2,29,25,1013,79,,,,,,,,
"['23:00', '01/08']",01/08 23:00,20,5,9999,,,,,3,29,25,1013,79,,,,,,,,
"['00:00', '02/08']",02/08 00:00,50,8,9999,,,,,3,28,25,1014,84,,,,,,,,
"['01:00', '02/08']",02/08 01:00,70,12,9999,NIL,NIL,,NIL,3,27,24,1015,84,,,,,NIL,,,
"['02:00', '02/08']",02/08 02:00,70,7,9999,NIL,NIL,,NIL,NIL,27,23,1015,79,,,,,NIL,,,
"['03:00', '02/08']",02/08 03:00,90,7,9999,NIL,NIL,,NIL,NIL,26,23,1015,84,,,,,NIL,,,
"['04:00', '02/08']",02/08 04:00,90,8,9999,NIL,NIL,,NIL,NIL,26,23,1014,84,,,,,NIL,,,
"['05:00', '02/08']",02/08 05:00,90,7,9999,NIL,NIL,,NIL,NIL,26,23,1014,84,,,,,NIL,,,
"['06:00', '02/08']",02/08 06:00,80,6,9999,NIL,NIL,,NIL,NIL,26,23,1014,84,,,,,NIL,,,
"['07:00', '02/08']",02/08 07:00,90,6,9999,NIL,NIL,,NIL,NIL,25,23,1013,89,,,,,NIL,,,
"['08:00', '02/08']",02/08 08:00,70,5,9999,NIL,NIL,,NIL,NIL,25,23,1013,89,,,,,NIL,,,
"['09:00', '02/08']",02/08 09:00,80,4,9999,NIL,NIL,,NIL,NIL,25,23,1014,89,,,,,NIL,,,
"['10:00', '02/08']",02/08 10:00,90,5,9999,NIL,NIL,,NIL,NIL,25,24,1014,94,,,,,NIL,,,
"['11:00', '02/08']",02/08 11:00,70,8,9999,NIL,NIL,,NIL,NIL,27,24,1014,84,,,,,NIL,,,
"['12:00', '02/08']",02/08 12:00,80,9,9999,NIL,NIL,,NIL,NIL,29,24,1015,74,,,,,NIL,,,
"['13:00', '02/08']",02/08 13:00,100,9,9999,NIL,NIL,,NIL,2,30,22,1015,62,,,,,NIL,,,
"['14:00', '02/08']",02/08 14:00,110,7,9999,NIL,NIL,,NIL,3,31,23,1015,63,,,,,120,,,
"['15:00', '02/08']",02/08 15:00,100,9,9999,NIL,NIL,,NIL,3,32,22,1015,56,,,,,95,,,
"['16:00', '02/08']",02/08 16:00,140,6,9999,NIL,NIL,,NIL,3,32,22,1014,56,,,,,140,,,
"['17:00', '02/08']",02/08 17:00,130,9,9999,NIL,NIL,,NIL,3,32,21,1013,52,,,,,125,,,
"['18:00', '02/08']",02/08 18:00,140,6,9999,NIL,NIL,,NIL,3,33,21,1012,49,,,,,145,,,
"['19:00', '02/08']",02/08 19:00,360,9,9999,NIL,NIL,,NIL,3,30,25,1012,75,,,,,NIL,,,
"['20:00', '02/08']",02/08 20:00,10,8,9999,NIL,NIL,,NIL,3,28,25,1012,84,,,,,NIL,,,
"['21:00', '02/08']",02/08 21:00,20,10,9999,4000,45,,9600,5,28,24,1013,79,,,,,NIL,,,
"['22:00', '02/08']",02/08 22:00,20,5,9999,NIL,NIL,,10000,5,28,22,1013,70,,,,,NIL,,,
"['23:00', '02/08']",02/08 23:00,50,4,9999,NIL,NIL,,NIL,3,27,23,1014,79,,,,,NIL,,,
"['00:00', '03/08']",03/08 00:00,50,3,9999,NIL,NIL,,NIL,2,27,24,1015,84,,,,,NIL,,,
"['01:00', '03/08']",03/08 01:00,90,7,9999,,,NIL,NIL,3,27,23,1016,79,,,,,,,,
"['02:00', '03/08']",03/08 02:00,80,9,9999,,,NIL,NIL,2,26,23,1016,84,,,,,,,,
"['03:00', '03/08']",03/08 03:00,90,8,9999,,,NIL,NIL,NIL,26,23,1016,84,,,,,,,,
"['04:00', '03/08']",03/08 04:00,90,8,9999,,,NIL,NIL,NIL,26,23,1016,84,,,,,,,,
"['05:00', '03/08']",03/08 05:00,80,6,9999,,,NIL,NIL,NIL,26,23,1015,84,,,,,,,,
"['06:00', '03/08']",03/08 06:00,50,5,9999,,,NIL,NIL,NIL,25,23,1015,89,,,,,,,,
"['07:00', '03/08']",03/08 07:00,60,5,9000,,,NIL,NIL,NIL,25,23,1015,89,,,,,,,,
"['08:00', '03/08']",03/08 08:00,90,3,9000,,,NIL,NIL,NIL,25,23,1014,89,,,,,,,,
"['09:00', '03/08']",03/08 09:00,90,2,9999,,,NIL,NIL,NIL,25,23,1015,89,,,,,,,,
"['10:00', '03/08']",03/08 10:00,50,3,9999,,,NIL,NIL,NIL,26,23,1015,84,,,,,,,,
"['11:00', '03/08']",03/08 11:00,50,7,9999,,,NIL,NIL,NIL,27,24,1015,84,,,,,,,,
"['12:00', '03/08']",03/08 12:00,60,9,9999,,,NIL,NIL,NIL,29,23,1016,70,,,,,,,,
"['13:00', '03/08']",03/08 13:00,110,6,9999,,,NIL,NIL,2,30,23,1016,66,,,,,,,,
"['14:00', '03/08']",03/08 14:00,70,4,9999,,,NIL,NIL,2,31,23,1016,63,,,,,,,,
"['15:00', '03/08']",03/08 15:00,110,7,9999,,,NIL,NIL,2,32,22,1016,56,,,,,,,,
"['16:00', '03/08']",03/08 16:00,330,6,9999,,,NIL,4000,5,31,24,1015,66,,,,,,,,
"['17:00', '03/08']",03/08 17:00,340,6,9999,,,NIL,4000,5,31,25,1014,71,,,,,,,,
"['18:00', '03/08']",03/08 18:00,360,10,9999,,,NIL,NIL,3,30,24,1013,70,,,,,,,,
"['19:00', '03/08']",03/08 19:00,350,9,9999,,,NIL,NIL,2,30,23,1013,66,,,,,,,,
"['20:00', '03/08']",03/08 20:00,40,4,9999,,,NIL,NIL,2,31,23,1013,63,,,,,,,,
"['21:00', '03/08']",03/08 21:00,20,7,9999,,,NIL,NIL,2,29,24,1013,74,,,,,,,,
"['22:00', '03/08']",03/08 22:00,360,6,9999,,,NIL,NIL,2,29,25,1014,79,,,,,,,,
"['23:00', '03/08']",03/08 23:00,40,7,9999,,,NIL,NIL,2,27,23,1014,79,,,,,,,,
"['00:00', '04/08']",04/08 00:00,50,7,9999,,,NIL,NIL,3,27,23,1015,79,,,,,,,,
"['00:24', '04/08']",04/08 00:24,80,7,5000,,,1,4000,5,26,24,1016,89,,,,,,,,
"['00:43', '04/08']",04/08 00:43,50,6,9999,,,1,NIL,3,26,23,1016,84,,,,,,,,
"['01:00', '04/08']",04/08 01:00,70,7,9999,,,,NIL,3,25,24,1016,94,,,,,,,,
"['02:00', '04/08']",04/08 02:00,50,4,9999,,,,NIL,3,26,24,1017,89,,,,,,,,
"['03:00', '04/08']",04/08 03:00,110,5,9999,,,,NIL,3,26,24,1016,89,,,,,,,,
"['04:00', '04/08']",04/08 04:00,90,3,9999,,,,NIL,3,25,23,1016,89,,,,,,,,
"['05:00', '04/08']",04/08 05:00,70,4,9999,,,,NIL,3,25,23,1016,89,,,,,,,,
"['06:00', '04/08']",04/08 06:00,20,3,9999,,,,NIL,3,25,23,1015,89,,,,,,,,
"['07:00', '04/08']",04/08 07:00,40,3,9999,,,,NIL,NIL,25,23,1015,89,,,,,,,,
"['08:00', '04/08']",04/08 08:00,90,1,9999,,,,NIL,NIL,24,23,1014,94,,,,,,,,
"['09:00', '04/08']",04/08 09:00,30,2,9999,,,,NIL,2,24,23,1014,94,,,,,,,,
"['10:00', '04/08']",04/08 10:00,40,2,9999,,,,NIL,NIL,25,23,1015,89,,,,,,,,
"['11:00', '04/08']",04/08 11:00,80,6,9999,,,,NIL,NIL,27,24,1015,84,,,,,,,,
"['12:00', '04/08']",04/08 12:00,70,8,9999,,,,NIL,NIL,29,24,1016,74,,,,,,,,
"['13:00', '04/08']",04/08 13:00,140,6,9999,,,,NIL,2,30,23,1016,66,,,,,,,,
"['14:00', '04/08']",04/08 14:00,110,7,9999,,,,NIL,2,31,23,1015,63,,,,,,,,
"['15:00', '04/08']",04/08 15:00,140,7,9999,,,,NIL,2,32,22,1015,56,,,,,,,,
"['16:00', '04/08']",04/08 16:00,160,8,9999,,,,NIL,3,33,22,1014,53,,,,,,,,
"['17:00', '04/08']",04/08 17:00,160,7,9999,,,,4000,5,32,21,1013,52,,,,,,,,
"['18:00', '04/08']",04/08 18:00,140,5,9999,,,,4000,5,33,21,1012,49,,,,,,,,
"['19:00', '04/08']",04/08 19:00,120,5,9999,,,,4000,5,33,22,1011,53,,,,,,,,
"['20:00', '04/08']",04/08 20:00,50,3,9999,,,,4000,5,30,24,1012,70,,,,,,,,
"['21:00', '04/08']",04/08 21:00,350,6,9999,,,,10000,5,29,24,1012,74,,,,,,,,
"['22:00', '04/08']",04/08 22:00,60,11,9999,,,,10000,5,28,24,1013,79,,,,,,,,
"['23:00', '04/08']",04/08 23:00,60,11,9999,,,,NIL,3,27,22,1014,74,,,,,,,,
"['00:00', '05/08']",05/08 00:00,60,7,9999,,,,NIL,NIL,26,22,1015,79,,,,,,,,
"['01:00', '05/08']",05/08 01:00,80,6,9999,,,,NIL,3,26,22,1016,79,,,,NIL,,,,
"['02:00', '05/08']",05/08 02:00,90,7,9999,,,,10000,5,26,22,1016,79,,,,NIL,,,,
"['03:00', '05/08']",05/08 03:00,90,10,9999,,,,10000,5,26,22,1016,79,,,,NIL,,,,
"['04:00', '05/08']",05/08 04:00,90,8,9999,,,,NIL,NIL,26,23,1015,84,,,,NIL,,,,
"['05:00', '05/08']",05/08 05:00,90,6,9999,,,,NIL,NIL,26,23,1015,84,,,,NIL,,,,
"['06:00', '05/08']",05/08 06:00,80,7,9999,,,,NIL,NIL,26,23,1014,84,,,,NIL,,,,
"['07:00', '05/08']",05/08 07:00,90,6,9999,,,,NIL,NIL,26,23,1014,84,,,,NIL,,,,
"['08:00', '05/08']",05/08 08:00,110,6,9999,,,,NIL,NIL,25,22,1013,83,,,,NIL,,,,
"['09:00', '05/08']",05/08 09:00,120,4,9999,,,,NIL,NIL,24,22,1013,89,,,,NIL,,,,
"['10:00', '05/08']",05/08 10:00,120,3,9999,,,,NIL,NIL,24,22,1014,89,,,,NIL,,,,
"['11:00', '05/08']",05/08 11:00,120,6,9999,,,,NIL,NIL,26,23,1015,84,,,,NIL,,,,
"['12:00', '05/08']",05/08 12:00,110,6,9999,,,,NIL,NIL,28,23,1015,74,,,,NIL,,,,
"['13:00', '05/08']",05/08 13:00,120,6,9999,,,,NIL,NIL,30,22,1015,62,,,,NIL,,,,
"['14:00', '05/08']",05/08 14:00,140,7,9999,,,,NIL,NIL,32,21,1015,52,,,,NIL,,,,
"['15:00', '05/08']",05/08 15:00,130,10,9999,,,,NIL,3,32,21,1015,52,,,,20,,,,
"['16:00', '05/08']",05/08 16:00,150,10,9999,,,,NIL,3,31,19,1014,49,,,,NIL,,,,
"['17:00', '05/08']",05/08 17:00,120,11,9999,,,,NIL,3,33,19,1013,44,,,,NIL,,,,
"['18:00', '05/08']",05/08 18:00,130,11,9999,,,,NIL,3,33,19,1012,44,,,,NIL,,,,
"['19:00', '05/08']",05/08 19:00,140,8,9999,,,,NIL,2,33,19,1012,44,,,,NIL,,,,
"['20:00', '05/08']",05/08 20:00,130,8,9999,,,,NIL,NIL,32,19,1012,46,,,,NIL,,,,
"['21:00', '05/08']",05/08 21:00,120,7,9999,,,,NIL,NIL,32,19,1012,46,,,,NIL,,,,
"['22:00', '05/08']",05/08 22:00,110,5,9999,,,,NIL,NIL,30,20,1012,55,,,,NIL,,,,
"['23:00', '05/08']",05/08 23:00,110,4,9999,,,,NIL,NIL,29,20,1013,58,,,,NIL,,,,
"['00:00', '06/08']",06/08 00:00,110,5,9999,,,,NIL,NIL,28,20,1014,62,,,,NIL,,,,
"['01:00', '06/08']",06/08 01:00,80,6,9999,,,,,NIL,27,21,1014,70,,,,,,,,
"['02:00', '06/08']",06/08 02:00,90,10,9999,,,,,NIL,24,23,1015,94,,,,,,,,
"['03:00', '06/08']",06/08 03:00,80,8,9999,,,,,NIL,26,23,1015,84,,,,,,,,
"['04:00', '06/08']",06/08 04:00,80,11,9999,,,,,NIL,26,23,1014,84,,,,,,,,
"['05:00', '06/08']",06/08 05:00,80,11,9999,,,,,NIL,25,23,1014,89,,,,,,,,
"['06:00', '06/08']",06/08 06:00,90,8,9999,,,,,NIL,25,23,1013,89,,,,,,,,
"['07:00', '06/08']",06/08 07:00,90,7,9999,,,,,NIL,25,23,1013,89,,,,,,,,
"['08:00', '06/08']",06/08 08:00,90,7,9999,,,,,NIL,25,23,1013,89,,,,,,,,
"['09:00', '06/08']",06/08 09:00,100,6,9999,,,,,NIL,25,23,1013,89,,,,,,,,
"['10:00', '06/08']",06/08 10:00,110,4,9999,,,,,NIL,25,23,1013,89,,,,,,,,
"['11:00', '06/08']",06/08 11:00,120,5,9999,,,,,NIL,27,23,1013,79,,,,,,,,
"['12:00', '06/08']",06/08 12:00,120,10,9999,,,,,NIL,28,23,1014,74,,,,,,,,
"['13:00', '06/08']",06/08 13:00,140,14,9999,,,,,2,30,20,1014,55,,,,,,,,
"['14:00', '06/08']",06/08 14:00,110,14,9999,,,,,3,31,20,1015,52,,,,,,,,
"['15:00', '06/08']",06/08 15:00,130,13,9999,,,,,3,32,20,1014,49,,,,,,,,
"['16:00', '06/08']",06/08 16:00,140,12,9999,,,,,3,32,20,1013,49,,,,,,,,
"['17:00', '06/08']",06/08 17:00,150,11,9999,,,,,3,32,19,1013,46,,,,,,,,
"['18:00', '06/08']",06/08 18:00,120,9,9999,,,,,3,33,19,1012,44,,,,,,,,
"['19:00', '06/08']",06/08 19:00,140,10,9999,,,,,3,32,18,1012,43,,,,,,,,
"['20:00', '06/08']",06/08 20:00,130,7,9999,,,,,3,32,19,1012,46,,,,,,,,
"['21:00', '06/08']",06/08 21:00,120,7,9999,,,,,2,31,19,1012,49,,,,,,,,
"['22:00', '06/08']",06/08 22:00,110,4,9999,,,,,2,30,19,1012,52,,,,,,,,
"['23:00', '06/08']",06/08 23:00,110,4,9999,,,,,2,29,20,1013,58,,,,,,,,
"['00:00', '07/08']",07/08 00:00,110,3,9999,,,,,NIL,28,20,1014,62,,,,,,,,
"['01:00', '07/08']",07/08 01:00,70,10,9999,,,,NIL,NIL,27,23,1015,79,,,,,,,,
"['02:00', '07/08']",07/08 02:00,70,9,9999,,,,NIL,NIL,26,23,1015,84,,,,,,,,
"['03:00', '07/08']",07/08 03:00,90,10,9999,,,,NIL,NIL,26,23,1015,84,,,,,,,,
"['04:00', '07/08']",07/08 04:00,90,9,9999,,,,NIL,NIL,26,23,1015,84,,,,,,,,
"['05:00', '07/08']",07/08 05:00,90,7,9999,,,,NIL,NIL,25,23,1014,89,,,,,,,,
"['06:00', '07/08']",07/08 06:00,90,7,9999,,,,NIL,NIL,25,23,1014,89,,,,,,,,
"['07:00', '07/08']",07/08 07:00,110,5,9999,,,,NIL,NIL,25,23,1013,89,,,,,,,,
"['08:00', '07/08']",07/08 08:00,90,5,9999,,,,NIL,NIL,24,23,1013,94,,,,,,,,
"['09:00', '07/08']",07/08 09:00,90,5,9999,,,,NIL,NIL,24,23,1013,94,,,,,,,,
"['10:00', '07/08']",07/08 10:00,90,6,9999,,,,NIL,NIL,25,23,1014,89,,,,,,,,
"['11:00', '07/08']",07/08 11:00,90,10,9999,,,,NIL,NIL,27,23,1014,79,,,,,,,,
"['12:00', '07/08']",07/08 12:00,80,8,9999,,,,NIL,NIL,29,23,1015,70,,,,,,,,
"['13:00', '07/08']",07/08 13:00,110,5,9999,,,,NIL,NIL,30,22,1015,62,,,,,,,,
"['14:00', '07/08']",07/08 14:00,130,7,9999,,,,NIL,NIL,32,20,1015,49,,,,,,,,
"['15:00', '07/08']",07/08 15:00,140,10,9999,,,,NIL,3,32,19,1014,46,,,,,,,,
"['16:00', '07/08']",07/08 16:00,140,10,9999,,,,NIL,3,33,19,1014,44,,,,,,,,
"['17:00', '07/08']",07/08 17:00,90,10,9999,,,,4000,5,33,19,1013,44,,,,,,,,
"['18:00', '07/08']",07/08 18:00,120,7,9999,,,,4500,5,33,20,1012,46,,,,,,,,
"['19:00', '07/08']",07/08 19:00,160,10,9999,,,,NIL,3,33,20,1012,46,,,,,,,,
"['20:00', '07/08']",07/08 20:00,140,8,9999,,,,NIL,NIL,32,20,1012,49,,,,,,,,
"['21:00', '07/08']",07/08 21:00,140,8,9999,,,,NIL,2,31,20,1013,52,,,,,,,,
"['22:00', '07/08']",07/08 22:00,350,7,9999,,,,NIL,2,30,25,1013,75,,,,,,,,
"['23:00', '07/08']",07/08 23:00,20,4,9999,,,,NIL,NIL,29,24,1014,74,,,,,,,,
"['00:00', '08/08']",08/08 00:00,40,6,9999,,,,NIL,NIL,28,25,1015,84,,,,,,,,
"['01:00', '08/08']",08/08 01:00,70,9,9999,,,,,NIL,27,24,1015,84,,,,,,,,
"['02:00', '08/08']",08/08 02:00,70,9,9999,,,,,NIL,27,24,1016,84,,,,,,,,
"['03:00', '08/08']",08/08 03:00,80,7,9999,,,,,NIL,26,23,1016,84,,,,,,,,
"['04:00', '08/08']",08/08 04:00,90,8,9999,,,,,NIL,26,23,1015,84,,,,,,,,
"['05:00', '08/08']",08/08 05:00,90,7,9999,,,,,2,26,23,1014,84,,,,,,,,
"['06:00', '08/08']",08/08 06:00,90,6,9999,,,,,NIL,26,23,1014,84,,,,,,,,
"['07:00', '08/08']",08/08 07:00,80,5,8000,,,,,NIL,25,23,1014,89,,,,,,,,
"['08:00', '08/08']",08/08 08:00,120,3,8000,,,,,NIL,25,23,1014,89,,,,,,,,
"['09:00', '08/08']",08/08 09:00,110,3,9000,,,,,NIL,24,23,1014,94,,,,,,,,
"['10:00', '08/08']",08/08 10:00,30,3,9999,,,,,NIL,25,23,1014,89,,,,,,,,
"['11:00', '08/08']",08/08 11:00,70,7,9999,,,,,NIL,27,24,1015,84,,,,,,,,
"['12:00', '08/08']",08/08 12:00,80,8,9999,,,,,NIL,29,22,1015,66,,,,,,,,
"['13:00', '08/08']",08/08 13:00,110,7,9999,,,,,NIL,30,21,1016,59,,,,,,,,
"['14:00', '08/08']",08/08 14:00,120,5,9999,,,,,NIL,32,21,1015,52,,,,,,,,
"['15:00', '08/08']",08/08 15:00,140,8,9999,,,,,2,33,19,1015,44,,,,,,,,
"['16:00', '08/08']",08/08 16:00,140,9,9999,,,,,3,33,19,1014,44,,,,,,,,
"['17:00', '08/08']",08/08 17:00,170,6,9999,,,,,3,34,18,1013,39,,,,,,,,
"['18:00', '08/08']",08/08 18:00,120,9,9999,,,,,3,34,17,1012,36,,,,,,,,
"['19:00', '08/08']",08/08 19:00,120,9,9999,,,,,3,34,17,1012,36,,,,,,,,
"['20:00', '08/08']",08/08 20:00,360,9,9999,,,,,2,31,24,1012,66,,,,,,,,
"['21:00', '08/08']",08/08 21:00,360,8,9999,,,,,2,30,25,1012,75,,,,,,,,
"['22:00', '08/08']",08/08 22:00,20,6,9999,,,,,3,30,24,1013,70,,,,,,,,
"['23:00', '08/08']",08/08 23:00,30,5,9999,,,,,NIL,29,25,1014,79,,,,,,,,
"['00:00', '09/08']",09/08 00:00,70,9,9999,,,,,NIL,28,24,1015,79,,,,,,,,
"['01:00', '09/08']",09/08 01:00,70,11,9999,,,,NIL,NIL,27,24,1015,84,,,,,,,,
"['02:00', '09/08']",09/08 02:00,80,11,9999,,,,NIL,NIL,27,24,1016,84,,,,,,,,
"['03:00', '09/08']",09/08 03:00,90,9,9999,,,,NIL,NIL,27,23,1015,79,,,,,,,,
"['04:00', '09/08']",09/08 04:00,80,8,9999,,,,NIL,NIL,26,23,1015,84,,,,,,,,
"['05:00', '09/08']",09/08 05:00,80,6,9999,,,,NIL,NIL,26,23,1014,84,,,,,,,,
"['06:00', '09/08']",09/08 06:00,90,7,9999,,,,NIL,NIL,25,23,1014,89,,,,,,,,
"['07:00', '09/08']",09/08 07:00,110,6,9999,,,,NIL,NIL,25,22,1014,83,,,,,,,,
"['08:00', '09/08']",09/08 08:00,40,8,9999,,,,NIL,NIL,25,22,1014,83,,,,,,,,
"['09:00', '09/08']",09/08 09:00,80,7,9999,,,,NIL,NIL,25,23,1014,89,,,,,,,,
"['10:00', '09/08']",09/08 10:00,90,5,9999,,,,NIL,NIL,25,23,1014,89,,,,,,,,
"['11:00', '09/08']",09/08 11:00,90,7,9999,,,,NIL,NIL,27,23,1015,79,,,,,,,,
"['12:00', '09/08']",09/08 12:00,90,5,9999,,,,NIL,NIL,29,22,1015,66,,,,,,,,
"['13:00', '09/08']",09/08 13:00,130,6,9999,,,,NIL,NIL,31,21,1015,55,,,,,,,,
"['14:00', '09/08']",09/08 14:00,140,6,9999,,,,NIL,3,32,20,1015,49,,,,,,,,
"['15:00', '09/08']",09/08 15:00,150,5,9999,,,,NIL,3,33,18,1014,41,,,,,,,,
"['16:00', '09/08']",09/08 16:00,260,8,9999,,,,NIL,3,32,22,1013,56,,,,,,,,
"['17:00', '09/08']",09/08 17:00,130,4,9999,,,,10000,5,33,20,1013,46,,,,,,,,
"['18:00', '09/08']",09/08 18:00,260,6,9999,,,,10000,5,33,20,1012,46,,,,,,,,
"['19:00', '09/08']",09/08 19:00,10,8,9999,,,,10000,5,30,24,1012,70,,,,,,,,
"['20:00', '09/08']",09/08 20:00,360,5,9999,,,,NIL,3,31,24,1012,66,,,,,,,,
"['21:00', '09/08']",09/08 21:00,100,8,9999,,,,NIL,3,30,21,1012,59,,,,,,,,
"['22:00', '09/08']",09/08 22:00,40,6,9999,,,,NIL,NIL,29,24,1012,74,,,,,,,,
"['23:00', '09/08']",09/08 23:00,20,5,9999,,,,NIL,NIL,29,24,1013,74,,,,,,,,
"['00:00', '10/08']",10/08 00:00,40,5,9999,,,,NIL,NIL,28,25,1013,84,,,,,,,,
"['01:00', '10/08']",10/08 01:00,60,9,9999,,,,NIL,NIL,27,24,1014,84,,,,,,,,
"['02:00', '10/08']",10/08 02:00,70,8,9999,,,,NIL,NIL,26,24,1014,89,,,,,,,,
"['03:00', '10/08']",10/08 03:00,70,7,9999,,,,NIL,NIL,26,24,1014,89,,,,,,,,
"['04:00', '10/08']",10/08 04:00,80,9,9999,,,,NIL,NIL,26,24,1013,89,,,,,,,,
"['05:00', '10/08']",10/08 05:00,80,7,9999,,,,NIL,NIL,26,24,1013,89,,,,,,,,
"['06:00', '10/08']",10/08 06:00,90,8,9999,,,,NIL,NIL,25,24,1012,94,,,,,,,,
"['07:00', '10/08']",10/08 07:00,90,9,9999,,,,NIL,NIL,25,24,1012,94,,,,,,,,
"['08:00', '10/08']",10/08 08:00,80,7,9999,,,,NIL,NIL,24,24,1012,100,,,,,,,,
"['09:00', '10/08']",10/08 09:00,80,5,9999,,,,NIL,NIL,25,23,1012,89,,,,,,,,
"['10:00', '10/08']",10/08 10:00,70,5,9999,,,,NIL,NIL,25,23,1012,89,,,,,,,,
"['11:00', '10/08']",10/08 11:00,70,6,9999,,,,NIL,NIL,27,23,1013,79,,,,,,,,
"['12:00', '10/08']",10/08 12:00,70,9,9999,,,,NIL,3,29,23,1013,70,,,,,,,,
"['13:00', '10/08']",10/08 13:00,50,4,9999,,,,NIL,2,31,23,1013,63,,,,,,,,
"['14:00', '10/08']",10/08 14:00,340,6,9999,,,,NIL,3,30,24,1013,70,,,,,,,,
"['15:00', '10/08']",10/08 15:00,330,7,9999,,,,NIL,3,31,24,1013,66,,,,,,,,
"['16:00', '10/08']",10/08 16:00,340,6,9999,,,,NIL,3,31,24,1012,66,,,,,,,,
"['17:00', '10/08']",10/08 17:00,340,7,9999,,,,NIL,3,31,24,1011,66,,,,,,,,
"['18:00', '10/08']",10/08 18:00,360,9,9999,,,,NIL,3,30,25,1010,75,,,,,,,,
"['19:00', '10/08']",10/08 19:00,350,9,9999,,,,NIL,3,29,25,1009,79,,,,,,,,
"['20:00', '10/08']",10/08 20:00,30,10,9999,,,,NIL,3,30,24,1009,70,,,,,,,,
"['21:00', '10/08']",10/08 21:00,100,12,9999,,,,4000,5,28,22,1010,70,,,,,,,,
"['22:00', '10/08']",10/08 22:00,230,7,9999,,,,3800,5,25,23,1011,89,,,,,,,,
"['23:00', '10/08']",10/08 23:00,330,2,9999,,,,10000,5,26,24,1011,89,,,,,,,,
"['00:00', '11/08']",11/08 00:00,30,5,9999,,,,NIL,3,26,23,1012,84,,,,,,,,
"['01:00', '11/08']",11/08 01:00,70,7,9999,,,,NIL,3,25,23,1012,89,,,,,NIL,,,
"['02:00', '11/08']",11/08 02:00,80,8,9999,,,,NIL,3,26,23,1013,84,,,,,NIL,,,
"['03:00', '11/08']",11/08 03:00,120,7,9999,,,,NIL,NIL,25,23,1012,89,,,,,NIL,,,
"['04:00', '11/08']",11/08 04:00,50,5,9999,,,,NIL,NIL,25,23,1012,89,,,,,NIL,,,
"['05:00', '11/08']",11/08 05:00,90,6,9999,,,,NIL,NIL,25,23,1012,89,,,,,NIL,,,
"['06:00', '11/08']",11/08 06:00,60,5,9999,,,,NIL,NIL,25,23,1012,89,,,,,NIL,,,
"['07:00', '11/08']",11/08 07:00,70,5,9999,,,,NIL,NIL,25,23,1011,89,,,,,NIL,,,
"['08:00', '11/08']",11/08 08:00,80,4,9999,,,,NIL,NIL,25,23,1011,89,,,,,NIL,,,
"['09:00', '11/08']",11/08 09:00,60,4,9999,,,,NIL,NIL,24,23,1011,94,,,,,NIL,,,
"['10:00', '11/08']",11/08 10:00,90,4,9999,,,,NIL,NIL,25,23,1011,89,,,,,NIL,,,
"['11:00', '11/08']",11/08 11:00,90,7,9999,,,,NIL,NIL,27,24,1012,84,,,,,90,,,
"['12:00', '11/08']",11/08 12:00,20,10,9999,,,,NIL,NIL,28,23,1012,74,,,,,NIL,,,
