validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_rajada,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,vis_setor,vis_setor_dir,nevoeiro,nevoa_umida,chuvisco,pancada,vnt_vrb,fumaca
"['15:00', '24/10']",24/10 15:00,340,17,,9999,,,NIL,3,26,19,1016,65,,,,,,,,
"['16:00', '24/10']",24/10 16:00,330,12,,9999,,,10000,5,27,19,1016,62,,,,,,,,
"['17:00', '24/10']",24/10 17:00,320,12,,9999,,,3500,5,28,19,1014,58,,,,,,,,
"['18:00', '24/10']",24/10 18:00,320,12,,9999,,,NIL,3,28,19,1014,58,,,,,,,,
"['19:00', '24/10']",24/10 19:00,320,10,,9999,,,NIL,3,27,19,1015,62,,,,,,,,
"['20:00', '24/10']",24/10 20:00,340,5,,9999,,,NIL,3,27,19,1015,62,,,,,,,,
"['21:00', '24/10']",24/10 21:00,330,3,,9999,,,NIL,3,24,20,1016,78,,,,,,,,
"['22:00', '24/10']",24/10 22:00,250,1,,9999,,,NIL,3,24,20,1017,78,,,,,,,,
"['23:00', '24/10']",24/10 23:00,190,2,,9999,,,NIL,3,23,20,1018,83,,,,,,,,
"['00:00', '25/10']",25/10 00:00,140,4,,9999,,,10000,5,23,19,1018,78,,,,,,,,
"['01:00', '25/10']",25/10 01:00,140,2,,9999,NIL,,NIL,NIL,23,18,1019,73,,,,,,NIL,,
"['02:00', '25/10']",25/10 02:00,10,5,,9999,NIL,,NIL,NIL,22,19,1019,83,,,,,,NIL,,
"['03:00', '25/10']",25/10 03:00,160,2,,9999,NIL,,NIL,NIL,21,19,1019,88,,,,,,NIL,,
"['04:00', '25/10']",25/10 04:00,350,3,,9999,NIL,,NIL,NIL,22,18,1018,78,,,,,,NIL,,
"['05:00', '25/10']",25/10 05:00,0,0,,9999,NIL,,NIL,3,20,18,1018,88,,,,,,NIL,,
"['06:00', '25/10']",25/10 06:00,200,1,,9999,NIL,,NIL,3,20,18,1018,88,,,,,,NIL,,
"['07:00', '25/10']",25/10 07:00,80,1,,9999,NIL,,4000,5,21,18,1018,83,,,,,,NIL,,
"['08:00', '25/10']",25/10 08:00,0,0,,9999,NIL,,NIL,3,20,18,1019,88,,,,,,NIL,,
"['09:00', '25/10']",25/10 09:00,90,6,,9999,NIL,,8000,5,21,18,1019,83,,,,,,NIL,,
"['10:00', '25/10']",25/10 10:00,150,4,,9999,NIL,,8000,5,21,19,1020,88,,,,,,NIL,,
"['11:00', '25/10']",25/10 11:00,120,7,,9999,NIL,,8000,5,23,19,1021,78,,,,,,NIL,,
"['12:00', '25/10']",25/10 12:00,110,8,,9999,NIL,,8000,5,25,18,1021,65,,,,,,NIL,,
"['13:00', '25/10']",25/10 13:00,110,4,,9999,NIL,,3000,5,26,18,1022,61,,,,,,NIL,,
"['14:00', '25/10']",25/10 14:00,160,8,,9999,NIL,,3500,5,27,18,1021,58,,,,,,NIL,,
"['15:00', '25/10']",25/10 15:00,50,4,,9999,NIL,,3500,5,28,17,1020,51,,,,,,NIL,,
"['16:00', '25/10']",25/10 16:00,90,9,,9999,NIL,,3500,5,27,18,1020,58,,,,,,NIL,,
"['17:00', '25/10']",25/10 17:00,80,9,,9999,NIL,,NIL,3,27,17,1019,54,,,,,,NIL,,
"['18:00', '25/10']",25/10 18:00,70,11,,9999,NIL,,NIL,3,28,18,1018,55,,,,,,NIL,,
"['19:00', '25/10']",25/10 19:00,50,9,,9999,NIL,,NIL,3,28,18,1018,55,,,,,,NIL,,
"['20:00', '25/10']",25/10 20:00,80,13,,9999,NIL,,8000,5,26,18,1018,61,,,,,,NIL,,
"['20:08', '25/10']",25/10 20:08,80,12,,4000,1,,3500,5,25,19,1019,69,,,,,,1,,
"['21:00', '25/10']",25/10 21:00,120,7,,9999,NIL,,10000,5,22,19,1019,83,,,,,,NIL,,
"['22:00', '25/10']",25/10 22:00,90,14,,9999,NIL,,NIL,3,22,18,1020,78,,,,,,NIL,,
"['23:00', '25/10']",25/10 23:00,70,11,,9999,NIL,,NIL,NIL,22,18,1020,78,,,,,,NIL,,
"['00:00', '26/10']",26/10 00:00,100,8,,9999,NIL,,NIL,NIL,22,18,1021,78,,,,,,NIL,,
"['01:00', '26/10']",26/10 01:00,80,6,,9999,NIL,,NIL,NIL,21,18,1021,83,,,,,,,,
"['02:00', '26/10']",26/10 02:00,100,8,,9999,NIL,,NIL,NIL,21,18,1021,83,,,,,,,,
"['03:00', '26/10']",26/10 03:00,130,6,,9999,NIL,,NIL,NIL,20,17,1021,83,,,,,,,,
"['04:00', '26/10']",26/10 04:00,100,8,,9999,NIL,,NIL,NIL,20,17,1020,83,,,,,,,,
"['05:00', '26/10']",26/10 05:00,90,8,,9999,NIL,,NIL,NIL,20,17,1020,83,,,,,,,,
"['06:00', '26/10']",26/10 06:00,80,7,,9999,NIL,,NIL,NIL,20,17,1020,83,,,,,,,,
"['07:00', '26/10']",26/10 07:00,130,3,,9999,NIL,,NIL,NIL,19,17,1020,88,,,,,,,,
"['08:00', '26/10']",26/10 08:00,100,7,,9999,NIL,,NIL,NIL,20,17,1020,83,,,,,,,,
"['09:00', '26/10']",26/10 09:00,130,5,,9999,NIL,,NIL,3,20,18,1021,88,,,,,,,,
"['10:00', '26/10']",26/10 10:00,120,6,,9999,NIL,,NIL,NIL,21,18,1022,83,,,,,,,,
"['11:00', '26/10']",26/10 11:00,100,8,,9999,NIL,,NIL,3,23,18,1022,73,,,,,,,,
"['12:00', '26/10']",26/10 12:00,VRB,3,,9999,NIL,,NIL,3,25,18,1023,65,,,,,,,,
"['13:00', '26/10']",26/10 13:00,40,6,,9999,NIL,,2500,5,26,19,1023,65,,,,,,,,
"['14:00', '26/10']",26/10 14:00,360,6,,9999,NIL,,3000,5,27,19,1022,62,,,,,,,,
"['15:00', '26/10']",26/10 15:00,90,9,,9999,NIL,,3500,5,28,19,1021,58,,,,,,,,
"['16:00', '26/10']",26/10 16:00,80,10,,9999,NIL,,NIL,3,27,20,1020,66,,,,,,,,
"['17:00', '26/10']",26/10 17:00,100,3,,9999,NIL,,3500,5,26,19,1020,65,,,,,,,,
"['18:00', '26/10']",26/10 18:00,310,6,,9999,1,,3500,5,23,20,1020,83,,,,,,,,
"['19:00', '26/10']",26/10 19:00,60,7,,9000,1,,7000,5,23,20,1019,83,,,,,,,,
"['20:00', '26/10']",26/10 20:00,80,6,,9999,1,,10000,5,23,20,1020,83,,,,,,,,
"['21:00', '26/10']",26/10 21:00,50,5,,9999,1,,9000,5,22,20,1020,88,,,,,,,,
"['22:00', '26/10']",26/10 22:00,100,6,,9999,1,,5000,5,22,20,1021,88,,,,,,,,
"['23:00', '26/10']",26/10 23:00,90,9,,9999,1,,5000,5,22,19,1021,83,,,,,,,,
"['00:00', '27/10']",27/10 00:00,100,10,,9999,NIL,,8000,5,21,19,1022,88,,,,,,,,
"['01:00', '27/10']",27/10 01:00,90,7,,9999,,,10000,5,21,19,1022,88,,,,,,,NIL,
"['02:00', '27/10']",27/10 02:00,100,8,,9999,,,NIL,NIL,21,19,1022,88,,,,,,,NIL,
"['03:00', '27/10']",27/10 03:00,100,7,,9999,,,NIL,NIL,21,19,1021,88,,,,,,,NIL,
"['04:00', '27/10']",27/10 04:00,110,5,,9999,,,NIL,NIL,21,19,1021,88,,,,,,,NIL,
"['05:00', '27/10']",27/10 05:00,120,3,,9999,,,NIL,NIL,20,18,1020,88,,,,,,,NIL,
"['06:00', '27/10']",27/10 06:00,100,7,,9999,,,NIL,NIL,20,18,1020,88,,,,,,,NIL,
"['07:00', '27/10']",27/10 07:00,100,7,,9999,,,NIL,NIL,20,18,1020,88,,,,,,,NIL,
"['08:00', '27/10']",27/10 08:00,100,7,,9999,,,10000,5,20,18,1021,88,,,,,,,NIL,
"['09:00', '27/10']",27/10 09:00,100,6,,9999,,,NIL,NIL,20,18,1021,88,,,,,,,NIL,
"['10:00', '27/10']",27/10 10:00,100,6,,9999,,,10000,5,21,17,1022,78,,,,,,,NIL,
"['11:00', '27/10']",27/10 11:00,90,9,,9999,,,10000,5,22,17,1023,73,,,,,,,NIL,
"['12:00', '27/10']",27/10 12:00,70,7,,9999,,,2500,5,23,17,1023,69,,,,,,,NIL,
"['13:00', '27/10']",27/10 13:00,60,7,,9999,,,NIL,3,25,18,1023,65,,,,,,,NIL,
"['14:00', '27/10']",27/10 14:00,50,7,,9999,,,NIL,2,26,17,1023,58,,,,,,,NIL,
"['15:00', '27/10']",27/10 15:00,80,6,,9999,,,NIL,2,28,17,1022,51,,,,,,,NIL,
"['16:00', '27/10']",27/10 16:00,120,5,,9999,,,NIL,3,29,17,1022,48,,,,,,,NIL,
"['17:00', '27/10']",27/10 17:00,110,10,,9999,,,NIL,3,28,16,1021,48,,,,,,,NIL,
"['18:00', '27/10']",27/10 18:00,110,7,,9999,,,NIL,3,29,17,1020,48,,,,,,,120,
"['19:00', '27/10']",27/10 19:00,80,9,,9999,,,NIL,2,29,15,1020,43,,,,,,,75,
"['20:00', '27/10']",27/10 20:00,90,10,,9999,,,NIL,2,29,15,1020,43,,,,,,,NIL,
"['21:00', '27/10']",27/10 21:00,90,9,,9999,,,NIL,2,27,16,1021,51,,,,,,,NIL,
"['22:00', '27/10']",27/10 22:00,90,12,,9999,,,NIL,2,26,15,1021,51,,,,,,,NIL,
"['23:00', '27/10']",27/10 23:00,90,9,,9999,,,NIL,NIL,25,16,1022,57,,,,,,,NIL,
"['00:00', '28/10']",28/10 00:00,80,6,,9999,,,NIL,NIL,24,15,1023,57,,,,,,,NIL,
"['01:00', '28/10']",28/10 01:00,70,5,,9999,,,NIL,NIL,24,15,1023,57,,,,,,,NIL,
"['02:00', '28/10']",28/10 02:00,100,8,,9999,,,NIL,NIL,24,15,1023,57,,,,,,,NIL,
"['03:00', '28/10']",28/10 03:00,100,6,,9999,,,NIL,NIL,23,16,1022,65,,,,,,,NIL,
"['04:00', '28/10']",28/10 04:00,60,7,,9999,,,NIL,NIL,23,15,1022,61,,,,,,,NIL,
"['05:00', '28/10']",28/10 05:00,90,6,,9999,,,NIL,NIL,22,15,1021,65,,,,,,,NIL,
"['06:00', '28/10']",28/10 06:00,90,9,,9999,,,NIL,NIL,22,16,1021,69,,,,,,,NIL,
"['07:00', '28/10']",28/10 07:00,80,7,,9999,,,NIL,NIL,21,16,1022,73,,,,,,,NIL,
"['08:00', '28/10']",28/10 08:00,90,9,,9999,,,NIL,NIL,21,16,1022,73,,,,,,,NIL,
"['09:00', '28/10']",28/10 09:00,110,9,,9999,,,NIL,3,21,16,1023,73,,,,,,,NIL,
"['10:00', '28/10']",28/10 10:00,90,11,,9999,,,NIL,3,21,16,1024,73,,,,,,,NIL,
"['11:00', '28/10']",28/10 11:00,90,12,,9999,,,NIL,3,23,15,1025,61,,,,,,,NIL,
"['12:00', '28/10']",28/10 12:00,90,11,,9999,,,NIL,2,24,14,1025,54,,,,,,,NIL,
"['13:00', '28/10']",28/10 13:00,80,8,,9999,,,NIL,2,25,13,1025,47,,,,,,,95,
"['14:00', '28/10']",28/10 14:00,40,10,,9999,,,NIL,2,27,14,1024,45,,,,,,,230,
"['15:00', '28/10']",28/10 15:00,10,9,,9999,,,NIL,3,26,15,1023,51,,,,,,,190,
"['16:00', '28/10']",28/10 16:00,340,5,,9999,,,4000,5,26,16,1022,54,,,,,,,NIL,
"['17:00', '28/10']",28/10 17:00,40,9,,9999,,,4000,5,27,16,1022,51,,,,,,,NIL,
"['18:00', '28/10']",28/10 18:00,20,8,,9999,,,NIL,3,28,15,1021,45,,,,,,,NIL,
"['19:00', '28/10']",28/10 19:00,70,9,,9999,,,NIL,3,28,14,1021,42,,,,,,,NIL,
"['20:00', '28/10']",28/10 20:00,80,8,,9999,,,NIL,3,27,15,1021,48,,,,,,,NIL,
"['21:00', '28/10']",28/10 21:00,70,9,,9999,,,NIL,2,26,14,1021,48,,,,,,,NIL,
"['22:00', '28/10']",28/10 22:00,80,7,,9999,,,NIL,NIL,25,15,1021,54,,,,,,,NIL,
"['23:00', '28/10']",28/10 23:00,80,6,,9999,,,NIL,NIL,24,15,1022,57,,,,,,,NIL,
"['00:00', '29/10']",29/10 00:00,60,6,,9999,,,NIL,NIL,24,15,1022,57,,,,,,,NIL,
"['01:00', '29/10']",29/10 01:00,90,9,,9999,,,NIL,NIL,24,15,1022,57,,,,,,,,
"['02:00', '29/10']",29/10 02:00,100,9,,9999,,,NIL,NIL,23,15,1022,61,,,,,,,,
"['03:00', '29/10']",29/10 03:00,100,9,,9999,,,NIL,NIL,22,15,1022,65,,,,,,,,
"['04:00', '29/10']",29/10 04:00,100,9,,9999,,,NIL,3,22,15,1021,65,,,,,,,,
"['05:00', '29/10']",29/10 05:00,70,6,,9999,,,NIL,3,21,15,1021,69,,,,,,,,
"['06:00', '29/10']",29/10 06:00,90,8,,9999,,,NIL,2,20,16,1021,78,,,,,,,,
"['07:00', '29/10']",29/10 07:00,80,5,,9999,,,NIL,2,20,15,1021,73,,,,,,,,
"['08:00', '29/10']",29/10 08:00,90,8,,9999,,,NIL,3,19,15,1021,78,,,,,,,,
"['09:00', '29/10']",29/10 09:00,90,8,,9999,,,NIL,3,20,15,1022,73,,,,,,,,
"['10:00', '29/10']",29/10 10:00,50,11,,9999,,,10000,5,21,14,1021,64,,,,,,,,
"['11:00', '29/10']",29/10 11:00,60,6,,9999,,,NIL,2,22,14,1022,60,,,,,,,,
"['12:00', '29/10']",29/10 12:00,70,7,,9999,,,NIL,2,23,13,1022,53,,,,,,,,
"['13:00', '29/10']",29/10 13:00,50,8,,9999,,,NIL,2,25,13,1022,47,,,,,,,,
"['14:00', '29/10']",29/10 14:00,50,7,,9999,,,NIL,2,26,14,1021,48,,,,,,,,
"['15:00', '29/10']",29/10 15:00,40,8,,9999,,,NIL,2,27,14,1020,45,,,,,,,,
"['16:00', '29/10']",29/10 16:00,60,9,,9999,,,NIL,3,26,14,1020,48,,,,,,,,
"['17:00', '29/10']",29/10 17:00,40,8,,9999,,,10000,5,28,14,1019,42,,,,,,,,
"['18:00', '29/10']",29/10 18:00,10,6,,9999,,,10000,5,27,14,1018,45,,,,,,,,
"['19:00', '29/10']",29/10 19:00,90,10,,9999,,,10000,5,26,15,1018,51,,,,,,,,
"['20:00', '29/10']",29/10 20:00,80,12,,9999,,,NIL,3,25,14,1018,50,,,,,,,,
"['21:00', '29/10']",29/10 21:00,90,13,,9999,,,NIL,NIL,24,15,1018,57,,,,,,,,
"['22:00', '29/10']",29/10 22:00,100,13,,9999,,,NIL,NIL,23,16,1018,65,,,,,,,,
"['23:00', '29/10']",29/10 23:00,90,11,,9999,,,NIL,NIL,23,16,1019,65,,,,,,,,
"['00:00', '30/10']",30/10 00:00,90,10,,9999,,,NIL,NIL,23,16,1019,65,,,,,,,,
"['01:00', '30/10']",30/10 01:00,90,10,,9999,,,NIL,NIL,23,15,1019,61,,,,,,,,
"['02:00', '30/10']",30/10 02:00,110,8,,9999,,,NIL,NIL,22,15,1019,65,,,,,,,,
"['03:00', '30/10']",30/10 03:00,110,11,,9999,,,NIL,NIL,21,16,1019,73,,,,,,,,
"['04:00', '30/10']",30/10 04:00,90,10,,9999,,,NIL,NIL,20,16,1018,78,,,,,,,,
"['05:00', '30/10']",30/10 05:00,110,8,,9999,,,NIL,NIL,20,17,1017,83,,,,,,,,
"['06:00', '30/10']",30/10 06:00,110,9,,9999,,,NIL,NIL,20,17,1017,83,,,,,,,,
"['07:00', '30/10']",30/10 07:00,100,10,,9999,,,NIL,NIL,20,16,1017,78,,,,,,,,
"['08:00', '30/10']",30/10 08:00,100,9,,9999,,,10000,5,19,17,1017,88,,,,,,,,
"['09:00', '30/10']",30/10 09:00,110,7,,9999,,,10000,5,20,17,1018,83,,,,,,,,
"['10:00', '30/10']",30/10 10:00,110,7,,9999,,,NIL,3,21,17,1019,78,,,,,,,,
"['11:00', '30/10']",30/10 11:00,70,6,,9999,,,2000,5,23,17,1019,69,,,,,,,,
"['12:00', '30/10']",30/10 12:00,120,5,,9999,,,2500,5,24,17,1020,65,,,,,,,,
"['13:00', '30/10']",30/10 13:00,80,5,,9999,,,3000,5,24,17,1019,65,,,,,,,,
"['14:00', '30/10']",30/10 14:00,90,8,,9999,,,3500,5,26,17,1019,58,,,,,,,,
"['15:00', '30/10']",30/10 15:00,60,7,,9999,,,3500,5,27,16,1019,51,,,,,,,,
"['16:00', '30/10']",30/10 16:00,70,7,,9999,,,4000,5,26,16,1018,54,,,,,,,,
"['17:00', '30/10']",30/10 17:00,40,7,,9999,,,4000,5,28,16,1017,48,,,,,,,,
"['18:00', '30/10']",30/10 18:00,80,6,,9999,,,NIL,3,28,16,1016,48,,,,,,,,
"['19:00', '30/10']",30/10 19:00,70,8,,9999,,,NIL,3,28,16,1016,48,,,,,,,,
"['20:00', '30/10']",30/10 20:00,100,11,,9999,,,NIL,3,27,16,1016,51,,,,,,,,
"['21:00', '30/10']",30/10 21:00,90,11,,9999,,,NIL,3,26,16,1016,54,,,,,,,,
"['22:00', '30/10']",30/10 22:00,90,10,,9999,,,NIL,NIL,25,16,1017,57,,,,,,,,
"['23:00', '30/10']",30/10 23:00,90,8,,9999,,,NIL,NIL,23,16,1018,65,,,,,,,,
"['00:00', '31/10']",31/10 00:00,90,7,,9999,,,NIL,NIL,23,17,1018,69,,,,,,,,
"['01:00', '31/10']",31/10 01:00,90,10,,9999,NIL,,NIL,3,23,17,1019,69,,,,,,,,
"['02:00', '31/10']",31/10 02:00,90,10,,9999,NIL,,NIL,3,22,17,1019,73,,,,,,,,
"['03:00', '31/10']",31/10 03:00,120,9,,9999,NIL,,NIL,3,21,17,1019,78,,,,,,,,
"['04:00', '31/10']",31/10 04:00,100,8,,9999,NIL,,NIL,3,21,17,1018,78,,,,,,,,
"['05:00', '31/10']",31/10 05:00,110,8,,9999,NIL,,10000,5,21,17,1018,78,,,,,,,,
"['06:00', '31/10']",31/10 06:00,120,9,,9999,NIL,,10000,5,20,16,1017,78,,,,,,,,
"['07:00', '31/10']",31/10 07:00,100,10,,9999,NIL,,10000,5,20,16,1018,78,,,,,,,,
"['08:00', '31/10']",31/10 08:00,100,9,,9999,NIL,,10000,5,20,16,1018,78,,,,,,,,
"['09:00', '31/10']",31/10 09:00,80,6,,9999,1,,10000,5,20,16,1019,78,,,,,,,,
"['10:00', '31/10']",31/10 10:00,90,7,,9999,1,,9000,5,20,17,1019,83,,,,,,,,
"['11:00', '31/10']",31/10 11:00,80,6,,9999,NIL,,10000,5,20,17,1020,83,,,,,,,,
"['12:00', '31/10']",31/10 12:00,90,7,,9999,NIL,,1500,5,22,17,1020,73,,,,,,,,
"['13:00', '31/10']",31/10 13:00,50,5,,9999,NIL,,1700,5,22,17,1020,73,,,,,,,,
"['14:00', '31/10']",31/10 14:00,60,5,,9999,NIL,,1800,5,23,18,1019,73,,,,,,,,
"['15:00', '31/10']",31/10 15:00,10,5,,9999,NIL,,2300,5,24,17,1018,65,,,,,,,,
"['16:00', '31/10']",31/10 16:00,50,5,,9999,NIL,,2500,5,24,17,1018,65,,,,,,,,
"['17:00', '31/10']",31/10 17:00,60,5,,9999,NIL,,2500,5,25,17,1017,61,,,,,,,,
"['18:00', '31/10']",31/10 18:00,70,5,,9999,NIL,,3000,5,25,17,1016,61,,,,,,,,
"['19:00', '31/10']",31/10 19:00,100,6,,9999,NIL,,10000,5,25,17,1015,61,,,,,,,,
"['20:00', '31/10']",31/10 20:00,80,6,,9999,NIL,,10000,5,24,17,1015,65,,,,,,,,
"['21:00', '31/10']",31/10 21:00,100,8,,9999,NIL,,10000,5,23,17,1016,69,,,,,,,,
"['22:00', '31/10']",31/10 22:00,90,8,,9999,NIL,,10000,5,22,17,1016,73,,,,,,,,
"['23:00', '31/10']",31/10 23:00,80,10,,9999,NIL,,NIL,NIL,21,18,1017,83,,,,,,,,
"['00:00', '01/11']",01/11 00:00,100,10,,9999,1,,7000,5,20,18,1017,88,,,,,,,,
"['01:00', '01/11']",01/11 01:00,90,10,NIL,9999,1,NIL,7000,5,20,18,1018,88,NIL,NIL,NIL,NIL,,,NIL,
"['02:00', '01/11']",01/11 02:00,100,5,NIL,9999,1,NIL,3000,5,20,18,1018,88,NIL,NIL,NIL,NIL,,,NIL,
"['03:00', '01/11']",01/11 03:00,140,3,NIL,9999,1,NIL,7000,5,19,18,1017,94,NIL,NIL,NIL,NIL,,,NIL,
"['04:00', '01/11']",01/11 04:00,130,2,NIL,6000,1,NIL,3000,5,19,18,1016,94,NIL,NIL,NIL,NIL,,,NIL,
"['05:00', '01/11']",01/11 05:00,350,5,NIL,3000,1,NIL,3000,5,19,18,1016,94,NIL,NIL,NIL,NIL,,,NIL,
"['06:00', '01/11']",01/11 06:00,60,6,NIL,3000,1,NIL,1000,5,19,18,1015,94,NIL,NIL,NIL,1,,,NIL,
"['07:00', '01/11']",01/11 07:00,80,6,NIL,9999,1,NIL,4000,5,19,18,1015,94,NIL,NIL,NIL,NIL,,,NIL,
"['08:00', '01/11']",01/11 08:00,100,5,NIL,9999,1,NIL,7000,5,19,18,1015,94,NIL,NIL,NIL,NIL,,,NIL,
"['09:00', '01/11']",01/11 09:00,130,2,NIL,9999,NIL,NIL,4000,5,19,18,1015,94,NIL,NIL,NIL,NIL,,,NIL,
"['10:00', '01/11']",01/11 10:00,350,2,NIL,9999,NIL,NIL,4000,5,20,18,1016,88,2000,270,NIL,NIL,,,NIL,
"['11:00', '01/11']",01/11 11:00,210,4,NIL,9999,NIL,NIL,8000,5,21,18,1016,83,NIL,NIL,NIL,NIL,,,NIL,
"['12:00', '01/11']",01/11 12:00,350,6,NIL,9999,NIL,NIL,9000,5,22,18,1017,78,NIL,NIL,NIL,NIL,,,NIL,
"['13:00', '01/11']",01/11 13:00,360,6,NIL,9999,NIL,NIL,NIL,3,22,19,1017,83,NIL,NIL,NIL,NIL,,,NIL,
"['14:00', '01/11']",01/11 14:00,330,10,NIL,4000,1,NIL,1200,5,22,19,1016,83,NIL,NIL,NIL,NIL,,,NIL,
"['14:22', '01/11']",01/11 14:22,350,8,NIL,9000,NIL,NIL,8000,5,24,21,1016,83,NIL,NIL,NIL,NIL,,,NIL,
"['15:00', '01/11']",01/11 15:00,230,7,NIL,9999,NIL,NIL,1400,5,24,20,1015,78,NIL,NIL,NIL,NIL,,,NIL,
"['16:00', '01/11']",01/11 16:00,60,6,NIL,9000,1,1,8000,5,22,19,1014,83,NIL,NIL,NIL,NIL,,,NIL,
"['16:19', '01/11']",01/11 16:19,140,5,NIL,2000,1,1,800,5,21,19,1014,88,NIL,NIL,NIL,NIL,,,NIL,
"['16:39', '01/11']",01/11 16:39,150,7,NIL,4000,1,1,800,5,21,20,1014,94,NIL,NIL,NIL,NIL,,,NIL,
"['17:00', '01/11']",01/11 17:00,120,4,NIL,4000,1,1,1300,5,21,19,1014,88,NIL,NIL,NIL,NIL,,,120,
"['17:14', '01/11']",01/11 17:14,130,6,NIL,8000,NIL,1,2000,5,22,20,1013,88,NIL,NIL,NIL,NIL,,,NIL,
"['18:00', '01/11']",01/11 18:00,130,6,NIL,8000,NIL,1,3000,5,22,20,1012,88,NIL,NIL,NIL,NIL,,,NIL,
"['18:12', '01/11']",01/11 18:12,340,11,NIL,4000,1,1,2500,5,22,20,1013,88,NIL,NIL,NIL,NIL,,,NIL,
"['18:31', '01/11']",01/11 18:31,310,10,25,2000,1,1,2500,5,20,17,1013,83,NIL,NIL,NIL,NIL,,,NIL,
"['19:00', '01/11']",01/11 19:00,350,10,NIL,3000,1,1,3000,5,19,17,1013,88,NIL,NIL,NIL,NIL,,,NIL,
"['19:21', '01/11']",01/11 19:21,20,7,NIL,3000,1,1,300,5,19,17,1013,88,NIL,NIL,NIL,NIL,,,NIL,
"['19:35', '01/11']",01/11 19:35,40,10,NIL,3000,1,1,1200,5,19,18,1013,94,NIL,NIL,NIL,NIL,,,NIL,
"['20:00', '01/11']",01/11 20:00,60,5,NIL,3000,1,1,3000,5,19,18,1013,94,NIL,NIL,NIL,1,,,NIL,
"['21:00', '01/11']",01/11 21:00,30,7,NIL,3000,NIL,1,2500,5,20,18,1013,88,NIL,NIL,1,NIL,,,NIL,
"['22:00', '01/11']",01/11 22:00,120,5,NIL,1500,1,1,200,8,19,18,1014,94,NIL,NIL,1,NIL,,,NIL,
"['22:10', '01/11']",01/11 22:10,180,6,NIL,300,1,1,200,8,19,18,1015,94,NIL,NIL,1,NIL,,,NIL,
"['22:27', '01/11']",01/11 22:27,180,11,NIL,3000,1,1,200,8,19,18,1015,94,NIL,NIL,1,NIL,,,NIL,
"['23:00', '01/11']",01/11 23:00,150,9,NIL,8000,1,1,1200,5,19,17,1015,88,NIL,NIL,NIL,NIL,,,NIL,
"['00:00', '02/11']",02/11 00:00,180,7,NIL,3000,1,1,300,5,18,17,1015,94,NIL,NIL,NIL,NIL,,,NIL,
"['01:00', '02/11']",02/11 01:00,50,5,,7000,1,1,NIL,3,18,17,1016,94,,,NIL,NIL,,,,
"['02:00', '02/11']",02/11 02:00,10,5,,9999,NIL,NIL,NIL,3,18,17,1015,94,,,NIL,NIL,,,,
"['03:00', '02/11']",02/11 03:00,340,5,,4000,1,NIL,200,5,18,17,1015,94,,,NIL,NIL,,,,
"['03:28', '02/11']",02/11 03:28,220,2,,200,NIL,NIL,NIL,NIL,18,17,1014,94,,,1,NIL,,,,
"['04:00', '02/11']",02/11 04:00,160,3,,100,NIL,NIL,NIL,NIL,18,17,1014,94,,,1,NIL,,,,
"['05:00', '02/11']",02/11 05:00,150,2,,200,NIL,NIL,NIL,NIL,18,17,1014,94,,,1,NIL,,,,
"['06:00', '02/11']",02/11 06:00,0,0,,900,NIL,NIL,NIL,NIL,18,17,1014,94,,,1,NIL,,,,
"['07:00', '02/11']",02/11 07:00,310,4,,900,NIL,NIL,NIL,NIL,18,17,1014,94,,,1,NIL,,,,
"['08:00', '02/11']",02/11 08:00,240,2,,500,NIL,NIL,NIL,NIL,18,17,1014,94,,,1,NIL,,,,
"['09:00', '02/11']",02/11 09:00,340,3,,900,NIL,NIL,NIL,NIL,19,18,1015,94,,,1,NIL,,,,
"['09:37', '02/11']",02/11 09:37,300,2,,600,NIL,NIL,NIL,NIL,19,18,1015,94,,,1,NIL,,,,
"['10:00', '02/11']",02/11 10:00,290,2,,700,NIL,NIL,NIL,NIL,19,18,1015,94,,,1,NIL,,,,
"['10:16', '02/11']",02/11 10:16,310,3,,800,NIL,NIL,NIL,NIL,19,18,1016,94,,,1,NIL,,,,
"['11:00', '02/11']",02/11 11:00,360,2,,2000,NIL,NIL,200,8,20,18,1016,88,,,NIL,1,,,,
"['11:41', '02/11']",02/11 11:41,120,2,,3000,NIL,NIL,400,5,21,18,1016,83,,,NIL,1,,,,
"['12:00', '02/11']",02/11 12:00,200,2,,5000,NIL,NIL,400,5,22,18,1017,78,,,NIL,1,,,,
"['13:00', '02/11']",02/11 13:00,180,2,,9999,NIL,NIL,3000,5,22,19,1017,83,,,NIL,NIL,,,,
"['13:03', '02/11']",02/11 13:03,170,3,,9999,NIL,NIL,800,5,22,19,1016,83,,,NIL,NIL,,,,
"['14:00', '02/11']",02/11 14:00,70,3,,9999,NIL,NIL,800,5,22,19,1016,83,,,NIL,NIL,,,,
"['15:00', '02/11']",02/11 15:00,20,3,,9999,NIL,NIL,2000,5,24,19,1015,74,,,NIL,NIL,,,,
"['16:00', '02/11']",02/11 16:00,200,8,,9999,NIL,NIL,2000,5,25,19,1014,69,,,NIL,NIL,,,,
"['17:00', '02/11']",02/11 17:00,210,9,,9999,NIL,NIL,10000,5,26,18,1013,61,,,NIL,NIL,,,,
"['18:00', '02/11']",02/11 18:00,240,6,,9999,NIL,NIL,NIL,3,26,18,1012,61,,,NIL,NIL,,,,
