validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_rajada,vnt_vrb,vis,vis_setor,vis_setor_dir,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,nevoeiro,pancada,nevoa_umida,nevoa_seca,fumaca,chuvisco
"['19:20', '17/12']",17/12 19:20,40,11,,45,1000,NIL,NIL,1,1,3000,5,21,19,1014,88,,1,,,,
"['20:00', '17/12']",17/12 20:00,90,5,,NIL,5000,NIL,NIL,1,1,2000,5,21,20,1014,94,,1,,,,
"['21:00', '17/12']",17/12 21:00,330,3,,330,9000,NIL,NIL,1,1,10000,5,21,20,1015,94,,NIL,,,,
"['22:00', '17/12']",17/12 22:00,VRB,2,,NIL,9000,NIL,NIL,1,NIL,9000,5,21,20,1016,94,,NIL,,,,
"['23:00', '17/12']",17/12 23:00,210,4,,NIL,9000,NIL,NIL,1,NIL,9000,8,21,20,1017,94,,NIL,,,,
"['00:00', '18/12']",18/12 00:00,190,5,,NIL,9000,NIL,NIL,1,NIL,9000,8,21,20,1018,94,,NIL,,,,
"['01:00', '18/12']",18/12 01:00,210,4,,,9000,,,1,NIL,10000,5,20,19,1018,94,,,,,,
"['02:00', '18/12']",18/12 02:00,200,4,,,9000,,,1,NIL,8000,8,20,19,1018,94,,,,,,
"['03:00', '18/12']",18/12 03:00,VRB,1,,,9000,,,1,NIL,9000,8,20,19,1018,94,,,,,,
"['04:00', '18/12']",18/12 04:00,270,2,,,9000,,,1,NIL,7000,8,20,20,1018,100,,,,,,
"['05:00', '18/12']",18/12 05:00,300,4,,,9999,,,NIL,NIL,700,8,20,20,1017,100,,,,,,
"['06:00', '18/12']",18/12 06:00,VRB,2,,,9999,,,NIL,NIL,1000,8,20,19,1016,94,,,,,,
"['07:00', '18/12']",18/12 07:00,200,3,,,9999,,,NIL,NIL,8000,8,20,19,1016,94,,,,,,
"['08:00', '18/12']",18/12 08:00,180,3,,,9000,,,1,NIL,8000,8,20,19,1016,94,,,,,,
"['09:00', '18/12']",18/12 09:00,170,4,,,9000,,,1,NIL,9000,5,19,18,1016,94,,,,,,
"['10:00', '18/12']",18/12 10:00,80,4,,,9000,,,1,NIL,9000,5,20,18,1017,88,,,,,,
"['11:00', '18/12']",18/12 11:00,70,4,,,9000,,,1,NIL,8000,5,20,19,1018,94,,,,,,
"['12:00', '18/12']",18/12 12:00,100,3,,,9999,,,NIL,NIL,8000,5,21,21,1019,100,,,,,,
"['13:00', '18/12']",18/12 13:00,100,5,,,9999,,,NIL,NIL,9000,5,22,20,1019,88,,,,,,
"['14:00', '18/12']",18/12 14:00,90,7,,,9999,,,NIL,NIL,9000,5,23,20,1019,83,,,,,,
"['15:00', '18/12']",18/12 15:00,70,7,,,9999,,,NIL,NIL,1600,5,24,20,1018,78,,,,,,
"['16:00', '18/12']",18/12 16:00,100,5,,,9999,,,NIL,NIL,2000,5,25,19,1017,69,,,,,,
"['17:00', '18/12']",18/12 17:00,30,5,,,9999,,,NIL,NIL,3000,5,26,19,1016,65,,,,,,
"['18:00', '18/12']",18/12 18:00,90,2,,,9999,,,NIL,NIL,NIL,3,27,18,1014,58,,,,,,
"['19:00', '18/12']",18/12 19:00,300,2,,,9999,,,NIL,NIL,NIL,3,27,18,1014,58,,,,,,
"['20:00', '18/12']",18/12 20:00,330,4,,,9999,,,NIL,NIL,10000,5,25,18,1014,65,,,,,,
"['21:00', '18/12']",18/12 21:00,340,4,,,9999,,,NIL,1,10000,5,24,19,1014,74,,,,,,
"['22:00', '18/12']",18/12 22:00,50,3,,,9999,,,NIL,1,10000,5,24,20,1015,78,,,,,,
"['23:00', '18/12']",18/12 23:00,60,4,,,9999,,,NIL,1,NIL,3,23,20,1016,83,,,,,,
"['00:00', '19/12']",19/12 00:00,350,5,,,9999,,,NIL,NIL,NIL,3,23,19,1017,78,,,,,,
"['01:00', '19/12']",19/12 01:00,310,6,,320,9999,NIL,NIL,NIL,NIL,NIL,3,22,20,1017,88,,,,,,
"['02:00', '19/12']",19/12 02:00,240,5,,NIL,9999,NIL,NIL,NIL,NIL,NIL,3,22,20,1018,88,,,,,,
"['03:00', '19/12']",19/12 03:00,190,4,,NIL,9000,NIL,NIL,1,NIL,8000,5,22,20,1017,88,,,,,,
"['04:00', '19/12']",19/12 04:00,160,5,,NIL,9000,NIL,NIL,1,NIL,8000,5,21,20,1016,94,,,,,,
"['05:00', '19/12']",19/12 05:00,VRB,2,,NIL,9999,NIL,NIL,NIL,NIL,8000,5,21,20,1015,94,,,,,,
"['06:00', '19/12']",19/12 06:00,180,3,,NIL,9999,NIL,NIL,NIL,NIL,8000,5,21,20,1015,94,,,,,,
"['07:00', '19/12']",19/12 07:00,210,30,,NIL,9999,NIL,NIL,NIL,NIL,8000,5,21,20,1015,94,,,,,,
"['08:00', '19/12']",19/12 08:00,320,2,,NIL,9999,NIL,NIL,NIL,NIL,8000,5,20,20,1015,100,,,,,,
"['09:00', '19/12']",19/12 09:00,200,2,,NIL,9999,NIL,NIL,NIL,NIL,4000,5,21,20,1016,94,,,,,,
"['10:00', '19/12']",19/12 10:00,170,3,,NIL,9999,NIL,NIL,NIL,NIL,4000,5,21,20,1016,94,,,,,,
"['11:00', '19/12']",19/12 11:00,180,2,,NIL,8000,NIL,NIL,1,NIL,4000,5,21,20,1017,94,,,,,,
"['12:00', '19/12']",19/12 12:00,250,5,,NIL,9999,NIL,NIL,NIL,NIL,4000,5,22,20,1018,88,,,,,,
"['13:00', '19/12']",19/12 13:00,240,5,,NIL,9999,NIL,NIL,NIL,NIL,4000,5,24,19,1018,74,,,,,,
"['14:00', '19/12']",19/12 14:00,250,6,,NIL,9999,NIL,NIL,NIL,NIL,4000,5,26,19,1017,65,,,,,,
"['15:00', '19/12']",19/12 15:00,330,6,,NIL,9999,NIL,NIL,NIL,NIL,3000,5,27,18,1016,58,,,,,,
"['16:00', '19/12']",19/12 16:00,260,6,,NIL,9999,NIL,NIL,NIL,NIL,3000,5,27,19,1015,62,,,,,,
"['17:00', '19/12']",19/12 17:00,340,5,,NIL,9999,NIL,NIL,1,NIL,3000,5,26,18,1014,61,,,,,,
"['18:00', '19/12']",19/12 18:00,VRB,4,,NIL,5000,NIL,NIL,1,NIL,3000,5,26,20,1013,70,,,,,,
"['19:00', '19/12']",19/12 19:00,30,9,,210,8000,3000,90,1,NIL,3000,5,23,20,1013,83,,,,,,
"['19:44', '19/12']",19/12 19:44,VRB,3,,NIL,3000,NIL,NIL,1,1,2000,5,22,20,1013,88,,,,,,
"['20:00', '19/12']",19/12 20:00,270,4,,250,8000,3000,0,1,1,10000,5,21,20,1013,94,,,,,,
"['20:03', '19/12']",19/12 20:03,300,7,,NIL,3000,NIL,NIL,1,1,2000,5,21,21,1013,100,,,,,,
"['20:31', '19/12']",19/12 20:31,340,4,,NIL,8000,NIL,NIL,NIL,1,8000,5,21,20,1014,94,,,,,,
"['21:00', '19/12']",19/12 21:00,60,3,,235,9999,NIL,NIL,NIL,1,2000,5,22,21,1014,94,,,,,,
"['22:00', '19/12']",19/12 22:00,320,7,,NIL,9999,NIL,NIL,NIL,1,1000,5,21,21,1015,100,,,,,,
"['23:00', '19/12']",19/12 23:00,310,8,,NIL,7000,NIL,NIL,1,1,1000,5,20,20,1016,100,,,,,,
"['00:00', '20/12']",20/12 00:00,340,7,,NIL,9999,NIL,NIL,1,NIL,8000,5,20,20,1016,100,,,,,,
"['01:00', '20/12']",20/12 01:00,290,5,,NIL,8000,,,1,NIL,1700,5,20,20,1017,100,,NIL,,,,
"['02:00', '20/12']",20/12 02:00,250,3,,NIL,8000,,,1,NIL,2000,5,20,20,1017,100,,NIL,,,,
"['03:00', '20/12']",20/12 03:00,70,3,,NIL,6000,,,1,NIL,2500,5,20,20,1016,100,,NIL,,,,
"['04:00', '20/12']",20/12 04:00,40,2,,NIL,7000,,,1,NIL,2500,5,20,20,1016,100,,NIL,,,,
"['05:00', '20/12']",20/12 05:00,300,6,,NIL,8000,,,1,NIL,1300,5,20,20,1015,100,,NIL,,,,
"['06:00', '20/12']",20/12 06:00,270,4,,NIL,9999,,,NIL,NIL,8000,5,20,19,1014,94,,NIL,,,,
"['07:00', '20/12']",20/12 07:00,260,3,,NIL,9999,,,NIL,NIL,8000,5,19,19,1014,100,,NIL,,,,
"['08:00', '20/12']",20/12 08:00,70,5,,NIL,9999,,,NIL,NIL,8000,5,20,19,1014,94,,NIL,,,,
"['09:00', '20/12']",20/12 09:00,350,2,,NIL,9999,,,NIL,NIL,1000,5,20,19,1015,94,,NIL,,,,
"['10:00', '20/12']",20/12 10:00,300,3,,NIL,9999,,,NIL,NIL,1300,5,20,20,1016,100,,NIL,,,,
"['11:00', '20/12']",20/12 11:00,350,2,,NIL,9999,,,NIL,NIL,1100,5,22,19,1016,83,,NIL,,,,
"['12:00', '20/12']",20/12 12:00,230,3,,NIL,9999,,,NIL,NIL,1500,5,23,19,1016,78,,NIL,,,,
"['13:00', '20/12']",20/12 13:00,350,3,,NIL,9999,,,NIL,NIL,2000,5,24,19,1016,74,,NIL,,,,
"['14:00', '20/12']",20/12 14:00,280,2,,NIL,9999,,,NIL,NIL,2000,5,25,19,1016,69,,NIL,,,,
"['15:00', '20/12']",20/12 15:00,260,3,,NIL,9999,,,NIL,NIL,3000,5,27,18,1015,58,,NIL,,,,
"['16:00', '20/12']",20/12 16:00,10,6,,NIL,9999,,,NIL,NIL,3000,5,27,20,1014,66,,NIL,,,,
"['17:00', '20/12']",20/12 17:00,350,8,,NIL,9999,,,NIL,NIL,3000,5,26,20,1013,70,,NIL,,,,
"['18:00', '20/12']",20/12 18:00,290,4,,290,9999,,,NIL,NIL,3000,5,28,20,1013,62,,NIL,,,,
"['18:25', '20/12']",20/12 18:25,VRB,6,,NIL,3000,,,1,NIL,3000,5,27,19,1012,62,,1,,,,
"['19:00', '20/12']",20/12 19:00,290,12,,NIL,3500,,,1,1,3000,5,23,20,1012,83,,NIL,,,,
"['20:00', '20/12']",20/12 20:00,300,10,,NIL,4000,,,1,1,4000,5,22,21,1012,94,,NIL,,,,
"['20:05', '20/12']",20/12 20:05,290,10,,NIL,4000,,,1,1,1100,5,22,20,1012,88,,NIL,,,,
"['20:18', '20/12']",20/12 20:18,180,7,,200,3000,,,1,1,1100,5,22,20,1013,88,,NIL,,,,
"['20:30', '20/12']",20/12 20:30,140,8,,NIL,3000,,,1,1,1100,5,22,20,1012,88,,NIL,,,,
"['21:00', '20/12']",20/12 21:00,140,10,,NIL,2000,,,1,1,1200,8,20,20,1012,100,,NIL,,,,
"['21:28', '20/12']",20/12 21:28,130,5,,NIL,4000,,,1,1,1200,8,20,20,1013,100,,NIL,,,,
"['22:00', '20/12']",20/12 22:00,320,5,,NIL,5000,,,1,1,900,8,21,20,1013,94,,NIL,,,,
"['23:00', '20/12']",20/12 23:00,60,5,,NIL,8000,,,NIL,1,3000,5,21,20,1013,94,,NIL,,,,
"['23:37', '20/12']",20/12 23:37,80,4,,NIL,9999,,,NIL,NIL,500,5,21,20,1014,94,,NIL,,,,
"['00:00', '21/12']",21/12 00:00,VRB,2,,NIL,9999,,,NIL,NIL,500,5,21,20,1014,94,,NIL,,,,
"['00:13', '21/12']",21/12 00:13,250,3,,NIL,9999,,,NIL,NIL,NIL,3,21,20,1014,94,,NIL,,,,
"['01:00', '21/12']",21/12 01:00,20,6,,200,9999,,,NIL,NIL,400,5,20,20,1015,100,,,,,,
"['02:00', '21/12']",21/12 02:00,VRB,2,,NIL,9999,,,NIL,NIL,1300,5,21,20,1016,94,,,,,,
"['02:17', '21/12']",21/12 02:17,280,3,,NIL,9999,,,NIL,NIL,10000,5,21,20,1015,94,,,,,,
"['03:00', '21/12']",21/12 03:00,190,3,,215,9999,,,NIL,NIL,10000,5,21,20,1015,94,,,,,,
"['04:00', '21/12']",21/12 04:00,70,2,,NIL,9999,,,NIL,NIL,NIL,3,20,20,1014,100,,,,,,
"['05:00', '21/12']",21/12 05:00,130,2,,NIL,9999,,,NIL,NIL,1300,5,21,20,1014,94,,,,,,
"['06:00', '21/12']",21/12 06:00,0,0,,NIL,9999,,,NIL,NIL,1300,5,20,19,1014,94,,,,,,
"['07:00', '21/12']",21/12 07:00,VRB,2,,NIL,9999,,,NIL,NIL,1300,5,20,20,1013,100,,,,,,
"['08:00', '21/12']",21/12 08:00,330,3,,330,9999,,,NIL,NIL,1300,5,20,19,1014,94,,,,,,
"['09:00', '21/12']",21/12 09:00,VRB,1,,NIL,9999,,,NIL,NIL,10000,5,20,19,1014,94,,,,,,
"['10:00', '21/12']",21/12 10:00,VRB,2,,NIL,9999,,,NIL,NIL,NIL,3,21,19,1014,88,,,,,,
"['10:40', '21/12']",21/12 10:40,70,4,,195,9999,,,NIL,NIL,900,5,21,19,1015,88,,,,,,
"['11:00', '21/12']",21/12 11:00,70,3,,70,9999,,,NIL,NIL,900,5,22,19,1015,83,,,,,,
"['12:00', '21/12']",21/12 12:00,VRB,4,,NIL,9999,,,NIL,NIL,1300,5,24,19,1015,74,,,,,,
"['13:00', '21/12']",21/12 13:00,VRB,5,,NIL,9999,,,NIL,NIL,2000,5,25,19,1015,69,,,,,,
"['14:00', '21/12']",21/12 14:00,100,7,,120,9999,,,NIL,NIL,2500,5,25,18,1015,65,,,,,,
"['15:00', '21/12']",21/12 15:00,VRB,3,,NIL,9999,,,NIL,NIL,NIL,3,27,18,1015,58,,,,,,
"['16:00', '21/12']",21/12 16:00,VRB,3,,NIL,9999,,,NIL,NIL,NIL,3,28,18,1014,55,,,,,,
"['17:00', '21/12']",21/12 17:00,100,13,,NIL,9999,,,NIL,NIL,3500,5,27,20,1013,66,,,,,,
"['18:00', '21/12']",21/12 18:00,130,12,,130,9999,,,NIL,NIL,3500,5,27,19,1012,62,,,,,,
"['18:25', '21/12']",21/12 18:25,120,7,,115,9999,,,NIL,1,3500,5,27,20,1012,66,,,,,,
"['19:00', '21/12']",21/12 19:00,290,5,,295,9000,,,1,1,3500,5,23,21,1012,89,,,,,,
"['20:00', '21/12']",21/12 20:00,60,9,,NIL,9999,,,NIL,1,3500,5,25,20,1012,74,,,,,,
"['21:00', '21/12']",21/12 21:00,30,5,,NIL,9999,,,NIL,1,3000,5,24,20,1012,78,,,,,,
"['22:00', '21/12']",21/12 22:00,VRB,2,,NIL,9999,,,NIL,1,9000,5,23,21,1013,89,,,,,,
"['23:00', '21/12']",21/12 23:00,330,4,,150,9999,,,NIL,NIL,1000,5,23,20,1014,83,,,,,,
"['23:20', '21/12']",21/12 23:20,VRB,2,,NIL,9999,,,NIL,NIL,9000,5,22,21,1014,94,,,,,,
"['00:00', '22/12']",22/12 00:00,VRB,2,,NIL,9999,,,NIL,NIL,8000,5,22,20,1015,88,,,,,,
"['01:00', '22/12']",22/12 01:00,330,3,,185,9999,,,,,8000,5,22,21,1015,94,,,,,,
"['02:00', '22/12']",22/12 02:00,VRB,2,,NIL,9999,,,,,8000,5,22,20,1015,88,,,,,,
"['03:00', '22/12']",22/12 03:00,320,2,,NIL,9999,,,,,8000,5,22,20,1015,88,,,,,,
"['04:00', '22/12']",22/12 04:00,330,3,,NIL,9999,,,,,8000,5,21,20,1014,94,,,,,,
"['05:00', '22/12']",22/12 05:00,310,3,,NIL,9999,,,,,8000,5,20,20,1015,100,,,,,,
"['06:00', '22/12']",22/12 06:00,350,3,,NIL,9999,,,,,8000,5,20,19,1014,94,,,,,,
"['07:00', '22/12']",22/12 07:00,320,3,,NIL,9999,,,,,8000,5,20,19,1014,94,,,,,,
"['08:00', '22/12']",22/12 08:00,260,1,,NIL,9999,,,,,8000,5,20,19,1014,94,,,,,,
"['09:00', '22/12']",22/12 09:00,30,2,,NIL,9999,,,,,8000,5,20,19,1015,94,,,,,,
"['10:00', '22/12']",22/12 10:00,300,3,,NIL,9999,,,,,8000,5,22,20,1016,88,,,,,,
"['11:00', '22/12']",22/12 11:00,320,4,,NIL,9999,,,,,1300,5,23,20,1016,83,,,,,,
"['12:00', '22/12']",22/12 12:00,330,4,,150,9999,,,,,1600,5,24,20,1016,78,,,,,,
"['13:00', '22/12']",22/12 13:00,340,7,,145,9999,,,,,2500,5,25,19,1016,69,,,,,,
"['14:00', '22/12']",22/12 14:00,330,5,,NIL,9999,,,,,3000,5,26,19,1016,65,,,,,,
"['15:00', '22/12']",22/12 15:00,350,10,,NIL,9999,,,,,3000,5,26,19,1016,65,,,,,,
"['16:00', '22/12']",22/12 16:00,320,11,,NIL,9999,,,,,3000,5,27,22,1015,74,,,,,,
"['17:00', '22/12']",22/12 17:00,350,11,,175,9999,,,,,3000,5,27,20,1014,66,,,,,,
"['18:00', '22/12']",22/12 18:00,350,10,,170,9999,,,,,3000,5,27,19,1013,62,,,,,,
"['19:00', '22/12']",22/12 19:00,330,10,,195,9999,,,,,3000,5,26,20,1012,70,,,,,,
"['20:00', '22/12']",22/12 20:00,300,9,,NIL,9999,,,,,8000,5,27,20,1012,66,,,,,,
"['21:00', '22/12']",22/12 21:00,310,6,,295,9999,,,,,9000,5,26,19,1012,65,,,,,,
"['22:00', '22/12']",22/12 22:00,320,6,,NIL,9999,,,,,9000,5,25,20,1013,74,,,,,,
"['23:00', '22/12']",22/12 23:00,310,6,,NIL,9999,,,,,9000,5,24,20,1015,78,,,,,,
"['00:00', '23/12']",23/12 00:00,310,8,,300,9999,,,,,9000,5,24,20,1016,78,,,,,,
"['01:00', '23/12']",23/12 01:00,310,3,,NIL,9999,NIL,NIL,NIL,NIL,9000,5,23,20,1015,83,,,,,,
"['02:00', '23/12']",23/12 02:00,360,5,,170,9999,NIL,NIL,NIL,NIL,NIL,3,22,20,1015,88,,,,,,
"['03:00', '23/12']",23/12 03:00,300,5,,290,9999,NIL,NIL,NIL,NIL,1200,5,22,20,1016,88,,,,,,
"['04:00', '23/12']",23/12 04:00,300,8,,NIL,9999,NIL,NIL,NIL,NIL,1300,5,22,20,1015,88,,,,,,
"['05:00', '23/12']",23/12 05:00,320,4,,NIL,9999,NIL,NIL,NIL,NIL,1300,5,22,20,1014,88,,,,,,
"['06:00', '23/12']",23/12 06:00,300,3,,NIL,9999,NIL,NIL,NIL,NIL,8000,5,21,20,1014,94,,,,,,
"['07:00', '23/12']",23/12 07:00,320,9,,NIL,9999,NIL,NIL,NIL,NIL,8000,5,21,19,1014,88,,,,,,
"['08:00', '23/12']",23/12 08:00,310,6,,NIL,9999,NIL,NIL,NIL,NIL,1300,5,21,19,1014,88,,,,,,
"['09:00', '23/12']",23/12 09:00,300,8,,NIL,9999,NIL,NIL,NIL,NIL,1400,5,21,19,1014,88,,,,,,
"['10:00', '23/12']",23/12 10:00,320,8,,NIL,9999,NIL,NIL,NIL,NIL,1400,5,22,20,1015,88,,,,,,
"['10:18', '23/12']",23/12 10:18,300,5,,NIL,9999,NIL,NIL,NIL,NIL,1500,5,22,20,1015,88,,,,,,
"['11:00', '23/12']",23/12 11:00,330,9,,NIL,9999,NIL,NIL,NIL,NIL,1700,5,23,20,1015,83,,,,,,
"['12:00', '23/12']",23/12 12:00,330,8,,NIL,9999,NIL,NIL,NIL,NIL,1700,5,23,19,1015,78,,,,,,
"['13:00', '23/12']",23/12 13:00,290,9,,NIL,9999,NIL,NIL,NIL,NIL,2500,5,24,20,1016,78,,,,,,
"['14:00', '23/12']",23/12 14:00,280,10,,NIL,9999,NIL,NIL,NIL,NIL,2500,5,26,19,1015,65,,,,,,
"['15:00', '23/12']",23/12 15:00,300,7,,NIL,9999,NIL,NIL,NIL,NIL,3000,5,27,20,1014,66,,,,,,
"['16:00', '23/12']",23/12 16:00,290,8,,NIL,9999,NIL,NIL,NIL,NIL,3000,5,27,19,1013,62,,,,,,
"['17:00', '23/12']",23/12 17:00,330,13,,NIL,9999,NIL,NIL,NIL,NIL,3000,5,26,21,1012,74,,,,,,
"['18:00', '23/12']",23/12 18:00,280,9,,NIL,9999,NIL,NIL,NIL,NIL,3000,5,27,20,1012,66,,,,,,
"['19:00', '23/12']",23/12 19:00,320,10,,NIL,9999,NIL,NIL,NIL,NIL,3000,5,26,20,1011,70,,,,,,
"['20:00', '23/12']",23/12 20:00,330,9,,NIL,9999,NIL,NIL,NIL,NIL,8000,5,24,20,1011,78,,,,,,
"['21:00', '23/12']",23/12 21:00,330,7,,NIL,9999,NIL,NIL,NIL,NIL,8000,5,24,21,1011,83,,,,,,
"['22:00', '23/12']",23/12 22:00,340,6,,NIL,9999,NIL,NIL,NIL,1,8000,5,24,21,1013,83,,,,,,
"['23:00', '23/12']",23/12 23:00,280,2,,NIL,9999,NIL,NIL,1,1,8000,5,22,21,1014,94,,,,,,
"['23:18', '23/12']",23/12 23:18,160,9,,NIL,8000,2500,180,1,1,1500,5,20,20,1014,100,,,,,,
"['00:00', '24/12']",24/12 00:00,150,3,,NIL,8000,NIL,NIL,1,1,1000,5,20,19,1014,94,,,,,,
"['01:00', '24/12']",24/12 01:00,330,4,,NIL,8000,NIL,NIL,1,1,1000,5,20,20,1014,100,,,,,,
"['02:00', '24/12']",24/12 02:00,260,2,,NIL,9999,NIL,NIL,NIL,NIL,2000,5,20,20,1014,100,,,,,,
"['03:00', '24/12']",24/12 03:00,120,5,,130,9999,NIL,NIL,NIL,NIL,2000,5,20,20,1013,100,,,,,,
"['03:10', '24/12']",24/12 03:10,170,5,,165,8000,NIL,NIL,1,NIL,800,5,20,20,1013,100,,,,,,
"['04:00', '24/12']",24/12 04:00,180,6,,NIL,8000,NIL,NIL,1,NIL,1000,5,20,19,1013,94,,,,,,
"['05:00', '24/12']",24/12 05:00,280,2,,NIL,9999,NIL,NIL,NIL,NIL,4500,5,20,20,1012,100,,,,,,
"['06:00', '24/12']",24/12 06:00,VRB,2,,NIL,9999,NIL,NIL,NIL,NIL,4500,5,20,19,1011,94,,,,,,
"['06:30', '24/12']",24/12 06:30,200,4,,NIL,9999,NIL,NIL,NIL,NIL,1000,5,20,19,1011,94,,,,,,
"['07:00', '24/12']",24/12 07:00,200,4,,NIL,9999,NIL,NIL,NIL,NIL,1100,5,20,20,1011,100,,,,,,
"['08:00', '24/12']",24/12 08:00,210,6,,NIL,9999,NIL,NIL,NIL,NIL,8000,5,20,19,1012,94,,,,,,
"['09:00', '24/12']",24/12 09:00,180,3,,NIL,6000,NIL,NIL,NIL,NIL,8000,8,20,19,1012,94,,,,,,
"['09:25', '24/12']",24/12 09:25,130,4,,NIL,9999,NIL,NIL,NIL,NIL,800,8,20,19,1012,94,,,,,,
"['10:00', '24/12']",24/12 10:00,130,4,,NIL,9999,NIL,NIL,1,NIL,800,8,20,19,1013,94,,,,,,
"['11:00', '24/12']",24/12 11:00,70,6,,NIL,9999,1000,90,1,NIL,800,8,20,19,1013,94,,,,,,
"['12:00', '24/12']",24/12 12:00,60,9,,NIL,9999,NIL,NIL,1,NIL,800,8,20,19,1013,94,,,,,,
"['13:00', '24/12']",24/12 13:00,70,7,,NIL,9999,NIL,NIL,1,NIL,900,8,20,19,1014,94,,,,,,
"['14:00', '24/12']",24/12 14:00,70,5,,NIL,5000,NIL,NIL,1,NIL,900,8,20,19,1014,94,,,,,,
"['15:00', '24/12']",24/12 15:00,40,4,,NIL,9999,NIL,NIL,NIL,NIL,1000,8,19,18,1014,94,,,,,,
"['16:00', '24/12']",24/12 16:00,90,7,,NIL,9999,NIL,NIL,NIL,NIL,8000,8,20,19,1013,94,,,,,,
"['17:00', '24/12']",24/12 17:00,70,8,,NIL,9999,NIL,NIL,NIL,NIL,3000,8,21,18,1012,83,,,,,,
"['18:00', '24/12']",24/12 18:00,50,3,,NIL,9999,NIL,NIL,NIL,NIL,10000,8,21,18,1011,83,,,,,,
"['19:00', '24/12']",24/12 19:00,VRB,2,,NIL,9999,NIL,NIL,NIL,NIL,10000,8,21,17,1011,78,,,,,,
"['19:43', '24/12']",24/12 19:43,120,3,,NIL,7000,NIL,NIL,1,NIL,10000,8,21,18,1011,83,,,,,,
"['20:00', '24/12']",24/12 20:00,70,6,,70,7000,NIL,NIL,1,NIL,10000,8,20,17,1011,83,,,,,,
"['21:00', '24/12']",24/12 21:00,70,7,,NIL,9999,NIL,NIL,1,NIL,10000,5,19,17,1011,88,,,,,,
"['22:00', '24/12']",24/12 22:00,40,3,,45,9999,NIL,NIL,NIL,NIL,10000,5,19,17,1012,88,,,,,,
"['23:00', '24/12']",24/12 23:00,70,4,,NIL,9999,NIL,NIL,NIL,NIL,10000,5,19,16,1012,83,,,,,,
"['00:00', '25/12']",25/12 00:00,110,3,,NIL,9999,NIL,NIL,NIL,NIL,NIL,3,19,16,1013,83,,,,,,
"['01:00', '25/12']",25/12 01:00,120,3,,NIL,9999,,,,,NIL,NIL,19,16,1013,83,NIL,,,,,
"['02:00', '25/12']",25/12 02:00,190,3,,185,9999,,,,,NIL,NIL,18,17,1013,94,NIL,,,,,
"['03:00', '25/12']",25/12 03:00,170,2,,NIL,9999,,,,,NIL,NIL,16,16,1013,100,NIL,,,,,
"['04:00', '25/12']",25/12 04:00,200,3,,NIL,9999,,,,,NIL,2,17,16,1013,94,NIL,,,,,
"['05:00', '25/12']",25/12 05:00,310,2,,NIL,9999,,,,,NIL,2,16,15,1013,94,NIL,,,,,
"['06:00', '25/12']",25/12 06:00,200,3,,NIL,9999,,,,,700,5,17,16,1013,94,NIL,,,,,
"['07:00', '25/12']",25/12 07:00,200,3,,NIL,9999,,,,,900,5,16,16,1013,100,NIL,,,,,
"['08:00', '25/12']",25/12 08:00,0,0,,NIL,9999,,,,,500,5,16,15,1013,94,NIL,,,,,
"['09:00', '25/12']",25/12 09:00,0,0,,NIL,9999,,,,,700,5,17,16,1013,94,NIL,,,,,
"['10:00', '25/12']",25/12 10:00,VRB,2,,NIL,6000,,,,,700,5,18,17,1014,94,1,,,,,
"['10:20', '25/12']",25/12 10:20,VRB,2,,NIL,8000,,,,,300,5,19,17,1014,88,1,,,,,
"['11:00', '25/12']",25/12 11:00,VRB,2,,NIL,9999,,,,,600,5,19,18,1014,94,NIL,,,,,
"['12:00', '25/12']",25/12 12:00,80,7,,NIL,9999,,,,,NIL,2,20,17,1015,83,NIL,,,,,
"['13:00', '25/12']",25/12 13:00,100,8,,NIL,9999,,,,,NIL,3,23,17,1015,69,NIL,,,,,
"['14:00', '25/12']",25/12 14:00,100,11,,NIL,9999,,,,,NIL,3,24,17,1015,65,NIL,,,,,
"['15:00', '25/12']",25/12 15:00,120,9,,110,9999,,,,,3500,5,25,16,1014,57,NIL,,,,,
"['16:00', '25/12']",25/12 16:00,110,7,,105,9999,,,,,3500,5,25,17,1014,61,NIL,,,,,
"['17:00', '25/12']",25/12 17:00,80,8,,80,9999,,,,,4000,5,25,16,1013,57,NIL,,,,,
"['18:00', '25/12']",25/12 18:00,120,7,,NIL,9999,,,,,4000,5,25,16,1013,57,NIL,,,,,
"['19:00', '25/12']",25/12 19:00,100,7,,NIL,9999,,,,,4000,5,26,16,1012,54,NIL,,,,,
"['20:00', '25/12']",25/12 20:00,90,9,,NIL,9999,,,,,NIL,3,26,17,1012,58,NIL,,,,,
"['21:00', '25/12']",25/12 21:00,120,9,,NIL,9999,,,,,NIL,3,26,16,1012,54,NIL,,,,,
"['22:00', '25/12']",25/12 22:00,110,7,,NIL,9999,,,,,NIL,2,24,17,1013,65,NIL,,,,,
"['23:00', '25/12']",25/12 23:00,110,7,,NIL,9999,,,,,NIL,2,23,17,1014,69,NIL,,,,,
"['00:00', '26/12']",26/12 00:00,110,8,,NIL,9999,,,,,NIL,2,22,18,1014,78,NIL,,,,,
"['01:00', '26/12']",26/12 01:00,90,6,,NIL,9999,,,,,NIL,2,21,18,1015,83,,,,,,
"['02:00', '26/12']",26/12 02:00,120,4,,NIL,9999,,,,,2000,5,21,18,1016,83,,,,,,
