validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,nevoa_umida,vnt_rajada,nevoeiro,vis_setor,vis_setor_dir,nevoa_seca,chuvisco
"['23:00', '28/06']",28/06 23:00,220,4,,9999,,,4000,5,23,18,1019,73,,,,,,,
"['00:00', '29/06']",29/06 00:00,190,4,,9999,,,4600,5,23,19,1019,78,,,,,,,
"['01:00', '29/06']",29/06 01:00,190,8,,9999,,,4600,5,22,19,1019,83,,,,,,,
"['02:00', '29/06']",29/06 02:00,190,4,,9999,,,4000,5,22,19,1019,83,,,,,,,
"['08:50', '29/06']",29/06 08:50,310,2,,8000,,,1300,5,20,19,1018,94,,,,,,,
"['09:00', '29/06']",29/06 09:00,340,3,,8000,,,1300,5,20,19,1018,94,,,,,,,
"['10:00', '29/06']",29/06 10:00,360,2,,8000,,,NIL,3,20,19,1019,94,,,,,,,
"['11:00', '29/06']",29/06 11:00,140,2,,6000,,,NIL,3,22,20,1019,88,,,,,,,
"['12:00', '29/06']",29/06 12:00,180,6,,8000,,,4000,5,22,20,1020,88,,,,,,,
"['13:00', '29/06']",29/06 13:00,220,13,,9999,,,5000,5,21,17,1020,78,,,,,,,
"['14:00', '29/06']",29/06 14:00,210,10,,9999,,,4000,5,22,16,1020,69,,,,,,,
"['15:00', '29/06']",29/06 15:00,200,10,,9999,,,4000,5,22,17,1020,73,,,,,,,
"['16:00', '29/06']",29/06 16:00,200,14,,9999,,,4000,8,21,17,1019,78,,,,,,,
"['17:00', '29/06']",29/06 17:00,200,10,,9999,,,3000,5,20,17,1018,83,,,,,,,
"['18:00', '29/06']",29/06 18:00,210,11,,9999,,,3000,5,20,17,1018,83,,,,,,,
"['19:00', '29/06']",29/06 19:00,200,9,,9999,,,3000,5,20,16,1018,78,,,,,,,
"['20:00', '29/06']",29/06 20:00,200,12,,8000,,,3000,5,19,17,1019,88,,,,,,,
"['21:00', '29/06']",29/06 21:00,190,15,,8000,,,1000,8,19,16,1019,83,,,,,,,
"['22:00', '29/06']",29/06 22:00,190,10,,7000,,,1000,8,18,16,1020,88,,,,,,,
"['23:00', '29/06']",29/06 23:00,190,8,,7000,,,1000,8,18,16,1020,88,,,,,,,
"['00:00', '30/06']",30/06 00:00,190,12,,7000,,,1000,8,18,15,1020,83,,,,,,,
"['01:00', '30/06']",30/06 01:00,190,9,NIL,7000,,,1000,8,18,15,1021,83,,,,,,,
"['02:00', '30/06']",30/06 02:00,210,7,NIL,6000,,,1000,8,18,15,1021,83,,,,,,,
"['08:50', '30/06']",30/06 08:50,280,5,275,9999,,,4000,8,18,12,1020,68,,,,,,,
"['09:00', '30/06']",30/06 09:00,280,4,275,9999,,,4000,8,18,13,1020,73,,,,,,,
"['10:00', '30/06']",30/06 10:00,VRB,4,NIL,9999,,,4000,8,18,12,1021,68,,,,,,,
"['11:00', '30/06']",30/06 11:00,240,6,240,9999,,,4000,8,19,11,1022,60,,,,,,,
"['12:00', '30/06']",30/06 12:00,VRB,3,NIL,9999,,,4000,8,19,10,1023,56,,,,,,,
"['13:00', '30/06']",30/06 13:00,230,5,215,9999,,,4000,8,19,10,1023,56,,,,,,,
"['14:00', '30/06']",30/06 14:00,230,7,235,9999,,,4000,8,19,10,1023,56,,,,,,,
"['15:00', '30/06']",30/06 15:00,260,6,260,9999,,,4000,8,19,10,1023,56,,,,,,,
"['16:00', '30/06']",30/06 16:00,240,4,240,9999,,,4000,8,19,11,1022,60,,,,,,,
"['17:00', '30/06']",30/06 17:00,250,6,245,9999,,,4000,8,19,10,1022,56,,,,,,,
"['18:00', '30/06']",30/06 18:00,250,6,245,9999,,,4000,8,19,12,1022,64,,,,,,,
"['19:00', '30/06']",30/06 19:00,230,9,245,9999,,,4000,8,18,12,1022,68,,,,,,,
"['20:00', '30/06']",30/06 20:00,240,7,245,9999,,,4000,8,18,11,1023,64,,,,,,,
"['21:00', '30/06']",30/06 21:00,230,9,230,9999,,,4000,8,18,10,1023,60,,,,,,,
"['22:00', '30/06']",30/06 22:00,210,12,NIL,9999,,,4000,5,18,10,1023,60,,,,,,,
"['23:00', '30/06']",30/06 23:00,230,8,235,9999,,,4000,5,18,10,1024,60,,,,,,,
"['00:00', '01/07']",01/07 00:00,230,7,NIL,9999,,,4500,5,18,10,1025,60,,,,,,,
"['01:00', '01/07']",01/07 01:00,250,6,250,9999,,,4000,5,18,10,1025,60,,,,,,,
"['02:00', '01/07']",01/07 02:00,280,6,NIL,9999,,,4000,5,18,10,1025,60,,,,,,,
"['08:50', '01/07']",01/07 08:50,290,8,NIL,9000,,,NIL,2,15,10,1025,72,,,,,,,
"['09:00', '01/07']",01/07 09:00,290,7,NIL,9000,,,NIL,2,15,10,1025,72,,,,,,,
"['10:00', '01/07']",01/07 10:00,300,7,NIL,9999,,,NIL,NIL,15,10,1026,72,,,,,,,
"['11:00', '01/07']",01/07 11:00,300,7,NIL,9999,,,NIL,NIL,16,10,1026,68,,,,,,,
"['12:00', '01/07']",01/07 12:00,320,8,NIL,9999,,,NIL,NIL,17,11,1026,68,,,,,,,
"['13:00', '01/07']",01/07 13:00,310,8,170,9999,,,NIL,NIL,19,10,1027,56,,,,,,,
"['14:00', '01/07']",01/07 14:00,350,8,NIL,9999,,,NIL,NIL,20,11,1026,56,,,,,,,
"['15:00', '01/07']",01/07 15:00,70,5,240,9999,,,NIL,2,21,11,1026,53,,,,,,,
"['16:00', '01/07']",01/07 16:00,80,5,NIL,9999,,,NIL,2,21,12,1025,56,,,,,,,
"['17:00', '01/07']",01/07 17:00,100,3,90,9999,,,NIL,2,22,13,1024,57,,,,,,,
"['18:00', '01/07']",01/07 18:00,60,4,NIL,9999,,,NIL,2,24,13,1024,50,,,,,,,
"['19:00', '01/07']",01/07 19:00,180,9,NIL,9999,,,NIL,2,21,14,1024,64,,,,,,,
"['20:00', '01/07']",01/07 20:00,200,10,NIL,9999,,,NIL,2,20,13,1024,64,,,,,,,
"['21:00', '01/07']",01/07 21:00,200,8,NIL,9999,,,NIL,2,19,14,1024,73,,,,,,,
"['22:00', '01/07']",01/07 22:00,190,5,NIL,9999,,,NIL,2,19,14,1024,73,,,,,,,
"['23:00', '01/07']",01/07 23:00,210,3,NIL,9999,,,NIL,2,19,13,1025,68,,,,,,,
"['00:00', '02/07']",02/07 00:00,190,2,NIL,9999,,,NIL,NIL,19,13,1026,68,,,,,,,
"['01:00', '02/07']",02/07 01:00,300,3,NIL,9999,,,,NIL,19,15,1026,78,,,,,,,
"['02:00', '02/07']",02/07 02:00,310,4,NIL,9999,,,,NIL,19,14,1026,73,,,,,,,
"['08:50', '02/07']",02/07 08:50,360,6,NIL,9999,,,,NIL,16,15,1025,94,,,,,,,
"['09:00', '02/07']",02/07 09:00,20,7,NIL,9999,,,,2,16,15,1025,94,,,,,,,
"['10:00', '02/07']",02/07 10:00,10,6,NIL,9999,,,,2,16,15,1026,94,,,,,,,
"['11:00', '02/07']",02/07 11:00,350,6,NIL,9999,,,,3,17,15,1026,88,,,,,,,
"['12:00', '02/07']",02/07 12:00,340,6,NIL,9999,,,,2,17,15,1026,88,,,,,,,
"['13:00', '02/07']",02/07 13:00,10,6,NIL,9999,,,,NIL,18,16,1026,88,,,,,,,
"['14:00', '02/07']",02/07 14:00,350,5,NIL,9999,,,,NIL,19,15,1026,78,,,,,,,
"['15:00', '02/07']",02/07 15:00,150,5,NIL,9999,,,,NIL,21,15,1025,69,,,,,,,
"['16:00', '02/07']",02/07 16:00,170,10,NIL,9999,,,,NIL,22,15,1024,65,,,,,,,
"['17:00', '02/07']",02/07 17:00,160,12,NIL,9999,,,,NIL,22,16,1023,69,,,,,,,
"['18:00', '02/07']",02/07 18:00,160,12,NIL,9999,,,,NIL,22,16,1022,69,,,,,,,
"['19:00', '02/07']",02/07 19:00,160,11,NIL,9999,,,,NIL,22,17,1023,73,,,,,,,
"['20:00', '02/07']",02/07 20:00,170,8,NIL,9999,,,,NIL,22,17,1022,73,,,,,,,
"['21:00', '02/07']",02/07 21:00,150,4,155,9999,,,,NIL,21,17,1022,78,,,,,,,
"['22:00', '02/07']",02/07 22:00,VRB,3,NIL,9999,,,,NIL,22,15,1023,65,,,,,,,
"['23:00', '02/07']",02/07 23:00,110,5,NIL,9999,,,,NIL,21,16,1023,73,,,,,,,
"['00:00', '03/07']",03/07 00:00,VRB,2,NIL,9999,,,,NIL,20,16,1023,78,,,,,,,
"['01:00', '03/07']",03/07 01:00,340,4,320,9999,,,,NIL,20,16,1023,78,,,,,,,
"['02:00', '03/07']",03/07 02:00,320,3,NIL,9999,,,,NIL,19,16,1023,83,,,,,,,
"['08:50', '03/07']",03/07 08:50,320,6,NIL,9999,,,,NIL,17,16,1021,94,,,,,,,
"['09:00', '03/07']",03/07 09:00,310,6,NIL,9999,,,,NIL,17,16,1022,94,,,,,,,
"['10:00', '03/07']",03/07 10:00,360,7,NIL,9999,,,,2,17,16,1022,94,,,,,,,
"['11:00', '03/07']",03/07 11:00,360,8,NIL,8000,,,,3,17,16,1022,94,,,,,,,
"['12:00', '03/07']",03/07 12:00,360,7,NIL,8000,,,,NIL,18,16,1023,88,,,,,,,
"['13:00', '03/07']",03/07 13:00,350,7,NIL,8000,,,,NIL,18,17,1023,94,,,,,,,
"['14:00', '03/07']",03/07 14:00,350,6,NIL,9999,,,,NIL,20,17,1023,83,,,,,,,
"['15:00', '03/07']",03/07 15:00,10,6,NIL,9999,,,,NIL,22,17,1022,73,,,,,,,
"['16:00', '03/07']",03/07 16:00,20,6,NIL,9999,,,,NIL,23,16,1020,65,,,,,,,
"['17:00', '03/07']",03/07 17:00,360,3,NIL,9999,,,,NIL,24,16,1020,61,,,,,,,
"['18:00', '03/07']",03/07 18:00,10,3,NIL,9999,,,,2,25,13,1020,47,,,,,,,
"['19:00', '03/07']",03/07 19:00,20,2,NIL,9999,,,,2,24,15,1020,57,,,,,,,
"['19:40', '03/07']",03/07 19:40,170,3,NIL,9999,,,,2,23,17,1019,69,,,,,,,
"['20:00', '03/07']",03/07 20:00,180,4,NIL,9999,,,,NIL,24,14,1020,54,,,,,,,
"['21:00', '03/07']",03/07 21:00,190,6,NIL,9999,,,,NIL,22,17,1020,73,,,,,,,
"['22:00', '03/07']",03/07 22:00,190,5,NIL,9999,,,,NIL,21,15,1020,69,,,,,,,
"['23:00', '03/07']",03/07 23:00,210,5,NIL,9999,,,,NIL,22,14,1021,60,,,,,,,
"['00:00', '04/07']",04/07 00:00,180,8,NIL,9999,,,,NIL,21,17,1022,78,,,,,,,
"['01:00', '04/07']",04/07 01:00,190,6,NIL,9999,NIL,,NIL,NIL,21,18,1022,83,,,,,,,
"['02:00', '04/07']",04/07 02:00,200,5,NIL,9999,NIL,,NIL,NIL,21,17,1022,78,,,,,,,
"['08:50', '04/07']",04/07 08:50,320,3,NIL,9999,NIL,,NIL,NIL,19,17,1022,88,,,,,,,
"['09:00', '04/07']",04/07 09:00,310,2,NIL,9999,NIL,,NIL,NIL,19,17,1022,88,,,,,,,
"['10:00', '04/07']",04/07 10:00,30,4,NIL,9000,NIL,,NIL,2,19,18,1023,94,,,,,,,
"['11:00', '04/07']",04/07 11:00,350,6,NIL,9000,NIL,,NIL,2,19,17,1023,88,,,,,,,
"['12:00', '04/07']",04/07 12:00,10,6,190,8000,NIL,,NIL,3,20,18,1024,88,,,,,,,
"['13:00', '04/07']",04/07 13:00,10,4,NIL,8000,NIL,,7000,5,20,18,1024,88,,,,,,,
"['14:00', '04/07']",04/07 14:00,360,4,NIL,6000,NIL,,7000,5,20,18,1024,88,,,,,,,
"['15:00', '04/07']",04/07 15:00,VRB,1,NIL,8000,NIL,,7000,5,21,18,1024,83,,,,,,,
"['16:00', '04/07']",04/07 16:00,130,4,NIL,9999,NIL,,8000,5,22,18,1023,78,,,,,,,
"['17:00', '04/07']",04/07 17:00,130,6,NIL,9999,NIL,,NIL,3,22,18,1022,78,,,,,,,
"['18:00', '04/07']",04/07 18:00,140,4,NIL,9999,NIL,,NIL,3,23,18,1022,73,,,,,,,
"['19:00', '04/07']",04/07 19:00,170,8,NIL,9999,NIL,,NIL,3,22,18,1022,78,,,,,,,
"['20:00', '04/07']",04/07 20:00,190,10,NIL,9999,NIL,,NIL,2,21,17,1022,78,,,,,,,
"['21:00', '04/07']",04/07 21:00,190,7,NIL,9999,NIL,,NIL,2,21,17,1023,78,,,,,,,
"['22:00', '04/07']",04/07 22:00,190,8,NIL,9999,NIL,,NIL,2,20,17,1023,83,,,,,,,
"['23:00', '04/07']",04/07 23:00,200,7,NIL,9999,NIL,,NIL,3,21,17,1024,78,,,,,,,
"['00:00', '05/07']",05/07 00:00,170,6,NIL,9999,1,,2000,5,20,19,1024,94,,,,,,,
"['01:00', '05/07']",05/07 01:00,220,3,NIL,9999,,,2000,5,20,19,1024,94,NIL,,,,,,
"['02:00', '05/07']",05/07 02:00,200,3,NIL,9999,,,2000,5,20,18,1024,88,NIL,,,,,,
"['08:50', '05/07']",05/07 08:50,330,3,NIL,4000,,,NIL,3,18,17,1024,94,1,,,,,,
"['09:00', '05/07']",05/07 09:00,330,3,NIL,4000,,,NIL,3,18,17,1024,94,1,,,,,,
"['10:00', '05/07']",05/07 10:00,160,5,160,4000,,,1000,5,19,17,1025,88,1,,,,,,
"['11:00', '05/07']",05/07 11:00,100,3,105,4000,,,1000,5,19,17,1025,88,1,,,,,,
"['12:00', '05/07']",05/07 12:00,100,3,100,4500,,,1000,5,19,16,1026,83,1,,,,,,
"['13:00', '05/07']",05/07 13:00,VRB,2,NIL,4500,,,1200,5,19,17,1026,88,1,,,,,,
"['14:00', '05/07']",05/07 14:00,50,3,245,7000,,,2000,5,20,17,1026,83,NIL,,,,,,
"['15:00', '05/07']",05/07 15:00,50,3,NIL,9000,,,2000,5,20,16,1025,78,NIL,,,,,,
"['16:00', '05/07']",05/07 16:00,340,5,NIL,9999,,,5000,5,20,17,1024,83,NIL,,,,,,
"['17:00', '05/07']",05/07 17:00,330,4,NIL,9999,,,5000,5,20,17,1024,83,NIL,,,,,,
"['18:00', '05/07']",05/07 18:00,320,3,NIL,9999,,,8000,5,21,16,1023,73,NIL,,,,,,
"['19:00', '05/07']",05/07 19:00,150,4,NIL,9999,,,8000,5,21,16,1023,73,NIL,,,,,,
"['20:00', '05/07']",05/07 20:00,170,7,NIL,9999,,,9000,5,20,16,1023,78,NIL,,,,,,
"['21:00', '05/07']",05/07 21:00,180,5,NIL,9999,,,9000,5,20,16,1024,78,NIL,,,,,,
"['22:00', '05/07']",05/07 22:00,180,5,NIL,9999,,,9000,5,20,17,1024,83,NIL,,,,,,
"['23:00', '05/07']",05/07 23:00,190,4,NIL,9999,,,9000,5,20,16,1025,78,NIL,,,,,,
"['00:00', '06/07']",06/07 00:00,200,3,NIL,9999,,,NIL,3,19,16,1025,83,NIL,,,,,,
"['01:00', '06/07']",06/07 01:00,190,1,,9999,,,5000,5,20,16,1025,78,,,,,,,
"['02:00', '06/07']",06/07 02:00,210,2,,9999,,,5000,5,20,16,1025,78,,,,,,,
"['08:50', '06/07']",06/07 08:50,290,1,,9999,,,6000,5,19,16,1023,83,,,,,,,
"['09:00', '06/07']",06/07 09:00,290,1,,9999,,,6000,5,19,16,1023,83,,,,,,,
"['10:00', '06/07']",06/07 10:00,350,5,,9999,,,NIL,3,18,17,1023,94,,,,,,,
"['11:00', '06/07']",06/07 11:00,20,4,,9999,,,8000,5,19,17,1024,88,,,,,,,
"['12:00', '06/07']",06/07 12:00,360,3,,9999,,,8000,5,19,17,1024,88,,,,,,,
"['13:00', '06/07']",06/07 13:00,340,5,,9999,,,8000,5,20,17,1024,83,,,,,,,
"['14:00', '06/07']",06/07 14:00,320,4,,9999,,,NIL,3,21,17,1024,78,,,,,,,
"['15:00', '06/07']",06/07 15:00,350,4,,9999,,,NIL,3,22,15,1023,65,,,,,,,
"['16:00', '06/07']",06/07 16:00,140,8,,9999,,,NIL,3,22,16,1022,69,,,,,,,
"['17:00', '06/07']",06/07 17:00,170,9,,9999,,,8000,5,21,16,1021,73,,,,,,,
"['18:00', '06/07']",06/07 18:00,180,10,,9999,,,NIL,3,22,15,1021,65,,,,,,,
"['19:00', '06/07']",06/07 19:00,180,10,,9999,,,NIL,3,21,16,1021,73,,,,,,,
"['20:00', '06/07']",06/07 20:00,180,10,,9999,,,NIL,3,20,16,1021,78,,,,,,,
"['21:00', '06/07']",06/07 21:00,170,9,,9999,,,NIL,3,20,16,1021,78,,,,,,,
"['22:00', '06/07']",06/07 22:00,190,9,,9999,,,NIL,3,20,17,1022,83,,,,,,,
"['23:00', '06/07']",06/07 23:00,190,7,,9999,,,NIL,3,20,17,1022,83,,,,,,,
"['00:00', '07/07']",07/07 00:00,240,3,,9999,,,NIL,3,20,16,1022,78,,,,,,,
"['01:00', '07/07']",07/07 01:00,310,6,NIL,9999,,,NIL,3,20,17,1022,83,,,,,,,
"['02:00', '07/07']",07/07 02:00,310,5,NIL,9999,,,NIL,3,20,17,1022,83,,,,,,,
"['08:50', '07/07']",07/07 08:50,340,4,NIL,7000,,,5000,5,18,17,1021,94,,,,,,,
"['09:00', '07/07']",07/07 09:00,320,4,NIL,7000,,,4500,5,18,16,1021,88,,,,,,,
"['10:00', '07/07']",07/07 10:00,320,5,330,9999,,,5000,5,18,16,1021,88,,,,,,,
"['11:00', '07/07']",07/07 11:00,310,6,NIL,9999,,,NIL,3,19,17,1022,88,,,,,,,
"['12:00', '07/07']",07/07 12:00,320,5,310,9999,,,NIL,3,19,16,1022,83,,,,,,,
"['13:00', '07/07']",07/07 13:00,350,7,170,9999,,,NIL,3,21,17,1022,78,,,,,,,
"['14:00', '07/07']",07/07 14:00,140,6,NIL,9999,,,2300,5,21,17,1022,78,,,,,,,
"['15:00', '07/07']",07/07 15:00,130,6,NIL,9999,,,NIL,3,22,16,1021,69,,,,,,,
"['16:00', '07/07']",07/07 16:00,120,5,NIL,9999,,,NIL,2,22,17,1020,73,,,,,,,
"['17:00', '07/07']",07/07 17:00,140,7,150,9999,,,NIL,2,22,17,1020,73,,,,,,,
"['18:00', '07/07']",07/07 18:00,170,11,NIL,9999,,,NIL,2,22,17,1019,73,,,,,,,
"['19:00', '07/07']",07/07 19:00,170,11,NIL,9999,,,NIL,2,21,17,1019,78,,,,,,,
"['20:00', '07/07']",07/07 20:00,170,9,NIL,9999,,,NIL,2,21,17,1019,78,,,,,,,
"['21:00', '07/07']",07/07 21:00,180,11,NIL,9999,,,NIL,2,20,17,1020,83,,,,,,,
"['22:00', '07/07']",07/07 22:00,200,6,NIL,9999,,,NIL,2,20,16,1020,78,,,,,,,
"['23:00', '07/07']",07/07 23:00,200,6,NIL,9999,,,NIL,2,20,16,1020,78,,,,,,,
"['00:00', '08/07']",08/07 00:00,180,6,NIL,9999,,,NIL,2,19,16,1020,83,,,,,,,
"['01:00', '08/07']",08/07 01:00,180,4,,9999,,,NIL,2,19,16,1021,83,NIL,,,,,,
"['02:00', '08/07']",08/07 02:00,0,0,,9999,,,NIL,3,19,16,1021,83,NIL,,,,,,
"['08:50', '08/07']",08/07 08:50,360,6,,5000,,,NIL,3,18,17,1019,94,1,,,,,,
"['09:00', '08/07']",08/07 09:00,360,5,,5000,,,NIL,3,18,17,1019,94,1,,,,,,
"['10:00', '08/07']",08/07 10:00,20,6,,6000,,,NIL,3,18,17,1020,94,NIL,,,,,,
"['11:00', '08/07']",08/07 11:00,20,5,,6000,,,NIL,2,18,17,1020,94,NIL,,,,,,
"['12:00', '08/07']",08/07 12:00,10,6,,6000,,,NIL,3,18,17,1021,94,NIL,,,,,,
"['13:00', '08/07']",08/07 13:00,360,6,,7000,,,NIL,3,19,17,1021,88,NIL,,,,,,
"['14:00', '08/07']",08/07 14:00,350,7,,8000,,,NIL,2,20,18,1021,88,NIL,,,,,,
"['15:00', '08/07']",08/07 15:00,350,5,,9999,,,NIL,NIL,22,17,1020,73,NIL,,,,,,
"['16:00', '08/07']",08/07 16:00,330,5,,9999,,,NIL,2,23,17,1019,69,NIL,,,,,,
"['17:00', '08/07']",08/07 17:00,160,10,,9999,,,NIL,2,22,18,1018,78,NIL,,,,,,
"['18:00', '08/07']",08/07 18:00,160,11,,9999,,,NIL,2,22,17,1018,73,NIL,,,,,,
"['19:00', '08/07']",08/07 19:00,160,12,,9999,,,NIL,NIL,22,17,1018,73,NIL,,,,,,
"['20:00', '08/07']",08/07 20:00,160,11,,9999,,,NIL,NIL,21,17,1018,78,NIL,,,,,,
"['21:00', '08/07']",08/07 21:00,160,10,,9999,,,NIL,2,21,18,1018,83,NIL,,,,,,
"['22:00', '08/07']",08/07 22:00,160,9,,9999,,,NIL,2,21,18,1019,83,NIL,,,,,,
"['23:00', '08/07']",08/07 23:00,130,6,,9999,,,NIL,2,21,19,1019,88,NIL,,,,,,
"['00:00', '09/07']",09/07 00:00,180,7,,9999,,,3500,5,20,19,1020,94,NIL,,,,,,
"['01:00', '09/07']",09/07 01:00,160,5,150,9999,,,3500,5,21,19,1020,88,NIL,,,,,,
"['02:00', '09/07']",09/07 02:00,130,3,NIL,9999,,,NIL,3,21,19,1020,88,NIL,,,,,,
"['08:50', '09/07']",09/07 08:50,10,7,NIL,7000,,,NIL,3,19,18,1020,94,NIL,,,,,,
"['09:00', '09/07']",09/07 09:00,10,7,NIL,7000,,,2000,5,19,18,1020,94,NIL,,,,,,
"['09:30', '09/07']",09/07 09:30,10,8,NIL,5000,,,800,5,19,18,1020,94,1,,,,,,
"['10:00', '09/07']",09/07 10:00,360,8,NIL,5000,,,1500,5,19,18,1020,94,1,,,,,,
"['11:00', '09/07']",09/07 11:00,20,6,NIL,5000,,,1500,5,19,18,1021,94,1,,,,,,
"['12:00', '09/07']",09/07 12:00,360,5,NIL,5000,,,NIL,2,20,19,1022,94,1,,,,,,
"['13:00', '09/07']",09/07 13:00,360,5,NIL,6000,,,NIL,2,21,18,1022,83,NIL,,,,,,
"['14:00', '09/07']",09/07 14:00,20,5,NIL,6000,,,NIL,3,21,19,1022,88,NIL,,,,,,
"['15:00', '09/07']",09/07 15:00,30,3,NIL,6000,,,NIL,2,23,19,1022,78,NIL,,,,,,
"['16:00', '09/07']",09/07 16:00,150,9,NIL,9999,,,NIL,2,23,19,1021,78,NIL,,,,,,
"['17:00', '09/07']",09/07 17:00,170,10,NIL,9999,,,NIL,2,23,18,1020,73,NIL,,,,,,
"['18:00', '09/07']",09/07 18:00,170,11,NIL,9999,,,NIL,2,23,19,1020,78,NIL,,,,,,
"['19:00', '09/07']",09/07 19:00,170,10,NIL,9999,,,NIL,2,22,19,1020,83,NIL,,,,,,
"['20:00', '09/07']",09/07 20:00,170,12,NIL,9999,,,NIL,2,21,18,1020,83,NIL,,,,,,
"['21:00', '09/07']",09/07 21:00,170,8,NIL,9999,,,NIL,2,21,19,1020,88,NIL,,,,,,
"['22:00', '09/07']",09/07 22:00,160,7,NIL,9999,,,NIL,2,21,19,1020,88,NIL,,,,,,
"['23:00', '09/07']",09/07 23:00,170,8,NIL,9999,,,NIL,2,21,19,1021,88,NIL,,,,,,
"['00:00', '10/07']",10/07 00:00,180,6,NIL,9999,,,NIL,2,21,19,1021,88,NIL,,,,,,
"['01:00', '10/07']",10/07 01:00,160,5,NIL,9999,,,NIL,3,21,20,1021,94,NIL,,,,,,
"['02:00', '10/07']",10/07 02:00,140,4,NIL,9999,,,NIL,3,21,19,1021,88,NIL,,,,,,
"['08:50', '10/07']",10/07 08:50,10,4,NIL,6000,,,800,5,19,18,1020,94,NIL,,,,,,
"['09:00', '10/07']",10/07 09:00,30,5,NIL,6000,,,800,5,19,19,1020,100,NIL,,,,,,
"['10:00', '10/07']",10/07 10:00,20,4,NIL,6000,,,800,5,19,19,1020,100,NIL,,,,,,
"['11:00', '10/07']",10/07 11:00,20,4,NIL,5000,,,1500,5,19,19,1021,100,1,,,,,,
"['12:00', '10/07']",10/07 12:00,20,1,NIL,6000,,,1700,5,21,20,1022,94,NIL,,,,,,
"['13:00', '10/07']",10/07 13:00,340,4,170,6000,,,NIL,3,22,19,1022,83,NIL,,,,,,
"['14:00', '10/07']",10/07 14:00,340,6,NIL,7000,,,NIL,2,22,20,1022,88,NIL,,,,,,
"['15:00', '10/07']",10/07 15:00,340,5,155,9999,,,NIL,2,23,18,1021,73,NIL,,,,,,
"['16:00', '10/07']",10/07 16:00,20,3,185,9999,,,NIL,2,24,19,1020,74,NIL,,,,,,
"['17:00', '10/07']",10/07 17:00,140,10,NIL,9999,,,NIL,2,23,19,1019,78,NIL,,,,,,
"['18:00', '10/07']",10/07 18:00,160,11,NIL,9999,,,NIL,2,23,19,1019,78,NIL,,,,,,
"['19:00', '10/07']",10/07 19:00,170,11,NIL,9999,,,NIL,2,23,19,1018,78,NIL,,,,,,
"['20:00', '10/07']",10/07 20:00,170,11,NIL,9999,,,NIL,2,22,20,1018,88,NIL,,,,,,
"['21:00', '10/07']",10/07 21:00,190,9,NIL,9999,,,NIL,NIL,21,19,1019,88,NIL,,,,,,
"['22:00', '10/07']",10/07 22:00,180,8,NIL,9999,,,NIL,NIL,21,19,1019,88,NIL,,,,,,
"['23:00', '10/07']",10/07 23:00,190,6,NIL,9999,,,NIL,NIL,21,19,1019,88,NIL,,,,,,
"['00:00', '11/07']",11/07 00:00,190,6,NIL,9999,,,NIL,NIL,20,19,1019,94,NIL,,,,,,
"['01:00', '11/07']",11/07 01:00,VRB,2,,9999,,,NIL,NIL,21,19,1019,88,NIL,,,,,,
"['02:00', '11/07']",11/07 02:00,80,6,,9999,,,NIL,NIL,21,18,1020,83,NIL,,,,,,
"['08:50', '11/07']",11/07 08:50,10,3,,9999,,,NIL,2,19,18,1018,94,NIL,,,,,,
"['09:00', '11/07']",11/07 09:00,20,3,,9999,,,NIL,2,19,18,1018,94,NIL,,,,,,
"['10:00', '11/07']",11/07 10:00,20,4,,9000,,,NIL,2,19,18,1019,94,NIL,,,,,,
"['11:00', '11/07']",11/07 11:00,360,5,,5000,,,800,5,19,19,1019,100,1,,,,,,
"['11:25', '11/07']",11/07 11:25,10,7,,2000,,,400,5,19,18,1020,94,1,,,,,,
"['11:34', '11/07']",11/07 11:34,360,7,,1500,,,300,5,18,18,1020,100,1,,,,,,
"['12:00', '11/07']",11/07 12:00,350,6,,1500,,,300,5,19,18,1020,94,1,,,,,,
"['13:00', '11/07']",11/07 13:00,330,6,,2500,,,NIL,3,18,18,1021,100,1,,,,,,
"['13:13', '11/07']",11/07 13:13,340,6,,5000,,,NIL,2,19,18,1021,94,1,,,,,,
"['14:00', '11/07']",11/07 14:00,340,6,,8000,,,NIL,NIL,21,18,1020,83,NIL,,,,,,
"['15:00', '11/07']",11/07 15:00,340,5,,9999,,,NIL,2,22,18,1020,78,NIL,,,,,,
"['16:00', '11/07']",11/07 16:00,20,4,,9999,,,NIL,2,23,18,1018,73,NIL,,,,,,
"['17:00', '11/07']",11/07 17:00,160,9,,9999,,,NIL,2,23,19,1018,78,NIL,,,,,,
"['18:00', '11/07']",11/07 18:00,160,12,,9999,,,NIL,2,23,20,1017,83,NIL,,,,,,
"['19:00', '11/07']",11/07 19:00,170,11,,9999,,,NIL,NIL,23,20,1017,83,NIL,,,,,,
"['20:00', '11/07']",11/07 20:00,190,10,,9999,,,NIL,NIL,23,20,1017,83,NIL,,,,,,
"['21:00', '11/07']",11/07 21:00,190,9,,9999,,,NIL,NIL,22,20,1018,88,NIL,,,,,,
"['22:00', '11/07']",11/07 22:00,180,10,,9999,,,NIL,NIL,22,19,1018,83,NIL,,,,,,
"['23:00', '11/07']",11/07 23:00,180,10,,9999,,,NIL,NIL,22,19,1019,83,NIL,,,,,,
