validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,teto,cobertura,tt,po,qnh,ur,vnt_rajada,chuva,nevoa_umida,trovoada,vis_setor,vis_setor_dir,nevoa_seca,nevoeiro,chuvisco,pancada
"['19:00', '20/08']",20/08 19:00,180,5,NIL,9999,10000,5,21,15,1014,69,NIL,NIL,,,,,,,,
"['20:00', '20/08']",20/08 20:00,150,3,NIL,9999,10000,5,21,15,1015,69,NIL,NIL,,,,,,,,
"['21:00', '20/08']",20/08 21:00,260,6,NIL,9999,9000,8,19,16,1017,83,NIL,NIL,,,,,,,,
"['22:00', '20/08']",20/08 22:00,30,6,NIL,9999,9000,8,20,16,1016,78,NIL,1,,,,,,,,
"['23:00', '20/08']",20/08 23:00,40,11,40,9000,10000,8,20,17,1014,83,NIL,1,,,,,,,,
"['00:00', '21/08']",21/08 00:00,90,6,NIL,9000,9000,8,19,15,1014,78,NIL,1,,,,,,,,
"['01:00', '21/08']",21/08 01:00,190,9,NIL,9000,9000,8,19,16,1016,83,,1,,NIL,,,,,,
"['02:00', '21/08']",21/08 02:00,140,4,165,9000,10000,8,17,16,1017,94,,1,,NIL,,,,,,
"['02:31', '21/08']",21/08 02:31,210,9,NIL,7000,900,8,17,16,1018,94,,NIL,,NIL,,,,,,
"['03:00', '21/08']",21/08 03:00,180,4,NIL,9000,1000,8,17,15,1017,88,,1,,NIL,,,,,,
"['04:00', '21/08']",21/08 04:00,310,2,NIL,9000,1400,5,17,15,1017,88,,NIL,,NIL,,,,,,
"['05:00', '21/08']",21/08 05:00,140,4,NIL,8000,1400,5,16,15,1016,94,,NIL,,NIL,,,,,,
"['06:00', '21/08']",21/08 06:00,160,3,NIL,6000,800,5,16,15,1016,94,,NIL,,NIL,,,,,,
"['07:00', '21/08']",21/08 07:00,180,4,NIL,6000,900,5,16,15,1016,94,,NIL,,NIL,,,,,,
"['08:00', '21/08']",21/08 08:00,160,5,NIL,6000,900,8,16,15,1017,94,,NIL,,NIL,,,,,,
"['09:00', '21/08']",21/08 09:00,140,4,NIL,6000,900,8,16,15,1017,94,,NIL,,NIL,,,,,,
"['10:00', '21/08']",21/08 10:00,180,6,NIL,8000,900,8,15,14,1019,94,,NIL,,NIL,,,,,,
"['11:00', '21/08']",21/08 11:00,160,6,155,9000,800,8,15,14,1020,94,,NIL,,NIL,,,,,,
"['12:00', '21/08']",21/08 12:00,160,3,170,9000,900,8,15,14,1020,94,,NIL,,NIL,,,,,,
"['12:29', '21/08']",21/08 12:29,130,5,150,9000,900,8,15,14,1021,94,,NIL,,1,,,,,,
"['13:00', '21/08']",21/08 13:00,240,3,NIL,8000,900,8,15,14,1021,94,,1,,1,,,,,,
"['14:00', '21/08']",21/08 14:00,100,10,105,7000,1100,8,15,15,1019,100,,1,,1,,,,,,
"['14:12', '21/08']",21/08 14:12,170,4,180,7000,1100,8,16,15,1020,94,,1,,1,,,,,,
"['15:00', '21/08']",21/08 15:00,60,5,NIL,9000,1100,8,16,15,1019,94,,1,,1,,,,,,
"['16:00', '21/08']",21/08 16:00,140,6,140,9000,1000,8,16,15,1018,94,,NIL,,NIL,,,,,,
"['17:00', '21/08']",21/08 17:00,150,6,NIL,9000,1000,8,16,15,1018,94,,NIL,,NIL,,,,,,
"['18:00', '21/08']",21/08 18:00,100,13,NIL,9000,1000,8,17,16,1016,94,,NIL,,NIL,,,,,,
"['19:00', '21/08']",21/08 19:00,90,11,NIL,9999,1100,8,17,16,1015,94,,NIL,,NIL,,,,,,
"['20:00', '21/08']",21/08 20:00,100,13,NIL,9999,1100,8,17,16,1014,94,,NIL,,NIL,,,,,,
"['21:00', '21/08']",21/08 21:00,110,8,NIL,9000,1100,8,17,16,1014,94,,NIL,,NIL,,,,,,
"['22:00', '21/08']",21/08 22:00,120,8,NIL,9000,1500,5,17,16,1013,94,,NIL,,NIL,,,,,,
"['23:00', '21/08']",21/08 23:00,100,8,NIL,9999,NIL,3,16,16,1013,100,,NIL,,NIL,,,,,,
"['00:00', '22/08']",22/08 00:00,100,8,NIL,9999,NIL,2,16,15,1012,94,,NIL,,NIL,,,,,,
"['01:00', '22/08']",22/08 01:00,60,3,NIL,9999,,NIL,16,15,1012,94,,,NIL,,,,,NIL,,
"['02:00', '22/08']",22/08 02:00,50,4,55,8000,,NIL,15,15,1011,100,,,NIL,,,,,NIL,,
"['03:00', '22/08']",22/08 03:00,50,4,50,7000,,NIL,15,15,1010,100,,,NIL,,,,,NIL,,
"['04:00', '22/08']",22/08 04:00,VRB,2,NIL,6000,,NIL,14,14,1010,100,,,NIL,,,,,NIL,,
"['05:00', '22/08']",22/08 05:00,80,3,80,5000,,NIL,13,13,1009,100,,,1,,,,,NIL,,
"['05:06', '22/08']",22/08 05:06,80,2,NIL,4000,,NIL,13,13,1009,100,,,1,,,,,NIL,,
"['05:24', '22/08']",22/08 05:24,90,2,NIL,2000,,NIL,13,13,1009,100,,,1,,,,,1,,
"['06:00', '22/08']",22/08 06:00,VRB,2,NIL,2000,,3,13,13,1009,100,,,1,,,,,1,,
"['06:05', '22/08']",22/08 06:05,110,2,NIL,1500,,3,13,13,1009,100,,,1,,,,,1,,
"['07:00', '22/08']",22/08 07:00,VRB,2,NIL,900,,NIL,12,12,1008,100,,,NIL,,,,,1,,
"['08:00', '22/08']",22/08 08:00,50,3,45,1000,,3,13,13,1008,100,,,1,,,,,1,,
"['08:16', '22/08']",22/08 08:16,80,1,NIL,1000,,3,12,12,1007,100,,,1,,,,,1,,
"['08:44', '22/08']",22/08 08:44,110,2,NIL,2000,,3,12,12,1007,100,,,1,,,,,1,,
"['09:00', '22/08']",22/08 09:00,VRB,2,NIL,2500,,2,12,12,1007,100,,,1,,,,,1,,
"['10:00', '22/08']",22/08 10:00,VRB,1,NIL,6000,,NIL,12,12,1008,100,,,NIL,,,,,NIL,,
"['11:00', '22/08']",22/08 11:00,VRB,2,NIL,9000,,NIL,14,14,1008,100,,,NIL,,,,,NIL,,
"['12:00', '22/08']",22/08 12:00,VRB,1,NIL,9999,,NIL,18,18,1008,100,,,NIL,,,,,NIL,,
"['13:00', '22/08']",22/08 13:00,VRB,2,NIL,9999,,NIL,22,18,1008,78,,,NIL,,,,,NIL,,
"['14:00', '22/08']",22/08 14:00,VRB,2,NIL,9999,,NIL,26,18,1007,61,,,NIL,,,,,NIL,,
"['15:00', '22/08']",22/08 15:00,280,6,285,9999,,NIL,27,18,1007,58,,,NIL,,,,,NIL,,
"['16:00', '22/08']",22/08 16:00,240,4,NIL,9999,,NIL,28,19,1005,58,,,NIL,,,,,NIL,,
"['17:00', '22/08']",22/08 17:00,320,4,NIL,9999,,NIL,31,17,1004,43,,,NIL,,,,,NIL,,
"['18:00', '22/08']",22/08 18:00,310,10,NIL,9999,,NIL,33,13,1004,30,,,NIL,,,,,NIL,,
"['19:00', '22/08']",22/08 19:00,260,4,NIL,9999,,NIL,32,16,1003,38,,,NIL,,,,,NIL,,
"['20:00', '22/08']",22/08 20:00,290,5,NIL,9999,,NIL,31,16,1004,40,,,NIL,,,,,NIL,,
"['21:00', '22/08']",22/08 21:00,240,5,NIL,9999,,NIL,28,18,1004,55,,,NIL,,,,,NIL,,
"['22:00', '22/08']",22/08 22:00,240,6,NIL,9999,,NIL,26,17,1005,58,,,NIL,,,,,NIL,,
"['23:00', '22/08']",22/08 23:00,260,2,NIL,9999,,NIL,23,18,1006,73,,,NIL,,,,,NIL,,
"['00:00', '23/08']",23/08 00:00,90,4,NIL,9999,,NIL,22,18,1006,78,,,NIL,,,,,NIL,,
"['01:00', '23/08']",23/08 01:00,70,2,NIL,9999,NIL,NIL,20,17,1007,83,NIL,,,NIL,,,,,,
"['02:00', '23/08']",23/08 02:00,300,2,NIL,9999,NIL,NIL,20,17,1008,83,NIL,,,NIL,,,,,,
"['03:00', '23/08']",23/08 03:00,130,5,125,9999,NIL,NIL,20,17,1009,83,NIL,,,NIL,,,,,,
"['04:00', '23/08']",23/08 04:00,150,7,NIL,9999,NIL,3,19,17,1010,88,NIL,,,NIL,,,,,,
"['05:00', '23/08']",23/08 05:00,150,5,145,9999,NIL,NIL,19,15,1011,78,NIL,,,NIL,,,,,,
"['06:00', '23/08']",23/08 06:00,VRB,2,NIL,9999,NIL,NIL,18,15,1010,83,NIL,,,NIL,,,,,,
"['07:00', '23/08']",23/08 07:00,140,6,135,9999,NIL,3,18,16,1010,88,NIL,,,NIL,,,,,,
"['08:00', '23/08']",23/08 08:00,150,7,NIL,9999,NIL,3,17,15,1011,88,NIL,,,NIL,,,,,,
"['09:00', '23/08']",23/08 09:00,150,8,150,9999,NIL,3,17,15,1011,88,NIL,,,NIL,,,,,,
"['10:00', '23/08']",23/08 10:00,150,10,NIL,9999,NIL,3,16,14,1012,88,NIL,,,NIL,,,,,,
"['11:00', '23/08']",23/08 11:00,150,8,145,9999,4500,5,16,14,1013,88,NIL,,,NIL,,,,,,
"['12:00', '23/08']",23/08 12:00,140,12,140,9999,4500,5,16,11,1013,72,NIL,,,NIL,,,,,,
"['13:00', '23/08']",23/08 13:00,130,9,NIL,9999,4500,5,17,11,1014,68,NIL,,,NIL,,,,,,
"['14:00', '23/08']",23/08 14:00,160,9,NIL,9999,4500,5,18,10,1014,60,NIL,,,NIL,,,,,,
"['15:00', '23/08']",23/08 15:00,100,14,NIL,9999,NIL,2,18,11,1013,64,NIL,,,NIL,,,,,,
"['16:00', '23/08']",23/08 16:00,110,13,NIL,9999,NIL,2,20,08,1012,46,NIL,,,NIL,,,,,,
"['17:00', '23/08']",23/08 17:00,120,17,NIL,9999,NIL,3,20,08,1011,46,NIL,,,NIL,,,,,,
"['18:00', '23/08']",23/08 18:00,110,19,NIL,9999,NIL,3,20,08,1010,46,NIL,,,NIL,,,,,,
"['19:00', '23/08']",23/08 19:00,110,14,NIL,9999,10000,5,19,10,1010,56,NIL,,,NIL,,,,,,
"['20:00', '23/08']",23/08 20:00,120,15,NIL,9999,10000,5,19,08,1010,49,NIL,,,NIL,,,,,,
"['21:00', '23/08']",23/08 21:00,120,14,NIL,9999,NIL,NIL,18,09,1011,56,NIL,,,NIL,,,,,,
"['22:00', '23/08']",23/08 22:00,130,15,NIL,9999,NIL,NIL,17,12,1011,72,NIL,,,NIL,,,,,,
"['23:00', '23/08']",23/08 23:00,120,16,NIL,9999,10000,5,18,10,1011,60,NIL,,,NIL,,,,,,
"['00:00', '24/08']",24/08 00:00,130,13,140,9999,9000,5,17,13,1012,77,NIL,,,NIL,,,,,,
"['00:45', '24/08']",24/08 00:45,150,13,145,9999,1500,8,16,14,1012,88,23,,,1,,,,,,
"['01:00', '24/08']",24/08 01:00,160,8,NIL,5000,1500,8,16,14,1013,88,NIL,1,NIL,1,,,,,,
"['02:00', '24/08']",24/08 02:00,130,15,NIL,7000,9000,8,15,14,1012,94,NIL,1,NIL,1,,,,,,
"['03:00', '24/08']",24/08 03:00,120,13,NIL,8000,8000,8,16,15,1012,94,NIL,NIL,NIL,NIL,,,,,,
"['03:14', '24/08']",24/08 03:14,120,14,NIL,8000,1300,8,16,15,1012,94,NIL,NIL,NIL,NIL,,,,,,
"['04:00', '24/08']",24/08 04:00,120,13,NIL,7000,1100,5,16,15,1011,94,NIL,NIL,NIL,NIL,,,,,,
"['05:00', '24/08']",24/08 05:00,130,13,NIL,7000,1100,5,16,15,1011,94,NIL,NIL,NIL,NIL,,,,,,
"['06:00', '24/08']",24/08 06:00,130,13,NIL,7000,1100,8,16,15,1010,94,NIL,NIL,NIL,NIL,,,,,,
"['07:00', '24/08']",24/08 07:00,110,16,NIL,8000,1100,8,16,15,1009,94,NIL,NIL,NIL,NIL,,,,,,
"['08:00', '24/08']",24/08 08:00,130,15,NIL,8000,1100,8,16,15,1008,94,NIL,NIL,NIL,NIL,,,,,,
"['09:00', '24/08']",24/08 09:00,120,15,NIL,8000,1100,8,16,15,1008,94,NIL,NIL,NIL,NIL,,,,,,
"['10:00', '24/08']",24/08 10:00,130,13,NIL,9000,1100,8,17,15,1010,88,NIL,NIL,NIL,NIL,,,,,,
"['11:00', '24/08']",24/08 11:00,110,14,NIL,8000,1100,8,17,15,1009,88,NIL,NIL,NIL,NIL,,,,,,
"['12:00', '24/08']",24/08 12:00,110,15,120,8000,1100,8,17,15,1008,88,NIL,NIL,NIL,NIL,,,,,,
"['13:00', '24/08']",24/08 13:00,120,13,110,7000,1100,8,18,16,1008,88,NIL,NIL,NIL,NIL,,,,,,
"['14:00', '24/08']",24/08 14:00,110,15,NIL,7000,1100,8,18,16,1008,88,NIL,NIL,NIL,NIL,,,,,,
"['14:24', '24/08']",24/08 14:24,110,10,NIL,7000,1100,8,18,16,1009,88,22,1,NIL,1,,,,,,
"['15:00', '24/08']",24/08 15:00,130,8,140,8000,1100,8,17,16,1008,94,NIL,1,NIL,1,,,,,,
"['16:00', '24/08']",24/08 16:00,100,8,NIL,5000,1100,8,17,16,1009,94,NIL,1,1,1,,,,,,
"['16:39', '24/08']",24/08 16:39,90,16,NIL,5000,700,8,17,16,1006,94,NIL,1,1,1,,,,,,
"['17:00', '24/08']",24/08 17:00,80,17,NIL,4000,600,8,17,16,1006,94,NIL,1,1,1,,,,,,
"['18:00', '24/08']",24/08 18:00,20,3,NIL,2000,500,8,17,17,1008,100,NIL,1,1,1,,,,,,
"['19:00', '24/08']",24/08 19:00,100,6,NIL,3000,400,8,17,17,1006,100,NIL,1,1,1,,,,,,
"['20:00', '24/08']",24/08 20:00,VRB,2,NIL,4000,500,5,17,17,1005,100,NIL,1,1,1,,,,,,
"['21:00', '24/08']",24/08 21:00,190,5,NIL,4000,700,5,17,17,1005,100,NIL,NIL,1,1,,,,,,
"['22:00', '24/08']",24/08 22:00,220,3,NIL,4000,1000,5,17,17,1006,100,NIL,NIL,1,1,,,,,,
"['22:43', '24/08']",24/08 22:43,350,5,NIL,4000,1000,8,17,17,1007,100,NIL,1,1,1,,,,,,
"['23:00', '24/08']",24/08 23:00,280,8,NIL,2000,1000,8,17,17,1008,100,NIL,1,1,1,,,,,,
"['00:00', '25/08']",25/08 00:00,VRB,2,NIL,4000,1000,8,17,17,1006,100,NIL,1,1,1,,,,,,
"['01:00', '25/08']",25/08 01:00,VRB,2,NIL,4000,400,8,17,17,1007,100,,NIL,1,1,,,,,,
"['02:00', '25/08']",25/08 02:00,VRB,1,NIL,4000,500,8,17,17,1007,100,,1,1,1,,,,,,
"['03:00', '25/08']",25/08 03:00,140,4,140,4500,600,8,17,17,1007,100,,NIL,1,1,,,,,,
"['04:00', '25/08']",25/08 04:00,VRB,1,NIL,4500,700,8,17,17,1006,100,,1,1,1,,,,,,
"['05:00', '25/08']",25/08 05:00,240,4,NIL,4500,500,8,17,17,1007,100,,1,1,1,,,,,,
"['06:00', '25/08']",25/08 06:00,VRB,2,NIL,6000,700,8,17,17,1007,100,,1,NIL,1,,,,,,
"['07:00', '25/08']",25/08 07:00,60,5,NIL,4000,600,8,17,17,1006,100,,1,1,1,,,,,,
"['08:00', '25/08']",25/08 08:00,50,9,NIL,4500,600,8,17,17,1005,100,,1,1,1,,,,,,
"['09:00', '25/08']",25/08 09:00,110,5,115,4500,1000,8,17,17,1005,100,,1,1,1,,,,,,
"['10:00', '25/08']",25/08 10:00,VRB,2,NIL,3500,1000,8,18,18,1007,100,,1,1,1,,,,,,
"['11:00', '25/08']",25/08 11:00,10,4,NIL,2500,1000,8,18,18,1007,100,,1,1,1,,,,,,
"['12:00', '25/08']",25/08 12:00,20,9,NIL,2500,1000,8,19,19,1006,100,,1,1,1,,,,,,
"['13:00', '25/08']",25/08 13:00,30,8,NIL,4000,1400,8,20,19,1006,94,,1,1,NIL,,,,,,
"['14:00', '25/08']",25/08 14:00,360,9,NIL,4000,1400,8,20,19,1007,94,,1,1,NIL,,,,,,
"['15:00', '25/08']",25/08 15:00,30,7,NIL,4000,1400,8,20,19,1006,94,,1,1,NIL,,,,,,
"['16:00', '25/08']",25/08 16:00,30,5,NIL,4000,1200,8,20,19,1005,94,,1,1,NIL,,,,,,
"['17:00', '25/08']",25/08 17:00,90,4,100,4000,1200,8,19,19,1004,100,,1,1,NIL,,,,,,
"['17:22', '25/08']",25/08 17:22,100,5,NIL,4000,1400,5,19,19,1004,100,,1,NIL,NIL,,,,,,
"['18:00', '25/08']",25/08 18:00,90,10,NIL,4000,1400,5,19,19,1002,100,,1,NIL,NIL,,,,,,
"['19:00', '25/08']",25/08 19:00,90,8,NIL,4000,1400,8,19,19,1002,100,,1,1,1,,,,,,
"['20:00', '25/08']",25/08 20:00,80,5,75,4000,1400,8,19,19,1003,100,,1,1,1,,,,,,
"['21:00', '25/08']",25/08 21:00,90,5,250,4000,1400,8,19,19,1003,100,,1,1,1,,,,,,
"['22:00', '25/08']",25/08 22:00,170,2,NIL,4000,1400,8,19,19,1004,100,,1,1,1,,,,,,
"['22:43', '25/08']",25/08 22:43,180,6,175,5000,900,8,16,16,1005,100,,1,1,1,,,,,,
"['23:00', '25/08']",25/08 23:00,190,7,195,5000,900,8,16,16,1005,100,,1,1,1,,,,,,
"['00:00', '26/08']",26/08 00:00,200,6,NIL,5000,900,5,16,16,1005,100,,1,1,1,,,,,,
"['01:00', '26/08']",26/08 01:00,250,9,NIL,5000,800,5,16,16,1008,100,,1,1,1,,,,,NIL,
"['02:00', '26/08']",26/08 02:00,VRB,2,NIL,5000,700,8,16,16,1007,100,,1,1,NIL,,,,,NIL,
"['03:00', '26/08']",26/08 03:00,270,4,NIL,6000,600,8,16,16,1008,100,,1,NIL,NIL,,,,,NIL,
"['04:00', '26/08']",26/08 04:00,230,8,NIL,5000,600,8,15,15,1008,100,,1,1,NIL,,,,,NIL,
"['05:00', '26/08']",26/08 05:00,220,10,NIL,5000,600,8,15,14,1009,94,,1,1,NIL,,,,,NIL,
"['06:00', '26/08']",26/08 06:00,240,8,NIL,3500,800,8,15,14,1009,94,,1,1,NIL,,,,,NIL,
"['07:00', '26/08']",26/08 07:00,230,9,NIL,3500,800,8,14,14,1009,100,,1,1,NIL,,,,,NIL,
"['08:00', '26/08']",26/08 08:00,240,4,NIL,3500,900,8,14,14,1009,100,,1,1,NIL,,,,,NIL,
"['09:00', '26/08']",26/08 09:00,230,10,NIL,3500,700,8,14,13,1011,94,,1,1,NIL,,,,,NIL,
"['10:00', '26/08']",26/08 10:00,220,16,NIL,3500,900,8,13,13,1013,100,,1,1,NIL,,,,,NIL,
"['11:00', '26/08']",26/08 11:00,220,9,215,9000,1000,8,13,11,1015,88,,NIL,NIL,NIL,,,,,1,
"['11:20', '26/08']",26/08 11:20,220,7,220,9000,1500,8,13,11,1015,88,,NIL,NIL,NIL,,,,,NIL,
"['12:00', '26/08']",26/08 12:00,210,4,215,9999,7000,8,14,11,1015,82,,NIL,NIL,NIL,,,,,NIL,
"['13:00', '26/08']",26/08 13:00,150,8,150,9999,2100,5,14,11,1014,82,,NIL,NIL,NIL,,,,,NIL,
"['14:00', '26/08']",26/08 14:00,180,5,185,9999,2100,8,15,11,1016,77,,NIL,NIL,NIL,,,,,NIL,
"['14:43', '26/08']",26/08 14:43,190,5,195,7000,1000,8,14,12,1016,88,,1,NIL,NIL,,,,,NIL,
"['15:00', '26/08']",26/08 15:00,230,6,220,4500,1000,8,14,12,1016,88,,1,1,NIL,,,,,NIL,
"['16:00', '26/08']",26/08 16:00,270,5,270,9000,1100,8,14,13,1016,94,,NIL,NIL,NIL,,,,,NIL,
"['17:00', '26/08']",26/08 17:00,260,3,260,9000,2500,8,16,13,1015,82,,NIL,NIL,NIL,,,,,NIL,
"['18:00', '26/08']",26/08 18:00,VRB,2,NIL,9999,2500,8,17,11,1015,68,,NIL,NIL,NIL,,,,,NIL,
"['19:00', '26/08']",26/08 19:00,220,6,200,9999,2700,5,17,11,1016,68,,NIL,NIL,NIL,,,,,NIL,
"['20:00', '26/08']",26/08 20:00,140,5,NIL,9999,4500,5,16,12,1017,77,,NIL,NIL,NIL,,,,,NIL,
"['21:00', '26/08']",26/08 21:00,170,6,NIL,9999,NIL,NIL,15,12,1017,82,,NIL,NIL,NIL,,,,,NIL,
"['22:00', '26/08']",26/08 22:00,180,6,180,9999,NIL,NIL,15,11,1018,77,,NIL,NIL,NIL,,,,,NIL,
"['23:00', '26/08']",26/08 23:00,160,5,160,9999,NIL,NIL,14,11,1018,82,,NIL,NIL,NIL,,,,,NIL,
"['00:00', '27/08']",27/08 00:00,110,3,115,9999,NIL,NIL,14,10,1019,77,,NIL,NIL,NIL,,,,,NIL,
"['01:00', '27/08']",27/08 01:00,VRB,1,NIL,9999,4900,5,14,11,1019,82,,,NIL,,NIL,NIL,,NIL,,
"['02:00', '27/08']",27/08 02:00,0,0,NIL,9999,NIL,3,13,12,1020,94,,,NIL,,NIL,NIL,,NIL,,
"['03:00', '27/08']",27/08 03:00,0,0,NIL,9999,7000,5,12,11,1020,94,,,NIL,,NIL,NIL,,NIL,,
"['04:00', '27/08']",27/08 04:00,0,0,NIL,9999,NIL,3,12,11,1020,94,,,NIL,,NIL,NIL,,NIL,,
"['05:00', '27/08']",27/08 05:00,VRB,2,NIL,9999,NIL,3,10,10,1020,100,,,NIL,,NIL,NIL,,NIL,,
"['06:00', '27/08']",27/08 06:00,0,0,NIL,9999,NIL,NIL,11,11,1020,100,,,NIL,,NIL,NIL,,NIL,,
"['07:00', '27/08']",27/08 07:00,VRB,2,NIL,9000,NIL,2,11,11,1020,100,,,NIL,,NIL,NIL,,NIL,,
"['08:00', '27/08']",27/08 08:00,80,2,NIL,8000,NIL,NIL,10,10,1020,100,,,NIL,,NIL,NIL,,NIL,,
"['09:00', '27/08']",27/08 09:00,70,4,NIL,9000,NIL,NIL,10,10,1021,100,,,NIL,,2000,0,,1,,
"['09:25', '27/08']",27/08 09:25,70,3,80,2000,NIL,NIL,09,09,1021,100,,,1,,NIL,NIL,,1,,
"['09:45', '27/08']",27/08 09:45,10,3,NIL,300,NIL,NIL,10,10,1022,100,,,NIL,,NIL,NIL,,1,,
"['10:00', '27/08']",27/08 10:00,20,2,NIL,300,NIL,NIL,10,10,1022,100,,,NIL,,NIL,NIL,,1,,
"['11:00', '27/08']",27/08 11:00,350,3,150,300,NIL,NIL,10,10,1022,100,,,NIL,,NIL,NIL,,1,,
"['12:00', '27/08']",27/08 12:00,VRB,2,NIL,300,NIL,NIL,10,10,1023,100,,,NIL,,NIL,NIL,,1,,
"['12:27', '27/08']",27/08 12:27,340,3,155,450,NIL,NIL,11,11,1023,100,,,NIL,,NIL,NIL,,1,,
"['12:41', '27/08']",27/08 12:41,360,3,185,1000,200,8,11,11,1023,100,,,1,,NIL,NIL,,NIL,,
"['13:00', '27/08']",27/08 13:00,VRB,2,NIL,1200,200,8,12,12,1023,100,,,1,,NIL,NIL,,NIL,,
"['13:42', '27/08']",27/08 13:42,VRB,1,NIL,3000,1200,5,14,14,1023,100,,,1,,NIL,NIL,,NIL,,
"['14:00', '27/08']",27/08 14:00,VRB,2,NIL,5000,1500,5,14,14,1023,100,,,1,,NIL,NIL,,NIL,,
"['15:00', '27/08']",27/08 15:00,VRB,3,NIL,9999,NIL,2,18,14,1023,77,,,NIL,,NIL,NIL,,NIL,,
"['16:00', '27/08']",27/08 16:00,240,4,225,9999,NIL,NIL,19,11,1022,60,,,NIL,,NIL,NIL,,NIL,,
"['17:00', '27/08']",27/08 17:00,250,4,260,9999,NIL,NIL,20,11,1021,56,,,NIL,,NIL,NIL,,NIL,,
"['18:00', '27/08']",27/08 18:00,260,8,260,9999,NIL,NIL,20,11,1021,56,,,NIL,,NIL,NIL,,NIL,,
"['19:00', '27/08']",27/08 19:00,230,8,220,9999,NIL,NIL,20,09,1021,49,,,NIL,,NIL,NIL,,NIL,,
"['20:00', '27/08']",27/08 20:00,170,10,NIL,9999,NIL,NIL,19,12,1022,64,,,NIL,,NIL,NIL,,NIL,,
"['21:00', '27/08']",27/08 21:00,150,10,NIL,9999,NIL,NIL,17,12,1022,72,,,NIL,,NIL,NIL,,NIL,,
"['22:00', '27/08']",27/08 22:00,150,8,NIL,9999,NIL,NIL,16,11,1023,72,,,NIL,,NIL,NIL,,NIL,,
"['23:00', '27/08']",27/08 23:00,110,8,NIL,9999,NIL,NIL,15,11,1023,77,,,NIL,,NIL,NIL,,NIL,,
"['00:00', '28/08']",28/08 00:00,100,8,NIL,9999,NIL,NIL,14,11,1024,82,,,NIL,,NIL,NIL,,NIL,,
"['01:00', '28/08']",28/08 01:00,90,9,NIL,9999,NIL,NIL,14,11,1024,82,NIL,,,,,,,,,
"['02:00', '28/08']",28/08 02:00,110,7,NIL,9999,NIL,NIL,13,12,1024,94,NIL,,,,,,,,,
"['03:00', '28/08']",28/08 03:00,110,8,NIL,9999,NIL,NIL,13,12,1024,94,NIL,,,,,,,,,
"['04:00', '28/08']",28/08 04:00,100,6,NIL,9999,NIL,NIL,13,12,1023,94,NIL,,,,,,,,,
"['05:00', '28/08']",28/08 05:00,100,5,NIL,9999,NIL,NIL,12,11,1023,94,NIL,,,,,,,,,
"['06:00', '28/08']",28/08 06:00,100,5,NIL,9999,NIL,NIL,12,11,1023,94,NIL,,,,,,,,,
"['07:00', '28/08']",28/08 07:00,80,3,NIL,9999,NIL,NIL,12,11,1023,94,NIL,,,,,,,,,
"['08:00', '28/08']",28/08 08:00,120,6,NIL,9999,400,5,12,12,1023,100,NIL,,,,,,,,,
"['09:00', '28/08']",28/08 09:00,120,5,120,9999,500,8,12,12,1024,100,NIL,,,,,,,,,
"['10:00', '28/08']",28/08 10:00,VRB,2,NIL,7000,500,8,13,12,1024,94,NIL,,,,,,,,,
"['11:00', '28/08']",28/08 11:00,100,7,NIL,8000,500,8,12,12,1025,100,NIL,,,,,,,,,
"['12:00', '28/08']",28/08 12:00,90,7,NIL,9000,NIL,3,14,13,1025,94,NIL,,,,,,,,,
"['13:00', '28/08']",28/08 13:00,120,8,NIL,9999,NIL,2,16,13,1025,82,NIL,,,,,,,,,
"['14:00', '28/08']",28/08 14:00,110,10,NIL,9999,NIL,NIL,18,13,1025,73,NIL,,,,,,,,,
"['15:00', '28/08']",28/08 15:00,110,11,NIL,9999,NIL,NIL,20,13,1024,64,NIL,,,,,,,,,
"['16:00', '28/08']",28/08 16:00,100,16,NIL,9999,NIL,NIL,21,14,1023,64,NIL,,,,,,,,,
"['17:00', '28/08']",28/08 17:00,100,19,NIL,9999,NIL,NIL,21,13,1022,60,NIL,,,,,,,,,
"['18:00', '28/08']",28/08 18:00,110,17,NIL,9999,NIL,NIL,21,14,1022,64,NIL,,,,,,,,,
"['19:00', '28/08']",28/08 19:00,100,20,NIL,9999,NIL,NIL,20,14,1022,68,NIL,,,,,,,,,
"['20:00', '28/08']",28/08 20:00,100,22,NIL,9999,NIL,NIL,19,13,1021,68,34,,,,,,,,,
"['21:00', '28/08']",28/08 21:00,100,19,NIL,9999,NIL,NIL,18,13,1022,73,NIL,,,,,,,,,
"['22:00', '28/08']",28/08 22:00,110,18,NIL,9999,NIL,NIL,17,13,1023,77,NIL,,,,,,,,,
"['23:00', '28/08']",28/08 23:00,100,17,NIL,9999,NIL,NIL,17,13,1023,77,NIL,,,,,,,,,
"['00:00', '29/08']",29/08 00:00,100,16,NIL,9999,NIL,NIL,16,13,1024,82,NIL,,,,,,,,,
"['01:00', '29/08']",29/08 01:00,100,16,NIL,9999,NIL,NIL,16,13,1024,82,,,,,,,,,,
"['02:00', '29/08']",29/08 02:00,100,12,NIL,9999,NIL,NIL,16,13,1024,82,,,,,,,,,,
"['03:00', '29/08']",29/08 03:00,100,10,NIL,9999,NIL,NIL,16,13,1024,82,,,,,,,,,,
"['04:00', '29/08']",29/08 04:00,100,9,NIL,9999,NIL,NIL,16,13,1025,82,,,,,,,,,,
