validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vis,vis_setor,vis_setor_dir,chuva,trovoada,teto,cobertura,tt,po,qnh,ur,vnt_rajada,vnt_vrb,nevoa_umida,chuvisco,pancada,nevoeiro
"['05:00', '09/06']",09/06 05:00,130,3,9999,NIL,NIL,NIL,,NIL,NIL,24,23,1011,94,,NIL,NIL,,,
"['06:00', '09/06']",09/06 06:00,80,1,9999,NIL,NIL,NIL,,NIL,NIL,24,23,1010,94,,NIL,NIL,,,
"['07:00', '09/06']",09/06 07:00,90,2,5000,NIL,NIL,NIL,,NIL,NIL,24,23,1010,94,,NIL,1,,,
"['08:00', '09/06']",09/06 08:00,40,2,6000,NIL,NIL,NIL,,NIL,NIL,24,23,1010,94,,NIL,NIL,,,
"['09:00', '09/06']",09/06 09:00,60,2,8000,NIL,NIL,NIL,,10000,5,24,23,1011,94,,NIL,NIL,,,
"['10:00', '09/06']",09/06 10:00,70,2,9000,NIL,NIL,NIL,,NIL,3,25,24,1011,94,,NIL,NIL,,,
"['11:00', '09/06']",09/06 11:00,50,3,9999,NIL,NIL,NIL,,NIL,NIL,27,25,1012,89,,NIL,NIL,,,
"['12:00', '09/06']",09/06 12:00,70,4,9999,NIL,NIL,NIL,,NIL,3,28,24,1012,79,,NIL,NIL,,,
"['13:00', '09/06']",09/06 13:00,80,8,9999,NIL,NIL,NIL,,10000,5,29,24,1013,74,,NIL,NIL,,,
"['14:00', '09/06']",09/06 14:00,60,7,9999,NIL,NIL,NIL,,NIL,3,29,23,1012,70,,NIL,NIL,,,
"['15:00', '09/06']",09/06 15:00,80,4,9999,NIL,NIL,NIL,,10000,5,30,22,1012,62,,NIL,NIL,,,
"['16:00', '09/06']",09/06 16:00,320,9,9999,NIL,NIL,NIL,,3000,5,30,24,1011,70,,NIL,NIL,,,
"['17:00', '09/06']",09/06 17:00,330,8,9999,NIL,NIL,NIL,,3000,5,30,24,1010,70,,NIL,NIL,,,
"['18:00', '09/06']",09/06 18:00,10,11,9999,4000,0,NIL,,2600,5,28,24,1009,79,,190,NIL,,,
"['18:15', '09/06']",09/06 18:15,20,8,4500,2000,0,1,,2600,5,26,24,1009,89,,NIL,NIL,,,
"['18:35', '09/06']",09/06 18:35,20,7,9999,NIL,NIL,NIL,,3600,5,26,24,1009,89,,NIL,NIL,,,
"['19:00', '09/06']",09/06 19:00,20,4,9999,NIL,NIL,NIL,,7000,5,26,24,1008,89,,NIL,NIL,,,
"['20:00', '09/06']",09/06 20:00,330,4,9999,NIL,NIL,NIL,,NIL,3,28,24,1009,79,,155,NIL,,,
"['21:00', '09/06']",09/06 21:00,330,3,9999,NIL,NIL,NIL,,8000,5,27,24,1009,84,,155,NIL,,,
"['22:00', '09/06']",09/06 22:00,30,4,9999,NIL,NIL,NIL,,10000,5,27,24,1010,84,,210,NIL,,,
"['23:00', '09/06']",09/06 23:00,40,3,9999,NIL,NIL,NIL,,10000,5,27,24,1011,84,,NIL,NIL,,,
"['00:00', '10/06']",10/06 00:00,40,2,9999,NIL,NIL,NIL,,NIL,3,27,25,1012,89,,NIL,NIL,,,
"['01:00', '10/06']",10/06 01:00,120,9,9999,,,1,,2500,5,25,23,1013,89,,,,,,
"['02:00', '10/06']",10/06 02:00,90,7,9999,,,1,,2500,5,23,22,1013,94,,,,,,
"['03:00', '10/06']",10/06 03:00,140,7,9999,,,NIL,,NIL,NIL,24,22,1013,89,,,,,,
"['04:00', '10/06']",10/06 04:00,110,6,9999,,,NIL,,NIL,NIL,23,22,1013,94,,,,,,
"['05:00', '10/06']",10/06 05:00,140,10,9999,,,NIL,,10000,5,24,23,1012,94,,,,,,
"['06:00', '10/06']",10/06 06:00,140,9,9999,,,NIL,,10000,5,24,23,1011,94,,,,,,
"['07:00', '10/06']",10/06 07:00,120,4,9999,,,NIL,,7000,5,24,23,1011,94,,,,,,
"['08:00', '10/06']",10/06 08:00,120,4,9999,,,NIL,,10000,5,23,23,1011,100,,,,,,
"['09:00', '10/06']",10/06 09:00,160,2,9999,,,NIL,,10000,5,24,23,1011,94,,,,,,
"['10:00', '10/06']",10/06 10:00,190,3,9999,,,NIL,,10000,5,24,23,1012,94,,,,,,
"['11:00', '10/06']",10/06 11:00,170,2,9999,,,NIL,,10000,5,25,23,1013,89,,,,,,
"['12:00', '10/06']",10/06 12:00,60,1,9999,,,NIL,,10000,5,25,23,1013,89,,,,,,
"['13:00', '10/06']",10/06 13:00,350,4,9999,,,NIL,,10000,5,27,24,1013,84,,,,,,
"['14:00', '10/06']",10/06 14:00,320,3,9999,,,NIL,,8000,8,28,24,1013,79,,,,,,
"['15:00', '10/06']",10/06 15:00,80,7,9999,,,NIL,,8000,5,28,24,1013,79,,,,,,
"['16:00', '10/06']",10/06 16:00,100,8,9999,,,NIL,,10000,5,28,23,1013,74,,,,,,
"['17:00', '10/06']",10/06 17:00,70,6,9999,,,NIL,,10000,5,28,22,1011,70,,,,,,
"['18:00', '10/06']",10/06 18:00,80,7,9999,,,NIL,,10000,5,28,22,1010,70,,,,,,
"['19:00', '10/06']",10/06 19:00,40,5,9999,,,NIL,,10000,5,28,23,1010,74,,,,,,
"['20:00', '10/06']",10/06 20:00,20,6,9999,,,NIL,,10000,5,28,23,1010,74,,,,,,
"['21:00', '10/06']",10/06 21:00,50,4,9999,,,NIL,,10000,5,27,24,1011,84,,,,,,
"['22:00', '10/06']",10/06 22:00,30,3,9999,,,NIL,,NIL,3,26,24,1011,89,,,,,,
"['23:00', '10/06']",10/06 23:00,60,5,9000,,,NIL,,10000,5,26,25,1012,94,,,,,,
"['00:00', '11/06']",11/06 00:00,60,4,9999,,,NIL,,NIL,3,25,24,1013,94,,,,,,
"['01:00', '11/06']",11/06 01:00,50,3,9999,,,NIL,,7000,5,25,24,1013,94,,220,,,,
"['02:00', '11/06']",11/06 02:00,80,3,9999,,,NIL,,10000,5,25,24,1013,94,,NIL,,,,
"['03:00', '11/06']",11/06 03:00,90,4,9999,,,NIL,,10000,5,25,24,1013,94,,NIL,,,,
"['04:00', '11/06']",11/06 04:00,120,4,9999,,,NIL,,10000,5,25,24,1012,94,,NIL,,,,
"['05:00', '11/06']",11/06 05:00,100,5,9999,,,NIL,,10000,5,25,23,1012,89,,NIL,,,,
"['06:00', '11/06']",11/06 06:00,90,5,9999,,,NIL,,10000,5,24,23,1012,94,,NIL,,,,
"['07:00', '11/06']",11/06 07:00,200,2,9999,,,NIL,,NIL,3,24,23,1011,94,,NIL,,,,
"['08:00', '11/06']",11/06 08:00,0,0,9999,,,NIL,,NIL,NIL,24,23,1011,94,,NIL,,,,
"['09:00', '11/06']",11/06 09:00,250,5,9999,,,NIL,,NIL,3,25,24,1011,94,,NIL,,,,
"['09:10', '11/06']",11/06 09:10,250,5,9999,,,NIL,,400,5,25,24,1011,94,,NIL,,,,
"['09:35', '11/06']",11/06 09:35,240,7,9999,,,NIL,,1500,5,24,24,1012,100,,NIL,,,,
"['10:00', '11/06']",11/06 10:00,240,7,9999,,,NIL,,7500,5,24,24,1012,100,,NIL,,,,
"['11:00', '11/06']",11/06 11:00,240,6,9999,,,NIL,,7000,5,25,24,1013,94,,NIL,,,,
"['12:00', '11/06']",11/06 12:00,210,8,9999,,,NIL,,8000,5,26,24,1014,89,,NIL,,,,
"['13:00', '11/06']",11/06 13:00,220,7,9999,,,NIL,,NIL,3,27,24,1014,84,,NIL,,,,
"['14:00', '11/06']",11/06 14:00,260,4,9999,,,NIL,,NIL,3,28,24,1014,79,,NIL,,,,
"['15:00', '11/06']",11/06 15:00,340,5,9999,,,NIL,,2000,5,28,24,1013,79,,NIL,,,,
"['16:00', '11/06']",11/06 16:00,330,7,9999,,,NIL,,1700,5,29,24,1013,74,,NIL,,,,
"['17:00', '11/06']",11/06 17:00,340,8,9999,,,NIL,,1500,5,28,24,1012,79,,NIL,,,,
"['18:00', '11/06']",11/06 18:00,340,7,9999,,,NIL,,10000,5,27,24,1011,84,,NIL,,,,
"['19:00', '11/06']",11/06 19:00,300,8,9999,,,NIL,,10000,5,28,24,1010,79,,NIL,,,,
"['20:00', '11/06']",11/06 20:00,310,6,9999,,,NIL,,NIL,3,29,24,1010,74,,NIL,,,,
"['21:00', '11/06']",11/06 21:00,320,5,9999,,,NIL,,NIL,3,28,24,1011,79,,NIL,,,,
"['22:00', '11/06']",11/06 22:00,230,2,9999,,,NIL,,NIL,3,27,23,1012,79,,NIL,,,,
"['23:00', '11/06']",11/06 23:00,320,3,9999,,,NIL,,NIL,3,27,24,1012,84,,NIL,,,,
"['00:00', '12/06']",12/06 00:00,360,7,9999,,,NIL,,1800,5,27,24,1013,84,,NIL,,,,
"['00:36', '12/06']",12/06 00:36,360,4,3000,,,1,,1300,5,26,24,1014,89,,NIL,,,,
"['01:00', '12/06']",12/06 01:00,360,5,4000,,,1,NIL,1500,5,26,24,1014,89,,NIL,,,,
"['02:00', '12/06']",12/06 02:00,30,4,4000,,,1,1,1700,8,25,24,1015,94,,NIL,,,,
"['03:00', '12/06']",12/06 03:00,180,3,2500,,,1,1,1300,8,25,24,1014,94,,NIL,,,,
"['04:00', '12/06']",12/06 04:00,10,4,5000,,,1,1,8000,8,24,23,1014,94,,NIL,,,,
"['05:00', '12/06']",12/06 05:00,120,4,6000,,,1,NIL,7000,8,24,23,1014,94,,NIL,,,,
"['06:00', '12/06']",12/06 06:00,90,3,8000,,,NIL,NIL,7000,5,23,23,1013,100,,NIL,,,,
"['07:00', '12/06']",12/06 07:00,10,1,8000,,,NIL,NIL,NIL,2,24,23,1013,94,,NIL,,,,
"['08:00', '12/06']",12/06 08:00,310,4,9000,,,NIL,NIL,10000,5,24,24,1013,100,,NIL,,,,
"['09:00', '12/06']",12/06 09:00,330,6,7000,,,1,NIL,1500,5,25,24,1014,94,,NIL,,,,
"['10:00', '12/06']",12/06 10:00,350,7,9000,,,1,NIL,1500,5,25,24,1014,94,,NIL,,,,
"['11:00', '12/06']",12/06 11:00,30,5,9999,,,NIL,NIL,10000,5,25,23,1014,89,,NIL,,,,
"['12:00', '12/06']",12/06 12:00,50,4,9999,,,NIL,NIL,10000,5,25,24,1014,94,,NIL,,,,
"['13:00', '12/06']",12/06 13:00,30,3,9999,,,NIL,NIL,10000,5,25,24,1015,94,,NIL,,,,
"['14:00', '12/06']",12/06 14:00,80,3,9999,,,1,NIL,900,5,25,24,1015,94,,NIL,,,,
"['15:00', '12/06']",12/06 15:00,320,3,9999,,,1,NIL,1500,5,25,24,1015,94,,NIL,,,,
"['16:00', '12/06']",12/06 16:00,300,4,9999,,,NIL,NIL,900,5,26,24,1014,89,,NIL,,,,
"['17:00', '12/06']",12/06 17:00,270,3,9999,,,NIL,NIL,10000,5,26,24,1013,89,,NIL,,,,
"['18:00', '12/06']",12/06 18:00,300,4,9999,,,NIL,NIL,10000,5,26,24,1012,89,,300,,,,
"['19:00', '12/06']",12/06 19:00,310,3,9999,,,NIL,NIL,7000,5,26,23,1011,84,,NIL,,,,
"['20:00', '12/06']",12/06 20:00,330,3,9999,,,NIL,NIL,10000,5,27,24,1010,84,,NIL,,,,
"['21:00', '12/06']",12/06 21:00,320,2,9999,,,NIL,NIL,10000,5,26,23,1010,84,,NIL,,,,
"['22:00', '12/06']",12/06 22:00,140,3,9999,,,NIL,NIL,10000,5,26,24,1011,89,,NIL,,,,
"['23:00', '12/06']",12/06 23:00,120,3,9999,,,NIL,NIL,NIL,3,25,24,1012,94,,NIL,,,,
"['00:00', '13/06']",13/06 00:00,130,5,9999,,,NIL,NIL,NIL,3,25,24,1013,94,,NIL,,,,
"['01:00', '13/06']",13/06 01:00,120,6,9999,,,NIL,,NIL,NIL,25,24,1012,94,,,,,,
"['02:00', '13/06']",13/06 02:00,110,4,9999,,,NIL,,NIL,NIL,25,24,1013,94,,,,,,
"['03:00', '13/06']",13/06 03:00,90,3,9999,,,NIL,,NIL,NIL,25,24,1013,94,,,,,,
"['04:00', '13/06']",13/06 04:00,90,1,9999,,,NIL,,NIL,NIL,25,23,1013,89,,,,,,
"['05:00', '13/06']",13/06 05:00,10,2,9999,,,NIL,,NIL,NIL,24,23,1012,94,,,,,,
"['06:00', '13/06']",13/06 06:00,30,2,9999,,,NIL,,NIL,NIL,24,23,1012,94,,,,,,
"['07:00', '13/06']",13/06 07:00,10,2,9999,,,NIL,,NIL,NIL,24,23,1012,94,,,,,,
"['08:00', '13/06']",13/06 08:00,230,4,9999,,,NIL,,NIL,3,24,23,1012,94,,,,,,
"['09:00', '13/06']",13/06 09:00,60,3,9999,,,NIL,,NIL,2,24,23,1012,94,,,,,,
"['10:00', '13/06']",13/06 10:00,80,3,9999,,,NIL,,NIL,2,24,23,1013,94,,,,,,
"['11:00', '13/06']",13/06 11:00,40,5,9999,,,NIL,,NIL,2,26,23,1014,84,,,,,,
"['12:00', '13/06']",13/06 12:00,30,6,9999,,,NIL,,NIL,2,28,23,1014,74,,,,,,
"['13:00', '13/06']",13/06 13:00,10,5,9999,,,NIL,,NIL,2,29,23,1014,70,,,,,,
"['14:00', '13/06']",13/06 14:00,340,7,9999,,,NIL,,NIL,2,29,23,1013,70,,,,,,
"['15:00', '13/06']",13/06 15:00,350,6,9999,,,NIL,,NIL,3,29,24,1013,74,,,,,,
"['16:00', '13/06']",13/06 16:00,340,7,9999,,,NIL,,3000,5,30,24,1013,70,,,,,,
"['17:00', '13/06']",13/06 17:00,350,7,9999,,,NIL,,3500,5,30,24,1012,70,,,,,,
"['18:00', '13/06']",13/06 18:00,340,7,9999,,,NIL,,3000,5,31,24,1011,66,,,,,,
"['19:00', '13/06']",13/06 19:00,60,6,9999,,,NIL,,3500,5,28,22,1011,70,,,,,,
"['20:00', '13/06']",13/06 20:00,30,9,9999,,,NIL,,3000,5,28,22,1010,70,,,,,,
"['21:00', '13/06']",13/06 21:00,70,7,9999,,,NIL,,3000,5,26,22,1011,79,,,,,,
"['22:00', '13/06']",13/06 22:00,60,5,9999,,,1,,3000,5,24,23,1012,94,,,,,,
"['23:00', '13/06']",13/06 23:00,50,2,9999,,,1,,3000,5,25,23,1012,89,,,,,,
"['00:00', '14/06']",14/06 00:00,50,3,9999,,,NIL,,10000,5,25,22,1013,83,,,,,,
"['01:00', '14/06']",14/06 01:00,80,6,9999,NIL,NIL,NIL,NIL,NIL,3,25,23,1013,89,,NIL,,,,
"['02:00', '14/06']",14/06 02:00,100,4,9999,NIL,NIL,NIL,NIL,10000,5,26,24,1014,89,,NIL,,,,
"['03:00', '14/06']",14/06 03:00,160,5,9999,NIL,NIL,NIL,NIL,8000,5,25,23,1014,89,,NIL,,,,
"['04:00', '14/06']",14/06 04:00,160,3,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1014,94,,NIL,,,,
"['05:00', '14/06']",14/06 05:00,170,3,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,23,1013,89,,NIL,,,,
"['06:00', '14/06']",14/06 06:00,180,4,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1013,94,,NIL,,,,
"['07:00', '14/06']",14/06 07:00,140,2,9999,NIL,NIL,NIL,NIL,NIL,NIL,24,23,1013,94,,NIL,,,,
"['08:00', '14/06']",14/06 08:00,120,4,9999,NIL,NIL,NIL,NIL,NIL,NIL,24,23,1013,94,,NIL,,,,
"['09:00', '14/06']",14/06 09:00,0,0,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1013,94,,NIL,,,,
"['10:00', '14/06']",14/06 10:00,0,0,9999,NIL,NIL,NIL,NIL,NIL,3,25,24,1013,94,,NIL,,,,
"['11:00', '14/06']",14/06 11:00,90,3,9999,NIL,NIL,NIL,NIL,NIL,3,27,24,1014,84,,NIL,,,,
"['12:00', '14/06']",14/06 12:00,70,4,9999,NIL,NIL,NIL,NIL,10000,5,27,24,1014,84,,NIL,,,,
"['13:00', '14/06']",14/06 13:00,60,5,9999,NIL,NIL,NIL,NIL,10000,5,28,24,1015,79,,NIL,,,,
"['14:00', '14/06']",14/06 14:00,60,7,9999,NIL,NIL,NIL,NIL,2000,5,28,24,1015,79,,NIL,,,,
"['15:00', '14/06']",14/06 15:00,70,5,9999,NIL,NIL,NIL,NIL,2300,5,29,24,1014,74,,NIL,,,,
"['16:00', '14/06']",14/06 16:00,50,5,9999,NIL,NIL,NIL,NIL,2500,5,30,24,1013,70,,NIL,,,,
"['17:00', '14/06']",14/06 17:00,60,6,9999,NIL,NIL,NIL,NIL,10000,5,30,23,1012,66,,NIL,,,,
"['18:00', '14/06']",14/06 18:00,360,7,9999,NIL,NIL,NIL,NIL,10000,5,30,25,1011,75,,180,,,,
"['19:00', '14/06']",14/06 19:00,350,8,9999,NIL,NIL,NIL,NIL,NIL,3,30,25,1011,75,,165,,,,
"['20:00', '14/06']",14/06 20:00,10,7,9999,NIL,NIL,NIL,NIL,10000,5,29,23,1011,70,,NIL,,,,
"['20:15', '14/06']",14/06 20:15,120,16,4000,1500,45,1,1,2000,5,25,23,1011,89,,NIL,,,,
"['20:25', '14/06']",14/06 20:25,130,16,2000,NIL,NIL,1,1,2100,8,24,23,1012,94,,NIL,,,,
"['21:00', '14/06']",14/06 21:00,300,2,5000,NIL,NIL,1,1,2100,5,24,23,1012,94,,NIL,,,,
"['22:00', '14/06']",14/06 22:00,90,3,9999,NIL,NIL,NIL,NIL,10000,5,25,24,1012,94,,95,,,,
"['23:00', '14/06']",14/06 23:00,140,9,5000,NIL,NIL,1,NIL,3000,8,24,24,1013,100,,NIL,,,,
"['00:00', '15/06']",15/06 00:00,130,5,6000,NIL,NIL,1,NIL,7000,5,24,24,1013,100,,NIL,,,,
"['01:00', '15/06']",15/06 01:00,120,6,9999,,,1,NIL,3000,5,24,24,1014,100,,,,,,
"['02:00', '15/06']",15/06 02:00,120,4,9999,,,NIL,NIL,10000,5,24,24,1014,100,,,,,,
"['03:00', '15/06']",15/06 03:00,110,7,9999,,,NIL,NIL,NIL,NIL,24,23,1014,94,,,,,,
"['04:00', '15/06']",15/06 04:00,120,4,9999,,,NIL,NIL,NIL,NIL,24,23,1014,94,,,,,,
"['05:00', '15/06']",15/06 05:00,110,5,9999,,,NIL,NIL,NIL,NIL,24,23,1013,94,,,,,,
"['06:00', '15/06']",15/06 06:00,160,4,9999,,,NIL,NIL,NIL,NIL,24,23,1013,94,,,,,,
"['07:00', '15/06']",15/06 07:00,140,2,9999,,,NIL,NIL,NIL,NIL,24,23,1013,94,,,,,,
"['08:00', '15/06']",15/06 08:00,160,3,9999,,,NIL,NIL,10000,5,24,23,1013,94,,,,,,
"['09:00', '15/06']",15/06 09:00,140,2,9999,,,NIL,NIL,NIL,NIL,24,23,1013,94,,,,,,
"['10:00', '15/06']",15/06 10:00,140,2,9999,,,NIL,NIL,NIL,NIL,24,23,1013,94,,,,,,
"['11:00', '15/06']",15/06 11:00,70,2,9999,,,NIL,NIL,NIL,NIL,26,24,1014,89,,,,,,
"['12:00', '15/06']",15/06 12:00,110,6,9999,,,NIL,NIL,NIL,3,27,24,1014,84,,,,,,
"['13:00', '15/06']",15/06 13:00,100,8,9999,,,NIL,NIL,NIL,3,29,24,1015,74,,,,,,
"['14:00', '15/06']",15/06 14:00,80,7,9999,,,NIL,NIL,NIL,3,29,24,1014,74,,,,,,
"['15:00', '15/06']",15/06 15:00,90,8,9999,,,NIL,NIL,3000,5,31,23,1014,63,,,,,,
"['16:00', '15/06']",15/06 16:00,90,5,9999,,,NIL,NIL,NIL,3,32,24,1013,63,,,,,,
"['17:00', '15/06']",15/06 17:00,330,4,9999,,,NIL,NIL,4000,5,29,25,1012,79,,,,,,
"['18:00', '15/06']",15/06 18:00,360,7,9999,,,NIL,1,3300,5,28,25,1011,84,,,,,,
"['18:39', '15/06']",15/06 18:39,360,5,9999,,,NIL,1,3300,5,27,24,1011,84,,,,,,
"['19:00', '15/06']",15/06 19:00,30,7,9999,,,NIL,NIL,3000,5,26,24,1011,89,,,,,,
"['20:00', '15/06']",15/06 20:00,60,6,9999,,,NIL,NIL,NIL,3,27,23,1011,79,,,,,,
"['21:00', '15/06']",15/06 21:00,60,6,9999,,,NIL,NIL,NIL,3,26,24,1011,89,,,,,,
"['22:00', '15/06']",15/06 22:00,70,6,9999,,,NIL,NIL,NIL,3,26,24,1011,89,,,,,,
"['23:00', '15/06']",15/06 23:00,150,5,9999,,,NIL,NIL,2200,5,26,24,1013,89,,,,,,
"['00:00', '16/06']",16/06 00:00,110,2,9999,,,NIL,NIL,NIL,3,26,24,1013,89,,,,,,
"['01:00', '16/06']",16/06 01:00,90,4,9999,NIL,NIL,NIL,NIL,NIL,3,26,24,1014,89,,,,,,
"['02:00', '16/06']",16/06 02:00,120,4,9999,NIL,NIL,NIL,NIL,NIL,NIL,26,24,1014,89,,,,,,
"['03:00', '16/06']",16/06 03:00,110,2,9999,NIL,NIL,NIL,NIL,NIL,NIL,26,24,1014,89,,,,,,
"['04:00', '16/06']",16/06 04:00,90,5,9999,NIL,NIL,NIL,NIL,NIL,NIL,26,24,1013,89,,,,,,
"['05:00', '16/06']",16/06 05:00,100,5,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1013,94,,,,,,
"['06:00', '16/06']",16/06 06:00,100,3,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1013,94,,,,,,
"['07:00', '16/06']",16/06 07:00,90,5,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1012,94,,,,,,
"['08:00', '16/06']",16/06 08:00,90,4,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1012,94,,,,,,
"['09:00', '16/06']",16/06 09:00,110,5,9999,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1012,94,,,,,,
"['10:00', '16/06']",16/06 10:00,140,5,9000,NIL,NIL,NIL,NIL,NIL,NIL,25,24,1013,94,,,,,,
"['11:00', '16/06']",16/06 11:00,100,8,9999,NIL,NIL,NIL,NIL,NIL,2,26,24,1013,89,,,,,,
"['12:00', '16/06']",16/06 12:00,90,10,9999,NIL,NIL,NIL,NIL,NIL,3,28,24,1014,79,,,,,,
"['13:00', '16/06']",16/06 13:00,90,11,9999,NIL,NIL,NIL,NIL,NIL,3,29,24,1014,74,,,,,,
"['14:00', '16/06']",16/06 14:00,80,9,9999,NIL,NIL,NIL,NIL,2500,5,30,24,1013,70,,,,,,
