validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_vrb,vis,vis_setor,vis_setor_dir,chuvisco,chuva,nevoa_umida,teto,cobertura,tt,po,qnh,ur,vnt_rajada,trovoada,pancada,nevoeiro,nevoa_seca
"['17:00', '02/02']",02/02 17:00,170,8,NIL,9999,NIL,NIL,,1,NIL,10000,5,24,21,1016,83,,NIL,,,
"['18:00', '02/02']",02/02 18:00,230,7,215,9999,NIL,NIL,,NIL,NIL,8000,5,28,19,1015,58,,NIL,,,
"['19:00', '02/02']",02/02 19:00,140,8,NIL,9999,NIL,NIL,,NIL,NIL,4500,5,28,22,1015,70,,NIL,,,
"['20:00', '02/02']",02/02 20:00,130,10,NIL,9999,NIL,NIL,,NIL,NIL,8000,5,26,21,1015,74,,NIL,,,
"['21:00', '02/02']",02/02 21:00,50,3,55,9999,NIL,NIL,,NIL,NIL,4500,5,24,22,1016,89,,NIL,,,
"['21:29', '02/02']",02/02 21:29,20,5,205,9000,4000,315,,NIL,NIL,1100,5,23,21,1016,89,,1,,,
"['22:00', '02/02']",02/02 22:00,30,16,NIL,8000,NIL,NIL,,NIL,NIL,1000,5,21,19,1017,88,,1,,,
"['23:00', '02/02']",02/02 23:00,70,7,NIL,9999,NIL,NIL,,1,NIL,10000,5,20,20,1017,100,,1,,,
"['00:00', '03/02']",03/02 00:00,170,5,NIL,9999,NIL,NIL,,NIL,NIL,10000,5,21,20,1017,94,,NIL,,,
"['01:00', '03/02']",03/02 01:00,VRB,2,NIL,9999,NIL,NIL,,NIL,NIL,10000,5,20,20,1018,100,NIL,NIL,,NIL,
"['02:00', '03/02']",03/02 02:00,290,3,290,9999,NIL,NIL,,NIL,NIL,10000,5,20,20,1019,100,NIL,NIL,,NIL,
"['03:00', '03/02']",03/02 03:00,20,4,NIL,9999,NIL,NIL,,NIL,NIL,10000,5,20,19,1018,94,NIL,NIL,,NIL,
"['04:00', '03/02']",03/02 04:00,80,4,NIL,9999,NIL,NIL,,NIL,NIL,NIL,3,19,19,1018,100,NIL,NIL,,NIL,
"['05:00', '03/02']",03/02 05:00,150,2,NIL,9999,NIL,NIL,,NIL,NIL,10000,5,19,19,1018,100,NIL,NIL,,NIL,
"['06:00', '03/02']",03/02 06:00,120,3,NIL,9999,NIL,NIL,,NIL,NIL,NIL,3,19,19,1017,100,NIL,NIL,,NIL,
"['07:00', '03/02']",03/02 07:00,90,4,NIL,9999,NIL,NIL,,NIL,NIL,NIL,2,18,18,1017,100,NIL,NIL,,NIL,
"['08:00', '03/02']",03/02 08:00,330,3,NIL,9999,NIL,NIL,,NIL,NIL,NIL,2,18,18,1017,100,NIL,NIL,,NIL,
"['08:47', '03/02']",03/02 08:47,100,2,NIL,1300,NIL,NIL,,NIL,1,100,5,17,17,1017,100,NIL,NIL,,NIL,
"['09:00', '03/02']",03/02 09:00,130,3,NIL,500,NIL,NIL,,NIL,NIL,100,8,17,17,1018,100,NIL,NIL,,1,
"['09:23', '03/02']",03/02 09:23,50,2,NIL,250,NIL,NIL,,NIL,NIL,100,8,18,18,1018,100,NIL,NIL,,1,
"['10:00', '03/02']",03/02 10:00,VRB,2,NIL,400,NIL,NIL,,NIL,NIL,100,5,18,18,1018,100,NIL,NIL,,1,
"['10:10', '03/02']",03/02 10:10,0,0,NIL,4000,1200,135,,NIL,1,NIL,3,19,19,1018,100,NIL,NIL,,1,
"['10:35', '03/02']",03/02 10:35,10,2,NIL,9999,NIL,NIL,,NIL,NIL,NIL,2,20,20,1018,100,NIL,NIL,,NIL,
"['11:00', '03/02']",03/02 11:00,320,2,NIL,9999,NIL,NIL,,NIL,NIL,NIL,2,21,20,1018,94,NIL,NIL,,NIL,
"['12:00', '03/02']",03/02 12:00,20,5,NIL,9999,NIL,NIL,,NIL,NIL,NIL,2,24,20,1019,78,NIL,NIL,,NIL,
"['13:00', '03/02']",03/02 13:00,10,5,NIL,9999,NIL,NIL,,NIL,NIL,NIL,3,26,20,1018,70,NIL,NIL,,NIL,
"['14:00', '03/02']",03/02 14:00,10,5,NIL,9999,NIL,NIL,,NIL,NIL,2500,5,27,20,1018,66,NIL,NIL,,NIL,
"['15:00', '03/02']",03/02 15:00,270,4,NIL,9999,NIL,NIL,,NIL,NIL,4000,5,28,19,1018,58,NIL,NIL,,NIL,
"['16:00', '03/02']",03/02 16:00,310,7,NIL,9999,NIL,NIL,,NIL,NIL,4500,5,30,18,1017,49,NIL,NIL,,NIL,
"['17:00', '03/02']",03/02 17:00,280,6,NIL,9999,NIL,NIL,,NIL,NIL,4500,5,30,16,1017,43,NIL,NIL,,NIL,
"['18:00', '03/02']",03/02 18:00,290,5,NIL,9999,NIL,NIL,,NIL,NIL,NIL,NIL,30,16,1016,43,NIL,NIL,,NIL,
"['19:00', '03/02']",03/02 19:00,220,5,NIL,9999,NIL,NIL,,NIL,NIL,4500,5,30,18,1016,49,NIL,NIL,,NIL,
"['20:00', '03/02']",03/02 20:00,50,6,NIL,9999,NIL,NIL,,1,NIL,6000,5,24,20,1015,78,NIL,NIL,,NIL,
"['20:35', '03/02']",03/02 20:35,50,7,NIL,9000,4000,225,,1,NIL,6000,5,24,22,1015,89,NIL,1,,NIL,
"['21:00', '03/02']",03/02 21:00,340,10,NIL,4500,NIL,NIL,,1,NIL,5000,5,23,19,1016,78,20,1,,NIL,
"['21:30', '03/02']",03/02 21:30,VRB,6,NIL,5000,NIL,NIL,,1,NIL,6000,5,23,19,1016,78,NIL,1,,NIL,
"['22:00', '03/02']",03/02 22:00,110,5,NIL,9000,NIL,NIL,,1,NIL,NIL,3,22,20,1015,88,NIL,1,,NIL,
"['23:00', '03/02']",03/02 23:00,120,3,NIL,9999,NIL,NIL,,NIL,NIL,4000,5,23,21,1017,89,NIL,NIL,,NIL,
"['00:00', '04/02']",04/02 00:00,100,3,NIL,9999,NIL,NIL,,NIL,NIL,4000,5,22,22,1017,100,NIL,NIL,,NIL,
"['01:00', '04/02']",04/02 01:00,60,4,NIL,6000,,,,NIL,NIL,NIL,NIL,22,21,1017,94,NIL,NIL,,,
"['02:00', '04/02']",04/02 02:00,60,5,NIL,3500,,,,NIL,1,500,5,22,22,1017,100,NIL,NIL,,,
"['03:00', '04/02']",04/02 03:00,VRB,1,NIL,3500,,,,NIL,1,600,5,22,22,1016,100,NIL,NIL,,,
"['04:00', '04/02']",04/02 04:00,40,5,NIL,5000,,,,NIL,1,500,5,22,21,1015,94,NIL,NIL,,,
"['05:00', '04/02']",04/02 05:00,350,6,NIL,8000,,,,NIL,NIL,400,5,22,22,1016,100,NIL,NIL,,,
"['06:00', '04/02']",04/02 06:00,350,4,NIL,8000,,,,NIL,NIL,600,8,23,21,1016,89,NIL,NIL,,,
"['07:00', '04/02']",04/02 07:00,350,3,NIL,9999,,,,NIL,NIL,1000,5,22,21,1015,94,NIL,NIL,,,
"['08:00', '04/02']",04/02 08:00,10,3,195,9999,,,,NIL,NIL,NIL,3,22,21,1014,94,NIL,NIL,,,
"['09:00', '04/02']",04/02 09:00,320,4,NIL,9999,,,,NIL,NIL,NIL,3,21,21,1015,100,NIL,NIL,,,
"['10:00', '04/02']",04/02 10:00,290,5,300,9999,,,,NIL,NIL,NIL,3,22,21,1015,94,NIL,NIL,,,
"['11:00', '04/02']",04/02 11:00,340,5,NIL,9999,,,,NIL,NIL,NIL,NIL,23,21,1014,89,NIL,NIL,,,
"['12:00', '04/02']",04/02 12:00,300,8,NIL,9999,,,,NIL,NIL,NIL,2,26,21,1014,74,NIL,NIL,,,
"['13:00', '04/02']",04/02 13:00,310,11,NIL,9999,,,,NIL,NIL,4000,5,25,22,1014,83,NIL,NIL,,,
"['14:00', '04/02']",04/02 14:00,290,13,NIL,9999,,,,NIL,NIL,3000,5,27,20,1014,66,24,NIL,,,
"['15:00', '04/02']",04/02 15:00,300,13,NIL,9999,,,,NIL,NIL,NIL,3,29,21,1013,62,NIL,NIL,,,
"['16:00', '04/02']",04/02 16:00,290,13,NIL,9999,,,,NIL,NIL,NIL,3,30,20,1012,55,NIL,NIL,,,
"['17:00', '04/02']",04/02 17:00,290,14,NIL,9999,,,,NIL,NIL,NIL,3,29,19,1011,55,NIL,NIL,,,
"['18:00', '04/02']",04/02 18:00,310,11,NIL,9999,,,,NIL,NIL,4000,5,29,21,1010,62,NIL,NIL,,,
"['19:00', '04/02']",04/02 19:00,290,10,NIL,9999,,,,NIL,NIL,4000,5,30,20,1010,55,NIL,NIL,,,
"['20:00', '04/02']",04/02 20:00,270,8,NIL,9999,,,,NIL,NIL,4000,5,25,22,1010,83,NIL,NIL,,,
"['20:25', '04/02']",04/02 20:25,340,9,NIL,9999,,,,NIL,NIL,4500,5,25,22,1010,83,NIL,1,,,
"['21:00', '04/02']",04/02 21:00,210,8,NIL,4000,,,,1,NIL,2500,5,23,21,1011,89,NIL,1,,,
"['21:15', '04/02']",04/02 21:15,210,14,NIL,3000,,,,1,NIL,700,5,21,20,1012,94,NIL,1,,,
"['22:00', '04/02']",04/02 22:00,250,6,NIL,6000,,,,1,NIL,700,5,21,20,1012,94,NIL,1,,,
"['22:40', '04/02']",04/02 22:40,290,5,NIL,9999,,,,NIL,NIL,1400,5,21,19,1011,88,NIL,NIL,,,
"['23:00', '04/02']",04/02 23:00,290,4,NIL,9999,,,,NIL,NIL,2300,5,21,20,1012,94,NIL,NIL,,,
"['00:00', '05/02']",05/02 00:00,210,7,NIL,9999,,,,NIL,NIL,10000,5,21,19,1013,88,NIL,NIL,,,
"['01:00', '05/02']",05/02 01:00,240,5,245,9999,,,,,,8000,5,20,17,1013,83,,,,,
"['02:00', '05/02']",05/02 02:00,220,4,NIL,9999,,,,,,NIL,NIL,19,16,1013,83,,,,,
"['03:00', '05/02']",05/02 03:00,240,6,NIL,9999,,,,,,NIL,NIL,18,16,1013,88,,,,,
"['04:00', '05/02']",05/02 04:00,280,4,NIL,9999,,,,,,NIL,NIL,18,15,1013,83,,,,,
"['05:00', '05/02']",05/02 05:00,230,5,NIL,9999,,,,,,NIL,NIL,17,15,1012,88,,,,,
"['06:00', '05/02']",05/02 06:00,250,5,NIL,9999,,,,,,NIL,NIL,16,14,1011,88,,,,,
"['07:00', '05/02']",05/02 07:00,250,4,NIL,9999,,,,,,NIL,NIL,16,14,1012,88,,,,,
"['08:00', '05/02']",05/02 08:00,260,4,NIL,9999,,,,,,NIL,NIL,15,13,1012,88,,,,,
"['09:00', '05/02']",05/02 09:00,240,6,NIL,9999,,,,,,NIL,NIL,15,13,1012,88,,,,,
"['10:00', '05/02']",05/02 10:00,250,6,NIL,9999,,,,,,NIL,NIL,16,14,1012,88,,,,,
"['11:00', '05/02']",05/02 11:00,230,5,235,9999,,,,,,NIL,NIL,17,14,1012,83,,,,,
"['12:00', '05/02']",05/02 12:00,260,5,230,9999,,,,,,NIL,NIL,19,12,1013,64,,,,,
"['13:00', '05/02']",05/02 13:00,240,7,230,9999,,,,,,NIL,NIL,21,13,1013,60,,,,,
"['14:00', '05/02']",05/02 14:00,210,6,215,9999,,,,,,NIL,NIL,21,12,1013,56,,,,,
"['15:00', '05/02']",05/02 15:00,VRB,4,NIL,9999,,,,,,NIL,2,22,12,1012,53,,,,,
"['16:00', '05/02']",05/02 16:00,VRB,3,NIL,9999,,,,,,NIL,2,24,12,1011,47,,,,,
"['17:00', '05/02']",05/02 17:00,220,9,220,9999,,,,,,NIL,2,26,11,1011,39,,,,,
"['18:00', '05/02']",05/02 18:00,220,9,NIL,9999,,,,,,NIL,NIL,26,12,1010,42,,,,,
"['19:00', '05/02']",05/02 19:00,210,10,NIL,9999,,,,,,NIL,NIL,26,11,1010,39,,,,,
"['20:00', '05/02']",05/02 20:00,230,11,NIL,9999,,,,,,NIL,NIL,25,09,1010,36,,,,,
"['21:00', '05/02']",05/02 21:00,220,9,NIL,9999,,,,,,NIL,NIL,25,11,1010,41,,,,,
"['22:00', '05/02']",05/02 22:00,200,8,NIL,9999,,,,,,NIL,NIL,23,12,1010,50,,,,,
"['23:00', '05/02']",05/02 23:00,220,5,NIL,9999,,,,,,NIL,NIL,21,12,1011,56,,,,,
"['00:00', '06/02']",06/02 00:00,110,4,NIL,9999,,,,,,NIL,NIL,18,15,1012,83,,,,,
"['01:00', '06/02']",06/02 01:00,110,5,NIL,9999,,,,,,NIL,NIL,17,15,1013,88,,,,,
"['02:00', '06/02']",06/02 02:00,120,6,NIL,9999,,,,,,NIL,3,16,15,1013,94,,,,,
"['03:00', '06/02']",06/02 03:00,110,4,NIL,9999,,,,,,NIL,2,16,15,1013,94,,,,,
"['04:00', '06/02']",06/02 04:00,110,3,NIL,9999,,,,,,NIL,3,16,15,1012,94,,,,,
"['05:00', '06/02']",06/02 05:00,140,5,NIL,9999,,,,,,NIL,3,15,15,1012,100,,,,,
"['07:00', '06/02']",06/02 07:00,330,2,NIL,9999,,,,,,1700,5,16,15,1012,94,,,,,
"['08:00', '06/02']",06/02 08:00,0,0,NIL,9999,,,,,,2000,5,16,15,1012,94,,,,,
"['09:00', '06/02']",06/02 09:00,140,4,NIL,9999,,,,,,NIL,3,16,15,1012,94,,,,,
"['10:00', '06/02']",06/02 10:00,80,2,NIL,9999,,,,,,900,5,18,16,1013,88,,,,,
"['11:00', '06/02']",06/02 11:00,150,3,165,9999,,,,,,1400,5,19,15,1014,78,,,,,
"['12:00', '06/02']",06/02 12:00,240,4,240,9999,,,,,,2000,5,18,14,1014,77,,,,,
"['13:00', '06/02']",06/02 13:00,180,5,190,9999,,,,,,2500,5,21,14,1015,64,,,,,
"['14:00', '06/02']",06/02 14:00,230,4,245,9999,,,,,,3000,5,22,13,1015,57,,,,,
"['15:00', '06/02']",06/02 15:00,VRB,2,NIL,9999,,,,,,4000,5,24,14,1014,54,,,,,
"['16:00', '06/02']",06/02 16:00,210,8,200,9999,,,,,,4000,5,25,13,1014,47,,,,,
"['17:00', '06/02']",06/02 17:00,210,7,215,9999,,,,,,4500,5,24,13,1014,50,,,,,
"['18:00', '06/02']",06/02 18:00,200,10,200,9999,,,,,,4000,5,25,12,1013,44,,,,,
"['19:00', '06/02']",06/02 19:00,120,12,NIL,9999,,,,,,4000,5,22,17,1013,73,,,,,
"['20:00', '06/02']",06/02 20:00,110,11,NIL,9999,,,,,,NIL,3,22,16,1013,69,,,,,
"['21:00', '06/02']",06/02 21:00,110,9,NIL,9999,,,,,,900,5,18,16,1014,88,,,,,
"['22:00', '06/02']",06/02 22:00,110,9,NIL,9999,,,,,,800,8,17,15,1015,88,,,,,
"['23:00', '06/02']",06/02 23:00,100,8,NIL,9999,,,,,,900,8,16,15,1016,94,,,,,
"['00:00', '07/02']",07/02 00:00,110,7,110,9999,,,,,,900,5,16,14,1016,88,,,,,
"['01:00', '07/02']",07/02 01:00,110,5,NIL,9999,,,,,,NIL,3,15,14,1017,94,,,,,
"['02:00', '07/02']",07/02 02:00,90,4,NIL,9999,,,,,,NIL,2,15,13,1017,88,,,,,
"['03:00', '07/02']",07/02 03:00,100,4,NIL,9999,,,,,,NIL,3,15,13,1017,88,,,,,
"['04:00', '07/02']",07/02 04:00,120,3,NIL,9999,,,,,,NIL,2,14,13,1017,94,,,,,
"['05:00', '07/02']",07/02 05:00,120,5,NIL,9999,,,,,,NIL,3,14,13,1016,94,,,,,
"['06:00', '07/02']",07/02 06:00,140,5,NIL,9999,,,,,,NIL,2,14,13,1016,94,,,,,
"['07:00', '07/02']",07/02 07:00,140,4,NIL,9999,,,,,,NIL,NIL,14,13,1016,94,,,,,
"['08:00', '07/02']",07/02 08:00,130,4,NIL,9999,,,,,,NIL,NIL,13,13,1016,100,,,,,
"['09:00', '07/02']",07/02 09:00,120,4,NIL,9999,,,,,,2000,5,13,13,1016,100,,,,,
"['10:00', '07/02']",07/02 10:00,140,4,NIL,9999,,,,,,NIL,2,15,13,1017,88,,,,,
"['12:00', '07/02']",07/02 12:00,100,4,100,9999,,,,,,NIL,3,18,13,1018,73,,,,,
"['13:00', '07/02']",07/02 13:00,110,4,95,9999,,,,,,NIL,3,20,13,1018,64,,,,,
"['14:00', '07/02']",07/02 14:00,80,5,90,9999,,,,,,NIL,3,22,14,1018,60,,,,,
"['15:00', '07/02']",07/02 15:00,80,6,105,9999,,,,,,NIL,3,22,13,1018,57,,,,,
"['16:00', '07/02']",07/02 16:00,VRB,7,NIL,9999,,,,,,NIL,3,23,12,1017,50,,,,,
"['17:00', '07/02']",07/02 17:00,120,7,120,9999,,,,,,NIL,2,24,14,1017,54,,,,,
"['18:00', '07/02']",07/02 18:00,130,7,110,9999,,,,,,NIL,3,25,13,1016,47,,,,,
"['19:00', '07/02']",07/02 19:00,110,8,105,9999,,,,,,NIL,3,24,14,1016,54,,,,,
"['20:00', '07/02']",07/02 20:00,110,7,110,9999,,,,,,NIL,3,24,15,1016,57,,,,,
"['21:00', '07/02']",07/02 21:00,110,8,NIL,9999,,,,,,NIL,3,22,15,1016,65,,,,,
"['22:00', '07/02']",07/02 22:00,100,9,NIL,9999,,,,,,NIL,2,19,15,1017,78,,,,,
"['23:00', '07/02']",07/02 23:00,110,6,NIL,9999,,,,,,NIL,2,17,15,1017,88,,,,,
"['00:00', '08/02']",08/02 00:00,120,5,NIL,9999,,,,,,NIL,2,16,14,1018,88,,,,,
"['01:00', '08/02']",08/02 01:00,100,5,,9999,,,,,,NIL,2,15,14,1019,94,,,,,
"['02:00', '08/02']",08/02 02:00,90,6,,9999,,,,,,NIL,2,15,14,1019,94,,,,,
"['03:00', '08/02']",08/02 03:00,100,6,,9999,,,,,,NIL,2,15,14,1018,94,,,,,
"['04:00', '08/02']",08/02 04:00,140,4,,9999,,,,,,NIL,NIL,14,13,1018,94,,,,,
"['05:00', '08/02']",08/02 05:00,110,9,,9999,,,,,,NIL,NIL,15,13,1017,88,,,,,
"['06:00', '08/02']",08/02 06:00,130,4,,9999,,,,,,NIL,2,13,13,1017,100,,,,,
"['07:00', '08/02']",08/02 07:00,130,7,,9999,,,,,,NIL,2,14,13,1017,94,,,,,
"['08:00', '08/02']",08/02 08:00,140,6,,9999,,,,,,NIL,NIL,13,13,1017,100,,,,,
"['09:00', '08/02']",08/02 09:00,150,6,,9999,,,,,,NIL,NIL,14,12,1017,88,,,,,
"['10:00', '08/02']",08/02 10:00,140,5,,9999,,,,,,NIL,3,14,12,1018,88,,,,,
"['11:00', '08/02']",08/02 11:00,110,3,,9999,,,,,,3000,5,17,14,1018,83,,,,,
"['12:00', '08/02']",08/02 12:00,110,8,,9999,,,,,,NIL,3,19,11,1019,60,,,,,
"['13:00', '08/02']",08/02 13:00,110,7,,9999,,,,,,2000,5,19,14,1019,73,,,,,
"['14:00', '08/02']",08/02 14:00,100,7,,9999,,,,,,2500,5,19,14,1019,73,,,,,
"['15:00', '08/02']",08/02 15:00,80,8,,9999,,,,,,2000,5,20,15,1019,73,,,,,
"['16:00', '08/02']",08/02 16:00,70,6,,9999,,,,,,4000,5,21,14,1018,64,,,,,
"['17:00', '08/02']",08/02 17:00,VRB,6,,9999,,,,,,4000,5,23,13,1017,53,,,,,
"['18:00', '08/02']",08/02 18:00,110,7,,9999,,,,,,4500,5,24,14,1017,54,,,,,
"['19:00', '08/02']",08/02 19:00,100,6,,9999,,,,,,4500,5,23,15,1016,61,,,,,
"['20:00', '08/02']",08/02 20:00,110,8,,9999,,,,,,4500,5,23,15,1016,61,,,,,
"['21:00', '08/02']",08/02 21:00,120,9,,9999,,,,,,NIL,3,21,15,1016,69,,,,,
"['22:00', '08/02']",08/02 22:00,100,5,,9999,,,,,,NIL,2,18,15,1017,83,,,,,
"['23:00', '08/02']",08/02 23:00,110,7,,9999,,,,,,NIL,2,17,15,1018,88,,,,,
"['00:00', '09/02']",09/02 00:00,110,7,,9999,,,,,,NIL,3,16,15,1018,94,,,,,
"['01:00', '09/02']",09/02 01:00,110,7,,9999,,,,,,NIL,2,16,15,1019,94,,,,,
"['02:00', '09/02']",09/02 02:00,120,5,,9999,,,,,,NIL,2,15,14,1019,94,,,,,
"['03:00', '09/02']",09/02 03:00,110,6,,9999,,,,,,NIL,2,15,14,1019,94,,,,,
"['04:00', '09/02']",09/02 04:00,140,4,,9999,,,,,,NIL,2,14,14,1018,100,,,,,
"['05:00', '09/02']",09/02 05:00,120,4,,9999,,,,,,NIL,NIL,14,13,1018,94,,,,,
"['06:00', '09/02']",09/02 06:00,100,4,,9999,,,,,,2000,5,15,14,1017,94,,,,,
"['07:00', '09/02']",09/02 07:00,110,4,,9999,,,,,,1700,5,15,14,1017,94,,,,,
"['08:00', '09/02']",09/02 08:00,140,5,,9999,,,,,,1600,5,15,14,1017,94,,,,,
"['09:00', '09/02']",09/02 09:00,110,3,,9999,,,,,,1800,5,15,14,1018,94,,,,,
"['10:00', '09/02']",09/02 10:00,110,4,,9999,,,,,,NIL,3,15,14,1018,94,,,,,
"['10:17', '09/02']",09/02 10:17,100,4,,9999,,,,,,1300,5,16,15,1018,94,,,,,
"['11:00', '09/02']",09/02 11:00,90,5,,9999,,,,,,1300,5,17,15,1019,88,,,,,
"['12:00', '09/02']",09/02 12:00,100,8,,9999,,,,,,NIL,3,20,15,1019,73,,,,,
"['13:00', '09/02']",09/02 13:00,80,10,,9999,,,,,,2500,5,21,14,1020,64,,,,,
"['14:00', '09/02']",09/02 14:00,110,7,,9999,,,,,,3000,5,21,14,1020,64,,,,,
"['15:00', '09/02']",09/02 15:00,80,7,,9999,,,,,,NIL,NIL,22,15,1019,65,,,,,
"['16:00', '09/02']",09/02 16:00,80,7,,9999,,,,,,NIL,NIL,23,14,1019,57,,,,,
"['17:00', '09/02']",09/02 17:00,80,7,,9999,,,,,,4000,5,24,14,1018,54,,,,,
"['18:00', '09/02']",09/02 18:00,110,8,,9999,,,,,,3500,5,22,15,1018,65,,,,,
"['20:00', '09/02']",09/02 20:00,100,10,,9999,,,,,,NIL,3,22,15,1017,65,,,,,
"['21:00', '09/02']",09/02 21:00,100,9,,9999,,,,,,NIL,3,21,15,1017,69,,,,,
"['22:00', '09/02']",09/02 22:00,110,6,,9999,,,,,,NIL,3,18,15,1018,83,,,,,
"['23:00', '09/02']",09/02 23:00,120,8,,9999,,,,,,NIL,3,17,16,1018,94,,,,,
"['00:00', '10/02']",10/02 00:00,120,7,,9999,,,,,,NIL,2,16,15,1019,94,,,,,
"['01:00', '10/02']",10/02 01:00,130,6,NIL,9999,NIL,NIL,,,,NIL,2,15,15,1020,100,,,,,
"['02:00', '10/02']",10/02 02:00,120,5,NIL,9999,NIL,NIL,,,,NIL,2,15,14,1019,94,,,,,
"['03:00', '10/02']",10/02 03:00,130,6,NIL,9999,NIL,NIL,,,,NIL,3,15,14,1019,94,,,,,
"['04:00', '10/02']",10/02 04:00,140,6,NIL,9999,NIL,NIL,,,,NIL,2,15,14,1019,94,,,,,
"['05:00', '10/02']",10/02 05:00,140,6,NIL,9999,NIL,NIL,,,,NIL,NIL,15,14,1018,94,,,,,
"['06:00', '10/02']",10/02 06:00,150,5,NIL,9999,NIL,NIL,,,,3500,5,15,14,1018,94,,,,,
"['07:00', '10/02']",10/02 07:00,140,6,NIL,9999,NIL,NIL,,,,NIL,3,14,13,1018,94,,,,,
"['09:00', '10/02']",10/02 09:00,110,3,NIL,9999,NIL,NIL,,,,NIL,3,14,13,1018,94,,,,,
"['09:40', '10/02']",10/02 09:40,140,3,NIL,9000,4000,135,,,,1000,5,15,15,1019,100,,,,,
"['10:00', '10/02']",10/02 10:00,130,4,NIL,9999,NIL,NIL,,,,1000,5,15,15,1019,100,,,,,
"['11:00', '10/02']",10/02 11:00,110,4,NIL,9999,NIL,NIL,,,,NIL,2,17,16,1019,94,,,,,
"['12:00', '10/02']",10/02 12:00,100,6,NIL,9999,NIL,NIL,,,,1300,5,18,15,1020,83,,,,,
"['12:37', '10/02']",10/02 12:37,90,6,NIL,9999,NIL,NIL,,,,2500,5,20,14,1020,68,,,,,
"['13:00', '10/02']",10/02 13:00,90,6,NIL,9999,NIL,NIL,,,,2500,5,20,14,1020,68,,,,,
"['14:00', '10/02']",10/02 14:00,90,8,NIL,9999,NIL,NIL,,,,2500,5,22,15,1020,65,,,,,
"['15:00', '10/02']",10/02 15:00,80,7,NIL,9999,NIL,NIL,,,,4000,5,23,16,1019,65,,,,,
"['16:00', '10/02']",10/02 16:00,60,9,NIL,9999,NIL,NIL,,,,4000,5,24,15,1019,57,,,,,
"['17:00', '10/02']",10/02 17:00,90,8,NIL,9999,NIL,NIL,,,,4500,5,25,15,1018,54,,,,,
"['18:00', '10/02']",10/02 18:00,120,9,105,9999,NIL,NIL,,,,NIL,3,23,15,1018,61,,,,,
"['19:00', '10/02']",10/02 19:00,110,8,115,9999,NIL,NIL,,,,3000,5,22,16,1017,69,,,,,
"['20:00', '10/02']",10/02 20:00,110,10,100,9999,NIL,NIL,,,,NIL,3,22,16,1017,69,,,,,
"['21:00', '10/02']",10/02 21:00,90,9,85,9999,NIL,NIL,,,,NIL,3,20,16,1017,78,,,,,
"['22:00', '10/02']",10/02 22:00,100,7,100,9999,NIL,NIL,,,,NIL,3,19,16,1017,83,,,,,
"['23:00', '10/02']",10/02 23:00,100,8,110,9999,NIL,NIL,,,,900,5,18,16,1018,88,,,,,
"['00:00', '11/02']",11/02 00:00,120,6,NIL,9999,NIL,NIL,,,,900,5,17,16,1018,94,,,,,
"['01:00', '11/02']",11/02 01:00,100,6,NIL,9999,,,,NIL,,1400,5,17,16,1019,94,,,,,
"['02:00', '11/02']",11/02 02:00,100,4,NIL,9999,,,,NIL,,1000,5,17,16,1019,94,,,,,
"['03:00', '11/02']",11/02 03:00,100,3,NIL,9999,,,,NIL,,1300,5,17,16,1019,94,,,,,
"['04:00', '11/02']",11/02 04:00,130,4,NIL,9999,,,,NIL,,1400,5,16,15,1018,94,,,,,
"['05:00', '11/02']",11/02 05:00,100,3,NIL,9999,,,,NIL,,1300,5,16,15,1018,94,,,,,
"['06:00', '11/02']",11/02 06:00,100,2,NIL,9999,,,,NIL,,1300,5,16,16,1018,100,,,,,
"['07:00', '11/02']",11/02 07:00,90,2,NIL,9999,,,,NIL,,1400,5,16,16,1017,100,,,,,
"['08:00', '11/02']",11/02 08:00,130,3,NIL,9999,,,,NIL,,1400,5,17,16,1017,94,,,,,
"['09:00', '11/02']",11/02 09:00,120,3,NIL,9999,,,,NIL,,1000,5,16,16,1018,100,,,,,
"['10:00', '11/02']",11/02 10:00,100,2,NIL,9999,,,,NIL,,1200,5,17,16,1018,94,,,,,
"['11:00', '11/02']",11/02 11:00,90,4,NIL,9999,,,,NIL,,1100,5,19,17,1019,88,,,,,
"['12:00', '11/02']",11/02 12:00,80,7,NIL,9999,,,,NIL,,1400,5,21,17,1019,78,,,,,
"['13:00', '11/02']",11/02 13:00,70,9,NIL,9999,,,,NIL,,1900,5,22,17,1019,73,,,,,
"['14:00', '11/02']",11/02 14:00,70,12,NIL,9999,,,,NIL,,3000,5,22,17,1019,73,,,,,
"['15:00', '11/02']",11/02 15:00,70,10,NIL,9999,,,,NIL,,10000,8,22,16,1019,69,,,,,
"['16:00', '11/02']",11/02 16:00,80,9,NIL,9999,,,,NIL,,10000,8,23,17,1018,69,,,,,
"['17:00', '11/02']",11/02 17:00,90,7,NIL,9999,,,,NIL,,2500,5,23,16,1018,65,,,,,
"['18:00', '11/02']",11/02 18:00,60,6,60,8000,,,,1,,2000,5,20,18,1018,88,,,,,
"['19:00', '11/02']",11/02 19:00,VRB,2,NIL,9999,,,,NIL,,1500,5,20,18,1017,88,,,,,
"['19:13', '11/02']",11/02 19:13,VRB,2,NIL,9999,,,,NIL,,900,5,20,18,1017,88,,,,,
"['20:00', '11/02']",11/02 20:00,70,7,NIL,9999,,,,NIL,,900,8,20,17,1017,83,,,,,
