vnt_vel_max_mean,tt_mean,po_mean,qnh_mean,ur_mean,vnt_dir_mode,vnt_rajada_mode,chuva_mode,trovoada_mode,teto_mode,vnt_vel_mean,vnt_vel_top3_mean,tt_top3_mean,po_top3_mean,qnh_top3_mean,ur_top3_mean,chuva_count,week,year,Aeroporto_
7.4,22.66176470588235,19.735294117647058,1012.0882352941177,85.1470588235294,0,,1,1,2000,3.4776119402985075,9.333333333333334,32.0,22.0,1015.6666666666666,100.0,10.0,1,2020,SBGR
10.428571428571429,25.083333333333332,21.458333333333332,1014.53125,82.28125,0,,1,1,4000,5.125,13.333333333333334,32.333333333333336,23.333333333333332,1018.0,100.0,10.0,2,2020,SBGR
9.142857142857142,22.164948453608247,19.68041237113402,1018.5773195876288,87.02061855670104,140,31,1,1,1100,5.474226804123711,12.333333333333334,31.666666666666668,23.0,1022.6666666666666,100.0,5.0,3,2020,SBGR
8.0,20.677083333333332,17.375,1011.8541666666666,83.71875,0,,1,,1300,4.166666666666667,10.666666666666666,29.333333333333332,20.333333333333332,1017.6666666666666,100.0,8.0,4,2020,SBGR
10.571428571428571,24.451612903225808,19.193548387096776,1016.3333333333334,75.39784946236558,310,22,1,1,4000,6.064516129032258,16.0,32.0,22.666666666666668,1019.0,100.0,4.0,5,2020,SBGR
9.428571428571429,23.416666666666668,20.416666666666668,1016.5,85.01041666666667,60,,1,1,500,5.104166666666667,14.0,30.0,23.0,1019.0,100.0,6.0,6,2020,SBGR
9.142857142857142,21.114285714285714,18.97142857142857,1017.2666666666667,89.3047619047619,0,19,1,1,700,4.228571428571429,12.0,32.0,22.333333333333332,1020.0,100.0,30.0,7,2020,SBGR
9.142857142857142,22.62857142857143,20.01904761904762,1016.3714285714286,86.99047619047619,0,,1,,3000,4.123809523809523,11.666666666666666,31.333333333333332,23.0,1022.0,100.0,10.0,8,2020,SBGR
9.666666666666666,20.80952380952381,18.761904761904763,1016.6785714285714,88.85714285714286,60,,1,1,1100,6.476190476190476,12.333333333333334,29.0,22.0,1021.0,100.0,18.0,9,2020,SBGR
7.428571428571429,19.918367346938776,16.877551020408163,1017.8877551020408,84.26530612244898,0,,1,1,1300,3.8877551020408165,8.333333333333334,26.0,20.0,1020.3333333333334,100.0,7.0,10,2020,SBGR
8.857142857142858,22.96875,18.4375,1018.7708333333334,78.40625,60,,,,900,4.71875,11.0,32.0,21.0,1021.0,100.0,0.0,11,2020,SBGR
9.714285714285714,23.032258064516128,19.365591397849464,1015.9139784946236,82.02150537634408,130,,1,,4000,4.913978494623656,11.666666666666666,31.0,22.333333333333332,1020.6666666666666,100.0,8.0,12,2020,SBGR
10.428571428571429,20.47872340425532,15.882978723404255,1019.7659574468086,77.76595744680851,60,16,1,,10000,5.670212765957447,13.333333333333334,28.666666666666668,21.333333333333332,1023.0,100.0,3.0,13,2020,SBGR
9.142857142857142,22.106382978723403,17.925531914893618,1016.2340425531914,79.75531914893617,70,25,1,,600,5.542553191489362,17.0,30.666666666666668,21.0,1020.6666666666666,100.0,2.0,14,2020,SBGR
8.142857142857142,19.21276595744681,14.085106382978724,1018.2765957446809,74.85106382978724,130,,,,1000,4.808510638297872,11.666666666666666,30.0,18.0,1022.0,100.0,0.0,15,2020,SBGR
9.714285714285714,19.095744680851062,14.670212765957446,1020.063829787234,77.54255319148936,70,,1,,1300,5.382978723404255,12.0,26.0,18.333333333333332,1025.6666666666667,98.0,3.0,16,2020,SBGR
9.571428571428571,19.051546391752577,14.061855670103093,1021.1340206185567,76.41237113402062,70,,,,900,4.938144329896907,12.333333333333334,27.666666666666668,16.0,1024.3333333333333,100.0,0.0,17,2020,SBGR
9.714285714285714,19.291666666666668,13.510416666666666,1021.8645833333334,73.17708333333333,70,,,,200,5.114583333333333,13.333333333333334,27.333333333333332,17.666666666666668,1027.0,100.0,0.0,18,2020,SBGR
11.285714285714286,16.90625,11.5,1020.8020833333334,74.39583333333333,70,20,1,,1100,5.979166666666667,16.333333333333332,27.0,13.0,1026.0,100.0,1.0,19,2020,SBGR
9.0,17.36082474226804,12.1340206185567,1019.7938144329897,75.50515463917526,0,22,,,900,4.268041237113402,13.333333333333334,26.0,16.0,1023.6666666666666,100.0,0.0,20,2020,SBGR
12.714285714285714,17.480392156862745,13.215686274509803,1021.7352941176471,78.79411764705883,70,26,1,,10000,7.401960784313726,17.0,26.0,17.0,1027.3333333333333,100.0,3.0,21,2020,SBGR
11.428571428571429,14.326315789473684,7.11578947368421,1019.6947368421053,67.03157894736842,300,24,,,200,6.757894736842105,14.666666666666666,25.0,11.333333333333334,1024.0,100.0,0.0,22,2020,SBGR
8.142857142857142,18.204301075268816,14.731182795698924,1021.1182795698925,82.59139784946237,70,,1,1,800,4.771739130434782,11.666666666666666,25.666666666666668,18.0,1025.0,100.0,8.0,23,2020,SBGR
11.571428571428571,20.736842105263158,15.389473684210527,1020.2526315789473,74.86315789473684,320,,1,,1300,5.726315789473684,15.0,28.0,18.0,1027.3333333333333,100.0,2.0,24,2020,SBGR
12.142857142857142,18.47826086956522,13.032608695652174,1024.4239130434783,73.80434782608695,70,,,,1700,7.25,15.333333333333334,27.333333333333332,15.666666666666666,1030.0,100.0,0.0,25,2020,SBGR
10.285714285714286,17.20212765957447,12.46808510638298,1019.7872340425532,77.76595744680851,0,28,1,,700,4.702127659574468,15.0,27.0,16.333333333333332,1024.3333333333333,100.0,15.0,26,2020,SBGR
13.142857142857142,15.66326530612245,11.153061224489797,1018.4591836734694,77.61224489795919,70,29,1,,200,8.103092783505154,21.0,25.0,15.333333333333334,1025.0,100.0,1.0,27,2020,SBGR
12.285714285714286,18.587628865979383,12.29896907216495,1019.5051546391752,71.31958762886597,70,20,1,,200,7.041237113402062,17.333333333333332,27.666666666666668,16.0,1024.0,100.0,2.0,28,2020,SBGR
9.285714285714286,16.650943396226417,13.575471698113208,1023.2169811320755,84.36792452830188,70,,1,,200,5.820754716981132,10.666666666666666,27.666666666666668,15.666666666666666,1027.0,100.0,1.0,29,2020,SBGR
10.0,18.380434782608695,11.054347826086957,1021.9347826086956,67.27173913043478,80,21,,,1000,5.608695652173913,13.666666666666666,27.333333333333332,15.0,1026.0,100.0,0.0,30,2020,SBGR
11.571428571428571,17.127659574468087,12.680851063829786,1024.5212765957447,78.56382978723404,80,24,1,,1100,6.861702127659575,16.0,28.0,15.333333333333334,1029.0,100.0,1.0,31,2020,SBGR
10.571428571428571,15.821052631578947,10.473684210526315,1027.463157894737,75.36842105263158,70,,,,700,6.094736842105263,12.333333333333334,25.0,13.0,1031.0,100.0,0.0,32,2020,SBGR
10.285714285714286,19.231578947368423,12.442105263157895,1017.9894736842106,69.3578947368421,70,19,1,1,1700,5.463157894736842,12.0,29.666666666666668,16.0,1022.6666666666666,98.0,6.0,33,2020,SBGR
9.428571428571429,15.104761904761904,12.619047619047619,1021.0,86.08571428571429,160,23,1,1,700,5.0095238095238095,11.666666666666666,25.0,17.333333333333332,1027.0,100.0,34.0,34,2020,SBGR
10.714285714285714,16.428571428571427,10.510204081632653,1021.2448979591836,73.11224489795919,70,,,,200,6.020408163265306,13.0,30.0,15.333333333333334,1025.6666666666667,100.0,0.0,35,2020,SBGR
10.857142857142858,21.01086956521739,13.73913043478261,1022.0760869565217,68.5,70,17,,,1300,6.891304347826087,12.333333333333334,31.333333333333332,16.333333333333332,1028.0,96.0,0.0,36,2020,SBGR
