vnt_vel_max_mean,tt_mean,po_mean,qnh_mean,ur_mean,vnt_dir_mode,vnt_rajada_mode,chuva_mode,trovoada_mode,teto_mode,week,year,Aeroporto_
9.571428571428571,22.979166666666668,18.895833333333332,1018.7604166666666,79.46875,60,,1,,5000,19,2020,SBGL
7.428571428571429,21.76923076923077,17.52747252747253,1017.4395604395604,78.58241758241758,10,,1,,5000,20,2020,SBGL
11.857142857142858,23.096774193548388,18.204301075268816,1013.3333333333334,75.82795698924731,20,31,,,2000,21,2020,SBGL
9.142857142857142,23.319148936170212,18.24468085106383,1015.436170212766,75.8936170212766,320,,1,,3000,22,2020,SBGL
7.428571428571429,23.467391304347824,19.043478260869566,1017.554347826087,78.19565217391305,360,,,,2000,23,2020,SBGL
9.428571428571429,21.880434782608695,18.33695652173913,1017.9782608695652,81.45652173913044,130,,1,,5000,24,2020,SBGL
9.428571428571429,20.652173913043477,15.858695652173912,1018.7173913043479,76.28260869565217,280,,1,,5000,25,2020,SBGL
8.857142857142858,20.329896907216494,16.237113402061855,1018.4948453608248,79.85567010309278,10,,1,,4000,26,2020,SBGL
8.428571428571429,18.329787234042552,13.691489361702128,1023.2340425531914,76.74468085106383,330,,,,4000,27,2020,SBGL
9.285714285714286,19.59,15.57,1020.99,79.56,10,,,,1500,28,2020,SBGL
11.142857142857142,21.1875,16.447916666666668,1017.6875,76.91666666666667,240,,,,2000,29,2020,SBGL
8.142857142857142,18.64835164835165,12.307692307692308,1023.1318681318681,70.42857142857143,10,,,,5000,30,2020,SBGL
13.571428571428571,18.47826086956522,11.184782608695652,1022.3260869565217,66.04347826086956,10,,1,,5000,31,2020,SBGL
9.142857142857142,19.804347826086957,14.282608695652174,1025.1521739130435,73.05434782608695,360,,1,,3000,32,2020,SBGL
10.714285714285714,20.648936170212767,16.73404255319149,1019.2553191489362,80.59574468085107,100,,1,,1500,33,2020,SBGL
6.857142857142857,23.24468085106383,16.5531914893617,1016.3936170212766,71.53191489361703,VRB,,,,700,34,2020,SBGL
9.571428571428571,24.193548387096776,16.763440860215052,1016.010752688172,68.0,130,,1,,5000,35,2020,SBGL
11.571428571428571,22.50980392156863,18.205882352941178,1018.0686274509804,78.44117647058823,120,,1,,4000,36,2020,SBGL
9.571428571428571,23.870967741935484,19.56989247311828,1015.2258064516129,77.98924731182795,110,,1,1,10000,37,2020,SBGL
11.0,24.462365591397848,19.365591397849464,1016.3978494623656,75.64516129032258,140,,,,2000,38,2020,SBGL
16.285714285714285,22.763440860215052,15.795698924731182,1016.9247311827957,67.12903225806451,130,27,1,,5000,39,2020,SBGL
13.428571428571429,25.206521739130434,19.48913043478261,1011.9021739130435,72.42391304347827,130,,1,,10000,40,2020,SBGL
13.285714285714286,21.284313725490197,18.147058823529413,1015.9215686274509,83.16666666666667,120,36,1,,3000,41,2020,SBGL
10.571428571428571,23.76086956521739,19.315217391304348,1013.6195652173913,78.15217391304348,130,,1,,10000,42,2020,SBGL
12.571428571428571,21.25531914893617,17.351063829787233,1015.468085106383,79.77659574468085,120,,1,,800,43,2020,SBGL
10.428571428571429,22.64,20.12,1017.47,86.08,100,,1,,10000,44,2020,SBGL
13.571428571428571,22.978021978021978,18.857142857142858,1011.8241758241758,78.57142857142857,130,,1,,3000,45,2020,SBGL
12.428571428571429,21.16842105263158,16.94736842105263,1017.2105263157895,78.47368421052632,130,,1,,4000,46,2020,SBGL
11.428571428571429,24.296703296703296,18.53846153846154,1012.5934065934066,72.54945054945055,120,,1,,4000,47,2020,SBGL
12.0,26.032967032967033,19.505494505494507,1008.9010989010989,69.61538461538461,130,,1,,10000,48,2020,SBGL
14.142857142857142,25.9010989010989,20.252747252747252,1011.1978021978022,72.24175824175825,120,,1,,10000,49,2020,SBGL
13.0,24.736263736263737,19.978021978021978,1010.8571428571429,76.49450549450549,120,,1,,4000,50,2020,SBGL
15.142857142857142,26.612903225806452,21.612903225806452,1011.0215053763441,75.75268817204301,130,,1,1,10000,51,2020,SBGL
