"week","airport_code","mean_occurrence","mean_abundance","Total_Voos","index","moving_avg_occurrence","moving_avg_abundance","moving_avg_Total_Voos","moving_avg_index","Col_Total","vnt_vel_max_mean","tt_mean","po_mean","qnh_mean","ur_mean","vnt_dir_mode","vnt_rajada_mode","chuva_mode","trovoada_mode","teto_mode","vnt_vel_mean","chuva_count"
3,"SBCF",0.359166449105198,0.938227765092796,1343,0.00121342881865092,0.276163484318945,0.00771932687981128,0.202223142778238,0.000431098528888995,0,9.14285714285714,24.5161290322581,19.6774193548387,1018.33333333333,76.3225806451613,33,0,1,1,3000,5.58064516129032,5
3,"SBCT",0.293560321442783,0.859262928211441,861,0.000582318827105318,0.270611166795124,0.00842031433975339,0.147680198840099,0.000336508692197821,1,12,20.0421052631579,16.6,1020.13684210526,83,4,27,1,1,600,6.73684210526316,2
3,"SBCY",0.296333403223091,0.742208663374186,381,0.000224680744428981,0.284968179639854,0.0112434295260328,0.170878210439105,0.000547497143139521,1,8.71428571428571,29.2553191489362,22.1702127659574,1012.59574468085,68.3829787234042,22,26,1,1,10000,4.22340425531915,3
3,"SBEG",0.15559376350471,0.640663317803826,344,9.19421673577266e-05,0.297816959418885,0.0120747515850274,0.391397404032035,0.00140749081994086,0,7.71428571428571,25.9417475728155,23.7281553398058,1012.23300970874,88.6893203883495,1,17,1,1,2000,3.16504854368932,12
3,"SBFZ",0.336957179009914,1.22703459858894,553,0.000613042952354833,0.359953221663917,0.013344368767931,0.467688483844242,0.0022464707909447,1,13.8571428571429,28.2268041237113,23.4845360824742,1011.70103092784,76.1340206185567,33,23,1,0,2000,8.98969072164948,9
3,"SBGL",0.350988372821699,2.02238638495857,1197,0.00227816546265614,0.356577512353066,0.0127393912136996,0.494683789008561,0.00224714089793659,4,11.2857142857143,25.7395833333333,21.25,1014.66666666667,77.7604166666667,6,0,1,0,3000,5.8125,18
3,"SBGR",0.347728522339215,1.08471335167997,3575,0.00361547695378662,0.351065247414888,0.0102949404027994,0.482946699806683,0.00174546393388663,2,9.14285714285714,22.1649484536082,19.680412371134,1018.57731958763,87.020618556701,7,31,1,1,1100,5.47422680412371,5
3,"SBKP",0.404138812484841,1.16374559716011,1449,0.00182722171518063,0.32873682822383,0.0116368219053025,0.344725214029274,0.00131872973317505,0,12.7142857142857,24.4065934065934,18.2857142857143,1017.01098901099,70.1648351648352,6,22,1,0,10000,9,4
3,"SBPA",0.323454341766509,0.977783846245571,944,0.000800501385596315,0.290006851671602,0.0111232104651777,0.43910521955261,0.00141646879964209,0,10.4285714285714,24.967032967033,17.2747252747253,1015.01098901099,65.5384615384615,34,23,0,0,4500,6.12087912087912,0
3,"SBRF",0.328939313068986,1.0152726508677,1027,0.000919608893481959,0.285499679900687,0.01113989581264,0.42937033968517,0.0013655851813467,1,10.7142857142857,29.0217391304348,22.1630434782609,1012.61956521739,66.804347826087,5,0,1,0,2500,8.03260869565217,1
3,"SBRJ",0.258414845574986,1.63756853071126,1573,0.00178476038067854,0.305440941404532,0.0151668809340788,0.380626898646783,0.0017632869905961,0,11.4285714285714,25.4742268041237,21.7216494845361,1014.32989690722,80.5567010309278,8,0,1,0,4000,6.12371134020619,17
3,"SBSP",0.249218906275928,0.952137683828672,2816,0.00179162717352944,0.332406405869853,0.0133736691095346,0.384286108809721,0.00170834131507687,1,11.4285714285714,21.3858267716535,17.511811023622,1019.66141732283,79.6692913385827,9,0,1,0,1300,7.66929133858268,8
3,"SBSV",0.305425654682848,0.984658209400045,803,0.000647501554391761,0.355094906431858,0.01326167866881,0.282035349351008,0.00132814804753759,0,12.1428571428571,28.3626373626374,24.5384615384615,1013.93406593407,79.978021978022,32,0,0,0,2000,7.75824175824176,0
4,"SBBE",0.408704359084368,2.67439052090049,321,0.000940748158598273,0.351575138251946,0.0128759077944549,0.287075393537697,0.0012995469762335,0,10.7142857142857,26.2222222222222,23.7979797979798,1010.82828282828,87.030303030303,30,0,1,1,10000,5.85858585858586,15
4,"SBBR",0.366276703436266,0.898765258999033,1626,0.00143519319114414,0.324739494876033,0.00817526303791313,0.29170118751726,0.000774417293928462,3,15.2857142857143,22.9439252336449,20.1775700934579,1014.85981308411,85,23,20,1,1,1000,7.97196261682243,33
4,"SBCF",0.33997290852395,0.905997622250156,1335,0.00110252103670912,0.275787442280544,0.00777444717081733,0.204432477216239,0.000438322631872394,1,10.2857142857143,21.4716981132075,19.5660377358491,1012.64150943396,89.8490566037736,2,0,1,0,300,5.84905660377358,37
4,"SBCT",0.291346581963201,0.825720609165728,876,0.000565042881926675,0.267819432386508,0.00822804670629193,0.149958574979287,0.000330453334327845,6,10.4285714285714,19.2765957446809,15.4893617021277,1014.3829787234,81.8510638297872,5,15,1,0,900,6.30851063829787,3
4,"SBCY",0.301361785580715,0.737724881205294,388,0.000231285596526548,0.281934930921786,0.0112764289999205,0.169290251311792,0.000538210822614469,0,8.85714285714286,28.8085106382979,22.1595744680851,1008.70212765957,69.4574468085106,21,0,1,0,10000,5.64893617021277,4
4,"SBEG",0.17046849305431,0.73362912175556,362,0.000121384575967071,0.291856755054499,0.0121865181415595,0.392502071251036,0.00139601904063687,0,8.71428571428571,26.1681415929204,24.1681415929204,1011.11504424779,90.1238938053097,1,0,1,1,10000,3.76106194690266,28
4,"SBFZ",0.308100868947804,1.09288063086569,546,0.000492938280006772,0.349031743572348,0.0131698200360577,0.464374482187241,0.00213458333261611,0,13.2857142857143,29.0967741935484,23.2688172043011,1010.48387096774,71.741935483871,33,22,1,0,2000,9.41935483870968,7
4,"SBGL",0.347808576104316,2.08165411414071,1156,0.00224409346049984,0.349402976137671,0.0126190586450213,0.492612537972936,0.00217199599376403,1,11.1428571428571,24.5824175824176,20.0769230769231,1009.14285714286,77.0769230769231,6,0,1,0,4000,5.63736263736264,10
4,"SBGR",0.341049082111567,1.11268160756057,3621,0.00368426253340732,0.342553430639038,0.00995737893988986,0.483153824910246,0.00164800596130856,7,8,20.6770833333333,17.375,1011.85416666667,83.71875,1,0,1,0,1300,4.16666666666667,8
4,"SBKP",0.399168447125703,1.1387495022888,1403,0.00170992210300427,0.323541481397115,0.0111221906781924,0.34175642087821,0.00122980707950826,2,9.71428571428571,22.7362637362637,16.2527472527473,1011.21978021978,69.5274725274725,5,0,1,0,7000,6.53846153846154,10
4,"SBPA",0.309585799209096,0.865966937758706,955,0.00068646747404306,0.284476553477968,0.010710986942808,0.44020988677161,0.00134133037609528,1,11.8571428571429,25.8461538461538,19.1318681318681,1010.32967032967,69.4395604395604,4,17,1,0,10000,7.28571428571429,1
4,"SBRF",0.320410394109786,0.985042075626552,1019,0.000862322687075884,0.276241028155059,0.01081004668853,0.43019884009942,0.00128465048901905,1,10,29.0760869565217,23.6630434782609,1011.08695652174,72.9347826086957,31,0,1,1,2000,6.77173913043478,1
4,"SBRJ",0.265001285143874,1.59258404374123,1573,0.00177997258487256,0.300463166260019,0.0466815075678841,0.382214857774096,0.00536097371454801,0,12,24.7216494845361,21.0309278350515,1008.76288659794,80.5154639175258,9,0,1,0,8000,6.14432989690722,15
4,"SBSP",0.242908735449115,0.969333563310405,2829,0.00178600874716954,0.323766805700055,0.0449350114537375,0.384562275614471,0.00559479085419558,3,10.8571428571429,20.2767857142857,15.625,1013.16071428571,76.8392857142857,10,0,1,0,1300,5.6875,4
4,"SBSV",0.276643697917461,0.906779552996159,810,0.000544805858695924,0.342443532242694,0.0446592028313882,0.28141397404032,0.00430373571191749,3,14,27.1684210526316,23.3368421052632,1011.21052631579,79.7684210526316,31,22,1,1,7000,7.16842105263158,11
