"week","airport_code","mean_occurrence","mean_abundance","Total_Voos","index","moving_avg_occurrence","moving_avg_abundance","moving_avg_Total_Voos","moving_avg_index","Col_Total","vnt_vel_max_mean","tt_mean","po_mean","qnh_mean","ur_mean","vnt_dir_mode","vnt_rajada_mode","chuva_mode","trovoada_mode","teto_mode","vnt_vel_mean","chuva_count"
32,"SBCY",0.201209847222675,0.672394997694276,155,5.62263191997603e-05,0.270759333369576,0.0106299058151976,0.0499861916597625,0.000143867568193062,0,6.71428571428571,25.8681318681319,8.42857142857143,1018.18681318681,38.8241758241758,21,0,0,0,99999,3.84615384615385,0
32,"SBEG",0.163387670181692,0.906611869111657,209,8.30082421584004e-05,0.29654573002181,0.0116393348577762,0.126208229770782,0.000435619701444896,0,8.85714285714286,27.7472527472527,21.8461538461538,1014.2967032967,73.8901098901099,1,0,0,0,99999,3.35164835164835,0
32,"SBFZ",0.388668980449438,1.10341204889119,129,0.000148334292279671,0.341157594667465,0.012275539167699,0.161419497376415,0.000676007650228042,0,17.4285714285714,27.1428571428571,18.3296703296703,1015.6043956044,60,7,0,0,0,7000,12.9120879120879,0
32,"SBGL",0.3297708356245,1.69710228016431,231,0.000346630275290515,0.333154481621177,0.0133592155762051,0.163283623308478,0.00072672357135248,0,9.57142857142857,20.2637362637363,14.3956043956044,1025.65934065934,71.989010989011,27,0,0,0,99999,4.21978021978022,0
32,"SBGR",0.304355433831612,1.08827976323664,1259,0.0011181024366299,0.35846925539275,0.0123942199658563,0.172880419773543,0.000768098508219106,1,10.5714285714286,15.8210526315789,10.4736842105263,1027.46315789474,75.3684210526316,31,0,0,0,700,6.09473684210526,0
32,"SBKP",0.341835128764311,1.16872804479984,719,0.000770181881074633,0.347255424692324,0.0139953847264916,0.10846451256559,0.00052713463147939,1,11.2857142857143,18.6043956043956,8.2967032967033,1026.16483516484,56.3736263736264,5,0,0,0,10000,6.52747252747253,0
32,"SBPA",0.356656528264284,1.54988672919571,156,0.000231211263116989,0.331988601808464,0.0139438195806771,0.0717343275338304,0.000332071771882791,0,7.14285714285714,16.9901960784314,14.1372549019608,1023.80392156863,86.2941176470588,34,0,0,0,300,3.38235294117647,0
32,"SBRF",0.431029930710793,1.29952408870061,370,0.000555683801949693,0.33833968137906,0.0130409378069549,0.0753935376967688,0.000332656398978063,1,15.7142857142857,26.1304347826087,19.9891304347826,1018.04347826087,69.6304347826087,7,21,1,0,2500,12.7065217391304,5
32,"SBRJ",0.259500111029907,1.74795964461836,326,0.000396479557823401,0.337693062097638,0.0140335863139079,0.0662109914388291,0.000313776850347854,0,11.7142857142857,21.1538461538462,16.2307692307692,1025.53846153846,74.3333333333333,9,0,0,0,99999,6.06410256410256,0
32,"SBSP",0.280767837228874,1.14748320472427,187,0.000161536084329996,0.371187132236082,0.0122151835769201,0.0791217895608948,0.000358747606328071,0,7.85714285714286,16.8,10.17,1028.11,68.62,31,0,0,0,700,4.64,0
32,"SBSV",0.382060846546665,1.17789943842217,209,0.000252186181008296,0.376935912969621,0.0115276451580921,0.0877520022093344,0.000381298547884717,0,15.2857142857143,24.5142857142857,20.247619047619,1020.97142857143,77.9333333333333,4,24,1,0,1700,12.0095238095238,22
33,"SBBE",0.428443453585108,1.70849527356525,237,0.000465146641514871,0.347969856961263,0.0106890992938521,0.0837475835404584,0.000311497826523887,0,11.8571428571429,28.5274725274725,22.7032967032967,1010.3956043956,72.967032967033,33,0,0,0,3000,7.8021978021978,0
33,"SBBR",0.393476391583681,0.998777716979384,513,0.000540554068131541,0.290179648762569,0.00816917295797029,0.0790527478597073,0.000187396731694977,0,9.57142857142857,21.5494505494506,11.3956043956044,1019.2967032967,55.9230769230769,34,0,0,0,4000,4.81318681318681,0
33,"SBCF",0.30376296016303,0.864217376167124,312,0.000219607240566925,0.231622283929028,0.00769720676692905,0.0587544877105772,0.000104750121800386,0,8.14285714285714,20,12.9340659340659,1019.83516483516,67.2857142857143,3,0,0,0,8000,4.64835164835165,0
33,"SBCT",0.266196622513235,0.832418542355299,151,8.97130216089745e-05,0.262031016110854,0.00852176884814905,0.0468793151063242,0.000104679998790557,0,14.2857142857143,16.1515151515152,12.2323232323232,1017.17171717172,81.7676767676768,30,20,1,1,8000,7.07070707070707,22
33,"SBCY",0.19728262079033,0.67028562318195,169,5.99197079787568e-05,0.278058856536707,0.0103656414811349,0.0530930682132008,0.000153027942769134,0,10.5714285714286,29,10.936170212766,1011.05319148936,36.5744680851064,16,0,0,0,99999,6.41489361702128,0
33,"SBEG",0.159246932249516,0.804327646270394,219,7.52111859140331e-05,0.304056198552888,0.0112119906836796,0.137323943661972,0.000468147659697574,0,9.85714285714286,27.7473684210526,22.5157894736842,1010.16842105263,76.4,1,17,1,1,10000,3.91578947368421,5
33,"SBFZ",0.425397888890335,1.20393695362977,140,0.00019224779235571,0.346804943928511,0.0117597514165374,0.171637669152168,0.000699996759702771,0,19.5714285714286,27.5824175824176,19.8021978021978,1012.78888888889,63.8351648351648,5,0,0,0,2000,14.2527472527473,0
33,"SBGL",0.330307984216647,1.59209406714548,241,0.000339812295220993,0.33082467986299,0.0124726133470109,0.173087544877106,0.000714202190843167,0,12.7142857142857,24.3695652173913,16.804347826087,1014.54347826087,66.6847826086957,15,31,0,0,3500,5.3804347826087,0
33,"SBGR",0.301271988855054,1.01898149463038,1389,0.00114330353867508,0.339682079148701,0.0110181731271798,0.182408174537421,0.000682694689066624,1,10.2857142857143,19.2315789473684,12.4421052631579,1017.98947368421,69.3578947368421,31,19,1,1,1700,5.46315789473684,6
33,"SBKP",0.330241913752009,1.03000506820778,716,0.000653008488637832,0.329167250027876,0.012397149564765,0.11067384700359,0.000451630710822977,0,12,21.7826086956522,9.97826086956522,1016.69565217391,50.7826086956522,5,0,1,1,8000,7.39130434782609,3
33,"SBPA",0.36147683262825,1.49763606898487,161,0.000233693636007009,0.314673192166719,0.0125264469803793,0.0742198287765811,0.000292555049513937,1,10.7142857142857,15.0434782608696,12.4347826086957,1013.59782608696,86.9021739130435,1,27,1,0,300,5.53260869565217,7
33,"SBRF",0.365737581359489,0.992864696575063,376,0.000366084846784298,0.321882377014026,0.0117268647334623,0.0785004142502071,0.000296313244641593,1,12.5714285714286,25.8791208791209,20.5274725274725,1014.64835164835,73.2637362637363,8,0,1,0,2000,8.64835164835165,5
33,"SBRJ",0.259212672371756,1.58711978691545,350,0.000386071933326245,0.336413749506006,0.0134701842118357,0.0694559513946424,0.000314743476132538,0,11.5714285714286,24.5384615384615,18.8846153846154,1014.53846153846,72.0641025641026,2,25,1,0,4000,6.58974358974359,2
33,"SBSP",0.272265682307382,1.0832756034409,188,0.000148670213946108,0.371485257897681,0.0120422392705317,0.0836095001380834,0.000374028299590357,1,10.1428571428571,19.2372881355932,12.5423728813559,1018.58474576271,68.7457627118644,34,20,1,1,500,5.97457627118644,9
33,"SBSV",0.390313572017476,1.16820818325505,223,0.000272629602607203,0.380089348777211,0.0114092974215538,0.0937586302126484,0.00040658921539747,1,12.2857142857143,25.3225806451613,21.1075268817204,1016.22580645161,78.1935483870968,3,28,1,0,6000,8.1505376344086,3
34,"SBBE",0.423863071327408,1.71111232166489,245,0.000476435851254756,0.349855217261409,0.0105355108351477,0.0892709196354598,0.000329043989079145,0,11.2857142857143,28.032967032967,23.1208791208791,1010.83516483516,76.1318681318681,31,0,1,0,3000,7.41758241758242,2
34,"SBBR",0.399498705938458,0.998806471098214,555,0.000593777802197847,0.294070955461851,0.00800331044575256,0.0842999171499586,0.000198403323923693,2,9,22.4782608695652,13.1086956521739,1019.28260869565,59.4347826086956,30,0,0,0,600,5.1304347826087,0
34,"SBCF",0.306682045825503,0.822503561662002,335,0.000226571456475318,0.234669532909086,0.00746580504278139,0.0615161557580779,0.000107776119243456,0,10,19.4835164835165,13.8901098901099,1019.69230769231,73.5604395604396,3,0,1,0,3000,6.4945054945055,9
34,"SBCT",0.269377045954267,0.808208109655728,158,9.22306198444996e-05,0.262968658788122,0.00840795546950955,0.0483982325324496,0.000107009884690002,0,10.2857142857143,11.258064516129,9.55913978494624,1020.91397849462,90.0322580645161,5,0,1,0,900,6.17204301075269,34
34,"SBCY",0.200726024129174,0.66784576123411,173,6.21813590582436e-05,0.278222450895791,0.0103282578786641,0.0534382767191384,0.000153557732163485,0,11.7142857142857,23.7894736842105,11.5157894736842,1014.97894736842,51.6526315789474,11,0,0,0,1200,7.34736842105263,0
34,"SBEG",0.161893015727401,0.777354245074093,225,7.59213385249929e-05,0.302984885756003,0.0111062216238831,0.142225904446286,0.000478592627532429,2,8,27.4835164835165,21.9450549450549,1011.40659340659,74.0659340659341,13,0,0,0,1300,4.89010989010989,0
34,"SBFZ",0.419878549341645,1.210669537474,145,0.000197629401638694,0.346462513476376,0.011637369987894,0.17854183927092,0.000719865065720044,0,18.4285714285714,27.5824175824176,20.7692307692308,1012.49450549451,67.7252747252747,3,0,0,0,2000,13.1868131868132,0
34,"SBGL",0.330392214384946,1.5993727022274,231,0.000327284708384845,0.333043779908313,0.0122122302552971,0.180544048605358,0.000734310077033315,0,9.57142857142857,21.0824742268041,16.7319587628866,1018.25773195876,77.6701030927835,6,0,1,0,10000,5.63917525773196,25
34,"SBGR",0.299775763570021,0.988366824264328,1459,0.00115905546649399,0.334710251524424,0.0109512764609649,0.19048605357636,0.000698227486335769,1,9.42857142857143,15.1047619047619,12.6190476190476,1021,86.0857142857143,9,23,1,1,700,5.00952380952381,34
34,"SBKP",0.335803526608894,0.996187371046593,751,0.000673597508339641,0.324620339097314,0.0123180060634116,0.113642640154653,0.000454420018816354,0,14.4285714285714,16.3655913978495,11.9784946236559,1019.70967741935,76.9354838709677,5,0,1,1,7000,9.91397849462366,26
34,"SBPA",0.366203615069389,1.4475119676441,174,0.000247302376055803,0.308857354073023,0.0124477012716877,0.0734603700635184,0.000282423099981014,0,13.1428571428571,12.5434782608696,8.73913043478261,1021.15957446809,78.4148936170213,34,0,0,1,10000,4.86170212765957,0
34,"SBRF",0.33705810084939,1.07985973896252,375,0.000365963385910691,0.313247073970904,0.0117289332764378,0.0758768296050815,0.000278775571567169,1,13.5714285714286,26.3516483516484,20.8241758241758,1014.36263736264,72.3296703296703,7,0,1,0,6000,9.38461538461538,2
34,"SBRJ",0.259416113861582,1.55145942047238,346,0.000373377135240813,0.315078195979722,0.0126949930359048,0.0671775752554543,0.000268704624767148,0,11.2857142857143,21.2247191011236,17.7865168539326,1018.13483146067,81.314606741573,10,0,1,0,1000,6.68539325842697,22
34,"SBSP",0.272751586511731,1.04962179685632,169,0.000129724223973278,0.349934311756598,0.0113078833233339,0.0825738746202706,0.00032674617345602,3,13.4285714285714,14.635761589404,11.9867549668874,1020.88741721854,84.6556291390728,12,28,1,1,700,7.77483443708609,16
34,"SBSV",0.383762494660914,1.15137955360115,209,0.000247606235917324,0.36599043261792,0.0109550561961277,0.0947252140292737,0.000379795607430275,0,12.7142857142857,25.3085106382979,21.0212765957447,1016,77.6276595744681,32,26,1,0,6000,7.82978723404255,4
35,"SBBE",0.34438258888466,1.47787635986294,249,0.000339791793900195,0.339598628942899,0.01001278351421,0.0917564208782104,0.00031200188610692,1,11.5714285714286,27.8924731182796,23.3978494623656,1011.15053763441,78.010752688172,32,0,1,1,2000,6.66666666666667,3
35,"SBBR",0.398840576969087,0.979970218893141,569,0.00059629165358635,0.304198452933325,0.00810020039948298,0.0873377520022093,0.000215206197453422,0,11.2857142857143,20.8241758241758,8.76923076923077,1020.18681318681,50.4065934065934,31,0,0,0,99999,6.03296703296703,0
35,"SBCF",0.336976069957018,0.904257020447403,345,0.000281867040587367,0.249988063760666,0.00769620496301141,0.0634493233913284,0.000122073920703588,1,9.85714285714286,18.1098901098901,10.2087912087912,1021.20879120879,63.3626373626374,5,0,0,0,4500,6.4945054945055,0
35,"SBCT",0.278195279960831,0.763163208651046,166,9.44951504914866e-05,0.265929255358375,0.0085223563440179,0.0504004418668876,0.00011422473279607,0,9.28571428571429,14.4230769230769,9.20192307692308,1021.42307692308,77.3173076923077,34,21,0,0,100,4.53846153846154,0
35,"SBCY",0.202781884846362,0.689892116595398,185,6.93931043900181e-05,0.274967697751406,0.0107663780504955,0.0550262358464513,0.000162900008973752,0,8,30.9120879120879,9.97802197802198,1011.16483516484,33.1428571428571,22,0,0,0,99999,4.68131868131868,0
35,"SBEG",0.181999020278454,0.813524099066854,223,8.85275787348521e-05,0.300886067342078,0.0113701728719453,0.143606738470036,0.000491296832982156,0,7.85714285714286,26.4947368421053,23.0315789473684,1011.83157894737,82.5473684210526,21,0,1,1,10000,3.88421052631579,6
35,"SBFZ",0.400740836347852,1.24463138942208,156,0.000208623486337571,0.341479617766169,0.0117200835067502,0.180267881800608,0.000721462642901526,0,20.4285714285714,27.6483516483516,20.8241758241758,1012.89010989011,67.2747252747253,3,0,1,0,2000,14.5934065934066,1
35,"SBGL",0.314349049532955,1.68770015171983,233,0.000331434422962633,0.321405700108065,0.011821454230731,0.18157967412317,0.00068990884381669,1,10,21.9042553191489,14.9042553191489,1018.81914893617,68.1489361702128,23,0,0,0,4000,4.95744680851064,0
35,"SBGR",0.306455363209049,0.938655583032717,1468,0.00113222776317139,0.324428109505044,0.0101941526516091,0.191728804197735,0.000634098859519126,1,10.7142857142857,16.4285714285714,10.5102040816327,1021.24489795918,73.1122448979592,31,0,0,0,200,6.02040816326531,0
35,"SBKP",0.34437322197482,0.957687280606478,754,0.000666743345232461,0.309406733800036,0.0112243244052212,0.116197183098592,0.000403539053732184,0,12.7142857142857,19.2637362637363,8.54945054945055,1019.67032967033,55.1428571428571,5,0,0,0,99999,8.62637362637363,0
35,"SBPA",0.320445165715434,1.28639612770216,175,0.000193419718726823,0.290689849139502,0.0113325859530743,0.0777409555371444,0.000256099518875525,1,9.71428571428571,18.8191489361702,14.5531914893617,1015.70212765957,80.6170212765958,34,17,1,1,900,5.28723404255319,9
35,"SBRF",0.326438687120875,1.0172519011216,380,0.000338335820249926,0.304068936991054,0.0108325410793724,0.0823667495167081,0.000271302832528556,1,13.4285714285714,25.8681318681319,20.3736263736264,1014.78021978022,72.6483516483516,7,0,1,0,2000,8.23076923076923,3
35,"SBRJ",0.246369860389016,1.36308634552089,374,0.000336757128318128,0.305147921846418,0.0122381693190552,0.0737365368682684,0.000275365552781584,0,11.1428571428571,22.6329113924051,16.3417721518987,1018.55696202532,69.3291139240506,26,0,0,0,5000,6.67088607594937,0
35,"SBSP",0.269505683332682,1.00229103832195,197,0.000142679721159184,0.339865448556586,0.0112495651603217,0.0943109638221486,0.000360582739828466,0,10,17.9042553191489,10.0744680851064,1021.84042553191,63.8723404255319,33,0,0,0,1800,5.41489361702128,0
35,"SBSV",0.373961517121643,1.08037763973698,242,0.000262151360899935,0.362144682414576,0.0110674649275528,0.10846451256559,0.000434728323014949,1,14.4285714285714,24.6947368421053,20.1894736842105,1016.55789473684,76.7684210526316,12,25,1,0,1500,10.0210526315789,11
36,"SBBE",0.33075462654233,1.59637073587094,255,0.000361005747686378,0.340185179349712,0.0102732518326626,0.104460093896714,0.000365067973627603,0,11.4285714285714,27.8241758241758,23.1868131868132,1011.50549450549,77.4615384615385,32,0,0,0,4000,7.3956043956044,0
36,"SBBR",0.385239967229691,0.955781432122669,672,0.000663427470017852,0.318626862501895,0.0082829146282161,0.100248550124275,0.000264571873358331,0,13.5714285714286,22.010989010989,9.68131868131868,1021.71428571429,48.7912087912088,30,23,0,0,99999,7.36263736263736,0
36,"SBCF",0.358622618764639,0.92726574242115,402,0.000358428220688915,0.269110549702732,0.00817763396790462,0.0718724109362055,0.000158168721543617,0,11.7142857142857,21.3736263736264,11.7912087912088,1022.79120879121,58.2967032967033,33,23,0,0,99999,6.95604395604396,0
36,"SBCT",0.286123504862189,0.753161844642212,184,0.000106314847413873,0.273410809501498,0.00922837826042077,0.056199944766639,0.00014180023706449,0,12.1428571428571,17.7676767676768,13.5959595959596,1022.26262626263,81.1414141414141,5,0,0,0,600,7.11111111111111,0
36,"SBCY",0.24452135915106,0.776351807639003,194,9.87441441686028e-05,0.283289048291573,0.0124578843734146,0.0602734051367026,0.000212715829016256,0,9.42857142857143,29.2886597938144,10.7731958762887,1013.47422680412,36.701030927835,11,0,0,0,99999,5.4020618556701,0
36,"SBEG",0.187174716033041,0.912405800074339,261,0.000119511577276694,0.304260279450594,0.0128629744779258,0.159555371444352,0.000624450614160896,2,9.71428571428571,27.5531914893617,22.2021276595745,1011.70212765957,75.9574468085106,1,34,1,1,7000,4.17021276595745,3
36,"SBFZ",0.3758236579597,1.36017239093781,175,0.000239855880068952,0.349194891179319,0.0130233080056647,0.193385805026236,0.000879455330968914,0,18.2857142857143,27.7252747252747,19.6703296703297,1013.24175824176,62.9340659340659,32,25,0,0,3000,13.3296703296703,0
36,"SBGL",0.325636460022493,2.08371836319566,243,0.000442091910372879,0.335608140247959,0.0131306719936812,0.193800055233361,0.000854030410471617,0,11.2857142857143,24.8152173913043,18.3369565217391,1019.32608695652,69.6521739130435,5,0,0,0,3000,6.01086956521739,0
36,"SBGR",0.328406283787141,0.94324893069764,1632,0.00135547710003164,0.34210265616209,0.0108003416360837,0.205744269538801,0.000760189186154619,1,10.8571428571429,21.0108695652174,13.7391304347826,1022.07608695652,68.5,31,17,0,0,1300,6.89130434782609,0
36,"SBKP",0.366913162947943,0.97846321350274,751,0.000722906254516851,0.321626822319531,0.0118345819499389,0.127865230599282,0.000486695854884294,0,13.7142857142857,22.8901098901099,11.8241758241758,1020.54945054945,55.2417582417582,5,0,0,0,99999,9.28571428571429,0
36,"SBPA",0.321476654234258,1.40440635400062,181,0.000219106393696884,0.297208791880897,0.0118152084799755,0.0929991714995858,0.000326574387599699,0,13.7142857142857,14.8571428571429,13.2551020408163,1020,90.969387755102,4,27,1,1,800,9.3265306122449,32
36,"SBRF",0.351614523679018,1.12362225586548,416,0.000440671252068369,0.318537629902911,0.0113570280066071,0.09983429991715,0.000361164635018936,5,15.5714285714286,26.0210526315789,20.2315789473684,1015.58947368421,71.3368421052632,8,24,1,0,5000,11.2315789473684,11
36,"SBRJ",0.246502948416905,1.369355940006,504,0.000456145353368605,0.311364399829629,0.0133969729632636,0.0906517536592102,0.000378139326561279,0,12,24.4871794871795,19.6410256410256,1018.98717948718,75.5641025641026,9,0,0,0,3000,6.92307692307692,0
36,"SBSP",0.269241041193406,0.970481343877812,246,0.000172344651456503,0.349433863249273,0.0125207539483379,0.104183927091964,0.000455822957280351,1,11.5714285714286,20.5689655172414,13.7586206896552,1023.33620689655,69.301724137931,6,0,0,0,600,7.0948275862069,0
36,"SBSV",0.406792006322316,1.21563599897282,280,0.000371251523487157,0.365165085471296,0.0123635461889952,0.116128141397404,0.00052428783099977,1,13.2857142857143,25.4105263157895,20.7157894736842,1018.28421052632,75.978947368421,4,18,1,0,1700,10.1684210526316,9
37,"SBBE",0.322921603385891,1.96407957800797,283,0.000481256785798357,0.336839692639913,0.0112547549634028,0.108809721071527,0.000412502897494722,2,11.4285714285714,27.8076923076923,23.474358974359,1011.06593406593,67.3626373626374,31,0,1,0,2000,7.26373626373626,1
37,"SBBR",0.398780802095478,1.00835370585661,700,0.000754708830989167,0.320161615053869,0.00854375637606993,0.104391052195526,0.000285549492824074,0,13.2857142857143,23.0512820512821,8.34615384615385,1020.31868131868,37.2087912087912,29,14,0,0,99999,6.89010989010989,0
37,"SBCF",0.332165930081498,0.905711747028611,419,0.000337981834784981,0.266596510487778,0.008206765410007,0.0764291632145816,0.000167218985633425,1,10,22.3461538461538,11.1153846153846,1020.53846153846,45.5384615384615,32,0,0,0,99999,5.08791208791209,0
37,"SBCT",0.293490434996784,0.758814014028758,174,0.000103899341168583,0.26878264542917,0.00937295328686149,0.0603424468378901,0.000152019952724103,0,10,20.0120481927711,14.289156626506,1019.5306122449,64.3265306122449,34,0,0,0,1300,5,0
37,"SBCY",0.256209293041717,0.847148160026832,219,0.00012744787989391,0.277793874738847,0.0128765940818738,0.0644159072079536,0.00023041820994838,0,9.28571428571429,31.2962962962963,7.07407407407407,1011.12765957447,24.0212765957447,11,0,0,0,99999,5.30851063829787,0
37,"SBEG",0.184520383831114,0.869513427838683,295,0.00012690446687225,0.297938023669669,0.01319138614912,0.158588787627727,0.000623288114231431,0,8.85714285714286,27.5,22.9,1010.86315789474,66,1,24,1,1,8000,3.48421052631579,2
37,"SBFZ",0.340910469847066,1.38618115229266,186,0.000235671748225294,0.346099492371106,0.0136005161862885,0.197390223695112,0.000929141788711822,1,18.7142857142857,27.7051282051282,20.3333333333333,1012.97802197802,56.021978021978,5,0,0,0,2500,14.032967032967,0
37,"SBGL",0.329535352235491,2.20231402157383,233,0.000453389467995405,0.341374287868596,0.0140430450772841,0.198909141121237,0.000953557396525436,0,11.7142857142857,25.5769230769231,19.7564102564103,1015.51648351648,61.5384615384615,6,0,0,0,1500,5.71428571428571,0
37,"SBGR",0.336785888765007,0.976842491732289,1583,0.00139634776581974,0.352106965791023,0.0118503859191142,0.212855564761116,0.000888161859495911,0,10.1428571428571,23.8481012658228,14.2151898734177,1019.04255319149,51.6382978723404,31,0,0,0,900,5.52127659574468,0
37,"SBKP",0.377166258636862,1.03807500315209,857,0.000899656328940641,0.329264269695714,0.0129054261828719,0.137185860259597,0.000582943289835457,1,12.1428571428571,25.5,10.974358974359,1017.57142857143,41.1318681318681,6,0,0,0,99999,7.41758241758242,0
37,"SBPA",0.322009651837024,1.56850305538286,208,0.000281677296503894,0.302371503028805,0.0127502978985687,0.0996271748135874,0.00038409531105513,0,13.4285714285714,18.0481927710843,17.0481927710843,1015.83333333333,81.5625,5,22,1,1,900,8.125,23
37,"SBRF",0.372466063925198,1.29893844840782,435,0.000564285367863329,0.323336158775789,0.0119430317685643,0.106669428334714,0.000411916159555751,4,13.7142857142857,26.7215189873418,20.0253164556962,1015.23913043478,57.7826086956522,7,0,1,0,2500,10.5217391304348,3
37,"SBRJ",0.245415104383772,1.41151908040047,487,0.00045232568886499,0.311858411908081,0.0150646079733466,0.0961750897542115,0.000451832948977482,0,12.5714285714286,25.125,20.9861111111111,1015.46511627907,65.6627906976744,8,0,0,0,1000,6.53488372093023,0
37,"SBSP",0.269595191969226,0.974162150019159,313,0.00022040527389322,0.35167673863904,0.0142329537304236,0.110190555095278,0.00055154766663827,0,9.85714285714286,23.1630434782609,14.1739130434783,1019.64150943396,54.6132075471698,9,0,0,0,700,5.53921568627451,0
37,"SBSV",0.40586827482496,1.23590940982103,310,0.000416934361320665,0.368997840180558,0.0142173151466657,0.116680475006904,0.000612124275342675,0,13.5714285714286,25.7283950617284,20.4320987654321,1017.34736842105,62.5789473684211,4,27,1,0,1500,9.74736842105263,10
38,"SBBE",0.326555076454367,2.58502784477813,283,0.000640534241287092,0.343729589636401,0.0131125675146507,0.106186136426402,0.000478599759698257,0,11.7142857142857,27.8901098901099,23.4945054945055,1011.51648351648,78.4395604395604,31,0,0,0,3500,7.13186813186813,0
38,"SBBR",0.404688411307606,1.0688775323162,690,0.000800261746608785,0.327150259886614,0.00906541873122094,0.0993510080088373,0.000294650658735292,0,11.1428571428571,25.010989010989,9.52747252747253,1019.62637362637,41.2417582417582,34,21,0,0,7000,5.15384615384615,0
38,"SBCF",0.338879598135298,0.967719053510915,407,0.000357868419367046,0.271643153899773,0.00869967077526874,0.0708367854183927,0.000167401916837411,0,9,23.956043956044,11.978021978022,1019.26373626374,51.0879120879121,5,0,0,0,99999,5.21978021978022,0
38,"SBCT",0.304795272648335,0.780753385430823,158,0.000100812280776894,0.274983280289967,0.00979002636233063,0.0566141949737642,0.000152410709876824,0,12.4285714285714,17.7282608695652,12.1847826086957,1019.19565217391,75.1086956521739,5,0,0,0,900,6.6195652173913,0
38,"SBCY",0.260237757455219,0.917602546005087,184,0.000117808598977892,0.285774112038024,0.0133703175593154,0.0630350731842033,0.000240850120376147,0,8.85714285714286,30.5161290322581,12.2043010752688,1012.10752688172,36.6021505376344,10,19,1,1,3000,5.05376344086022,2
38,"SBEG",0.182659987360239,0.918189374463899,277,0.000124563185331749,0.306098272763918,0.0135477085375864,0.165700082850041,0.000687146674940214,0,10.4285714285714,27.8510638297872,22.9893617021277,1011.35106382979,77.4042553191489,1,25,1,1,10000,4.26595744680851,4
38,"SBFZ",0.352240103696074,1.41694555538041,201,0.000268981413494466,0.3582146372762,0.0140060866303966,0.21188898094449,0.00106308626813003,0,20.5714285714286,27.7142857142857,20.989010989011,1013.52747252747,67.8791208791209,33,0,0,0,2500,14.5384615384615,0
38,"SBGL",0.347958599640564,2.25583335858854,251,0.000528253716148015,0.353277817428479,0.0147514543123947,0.213338856669428,0.001111785921889,0,10.1428571428571,25.4615384615385,18.967032967033,1014.95604395604,69.4782608695652,7,0,1,0,5000,6.17391304347826,5
38,"SBGR",0.341534400358796,0.990687629052748,1671,0.00151593958598784,0.354514168296715,0.0115970206761462,0.226180613090307,0.000929898195645893,0,10.2857142857143,21.4891304347826,13.7065217391304,1018.82608695652,66.8369565217391,9,0,0,0,1100,6.19565217391304,0
38,"SBKP",0.391125445409368,1.10704114870168,946,0.00109826013948926,0.335287493417237,0.0131361181938342,0.144228113780724,0.000635234863405407,1,14.7142857142857,23.5108695652174,12.0217391304348,1017.45652173913,53.6086956521739,5,31,1,0,10000,9.77173913043478,1
38,"SBPA",0.332492824305188,1.72403704036366,222,0.000341205555875821,0.30386542734182,0.0127565168474767,0.104183927091964,0.0004038444521449,0,11.1428571428571,16.3469387755102,13.6938775510204,1017.12244897959,85.8469387755102,34,20,1,1,4000,5.55102040816327,18
38,"SBRF",0.352904003113508,0.956206700454156,437,0.000395388519333765,0.323124875744918,0.0118847333806397,0.112814139740403,0.000433234838228598,5,12.2857142857143,26.7472527472527,21.043956043956,1015.30769230769,71.4615384615385,5,0,0,0,6000,8.71428571428571,0
38,"SBRJ",0.264627700840885,1.6247958063402,484,0.000557973669309758,0.322730423780803,0.0171931817529649,0.100524716929025,0.000557787813121238,2,13.1428571428571,25.3625,20.325,1014.725,74.1111111111111,9,0,1,1,1300,7.46913580246914,6
38,"SBSP",0.2654371811077,0.950645394002398,366,0.000247625656978916,0.358895134544645,0.0160524326598987,0.114471140568904,0.000659484264401078,1,11,20.2542372881356,13.5593220338983,1020.06779661017,70.2457627118644,11,0,0,0,400,7.69491525423729,0
38,"SBSV",0.409530617917577,1.3648622520268,347,0.000520042604390741,0.376168311006103,0.0162919260660639,0.116611433305717,0.000714653904984707,0,13.7142857142857,25.0549450549451,20.3296703296703,1017.03296703297,76.043956043956,5,0,1,0,2000,7.74725274725275,9
39,"SBBE",0.351326195257051,3.14328742985214,259,0.000766882173975114,0.350259556604884,0.0149532412872497,0.103217343275338,0.000540602452105874,0,12.4285714285714,27.4835164835165,23.2197802197802,1012.16666666667,78.7362637362637,31,0,1,0,3000,6.97802197802198,1
39,"SBBR",0.409286543896252,1.15480717999691,686,0.000869351300647288,0.329038391168455,0.00959427265906087,0.0980392156862745,0.000309498435310675,6,11,23.4270833333333,14.8958333333333,1020.0625,63.375,30,32,1,1,800,6.04166666666667,8
39,"SBCF",0.334529886953533,1.04931667734248,397,0.000373651092498679,0.267297131378804,0.00873992027111141,0.0680060756697045,0.00015887277566234,0,11.5714285714286,21.7032967032967,14.2307692307692,1020.53846153846,66.3186813186813,3,0,1,0,10000,7.26373626373626,2
39,"SBCT",0.3058956003127,0.813324123155326,153,0.000102061645385505,0.281612221487733,0.00986881804546651,0.0541286937310135,0.000150433370769247,0,10.1428571428571,16.5257731958763,10.4639175257732,1021.26804123711,74.5670103092783,4,20,0,0,1000,5.48453608247423,0
